"Method","Metric","K","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","rep","scenario"
"C-PCA","Wasserstein",20,0.784371681415929,0.0977138643067846,0.786967563029415,0.131604861389092,0.3125,0.057,24,"III"
"C-PCA","Wasserstein",40,0.779662186379928,0.0648279569892474,0.772213623949738,0.118451678625996,0.43225,0.072625,24,"III"
"V-PCA","Wasserstein",5,0.796880208333333,0.149791666666667,0.806346753536028,0.161589078219549,0.176,0.042,24,"III"
"V-PCA","Wasserstein",10,0.789287262872629,0.124959349593496,0.79621903304607,0.148263603829523,0.2335,0.051,24,"III"
"V-PCA","Wasserstein",20,0.78325,0.0985825958702065,0.784716633645833,0.134578871209083,0.311,0.0555,24,"III"
"V-PCA","Wasserstein",40,0.778201612903226,0.0666433691756273,0.770036297427908,0.121313756647778,0.4295,0.068375,24,"III"
"MR-PCA","Wasserstein",5,0.537640625,0.0195104166666666,0.548639881946765,0.0285200653376397,0.029,0.004,24,"III"
"MR-PCA","Wasserstein",10,0.530210027100271,0.0173468834688347,0.539507140061165,0.0254750551395811,0.056,-0.002,24,"III"
"MR-PCA","Wasserstein",20,0.538036873156342,0.0136843657817109,0.533917688749399,0.0221466894794501,0.1,0.00025,24,"III"
"MR-PCA","Wasserstein",40,0.555424731182796,0.00877240143369185,0.527405960146346,0.0198137960076503,0.2115,0.002875,24,"III"
"SPCA","Wasserstein",5,0.798653645833333,0.147911458333333,0.809010283253518,0.157786316219327,0.176,0.041,24,"III"
"SPCA","Wasserstein",10,0.788987804878049,0.127357723577236,0.79828788373555,0.145764355653612,0.2365,0.052,24,"III"
"SPCA","Wasserstein",20,0.784371681415929,0.0977138643067846,0.786967563029415,0.131604861389092,0.3125,0.057,24,"III"
"SPCA","Wasserstein",40,0.779662186379928,0.0648279569892474,0.772213623949738,0.118451678625996,0.43225,0.072625,24,"III"
"IMDS","Wasserstein",5,0.500989583333333,-0.00640624999999995,0.497359115714445,0.00797917362735268,0.026,0.009,24,"III"
"IMDS","Wasserstein",10,0.503813008130081,-0.00471544715447159,0.495983019590687,0.00573444666095912,0.0485,0.009,24,"III"
"IMDS","Wasserstein",20,0.518874631268437,-0.00690560471976398,0.496403750568891,0.00321397671180834,0.09425,0.00225,24,"III"
"IMDS","Wasserstein",40,0.536439964157706,0.00478494623655912,0.492673910645429,0.00503261100699559,0.197625,-0.003125,24,"III"
"Int-UMAP","Wasserstein",5,0.924786458333333,0.0203749999999999,0.93280116568289,0.0227408397371645,0.473,-0.014,24,"III"
"Int-UMAP","Wasserstein",10,0.886723577235772,0.0156531165311653,0.91130902691286,0.0204745771818075,0.4885,-5e-04,24,"III"
"Int-UMAP","Wasserstein",20,0.845301622418879,0.00666519174041302,0.886698771237115,0.01647859564533,0.482,0.0105,24,"III"
"Int-UMAP","Wasserstein",40,0.806867383512545,0.00556093189964157,0.860691201869856,0.0146459479076965,0.516875,-0.00987499999999999,24,"III"
"C-PCA","Centers-Euclidean",5,0.8427890625,0.139984375,0.847158183910606,0.141025726695623,0.222,0.042,24,"III"
"C-PCA","Centers-Euclidean",10,0.833223577235772,0.125769647696477,0.837192955739715,0.134517395220841,0.274,0.0545,24,"III"
"C-PCA","Centers-Euclidean",20,0.834130530973451,0.104325958702065,0.828265201871195,0.12470389058051,0.36375,0.05525,24,"III"
"C-PCA","Centers-Euclidean",40,0.83980376344086,0.0800770609318996,0.816225887996903,0.115926572395978,0.498375,0.08625,24,"III"
"V-PCA","Centers-Euclidean",5,0.8397890625,0.145973958333333,0.843995433789954,0.147605895237035,0.22,0.037,24,"III"
"V-PCA","Centers-Euclidean",10,0.835,0.122140921409214,0.835932797392653,0.137258570271306,0.2765,0.056,24,"III"
"V-PCA","Centers-Euclidean",20,0.833645280235988,0.105202064896755,0.82677225873586,0.127879162217256,0.363,0.0535,24,"III"
"V-PCA","Centers-Euclidean",40,0.839429659498208,0.0806801075268817,0.814948955304764,0.1187056011728,0.49875,0.085625,24,"III"
"MR-PCA","Centers-Euclidean",5,0.8427890625,0.139984375,0.847158183910606,0.141025726695623,0.222,0.042,24,"III"
"MR-PCA","Centers-Euclidean",10,0.833223577235772,0.125769647696477,0.837192955739715,0.134517395220841,0.274,0.0545,24,"III"
"MR-PCA","Centers-Euclidean",20,0.834130530973451,0.104325958702065,0.828265201871195,0.12470389058051,0.36375,0.05525,24,"III"
"MR-PCA","Centers-Euclidean",40,0.83980376344086,0.0800770609318996,0.816225887996903,0.115926572395978,0.498375,0.08625,24,"III"
"SPCA","Centers-Euclidean",5,0.8427890625,0.139984375,0.847158183910606,0.141025726695623,0.222,0.042,24,"III"
"SPCA","Centers-Euclidean",10,0.833223577235772,0.125769647696477,0.837192955739715,0.134517395220841,0.274,0.0545,24,"III"
"SPCA","Centers-Euclidean",20,0.834130530973451,0.104325958702065,0.828265201871195,0.12470389058051,0.36375,0.05525,24,"III"
"SPCA","Centers-Euclidean",40,0.83980376344086,0.0800770609318996,0.816225887996903,0.115926572395978,0.498375,0.08625,24,"III"
"IMDS","Centers-Euclidean",5,0.503052083333333,-0.00361458333333331,0.506018487582136,0.00684263280988973,0.034,0.016,24,"III"
"IMDS","Centers-Euclidean",10,0.511449864498645,-0.0076368563685637,0.505959111235776,0.00412204041220193,0.05,0.01,24,"III"
"IMDS","Centers-Euclidean",20,0.520873156342183,-0.0158879056047199,0.503568186023576,-0.000451923269092935,0.1,0.0105,24,"III"
"IMDS","Centers-Euclidean",40,0.541911290322581,-0.00742293906810032,0.499799517368139,-0.000300134505136773,0.202625,0.000875000000000001,24,"III"
"Int-UMAP","Centers-Euclidean",5,0.500723958333333,-0.0158958333333333,0.497832627983814,-0.019997586962171,0.028,0,24,"III"
"Int-UMAP","Centers-Euclidean",10,0.508779132791328,-0.00556368563685639,0.499167474310642,-0.0149196647178549,0.0455,0,24,"III"
"Int-UMAP","Centers-Euclidean",20,0.515085545722714,0.00374041297935102,0.496839338888671,-0.0102667498076009,0.1,0.00375,24,"III"
"Int-UMAP","Centers-Euclidean",40,0.533931003584229,0.000543010752688255,0.492831569577806,-0.00904033570994767,0.20075,0.00787499999999999,24,"III"
"C-PCA","Int-Euclidean",5,0.998471354166667,-0.000421875000000016,0.994174833871626,0.0004712848498348,0.861,0.06,25,"III"
"C-PCA","Int-Euclidean",10,0.997287262872629,-9.75609756097562e-05,0.992756007440791,0.000321107382807894,0.8435,0.0185,25,"III"
"C-PCA","Int-Euclidean",20,0.990706489675516,0.00391740412979358,0.988778333615239,0.00158022362665864,0.855,0.01775,25,"III"
"C-PCA","Int-Euclidean",40,0.992689516129032,0.00356720430107527,0.982388616234585,0.00209439396852825,0.889625,0.063125,25,"III"
"V-PCA","Int-Euclidean",5,0.9974921875,0.000869791666666675,0.994004993132123,0.00044826818131195,0.795,-0.003,25,"III"
"V-PCA","Int-Euclidean",10,0.997123306233062,-0.000615176151761432,0.992558991153246,7.67174557854237e-06,0.85,0.0315,25,"III"
"V-PCA","Int-Euclidean",20,0.990096607669616,0.00339970501474929,0.988308543943795,0.00107507082340463,0.8365,0.00174999999999997,25,"III"
"V-PCA","Int-Euclidean",40,0.991936827956989,0.0032087813620072,0.98161525189553,0.00155240193758141,0.882875,0.03925,25,"III"
"MR-PCA","Int-Euclidean",5,0.4993125,-0.0503749999999999,0.470127705386643,-0.106522626870104,0.029,0.004,25,"III"
"MR-PCA","Int-Euclidean",10,0.531913279132791,-0.00996747967479672,0.486123115293881,-0.0787957592237128,0.058,-0.0065,25,"III"
"MR-PCA","Int-Euclidean",20,0.542669616519174,-0.0205929203539823,0.491038327438638,-0.0705789929524353,0.113,-0.007,25,"III"
"MR-PCA","Int-Euclidean",40,0.565692204301075,-0.000672939068100398,0.492373433909792,-0.0586040270246024,0.22175,-0.00612500000000001,25,"III"
"SPCA","Int-Euclidean",5,0.998471354166667,-0.000421875000000016,0.994174833871626,0.0004712848498348,0.861,0.06,25,"III"
"SPCA","Int-Euclidean",10,0.997287262872629,-9.75609756097562e-05,0.992756007440791,0.000321107382807894,0.8435,0.0185,25,"III"
"SPCA","Int-Euclidean",20,0.990706489675516,0.00391740412979358,0.988778333615239,0.00158022362665864,0.855,0.01775,25,"III"
"SPCA","Int-Euclidean",40,0.992689516129032,0.00356720430107527,0.982388616234585,0.00209439396852825,0.889625,0.063125,25,"III"
"IMDS","Int-Euclidean",5,0.552572916666667,0.103427083333333,0.513008686936184,0.0300330400564279,0.017,0.002,25,"III"
"IMDS","Int-Euclidean",10,0.564359078590786,0.111753387533875,0.523702018447077,0.0497302190023451,0.065,0.004,25,"III"
"IMDS","Int-Euclidean",20,0.537108407079646,0.0154498525073745,0.514665642221513,0.0267216288384087,0.11,0.0125,25,"III"
"IMDS","Int-Euclidean",40,0.566463261648745,0.0126487455197132,0.513384774415959,0.0242510131698708,0.212625,-0.00662499999999999,25,"III"
"Int-UMAP","Int-Euclidean",5,0.552674479166667,0.0247447916666665,0.536430931432602,0.0167717266213758,0.004,0,25,"III"
"Int-UMAP","Int-Euclidean",10,0.597867208672087,0.0980813008130081,0.554522961510095,0.0483330053915033,0.0495,-0.000499999999999997,25,"III"
"Int-UMAP","Int-Euclidean",20,0.638716814159292,0.131949852507375,0.568111444049208,0.0663683355609972,0.15875,-0.01675,25,"III"
"Int-UMAP","Int-Euclidean",40,0.641154569892473,0.0637051971326164,0.565749681420646,0.0570449033767375,0.301125,0.01075,25,"III"
"C-PCA","Hausdorff",5,0.8012421875,0.108182291666667,0.810015591936741,0.119812154285926,0.146,0.008,25,"III"
"C-PCA","Hausdorff",10,0.785326558265583,0.090409214092141,0.796659826986263,0.109440862668428,0.2115,0.0195,25,"III"
"C-PCA","Hausdorff",20,0.776435840707965,0.0502699115044248,0.783181958391039,0.0920460116008803,0.3115,0.0335,25,"III"
"C-PCA","Hausdorff",40,0.766678315412186,0.0226308243727599,0.766452067543706,0.0794413107483244,0.4145,0.039875,25,"III"
"V-PCA","Hausdorff",5,0.808018229166667,0.120671875,0.813422244496418,0.134021977206073,0.166,0.026,25,"III"
"V-PCA","Hausdorff",10,0.796962059620596,0.0948238482384824,0.802882408083836,0.119785850496204,0.217,0.0185,25,"III"
"V-PCA","Hausdorff",20,0.786713864306785,0.0598938053097345,0.789754557564404,0.103007419097292,0.316,0.031,25,"III"
"V-PCA","Hausdorff",40,0.780491487455197,0.0237571684587814,0.774088120998879,0.0884020764589513,0.43125,0.048125,25,"III"
"MR-PCA","Hausdorff",5,0.562044270833333,0.0174635416666667,0.568461224338271,0.0152804692430486,0.038,0.004,25,"III"
"MR-PCA","Hausdorff",10,0.555806233062331,0.0126639566395664,0.560890679544314,0.0133180177521192,0.0575,0.002,25,"III"
"MR-PCA","Hausdorff",20,0.563908554572271,0.00541002949852509,0.55561125190679,0.0105093268689804,0.121,0.0025,25,"III"
"MR-PCA","Hausdorff",40,0.580375,0.00302240143369181,0.549056853823267,0.00900071883717907,0.23075,-0.002875,25,"III"
"SPCA","Hausdorff",5,0.8012421875,0.108182291666667,0.810015591936741,0.119812154285926,0.146,0.008,25,"III"
"SPCA","Hausdorff",10,0.785326558265583,0.090409214092141,0.796659826986263,0.109440862668428,0.2115,0.0195,25,"III"
"SPCA","Hausdorff",20,0.776435840707965,0.0502699115044248,0.783181958391039,0.0920460116008803,0.3115,0.0335,25,"III"
"SPCA","Hausdorff",40,0.766678315412186,0.0226308243727599,0.766452067543706,0.0794413107483244,0.4145,0.039875,25,"III"
"IMDS","Hausdorff",5,0.496752604166667,-0.00094270833333332,0.500609199242677,0.00957085050302553,0.015,0.001,25,"III"
"IMDS","Hausdorff",10,0.505208672086721,-0.013810298102981,0.499799618819954,0.00248517458715963,0.041,-0.002,25,"III"
"IMDS","Hausdorff",20,0.513910766961652,-0.0179572271386431,0.497402441055608,-0.000846861878371796,0.09275,0.0015,25,"III"
"IMDS","Hausdorff",40,0.533213261648745,-0.0108440860215054,0.493369515789715,-0.00034833963012304,0.200375,-0.00275,25,"III"
"Int-UMAP","Hausdorff",5,0.892234375,0.0465833333333333,0.901890800757323,0.0543707539815124,0.407,0.031,25,"III"
"Int-UMAP","Hausdorff",10,0.866084010840108,0.0306720867208673,0.885134039245566,0.0459393021537405,0.441,0.037,25,"III"
"Int-UMAP","Hausdorff",20,0.828404867256637,0.0268805309734513,0.862434779633082,0.0417879714992489,0.4435,0.02275,25,"III"
"Int-UMAP","Hausdorff",40,0.794770609318996,0.0075358422939068,0.83806874767296,0.0350140504327105,0.4865,0.027,25,"III"
"C-PCA","Ichino-Yaguchi",5,0.794583333333333,0.119729166666667,0.801153246463971,0.134826446894606,0.14,0.024,25,"III"
"C-PCA","Ichino-Yaguchi",10,0.785082655826558,0.0917642276422764,0.791146294501532,0.118997750458595,0.2085,0.028,25,"III"
"C-PCA","Ichino-Yaguchi",20,0.77455383480826,0.0580693215339234,0.777870106672515,0.103164691306209,0.3,0.047,25,"III"
"C-PCA","Ichino-Yaguchi",40,0.769595430107527,0.0293378136200716,0.762353480509771,0.0901778230481067,0.418125,0.047625,25,"III"
"V-PCA","Ichino-Yaguchi",5,0.805572916666667,0.123385416666667,0.806656828897056,0.144593681553254,0.149,0.024,25,"III"
"V-PCA","Ichino-Yaguchi",10,0.794760162601626,0.099769647696477,0.79701421348734,0.129715838404221,0.215,0.0315,25,"III"
"V-PCA","Ichino-Yaguchi",20,0.785738938053097,0.0654896755162242,0.784706354491174,0.113199847545133,0.30825,0.0435,25,"III"
"V-PCA","Ichino-Yaguchi",40,0.783160394265233,0.029279569892473,0.770348800197906,0.0977883179072021,0.434125,0.055875,25,"III"
"MR-PCA","Ichino-Yaguchi",5,0.504705729166667,-0.00879687500000004,0.506036863793295,-0.00169692244867653,0.031,-0.002,25,"III"
"MR-PCA","Ichino-Yaguchi",10,0.507719512195122,-0.000382113821138175,0.504135395319921,0.00021494842591413,0.046,-0.000499999999999997,25,"III"
"MR-PCA","Ichino-Yaguchi",20,0.522315634218289,-0.000855457227138645,0.503210728321154,6.67126576019972e-05,0.10175,-5e-04,25,"III"
"MR-PCA","Ichino-Yaguchi",40,0.540922043010753,-0.00383333333333336,0.4992573992308,-0.000935354041598502,0.202375,0,25,"III"
"SPCA","Ichino-Yaguchi",5,0.794583333333333,0.119729166666667,0.801153246463971,0.134826446894606,0.14,0.024,25,"III"
"SPCA","Ichino-Yaguchi",10,0.785082655826558,0.0917642276422764,0.791146294501532,0.118997750458595,0.2085,0.028,25,"III"
"SPCA","Ichino-Yaguchi",20,0.77455383480826,0.0580693215339234,0.777870106672515,0.103164691306209,0.3,0.047,25,"III"
"SPCA","Ichino-Yaguchi",40,0.769595430107527,0.0293378136200716,0.762353480509771,0.0901778230481067,0.418125,0.047625,25,"III"
"IMDS","Ichino-Yaguchi",5,0.503223958333333,-0.000249999999999861,0.497660745443071,0.00523573523406473,0.012,0,25,"III"
"IMDS","Ichino-Yaguchi",10,0.509024390243902,-0.0109376693766938,0.497799887104281,-0.000488751944101917,0.045,0.0015,25,"III"
"IMDS","Ichino-Yaguchi",20,0.517544985250737,-0.0114056047197639,0.496067072506813,-0.00221886454551778,0.0955,0.002,25,"III"
"IMDS","Ichino-Yaguchi",40,0.535624103942652,-0.0142016129032259,0.492338088615731,-0.00348605351910025,0.20025,0.000625000000000001,25,"III"
"Int-UMAP","Ichino-Yaguchi",5,0.896453125,0.04525,0.905511656828897,0.0509765378475703,0.413,0.00999999999999998,25,"III"
"Int-UMAP","Ichino-Yaguchi",10,0.872728997289973,0.0392249322493224,0.88966438119121,0.0464404251800715,0.4505,0.015,25,"III"
"Int-UMAP","Ichino-Yaguchi",20,0.833426253687316,0.0212507374631268,0.867003719784733,0.038936916698257,0.46225,0.01875,25,"III"
"Int-UMAP","Ichino-Yaguchi",40,0.795584229390681,0.00483154121863805,0.841766254186178,0.0327507667334031,0.498125,0.025125,25,"III"
"C-PCA","Wasserstein",5,0.801096354166667,0.114609375,0.810882150944797,0.123024650109515,0.135,0.005,25,"III"
"C-PCA","Wasserstein",10,0.786428184281843,0.0864932249322493,0.797590485779535,0.109476639726594,0.21,0.015,25,"III"
"C-PCA","Wasserstein",20,0.777171091445428,0.0531091445427729,0.784085587981647,0.0939460089815991,0.3095,0.03925,25,"III"
"C-PCA","Wasserstein",40,0.767356182795699,0.028839605734767,0.767166681263662,0.0822338804178575,0.415625,0.03975,25,"III"
"V-PCA","Wasserstein",5,0.80884375,0.12528125,0.817518283402012,0.131001225080744,0.144,0.013,25,"III"
"V-PCA","Wasserstein",10,0.79980352303523,0.0883658536585366,0.806821381946872,0.114122347421575,0.2255,0.028,25,"III"
"V-PCA","Wasserstein",20,0.787768436578171,0.0627227138643067,0.793061071792191,0.100555561723904,0.31475,0.0445,25,"III"
"V-PCA","Wasserstein",40,0.782368279569893,0.0272078853046595,0.777193212158246,0.0866116102108458,0.4325,0.05175,25,"III"
"MR-PCA","Wasserstein",5,0.545559895833333,0.0402656250000001,0.550716486616921,0.0555418198017597,0.032,0.005,25,"III"
"MR-PCA","Wasserstein",10,0.535009485094851,0.0235040650406504,0.541673331909926,0.0444587982955398,0.0545,0,25,"III"
"MR-PCA","Wasserstein",20,0.544298672566372,0.0118598820058997,0.537123566505389,0.0373825893838806,0.11,0.0055,25,"III"
"MR-PCA","Wasserstein",40,0.561220430107527,0.00569354838709679,0.531020558274609,0.0325522791752749,0.215125,0.004875,25,"III"
"SPCA","Wasserstein",5,0.801096354166667,0.114609375,0.810882150944797,0.123024650109515,0.135,0.005,25,"III"
"SPCA","Wasserstein",10,0.786428184281843,0.0864932249322493,0.797590485779535,0.109476639726594,0.21,0.015,25,"III"
"SPCA","Wasserstein",20,0.777171091445428,0.0531091445427729,0.784085587981647,0.0939460089815991,0.3095,0.03925,25,"III"
"SPCA","Wasserstein",40,0.767356182795699,0.028839605734767,0.767166681263662,0.0822338804178575,0.415625,0.03975,25,"III"
"IMDS","Wasserstein",5,0.500924479166667,-0.000265624999999936,0.49822910866095,0.00735178379181056,0.02,0,25,"III"
"IMDS","Wasserstein",10,0.509147696476965,-0.0115149051490515,0.499059832638027,0.00115864639567509,0.0405,-0.000499999999999997,25,"III"
"IMDS","Wasserstein",20,0.518377581120944,-0.0147964601769911,0.497571766472201,-0.00194341351993432,0.09875,0.0045,25,"III"
"IMDS","Wasserstein",40,0.535267921146953,-0.0102992831541219,0.49361403617483,-0.00191918730435936,0.19875,-0.00475,25,"III"
"Int-UMAP","Wasserstein",5,0.886880208333333,0.0463749999999999,0.899079611686528,0.0479465048075138,0.398,0.028,25,"III"
"Int-UMAP","Wasserstein",10,0.862768292682927,0.0372113821138212,0.882713092414706,0.0431427677313612,0.4305,0.0215,25,"III"
"Int-UMAP","Wasserstein",20,0.8301098820059,0.0220929203539822,0.861728140917828,0.0367395792602016,0.4445,0.02475,25,"III"
"Int-UMAP","Wasserstein",40,0.795020609318996,0.00477777777777777,0.837219973694552,0.0304832214446453,0.4865,0.022625,25,"III"
"C-PCA","Centers-Euclidean",5,0.837291666666667,0.14825,0.841284664216505,0.143635519916843,0.179,0.03,25,"III"
"C-PCA","Centers-Euclidean",10,0.839626016260163,0.133626016260163,0.836204314039887,0.137207303194781,0.2585,0.0455,25,"III"
"C-PCA","Centers-Euclidean",20,0.848180678466077,0.105272861356932,0.83065176898633,0.126228229303393,0.37875,0.07075,25,"III"
"C-PCA","Centers-Euclidean",40,0.854376344086021,0.0739444444444445,0.8204186810109,0.115591697682933,0.519125,0.11025,25,"III"
"V-PCA","Centers-Euclidean",5,0.837994791666667,0.146177083333333,0.841587593273193,0.142491739985893,0.171,0.027,25,"III"
"V-PCA","Centers-Euclidean",10,0.839070460704607,0.134569105691057,0.835782791915327,0.13761218924895,0.2615,0.051,25,"III"
"V-PCA","Centers-Euclidean",20,0.848494100294985,0.10441592920354,0.830392544109778,0.126293465487188,0.3805,0.0745,25,"III"
"V-PCA","Centers-Euclidean",40,0.853684139784946,0.0749578853046595,0.81999596196143,0.115923901609504,0.51825,0.110125,25,"III"
"MR-PCA","Centers-Euclidean",5,0.837291666666667,0.14825,0.841284664216505,0.143635519916843,0.179,0.03,25,"III"
"MR-PCA","Centers-Euclidean",10,0.839626016260163,0.133626016260163,0.836204314039887,0.137207303194781,0.2585,0.0455,25,"III"
"MR-PCA","Centers-Euclidean",20,0.848180678466077,0.105272861356932,0.83065176898633,0.126228229303393,0.37875,0.07075,25,"III"
"MR-PCA","Centers-Euclidean",40,0.854376344086021,0.0739444444444445,0.8204186810109,0.115591697682933,0.519125,0.11025,25,"III"
"SPCA","Centers-Euclidean",5,0.837291666666667,0.14825,0.841284664216505,0.143635519916843,0.179,0.03,25,"III"
"SPCA","Centers-Euclidean",10,0.839626016260163,0.133626016260163,0.836204314039887,0.137207303194781,0.2585,0.0455,25,"III"
"SPCA","Centers-Euclidean",20,0.848180678466077,0.105272861356932,0.83065176898633,0.126228229303393,0.37875,0.07075,25,"III"
"SPCA","Centers-Euclidean",40,0.854376344086021,0.0739444444444445,0.8204186810109,0.115591697682933,0.519125,0.11025,25,"III"
"IMDS","Centers-Euclidean",5,0.503393229166667,0.000963541666666679,0.498874317852768,-0.00451590748784197,0.022,0.007,25,"III"
"IMDS","Centers-Euclidean",10,0.50680081300813,-0.0117967479674796,0.497768570403878,-0.00841716782458041,0.0385,0.009,25,"III"
"IMDS","Centers-Euclidean",20,0.52341592920354,-0.0086460176991151,0.498650542427305,-0.00773928999836837,0.0995,0.005,25,"III"
"IMDS","Centers-Euclidean",40,0.544163978494624,-0.00930645161290322,0.495982332567515,-0.00792291474262707,0.204625,-0.000625000000000001,25,"III"
"Int-UMAP","Centers-Euclidean",5,0.4959609375,-0.030234375,0.497462041058767,-0.0256398262612763,0.024,-0.002,25,"III"
"Int-UMAP","Centers-Euclidean",10,0.503109756097561,-0.0239972899728996,0.497210551214397,-0.0228445465018026,0.0545,0.002,25,"III"
"Int-UMAP","Centers-Euclidean",20,0.519010324483776,-0.0129941002949852,0.497394580197223,-0.0190650238648055,0.10575,-0.0035,25,"III"
"Int-UMAP","Centers-Euclidean",40,0.534212813620072,-0.00458333333333327,0.493043313496891,-0.0163274788889351,0.204,-0.01225,25,"III"
"C-PCA","Centers-Euclidean",10,0.887151950790861,0.0907016520210896,0.885670080764919,0.100140954425828,0.278,0.0617933333333333,1,"IV"
"C-PCA","Centers-Euclidean",20,0.887991045145331,0.0758702535559678,0.879911752782541,0.0936561778200906,0.386,0.0859666666666667,1,"IV"
"C-PCA","Centers-Euclidean",40,0.895641433542102,0.0588677383437718,0.873490987902372,0.0865465347146799,0.515083333333333,0.0992833333333333,1,"IV"
"C-PCA","Centers-Euclidean",5,0.8863400456621,0.108581735159817,0.889988935370885,0.107608575108071,0.194,0.0335866666666667,1,"IV"
"C-PCA","Hausdorff",10,0.906941476274165,0.0714691739894552,0.908390583960958,0.0760711636433362,0.32,0.0521733333333333,1,"IV"
"C-PCA","Hausdorff",20,0.904607173778602,0.0631387507730365,0.901318717028922,0.0722055215483024,0.42259,0.06375,1,"IV"
"C-PCA","Hausdorff",40,0.905427494780793,0.0540636325678496,0.892720968924022,0.0682678211765779,0.541083333333333,0.0838733333333333,1,"IV"
"C-PCA","Hausdorff",5,0.913354178082192,0.0766439726027397,0.914971316780274,0.0791530444340544,0.244,0.0323466666666667,1,"IV"
"C-PCA","Ichino-Yaguchi",10,0.895460339777387,0.0783147978910369,0.894158761824625,0.087807703931458,0.299946666666667,0.0608133333333333,1,"IV"
"C-PCA","Ichino-Yaguchi",20,0.894116623376623,0.0668669635126778,0.887853002622188,0.0822555587503887,0.40314,0.08288,1,"IV"
"C-PCA","Ichino-Yaguchi",40,0.898319331941545,0.0556371746694503,0.880291331965143,0.0770594896034497,0.52125,0.0895233333333333,1,"IV"
"C-PCA","Ichino-Yaguchi",5,0.896052465753425,0.0937074885844749,0.898686081649728,0.0947739531297422,0.214,0.0397333333333333,1,"IV"
"C-PCA","Int-Euclidean",10,0.913537492677212,0.0484542003514938,0.90157810654939,0.0743327328276104,0.324666666666667,0.05552,1,"IV"
"C-PCA","Int-Euclidean",20,0.911381273964131,0.0419302659245516,0.897030084958983,0.0673673005672367,0.428833333333333,0.0629966666666667,1,"IV"
"C-PCA","Int-Euclidean",40,0.911297720946416,0.0387592971468337,0.88972637334827,0.0629265011512953,0.543583333333333,0.067715,1,"IV"
"C-PCA","Int-Euclidean",5,0.911642785388128,0.06416,0.902419471581728,0.0855263922041489,0.249093333333333,0.0503733333333333,1,"IV"
"C-PCA","Wasserstein",10,0.893770521382542,0.0814505916813123,0.894120785379691,0.0874908510997272,0.289333333333333,0.0535,1,"IV"
"C-PCA","Wasserstein",20,0.89226693877551,0.0701660358688931,0.887335000885628,0.0827366720437061,0.396333333333333,0.0828466666666667,1,"IV"
"C-PCA","Wasserstein",40,0.897399732080724,0.0576330201809325,0.879797815241342,0.0775634337112729,0.5185,0.0919166666666667,1,"IV"
"C-PCA","Wasserstein",5,0.895110182648402,0.0949599086757991,0.89932570727826,0.093055033590078,0.207333333333333,0.0292933333333333,1,"IV"
"IMDS","Centers-Euclidean",10,0.538172489748096,-0.0395188283538372,0.535125445501219,-0.040675437863639,0.046,-0.00748666666666667,1,"IV"
"IMDS","Centers-Euclidean",20,0.537441255411255,-0.0265475943104515,0.53142300832552,-0.0355926052137063,0.0898333333333333,-0.00850333333333333,1,"IV"
"IMDS","Centers-Euclidean",40,0.534879819067502,-0.0148860681976339,0.524243221631987,-0.0308648014834376,0.151666666666667,-0.00758499999999999,1,"IV"
"IMDS","Centers-Euclidean",5,0.538300114155251,-0.0431163926940639,0.537531755132843,-0.042574629032655,0.0286666666666667,-0.00164,1,"IV"
"IMDS","Hausdorff",10,0.547637855887522,-0.0262925600468658,0.545948311327123,-0.0353224188854414,0.0486666666666667,-0.00366666666666667,1,"IV"
"IMDS","Hausdorff",20,0.549271416202845,-0.0209994063079776,0.542401372198695,-0.0317067933269597,0.09,-0.00983333333333333,1,"IV"
"IMDS","Hausdorff",40,0.550891969380654,-0.0110649826026444,0.536094711653747,-0.0275158044098759,0.159743333333333,-0.00607666666666666,1,"IV"
"IMDS","Hausdorff",5,0.543068744292237,-0.0338782191780822,0.547222349911001,-0.0390782734945985,0.0273333333333333,-0.00266666666666667,1,"IV"
"IMDS","Ichino-Yaguchi",10,0.54582755711775,-0.0348290568248389,0.545634450246959,-0.040424318762365,0.0433333333333333,-0.00366666666666667,1,"IV"
"IMDS","Ichino-Yaguchi",20,0.547920884353742,-0.0241131354359926,0.542270564425742,-0.0354560447978251,0.09109,-0.00833,1,"IV"
"IMDS","Ichino-Yaguchi",40,0.545231837160752,-0.0072864300626305,0.534706995517211,-0.0290055232721929,0.156666666666667,-0.00987,1,"IV"
"IMDS","Ichino-Yaguchi",5,0.547579315068493,-0.0406504109589041,0.549412888910763,-0.0435989648185972,0.0233333333333333,0.002,1,"IV"
"IMDS","Int-Euclidean",10,0.529380913884007,-0.0420058816637376,0.536559950738757,-0.0615897094848617,0.0463333333333333,-0.000666666666666666,1,"IV"
"IMDS","Int-Euclidean",20,0.51851462585034,-0.00931659863945583,0.527824426912522,-0.0471546615192294,0.08209,-0.00357666666666667,1,"IV"
"IMDS","Int-Euclidean",40,0.507604686847599,0.0236327279053584,0.516368314629351,-0.0329948467225762,0.130706666666667,-0.00605666666666667,1,"IV"
"IMDS","Int-Euclidean",5,0.538435091324201,-0.0593136529680365,0.543960679512103,-0.0716421258130931,0.0253333333333333,-0.00133333333333333,1,"IV"
"IMDS","Wasserstein",10,0.546932478031634,-0.0440721031048623,0.546646477233179,-0.0466786066535531,0.046,-0.00433333333333333,1,"IV"
"IMDS","Wasserstein",20,0.545836277056277,-0.0296111811997526,0.542271750138547,-0.0409598074428301,0.0925766666666667,-0.00699666666666667,1,"IV"
