"Method","Metric","K","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","rep","scenario"
"Int-UMAP","Hausdorff",5,0.895819634703196,-0.00824200913242013,0.898689043646595,-0.00903511578118463,0.239333333333333,0.00466666666666667,8,"I"
"Int-UMAP","Hausdorff",10,0.893681898066784,-0.0117973052138255,0.893456368997533,-0.0102410712078876,0.274,0.00833333333333333,8,"I"
"Int-UMAP","Hausdorff",20,0.898772108843537,-0.0109703153988869,0.88882665069641,-0.00993732665117708,0.361833333333333,0.00650000000000001,8,"I"
"Int-UMAP","Hausdorff",40,0.917493215031315,-0.0143858733472512,0.885027741270884,-0.0106516408155652,0.508166666666667,0.00958333333333333,8,"I"
"C-PCA","Ichino-Yaguchi",5,0.930699771689498,0.065906392694064,0.930376258089918,0.0659669759086547,0.281333333333333,0.0206666666666667,8,"I"
"C-PCA","Ichino-Yaguchi",10,0.927960749853544,0.0578101933216169,0.925624510753483,0.0626834420172546,0.378666666666667,0.0546666666666667,8,"I"
"C-PCA","Ichino-Yaguchi",20,0.92454143475572,0.0403580705009277,0.919109790995015,0.0561556204586906,0.469333333333333,0.0866666666666666,8,"I"
"C-PCA","Ichino-Yaguchi",40,0.924139700765484,0.0154053583855255,0.910772566136453,0.0482188334364447,0.583833333333333,0.121916666666667,8,"I"
"V-PCA","Ichino-Yaguchi",5,0.930429223744292,0.0664246575342465,0.93021060445735,0.0662338099105085,0.279333333333333,0.022,8,"I"
"V-PCA","Ichino-Yaguchi",10,0.927968365553603,0.0581066198008201,0.92550317531448,0.062961907433139,0.377333333333333,0.0553333333333333,8,"I"
"V-PCA","Ichino-Yaguchi",20,0.924534941249227,0.0410142238713667,0.919036862620115,0.0564777106012805,0.467666666666667,0.0861666666666667,8,"I"
"V-PCA","Ichino-Yaguchi",40,0.924576374391093,0.0160107863604732,0.91082575287512,0.0485506386529753,0.58375,0.121083333333333,8,"I"
"MR-PCA","Ichino-Yaguchi",5,0.730457762557078,0.297312785388128,0.733672187087301,0.309044959027487,0.115333333333333,0.0253333333333333,8,"I"
"MR-PCA","Ichino-Yaguchi",10,0.722498535442296,0.26377855887522,0.72637971470912,0.29098686597144,0.153333333333333,0.038,8,"I"
"MR-PCA","Ichino-Yaguchi",20,0.709269016697588,0.232613481756339,0.715842893762006,0.273483484701387,0.2095,0.0458333333333333,8,"I"
"MR-PCA","Ichino-Yaguchi",40,0.703422407794015,0.194898399443285,0.704435035187553,0.255374348223086,0.302833333333333,0.0624166666666667,8,"I"
"SPCA","Ichino-Yaguchi",5,0.930699771689498,0.065906392694064,0.930376258089918,0.0659669759086547,0.281333333333333,0.0206666666666667,8,"I"
"SPCA","Ichino-Yaguchi",10,0.927960749853544,0.0578101933216169,0.925624510753483,0.0626834420172546,0.378666666666667,0.0546666666666667,8,"I"
"SPCA","Ichino-Yaguchi",20,0.92454143475572,0.0403580705009277,0.919109790995015,0.0561556204586906,0.469333333333333,0.0866666666666666,8,"I"
"SPCA","Ichino-Yaguchi",40,0.924139700765484,0.0154053583855255,0.910772566136453,0.0482188334364447,0.583833333333333,0.121916666666667,8,"I"
"IMDS","Ichino-Yaguchi",5,0.573067351598173,-0.0937876712328767,0.571301933377628,-0.10619189408667,0.0246666666666667,0.002,8,"I"
"IMDS","Ichino-Yaguchi",10,0.572054481546573,-0.0706748681898066,0.569015940359631,-0.0927411237882154,0.0556666666666667,-0.00133333333333334,8,"I"
"IMDS","Ichino-Yaguchi",20,0.563472479901051,-0.0607062461348176,0.561806223555578,-0.0846041964453033,0.0956666666666667,-0.00383333333333333,8,"I"
"IMDS","Ichino-Yaguchi",40,0.564949373695198,-0.0441951983298539,0.554782559149539,-0.0764640389310871,0.167416666666667,-0.011,8,"I"
"Int-UMAP","Ichino-Yaguchi",5,0.872361872146119,0.0238333333333334,0.878785138338624,0.0226582506910779,0.245333333333333,0.016,8,"I"
"Int-UMAP","Ichino-Yaguchi",10,0.861545987111892,0.021493848857645,0.86928873784646,0.0225632825353635,0.278666666666667,0.0246666666666667,8,"I"
"Int-UMAP","Ichino-Yaguchi",20,0.853616264687693,0.01613048855906,0.85933126661969,0.020570464940044,0.344666666666667,0.0155,8,"I"
"Int-UMAP","Ichino-Yaguchi",40,0.85511012526096,-0.00254940848990959,0.849275185062823,0.015177052470825,0.435333333333333,0.025,8,"I"
"C-PCA","Wasserstein",5,0.926567351598173,0.0646872146118722,0.926650425310267,0.066189105166884,0.263333333333333,0.0206666666666667,8,"I"
"C-PCA","Wasserstein",10,0.922789103690685,0.0556028119507909,0.921309797457507,0.0621972635815754,0.352666666666667,0.0496666666666667,8,"I"
"C-PCA","Wasserstein",20,0.923358379715522,0.0453648732220161,0.9158302160919,0.0576441173600998,0.444333333333333,0.0753333333333333,8,"I"
"C-PCA","Wasserstein",40,0.932780967292971,0.0287185107863605,0.909986454760208,0.0521132845961148,0.578166666666667,0.11,8,"I"
"V-PCA","Wasserstein",5,0.926154109589041,0.0656780821917808,0.926026158427049,0.0672425786024231,0.26,0.0193333333333333,8,"I"
"V-PCA","Wasserstein",10,0.922851786760398,0.0558922085530169,0.920907141913,0.0629545692151315,0.353,0.0506666666666667,8,"I"
"V-PCA","Wasserstein",20,0.923554730983302,0.0454174397031539,0.915556858164727,0.0582245010523813,0.443666666666667,0.0748333333333333,8,"I"
"V-PCA","Wasserstein",40,0.932859603340292,0.0289906054279749,0.909733524055687,0.0526836880327413,0.576916666666667,0.111833333333333,8,"I"
"MR-PCA","Wasserstein",5,0.758819634703196,0.262100456621005,0.760482360082355,0.26910328026183,0.129333333333333,0.0266666666666667,8,"I"
"MR-PCA","Wasserstein",10,0.751199179847686,0.232835383714118,0.753650447209121,0.254201380045543,0.171,0.0373333333333333,8,"I"
"MR-PCA","Wasserstein",20,0.740235930735931,0.204517625231911,0.744077895244657,0.239136920017142,0.2335,0.0508333333333333,8,"I"
"MR-PCA","Wasserstein",40,0.73112891440501,0.16043180236604,0.732008425284684,0.221045170579068,0.313,0.0831666666666667,8,"I"
"SPCA","Wasserstein",5,0.926567351598173,0.0646872146118722,0.926650425310267,0.066189105166884,0.263333333333333,0.0206666666666667,8,"I"
"SPCA","Wasserstein",10,0.922789103690685,0.0556028119507909,0.921309797457507,0.0621972635815754,0.352666666666667,0.0496666666666667,8,"I"
"SPCA","Wasserstein",20,0.923358379715522,0.0453648732220161,0.9158302160919,0.0576441173600998,0.444333333333333,0.0753333333333333,8,"I"
"SPCA","Wasserstein",40,0.932780967292971,0.0287185107863605,0.909986454760208,0.0521132845961148,0.578166666666667,0.11,8,"I"
"IMDS","Wasserstein",5,0.574488584474886,-0.0955433789954337,0.575567996325188,-0.103017611208176,0.026,-0.00133333333333333,8,"I"
"IMDS","Wasserstein",10,0.565349150556532,-0.0738031634446397,0.569369356921866,-0.0911994102406213,0.052,-0.006,8,"I"
"IMDS","Wasserstein",20,0.55552009894867,-0.0584712430426717,0.560785313353968,-0.0821090547202949,0.0863333333333333,-0.00233333333333333,8,"I"
"IMDS","Wasserstein",40,0.559517571329158,-0.0445173973556019,0.553677523581894,-0.0752116730717837,0.15875,-0.0155833333333333,8,"I"
"Int-UMAP","Wasserstein",5,0.858541095890411,0.00741095890410959,0.868290146090181,0.00728186956058108,0.227333333333333,0.00333333333333334,8,"I"
"Int-UMAP","Wasserstein",10,0.8430820152314,0.000725248974809523,0.856333416387223,0.00502772940643487,0.255666666666667,0.0103333333333333,8,"I"
"Int-UMAP","Wasserstein",20,0.836562770562771,-0.00548299319727896,0.845957506242781,0.00224347915878373,0.313333333333333,0.00866666666666666,8,"I"
"Int-UMAP","Wasserstein",40,0.845367780097425,-0.0105643702157272,0.837249790053705,4.74027056827364e-05,0.412666666666667,0.00916666666666668,8,"I"
"C-PCA","Centers-Euclidean",5,0.849030821917808,0.147203196347032,0.850156507616212,0.15393984135968,0.168,0.032,8,"I"
"C-PCA","Centers-Euclidean",10,0.844237258347979,0.132537785588752,0.844216764205094,0.145945685212247,0.222666666666667,0.0446666666666667,8,"I"
"C-PCA","Centers-Euclidean",20,0.842233457019171,0.115764378478664,0.837262799528309,0.137321506927395,0.321333333333333,0.057,8,"I"
"C-PCA","Centers-Euclidean",40,0.841370911621434,0.0914175365344467,0.828009038857956,0.127154164374822,0.429916666666667,0.0816666666666667,8,"I"
"V-PCA","Centers-Euclidean",5,0.850036529680365,0.1452100456621,0.850098924625341,0.154182969543355,0.169333333333333,0.0333333333333333,8,"I"
"V-PCA","Centers-Euclidean",10,0.842745166959578,0.135437609841828,0.843366515741936,0.147725001968884,0.223,0.0453333333333333,8,"I"
"V-PCA","Centers-Euclidean",20,0.842468460111317,0.115273345701917,0.836923614937044,0.138067306040136,0.321833333333333,0.0591666666666667,8,"I"
"V-PCA","Centers-Euclidean",40,0.841769137091162,0.0907122477383439,0.827727296516613,0.127792619487237,0.430583333333333,0.0840833333333333,8,"I"
"MR-PCA","Centers-Euclidean",5,0.849030821917808,0.147203196347032,0.850156507616212,0.15393984135968,0.168,0.032,8,"I"
"MR-PCA","Centers-Euclidean",10,0.844237258347979,0.132537785588752,0.844216764205094,0.145945685212247,0.222666666666667,0.0446666666666667,8,"I"
"MR-PCA","Centers-Euclidean",20,0.842233457019171,0.115764378478664,0.837262799528309,0.137321506927395,0.321333333333333,0.057,8,"I"
"MR-PCA","Centers-Euclidean",40,0.841370911621434,0.0914175365344467,0.828009038857956,0.127154164374822,0.429916666666667,0.0816666666666667,8,"I"
"SPCA","Centers-Euclidean",5,0.849030821917808,0.147203196347032,0.850156507616212,0.15393984135968,0.168,0.032,8,"I"
"SPCA","Centers-Euclidean",10,0.844237258347979,0.132537785588752,0.844216764205094,0.145945685212247,0.222666666666667,0.0446666666666667,8,"I"
"SPCA","Centers-Euclidean",20,0.842233457019171,0.115764378478664,0.837262799528309,0.137321506927395,0.321333333333333,0.057,8,"I"
"SPCA","Centers-Euclidean",40,0.841370911621434,0.0914175365344467,0.828009038857956,0.127154164374822,0.429916666666667,0.0816666666666667,8,"I"
"IMDS","Centers-Euclidean",5,0.499365296803653,0.000931506849315089,0.500052948462403,-0.0107681013198153,0.014,-0.002,8,"I"
"IMDS","Centers-Euclidean",10,0.505140597539543,-0.00177270064440538,0.500754602927949,-0.00866981135406553,0.0273333333333333,0.000666666666666666,8,"I"
"IMDS","Centers-Euclidean",20,0.515245207173779,0.00169758812615961,0.500825716079439,-0.00651979825013727,0.0655,-0.00416666666666667,8,"I"
"IMDS","Centers-Euclidean",40,0.526496172581768,-0.000304105775922103,0.498385917465297,-0.00595966326458081,0.13325,-0.00375,8,"I"
"Int-UMAP","Centers-Euclidean",5,0.611130136986301,-0.100360730593607,0.625475756904627,-0.102876934813101,0.0893333333333333,0.00066666666666667,8,"I"
"Int-UMAP","Centers-Euclidean",10,0.596270064440539,-0.0921089630931458,0.613570438372555,-0.09864052142491,0.114,-0.00233333333333333,8,"I"
"Int-UMAP","Centers-Euclidean",20,0.589302102659246,-0.0785844155844155,0.603622348886288,-0.0925745590343742,0.147166666666667,-0.00900000000000001,8,"I"
"Int-UMAP","Centers-Euclidean",40,0.585464683368128,-0.0615591510090465,0.592993525502484,-0.0852866056581639,0.205083333333333,-0.0146666666666667,8,"I"
"C-PCA","Int-Euclidean",5,0.929385844748858,0.0657351598173517,0.926837077868281,0.0707128150864155,0.257333333333333,0.0513333333333333,9,"I"
"C-PCA","Int-Euclidean",10,0.929706502636204,0.0553450497949619,0.923689042704898,0.0654130549354659,0.355333333333333,0.07,9,"I"
"C-PCA","Int-Euclidean",20,0.933169449598021,0.0420531849103277,0.919927284332662,0.0594378095007963,0.480333333333333,0.102,9,"I"
"C-PCA","Int-Euclidean",40,0.938620911621434,0.0278569937369519,0.914267512532753,0.0538547851776835,0.609333333333333,0.12025,9,"I"
"V-PCA","Int-Euclidean",5,0.929425799086758,0.0659840182648402,0.925880273314139,0.0727766977549196,0.254,0.0506666666666667,9,"I"
"V-PCA","Int-Euclidean",10,0.929535442296426,0.0567627416520211,0.922883783812413,0.0674867278809145,0.355666666666667,0.074,9,"I"
"V-PCA","Int-Euclidean",20,0.933681199752628,0.0422554112554112,0.919486056635931,0.0608923210083159,0.481333333333333,0.102833333333333,9,"I"
"V-PCA","Int-Euclidean",40,0.939076026443981,0.0286231732776617,0.913883453087135,0.0553855029037295,0.610083333333333,0.121,9,"I"
"MR-PCA","Int-Euclidean",5,0.751528538812785,0.231107305936073,0.75879231570572,0.241313909327296,0.101333333333333,0.0166666666666667,9,"I"
"MR-PCA","Int-Euclidean",10,0.730548330404218,0.221708260105448,0.745356223660902,0.234030193850236,0.137,0.0226666666666667,9,"I"
"MR-PCA","Int-Euclidean",20,0.716971861471861,0.189641929499072,0.732554946054203,0.219840680371302,0.201333333333333,0.0375,9,"I"
"MR-PCA","Int-Euclidean",40,0.698954070981211,0.142334029227557,0.716681582265377,0.201339739935615,0.279166666666667,0.0610833333333333,9,"I"
"SPCA","Int-Euclidean",5,0.929385844748858,0.0657351598173517,0.926837077868281,0.0707128150864155,0.257333333333333,0.0513333333333333,9,"I"
"SPCA","Int-Euclidean",10,0.929706502636204,0.0553450497949619,0.923689042704898,0.0654130549354659,0.355333333333333,0.07,9,"I"
"SPCA","Int-Euclidean",20,0.933169449598021,0.0420531849103277,0.919927284332662,0.0594378095007963,0.480333333333333,0.102,9,"I"
"SPCA","Int-Euclidean",40,0.938620911621434,0.0278569937369519,0.914267512532753,0.0538547851776835,0.609333333333333,0.12025,9,"I"
"IMDS","Int-Euclidean",5,0.510321917808219,-0.0219771689497718,0.507525859028308,-0.00655420757765912,0.00933333333333333,0.000666666666666667,9,"I"
"IMDS","Int-Euclidean",10,0.52211482132396,-0.0329607498535442,0.510754939902604,-0.0142059364955527,0.0196666666666667,-0.003,9,"I"
"IMDS","Int-Euclidean",20,0.542301484230056,-0.0293327149041434,0.51496544339922,-0.015876037641193,0.0511666666666667,-0.007,9,"I"
"IMDS","Int-Euclidean",40,0.577634307585247,-0.030857341684064,0.520010544731156,-0.0179844588172575,0.113666666666667,-0.0111666666666667,9,"I"
"Int-UMAP","Int-Euclidean",5,0.779543378995434,-0.0880730593607306,0.770100606179918,-0.0553125640836348,0.134666666666667,0.012,9,"I"
"Int-UMAP","Int-Euclidean",10,0.778638547158758,-0.0935231400117164,0.767919011096829,-0.0632462664513099,0.175333333333333,0.0146666666666667,9,"I"
"Int-UMAP","Int-Euclidean",20,0.781213667285096,-0.0934143475572047,0.764617218197123,-0.0672719501506838,0.248,0.00566666666666667,9,"I"
"Int-UMAP","Int-Euclidean",40,0.795124043145442,-0.106071329157968,0.760786063893428,-0.0718158525888581,0.381583333333333,0.0146666666666667,9,"I"
"C-PCA","Hausdorff",5,0.945066210045662,0.0387488584474885,0.942511217199432,0.0423334235630911,0.266,0.054,9,"I"
"C-PCA","Hausdorff",10,0.949239601640305,0.0298933801991799,0.940853817784678,0.038224527364261,0.381666666666667,0.075,9,"I"
"C-PCA","Hausdorff",20,0.955873531230674,0.0232387136672851,0.938566746221894,0.0348910658993774,0.499833333333333,0.0881666666666667,9,"I"
"C-PCA","Hausdorff",40,0.969796798886569,0.0133054975643703,0.935495997920653,0.031386791860822,0.672,0.11025,9,"I"
"V-PCA","Hausdorff",5,0.945106164383562,0.0388652968036529,0.942605630336885,0.0424067557480457,0.266,0.0553333333333333,9,"I"
"V-PCA","Hausdorff",10,0.949065026362039,0.0303456356180434,0.940853329593605,0.0384303045068787,0.380333333333333,0.0733333333333333,9,"I"
"V-PCA","Hausdorff",20,0.956247371675943,0.0227693259121831,0.938665458349766,0.0349127497910882,0.502,0.0905,9,"I"
"V-PCA","Hausdorff",40,0.969861343075852,0.0133712595685456,0.935537907890106,0.031517881968637,0.672916666666667,0.109833333333333,9,"I"
"MR-PCA","Hausdorff",5,0.791130136986301,0.180264840182648,0.807165145064842,0.174440862596484,0.123333333333333,0.024,9,"I"
"MR-PCA","Hausdorff",10,0.763464557703573,0.184876391329818,0.78895337591035,0.176834822392864,0.160333333333333,0.0243333333333333,9,"I"
"MR-PCA","Hausdorff",20,0.740108225108225,0.163402597402597,0.771058017008848,0.170257877293699,0.214666666666667,0.0488333333333333,9,"I"
"MR-PCA","Hausdorff",40,0.715085768963118,0.118049756437022,0.750926139349097,0.155850226149002,0.28,0.0715,9,"I"
"SPCA","Hausdorff",5,0.945066210045662,0.0387488584474885,0.942511217199432,0.0423334235630911,0.266,0.054,9,"I"
"SPCA","Hausdorff",10,0.949239601640305,0.0298933801991799,0.940853817784678,0.038224527364261,0.381666666666667,0.075,9,"I"
"SPCA","Hausdorff",20,0.955873531230674,0.0232387136672851,0.938566746221894,0.0348910658993774,0.499833333333333,0.0881666666666667,9,"I"
"SPCA","Hausdorff",40,0.969796798886569,0.0133054975643703,0.935495997920653,0.031386791860822,0.672,0.11025,9,"I"
"IMDS","Hausdorff",5,0.603808219178082,-0.107821917808219,0.605735126444702,-0.127695531986449,0.0326666666666667,-0.004,9,"I"
"IMDS","Hausdorff",10,0.59136086701816,-0.0793919156414762,0.597201965107234,-0.111067386794554,0.055,-0.00366666666666667,9,"I"
"IMDS","Hausdorff",20,0.588811069882498,-0.0604162028447743,0.59049524682766,-0.0976787588144843,0.096,-0.00433333333333333,9,"I"
"IMDS","Hausdorff",40,0.599239735560195,-0.0502400835073069,0.58474793238719,-0.089337206891314,0.183833333333333,-0.0101666666666667,9,"I"
"Int-UMAP","Hausdorff",5,0.916115296803653,0.00788812785388127,0.918981880224098,0.013983315697517,0.253333333333333,0.0353333333333333,9,"I"
"Int-UMAP","Hausdorff",10,0.913570591681312,0.00136965436438197,0.913574513539857,0.0102162947433642,0.298666666666667,0.035,9,"I"
"Int-UMAP","Hausdorff",20,0.919162646876933,-0.00352380952380948,0.90922313727071,0.00709908870378874,0.383833333333333,0.0253333333333333,9,"I"
"Int-UMAP","Hausdorff",40,0.937163187195546,-0.00629714683368132,0.905085367691379,0.00526585666767132,0.552,0.0284166666666666,9,"I"
"C-PCA","Ichino-Yaguchi",5,0.924730593607306,0.0713013698630137,0.924394107176547,0.0741393311514137,0.25,0.0626666666666667,9,"I"
"C-PCA","Ichino-Yaguchi",10,0.925618629173989,0.0576367896895137,0.92109158909725,0.067758820714592,0.367,0.081,9,"I"
"C-PCA","Ichino-Yaguchi",20,0.924332714904143,0.0376239950525665,0.915586554763785,0.0594622889710588,0.4695,0.102,9,"I"
"C-PCA","Ichino-Yaguchi",40,0.922225469728601,0.0115560194850383,0.907079560210556,0.0502602714828596,0.583,0.119666666666667,9,"I"
"V-PCA","Ichino-Yaguchi",5,0.925134703196347,0.0711552511415525,0.924197119209915,0.0751992026970495,0.252666666666667,0.0593333333333333,9,"I"
"V-PCA","Ichino-Yaguchi",10,0.926377855887522,0.0573110720562391,0.921054675404366,0.0687183832953911,0.368666666666667,0.0823333333333333,9,"I"
"V-PCA","Ichino-Yaguchi",20,0.924990723562152,0.0389214594928881,0.915567717322327,0.0608723722053441,0.4705,0.103666666666667,9,"I"
"V-PCA","Ichino-Yaguchi",40,0.923385351426583,0.0138771746694503,0.907320061827428,0.0518393449605772,0.582916666666667,0.120166666666667,9,"I"
"MR-PCA","Ichino-Yaguchi",5,0.741710045662101,0.2607899543379,0.761442896867387,0.24986892077007,0.086,0.0213333333333333,9,"I"
"MR-PCA","Ichino-Yaguchi",10,0.724909197422378,0.257806678383128,0.746977021859446,0.249713450262771,0.143,0.0236666666666667,9,"I"
"MR-PCA","Ichino-Yaguchi",20,0.711069573283859,0.230659863945578,0.732794718381627,0.240321060148521,0.212333333333333,0.0428333333333333,9,"I"
"MR-PCA","Ichino-Yaguchi",40,0.704313500347947,0.202103688239388,0.719407600823502,0.228335660619559,0.302333333333333,0.0629166666666667,9,"I"
"SPCA","Ichino-Yaguchi",5,0.924730593607306,0.0713013698630137,0.924394107176547,0.0741393311514137,0.25,0.0626666666666667,9,"I"
"SPCA","Ichino-Yaguchi",10,0.925618629173989,0.0576367896895137,0.92109158909725,0.067758820714592,0.367,0.081,9,"I"
"SPCA","Ichino-Yaguchi",20,0.924332714904143,0.0376239950525665,0.915586554763785,0.0594622889710588,0.4695,0.102,9,"I"
"SPCA","Ichino-Yaguchi",40,0.922225469728601,0.0115560194850383,0.907079560210556,0.0502602714828596,0.583,0.119666666666667,9,"I"
"IMDS","Ichino-Yaguchi",5,0.585688356164384,-0.0887146118721461,0.587164283780791,-0.10957132662352,0.028,0,9,"I"
"IMDS","Ichino-Yaguchi",10,0.581638547158758,-0.065758640890451,0.582238470439033,-0.0946066507897105,0.052,-0.00733333333333333,9,"I"
"IMDS","Ichino-Yaguchi",20,0.583789424860853,-0.0502727272727272,0.578243746438251,-0.0832320913146042,0.0976666666666667,-0.008,9,"I"
"IMDS","Ichino-Yaguchi",40,0.588248434237996,-0.038276965901183,0.572126287898773,-0.0748110878555408,0.170416666666667,-0.00949999999999999,9,"I"
"Int-UMAP","Ichino-Yaguchi",5,0.889118721461187,0.0386438356164384,0.896167162930334,0.0414867403269598,0.248,0.0126666666666667,9,"I"
"Int-UMAP","Ichino-Yaguchi",10,0.880707088459285,0.0270146455770358,0.887669309806822,0.0360290937316113,0.300666666666667,0.0326666666666667,9,"I"
"Int-UMAP","Ichino-Yaguchi",20,0.874415584415584,0.011322201607916,0.878524863465406,0.0292920909954006,0.370166666666667,0.0453333333333333,9,"I"
"Int-UMAP","Ichino-Yaguchi",40,0.871357167710508,0.000609951287404376,0.86737949615286,0.0244453328175162,0.460333333333333,0.0421666666666667,9,"I"
"C-PCA","Wasserstein",5,0.921372146118721,0.0697214611872147,0.920644937700454,0.0758255612701069,0.244666666666667,0.0713333333333333,9,"I"
"C-PCA","Wasserstein",10,0.921834797891037,0.0563374340949033,0.917136729423783,0.0687357693453772,0.347666666666667,0.0766666666666666,9,"I"
"C-PCA","Wasserstein",20,0.923692949907236,0.0417990105132963,0.912571891676499,0.0618636406361262,0.447333333333333,0.0926666666666667,9,"I"
"C-PCA","Wasserstein",40,0.931685281837161,0.0290198329853862,0.906797135657344,0.0562815093238712,0.57425,0.104,9,"I"
"V-PCA","Wasserstein",5,0.921248858447489,0.070785388127854,0.920674672506993,0.0765166391876041,0.244666666666667,0.072,9,"I"
"V-PCA","Wasserstein",10,0.922339191564148,0.0565612185120093,0.917324071212647,0.069293091651119,0.348333333333333,0.0793333333333333,9,"I"
"V-PCA","Wasserstein",20,0.923972479901051,0.042873840445269,0.912724938485644,0.062685106859451,0.448,0.0933333333333333,9,"I"
"V-PCA","Wasserstein",40,0.932043319415449,0.0298159359777314,0.90703187507991,0.0569872905951627,0.573916666666667,0.105166666666667,9,"I"
"MR-PCA","Wasserstein",5,0.768052511415525,0.228643835616438,0.776484730664173,0.233593851252143,0.096,0.0306666666666667,9,"I"
"MR-PCA","Wasserstein",10,0.751640304628002,0.227439953134154,0.764438389902858,0.230776008878323,0.161333333333333,0.0233333333333333,9,"I"
"MR-PCA","Wasserstein",20,0.740291280148423,0.206837353123068,0.752670614899292,0.221977291218361,0.231833333333333,0.0468333333333333,9,"I"
"MR-PCA","Wasserstein",40,0.72978670842032,0.170285316631872,0.739252739083449,0.207940203845785,0.309333333333333,0.0801666666666667,9,"I"
"SPCA","Wasserstein",5,0.921372146118721,0.0697214611872147,0.920644937700454,0.0758255612701069,0.244666666666667,0.0713333333333333,9,"I"
"SPCA","Wasserstein",10,0.921834797891037,0.0563374340949033,0.917136729423783,0.0687357693453772,0.347666666666667,0.0766666666666666,9,"I"
"SPCA","Wasserstein",20,0.923692949907236,0.0417990105132963,0.912571891676499,0.0618636406361262,0.447333333333333,0.0926666666666667,9,"I"
"SPCA","Wasserstein",40,0.931685281837161,0.0290198329853862,0.906797135657344,0.0562815093238712,0.57425,0.104,9,"I"
"IMDS","Wasserstein",5,0.58525799086758,-0.0842922374429222,0.58789120752024,-0.107591849792061,0.0326666666666667,-0.006,9,"I"
"IMDS","Wasserstein",10,0.57684827182191,-0.0652677211482133,0.580884569984263,-0.0946500245707488,0.052,-0.00566666666666667,9,"I"
"IMDS","Wasserstein",20,0.57841156462585,-0.0526920222634508,0.575921072452816,-0.0846572492868041,0.0953333333333333,-0.0113333333333333,9,"I"
"IMDS","Wasserstein",40,0.584768093249826,-0.0461736256089074,0.570094309180128,-0.0781030773755032,0.171416666666667,-0.00808333333333333,9,"I"
"Int-UMAP","Wasserstein",5,0.877304794520548,0.0226780821917808,0.885146336261699,0.0294218733338255,0.244666666666667,0.0106666666666667,9,"I"
"Int-UMAP","Wasserstein",10,0.867335090802578,0.00912126537785596,0.875806802528093,0.0224139421229526,0.287,0.0223333333333333,9,"I"
"Int-UMAP","Wasserstein",20,0.860618429189858,-0.00221273964131097,0.866149508005818,0.0164390985051066,0.332,0.031,9,"I"
"Int-UMAP","Wasserstein",40,0.866895615866388,-0.00329784272790534,0.857049056607151,0.013946817952799,0.439,0.0310833333333334,9,"I"
"C-PCA","Centers-Euclidean",5,0.847949771689498,0.144703196347032,0.850292672523398,0.15298553863064,0.147333333333333,0.0253333333333333,9,"I"
"C-PCA","Centers-Euclidean",10,0.840196250732279,0.137065026362039,0.842787303132728,0.147494735442657,0.217333333333333,0.0436666666666667,9,"I"
"C-PCA","Centers-Euclidean",20,0.835632962275819,0.122543599257885,0.834686746065753,0.139885096172802,0.312,0.0591666666666667,9,"I"
"C-PCA","Centers-Euclidean",40,0.836060368823939,0.0997059846903271,0.825223995140496,0.130519143287989,0.41875,0.08175,9,"I"
"V-PCA","Centers-Euclidean",5,0.846824200913242,0.146949771689498,0.847653082986769,0.158320167991404,0.148666666666667,0.0226666666666667,9,"I"
"V-PCA","Centers-Euclidean",10,0.840532513181019,0.136399531341535,0.841108566018555,0.15089707105314,0.22,0.0423333333333333,9,"I"
"V-PCA","Centers-Euclidean",20,0.835059369202226,0.123554730983302,0.833130884601088,0.142999146095941,0.310666666666667,0.0551666666666667,9,"I"
"V-PCA","Centers-Euclidean",40,0.836042971468337,0.0996273486430063,0.823962118850972,0.133033521203197,0.419333333333333,0.0816666666666667,9,"I"
"MR-PCA","Centers-Euclidean",5,0.847949771689498,0.144703196347032,0.850292672523398,0.15298553863064,0.147333333333333,0.0253333333333333,9,"I"
"MR-PCA","Centers-Euclidean",10,0.840196250732279,0.137065026362039,0.842787303132728,0.147494735442657,0.217333333333333,0.0436666666666667,9,"I"
"MR-PCA","Centers-Euclidean",20,0.835632962275819,0.122543599257885,0.834686746065753,0.139885096172802,0.312,0.0591666666666667,9,"I"
"MR-PCA","Centers-Euclidean",40,0.836060368823939,0.0997059846903271,0.825223995140496,0.130519143287989,0.41875,0.08175,9,"I"
"SPCA","Centers-Euclidean",5,0.847949771689498,0.144703196347032,0.850292672523398,0.15298553863064,0.147333333333333,0.0253333333333333,9,"I"
"SPCA","Centers-Euclidean",10,0.840196250732279,0.137065026362039,0.842787303132728,0.147494735442657,0.217333333333333,0.0436666666666667,9,"I"
"SPCA","Centers-Euclidean",20,0.835632962275819,0.122543599257885,0.834686746065753,0.139885096172802,0.312,0.0591666666666667,9,"I"
"SPCA","Centers-Euclidean",40,0.836060368823939,0.0997059846903271,0.825223995140496,0.130519143287989,0.41875,0.08175,9,"I"
"IMDS","Centers-Euclidean",5,0.50177397260274,-0.0263607305936073,0.50696389169148,-0.0315309529082692,0.0126666666666667,-0.00266666666666667,9,"I"
"IMDS","Centers-Euclidean",10,0.5090820152314,-0.0165213825424722,0.507052669982988,-0.0260716922406635,0.0356666666666667,-0.000333333333333335,9,"I"
"IMDS","Centers-Euclidean",20,0.514634817563389,-0.0142826221397651,0.505168319646186,-0.0234234843453261,0.066,0.00216666666666667,9,"I"
