"scenario","replication","Method","Metric","space","anchor","block_id","block_size","candidate_ids","min_within_block_gap","max_within_block_gap","classification"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,370,2,"678;463",1.99062988315291e-13,1.99062988315291e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,374,2,"694;211",2.67674771237125e-13,2.67674771237125e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,376,2,"718;563",9.12048214729566e-14,9.12048214729566e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,395,3,"132;520;703",7.26085858104852e-14,2.56128451781024e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,404,2,"490;647",2.54241072639161e-14,2.54241072639161e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,407,2,"770;248",2.62678767626312e-13,2.62678767626312e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,430,2,"666;472",2.74835709745958e-13,2.74835709745958e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,449,3,"348;485;583",1.72639680329212e-14,2.25708340906294e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,465,2,"680;667",1.29229960066368e-13,1.29229960066368e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",1,487,2,"150;663",2.20823359597944e-13,2.20823359597944e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,48,3,"475;532;591",4.69208005782207e-14,1.02473585172902e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,54,2,"461;618",1.35794153699464e-14,1.35794153699464e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,65,2,"616;551",3.96765953425415e-14,3.96765953425415e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,73,2,"560;765",2.77347589339172e-14,2.77347589339172e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,90,3,"293;623;674",2.5951463200613e-15,4.09186573513409e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,93,2,"267;776",4.76910178015544e-14,4.76910178015544e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,102,2,"789;718",2.96151991818761e-14,2.96151991818761e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,110,2,"248;464",2.9989899452687e-14,2.9989899452687e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,114,2,"662;775",4.64212002171394e-14,4.64212002171394e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,123,2,"701;296",2.14897544204007e-14,2.14897544204007e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",2,228,2,"249;689",4.27366475541646e-14,4.27366475541646e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,245,2,"176;261",3.43128303548212e-14,3.43128303548212e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,278,3,"521;291;216",1.60288449180257e-15,1.67296732023203e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,279,2,"768;553",3.36328187522383e-14,3.36328187522383e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,291,2,"778;692",7.81319453579954e-15,7.81319453579954e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,325,2,"475;616",3.79071773970452e-14,3.79071773970452e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,340,2,"789;726",7.64666108210577e-15,7.64666108210577e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,343,2,"750;698",1.42941214420489e-15,1.42941214420489e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,346,2,"499;707",1.11854969730985e-14,1.11854969730985e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,353,2,"464;612",8.04217803462848e-15,8.04217803462848e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,364,2,"592;593",1.10605968828281e-14,1.10605968828281e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,382,2,"694;503",1.42386102908176e-14,1.42386102908176e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,387,2,"226;520",1.24969479209369e-14,1.24969479209369e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,406,2,"450;296",1.12063136548102e-14,1.12063136548102e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,413,2,"265;721",3.51940698806175e-14,3.51940698806175e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",3,500,2,"332;663",1.5779044737485e-14,1.5779044737485e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",4,385,2,"551;604",5.42621503285545e-15,5.42621503285545e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",4,399,2,"618;464",1.04014019619569e-14,1.04014019619569e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",4,412,2,"707;587",8.08381139805192e-15,8.08381139805192e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",4,416,2,"610;593",3.14505366194595e-15,3.14505366194595e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",4,425,2,"612;563",3.48505946323741e-15,3.48505946323741e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,99,2,"173;515",1.57929225252929e-14,1.57929225252929e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,170,2,"704;461",3.08295056150598e-14,3.08295056150598e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,171,2,"615;557",1.65215063852031e-14,1.65215063852031e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,174,2,"609;746",1.42524880786254e-14,1.42524880786254e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,175,2,"651;735",1.99146255042137e-14,1.99146255042137e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,190,2,"765;592",2.10456652105506e-14,2.10456652105506e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,195,2,"293;465",2.08444372873373e-14,2.08444372873373e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,219,2,"593;551",3.63598040564739e-15,3.63598040564739e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,241,2,"581;674",6.60582699651968e-15,6.60582699651968e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,291,2,"589;267",8.50014503228635e-15,8.50014503228635e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",5,322,2,"205;250",1.89917526149941e-14,1.89917526149941e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,169,2,"704;461",3.1488700535931e-14,3.1488700535931e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,170,2,"615;557",1.75207071073658e-14,1.75207071073658e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,173,2,"609;746",1.5404344466674e-14,1.5404344466674e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,174,2,"651;735",2.13648543301304e-14,2.13648543301304e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,188,2,"765;592",2.56322740810333e-14,2.56322740810333e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,193,2,"293;465",3.35495520253914e-14,3.35495520253914e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,216,2,"593;551",6.82093270754081e-15,6.82093270754081e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,239,2,"674;581",6.07153216591882e-15,6.07153216591882e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",6,383,2,"212;363",3.53883589099269e-16,3.53883589099269e-16,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",7,146,3,"594;567;759",6.94930224476309e-15,1.7649076644588e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",7,160,2,"590;615",5.22498710964214e-15,5.22498710964214e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",7,250,2,"735;728",8.66320903902817e-15,8.66320903902817e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",7,267,2,"315;654",1.97758476261356e-16,1.97758476261356e-16,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",7,284,2,"574;578",4.03843625207401e-15,4.03843625207401e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",8,147,2,"690;297",1.51025025818541e-14,1.51025025818541e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",8,148,3,"594;567;759",6.99093560818653e-15,1.77115266897232e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",8,161,2,"590;615",5.2284565565941e-15,5.2284565565941e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",8,251,2,"735;728",8.76729244758678e-15,8.76729244758678e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",8,286,2,"574;578",3.96557786608298e-15,3.96557786608298e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",9,221,2,"593;551",1.04673214540441e-14,1.04673214540441e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",10,145,2,"297;742",5.53723733531797e-15,5.53723733531797e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",10,148,3,"594;567;759",7.09154956979319e-15,1.78676518025611e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",10,161,2,"590;615",5.24233434440191e-15,5.24233434440191e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",10,251,2,"735;728",9.0205620750794e-15,9.0205620750794e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",10,286,2,"574;578",3.7921055184853e-15,3.7921055184853e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",11,147,3,"594;567;759",7.105427357601e-15,1.78954073781767e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",11,160,2,"590;615",5.24233434440191e-15,5.24233434440191e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",11,250,2,"735;728",9.07954267326261e-15,9.07954267326261e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",11,285,2,"574;578",3.75741104896576e-15,3.75741104896576e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",12,341,2,"568;588",2.88657986402541e-15,2.88657986402541e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",12,377,2,"468;536",1.17579557201708e-14,1.17579557201708e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",12,457,2,"509;208",3.57699980746418e-15,3.57699980746418e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",12,516,2,"354;754",2.18297602216921e-14,2.18297602216921e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",15,278,2,"539;298",6.57026516526216e-16,6.57026516526216e-16,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",17,414,2,"505;715",5.49560397189452e-15,5.49560397189452e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",18,340,2,"300;703",3.05311331771918e-15,3.05311331771918e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",18,386,2,"642;464",1.75900960464048e-14,1.75900960464048e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",18,407,2,"289;531",2.46191955710628e-14,2.46191955710628e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",18,418,3,"588;698;568",9.29117893733178e-15,3.45626305353619e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,162,2,"708;469",5.82311976415895e-14,5.82311976415895e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,171,2,"704;461",3.23491233800155e-14,3.23491233800155e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,172,2,"615;557",1.92068583260152e-14,1.92068583260152e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,175,2,"609;746",1.74027459109993e-14,1.74027459109993e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,176,2,"651;735",2.38420394538252e-14,2.38420394538252e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,177,2,"489;500",6.4920291364956e-14,6.4920291364956e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,189,2,"765;592",3.4028335704761e-14,3.4028335704761e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,194,2,"293;465",5.71626079803877e-14,5.71626079803877e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,198,2,"210;475",5.24719157013465e-14,5.24719157013465e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,211,2,"297;607",4.57689441901721e-14,4.57689441901721e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,215,2,"593;551",1.27398092075737e-14,1.27398092075737e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",19,238,2,"674;581",2.99482660892636e-14,2.99482660892636e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,158,2,"708;469",5.83144643684363e-14,5.83144643684363e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,167,2,"704;461",3.23907567434389e-14,3.23907567434389e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,168,2,"615;557",1.92762472650543e-14,1.92762472650543e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,171,2,"609;746",1.7499890425654e-14,1.7499890425654e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,172,2,"651;735",2.39669395440956e-14,2.39669395440956e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,173,2,"489;500",6.53088694235748e-14,6.53088694235748e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,185,2,"765;592",3.44585471268033e-14,3.44585471268033e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,190,2,"293;465",5.83560977318598e-14,5.83560977318598e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,194,2,"210;475",3.70814490224802e-14,3.70814490224802e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,212,2,"593;551",1.30451205393456e-14,1.30451205393456e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,235,2,"674;581",3.11695114163513e-14,3.11695114163513e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",20,399,2,"257;637",2.08166817117217e-15,2.08166817117217e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,83,2,"763;773",1.81743509131138e-13,1.81743509131138e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,99,2,"589;629",2.06723527185204e-13,2.06723527185204e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,131,3,"688;776;297",8.75965966429249e-14,2.73225886360251e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,135,3,"493;720;579",4.05231403988182e-14,1.28508315100362e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,136,2,"568;784",2.2332136140335e-13,2.2332136140335e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,138,3,"475;553;505",2.72559752545476e-14,9.13158437754191e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,141,4,"690;594;567;759",8.04911692853238e-15,7.90478793533111e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,142,5,"487;611;532;489;598",1.78190795452338e-13,9.20319376263024e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,143,2,"492;569",1.57873714101697e-13,1.57873714101697e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,144,4,"531;630;624;551",1.29118937763906e-13,4.54525306281539e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,146,3,"590;615;465",5.38458166943201e-15,4.36872760189999e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,148,6,"649;779;528;633;716;497",4.89053242347381e-14,4.9382720135327e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,149,4,"657;623;616;491",8.20454815197991e-14,4.01012556494607e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,152,4,"768;477;557;713",3.82471831983366e-14,4.97157870427145e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,161,2,"478;521",2.07334149848748e-13,2.07334149848748e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,162,3,"498;461;619",1.69531055860261e-13,4.13169498614252e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,169,2,"584;449",4.99045249569008e-14,4.99045249569008e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,172,2,"512;758",4.86277684785819e-14,4.86277684785819e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,174,2,"570;547",5.05706587716759e-14,5.05706587716759e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,187,2,"651;530",2.24098517520588e-13,2.24098517520588e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,189,2,"296;670",4.44089209850063e-14,4.44089209850063e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,194,2,"464;692",2.4008572907519e-13,2.4008572907519e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,202,2,"621;455",1.65312208366686e-13,1.65312208366686e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,203,2,"593;543",1.11022302462516e-13,1.11022302462516e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,212,2,"735;728",1.13797860024079e-14,1.13797860024079e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,244,2,"226;703",1.91013871386758e-13,1.91013871386758e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,247,2,"574;578",2.16493489801906e-15,2.16493489801906e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,260,2,"254;265",7.18314296932476e-14,7.18314296932476e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",21,350,3,"283;667;680",7.6216810640517e-14,2.27373675443232e-13,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",22,201,2,"210;475",8.98586760555986e-16,8.98586760555986e-16,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",336,69,2,"497;531",1.53089346754953e-15,1.53089346754953e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",336,338,2,"583;149",1.78329573330416e-15,1.78329573330416e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",372,258,2,"215;570",5.41233724504764e-15,5.41233724504764e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",392,103,2,"790;716",1.57209315010398e-15,1.57209315010398e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",405,88,2,"642;561",3.20663634534313e-15,3.20663634534313e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",405,240,2,"689;364",3.2682190287403e-15,3.2682190287403e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",407,355,2,"750;341",5.20417042793042e-17,5.20417042793042e-17,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",407,358,2,"216;642",8.0178919059648e-15,8.0178919059648e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",408,383,2,"765;536",1.01793573570319e-14,1.01793573570319e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",409,164,2,"590;615",4.82253126321552e-15,4.82253126321552e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",410,212,2,"210;485",4.72278466334686e-16,4.72278466334686e-16,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",412,107,2,"505;532",2.50363965670353e-15,2.50363965670353e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",412,109,2,"465;506",9.84021891747844e-16,9.84021891747844e-16,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",413,350,2,"698;588",5.32039690082087e-15,5.32039690082087e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",413,351,2,"505;715",7.71258057419288e-15,7.71258057419288e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",413,378,2,"461;750",1.017588791008e-14,1.017588791008e-14,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",413,379,2,"642;464",3.216177324461e-15,3.216177324461e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",414,365,2,"750;461",5.88071258356138e-15,5.88071258356138e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",419,389,2,"750;461",2.45983788893511e-15,2.45983788893511e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",422,387,2,"750;461",9.12464548363801e-16,9.12464548363801e-16,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",422,425,2,"296;674",2.75474087985117e-15,2.75474087985117e-15,"tolerance_near_tie"
"ScenarioII",51,"IMDS","Int-Euclidean","low",423,378,2,"750;461",3.38271077815477e-16,3.38271077815477e-16,"tolerance_near_tie"
