"scenario","replication","Method","Metric","space","anchor","block_id","block_size","candidate_ids","min_within_block_gap","max_within_block_gap","classification"
"ScenarioII",53,"IMDS","Hausdorff","low",800,605,2,"532;737",1.17572618307804e-13,1.17572618307804e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,606,2,"572;671",8.49320613838245e-14,8.49320613838245e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,608,4,"567;605;492;587",7.38575867131885e-14,4.10865785838155e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,609,2,"557;497",5.08482145278322e-14,5.08482145278322e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,610,2,"491;510",1.64313007644523e-14,1.64313007644523e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,612,2,"489;541",1.44301237625655e-13,1.44301237625655e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,616,2,"601;595",6.05626659933023e-14,6.05626659933023e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,618,2,"728;691",1.39971367829617e-13,1.39971367829617e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,659,2,"360;589",7.63833440942108e-14,7.63833440942108e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Hausdorff","low",800,677,2,"465;214",3.59712259978551e-14,3.59712259978551e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,518,2,"307;196",2.46469511466785e-13,2.46469511466785e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,579,2,"493;175",1.90070181815827e-13,1.90070181815827e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,597,2,"295;349",1.67865721323324e-13,1.67865721323324e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,615,2,"365;656",3.95239396766556e-14,3.95239396766556e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,649,2,"224;217",2.14606110660043e-13,2.14606110660043e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,670,2,"211;259",4.94604357470507e-14,4.94604357470507e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,672,2,"642;668",2.1538326677728e-14,2.1538326677728e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,686,2,"121;255",1.7519319328585e-13,1.7519319328585e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,718,2,"649;741",2.18935980456081e-13,2.18935980456081e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,726,2,"597;245",2.19879670027012e-13,2.19879670027012e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,731,2,"704;633",1.43662859386495e-13,1.43662859386495e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,732,3,"502;734;587",6.74460487459783e-14,1.79134485023269e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,743,3,"750;687;252",1.80966353013901e-13,4.26658708363448e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,754,3,"706;476;473",7.03881397612349e-14,1.55708779203678e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,755,2,"718;568",1.13187237360535e-13,1.13187237360535e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,757,4,"598;723;605;488",5.71209746169643e-14,3.1774582964772e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,758,2,"481;797",5.11257702839885e-14,5.11257702839885e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",1,759,3,"622;681;573",2.9920510513648e-14,1.35613742457963e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",2,319,2,"619;294",3.05241942832879e-14,3.05241942832879e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",2,674,2,"642;668",1.47659662275146e-14,1.47659662275146e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",2,770,2,"598;723",5.10563813449494e-14,5.10563813449494e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",2,773,2,"481;797",4.34929869896905e-14,4.34929869896905e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",2,774,2,"622;681",2.72420974667398e-14,2.72420974667398e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",3,636,2,"642;668",3.10168557504653e-15,3.10168557504653e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,554,2,"191;284",7.32747196252603e-15,7.32747196252603e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,584,2,"272;258",4.69763117294519e-15,4.69763117294519e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,660,3,"668;642;211",1.35100264309074e-14,3.24462678946702e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,681,2,"751;241",3.24254512129585e-14,3.24254512129585e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,698,2,"623;220",4.34027813689397e-14,4.34027813689397e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,725,2,"734;502",1.22818422099158e-15,1.22818422099158e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,754,2,"598;723",1.98868699285981e-14,1.98868699285981e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,757,2,"481;797",6.9111383282916e-15,6.9111383282916e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",4,758,2,"622;681",1.26565424807268e-14,1.26565424807268e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",5,369,2,"633;587",2.3189783426858e-14,2.3189783426858e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",5,400,2,"280;572",1.29063426612674e-14,1.29063426612674e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",5,405,2,"247;668",1.55431223447522e-15,1.55431223447522e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",6,406,2,"219;668",1.58414947826202e-14,1.58414947826202e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",9,602,2,"642;668",3.82072845583892e-16,3.82072845583892e-16,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",10,591,2,"642;668",7.10369263412503e-16,7.10369263412503e-16,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",12,651,2,"642;668",2.07819872422021e-15,2.07819872422021e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",12,734,2,"696;252",1.09252884517019e-14,1.09252884517019e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",13,460,2,"363;642",1.23095977855314e-14,1.23095977855314e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",14,646,2,"642;668",2.37657116208823e-15,2.37657116208823e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",15,379,2,"229;473",4.17027523624824e-15,4.17027523624824e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",15,397,2,"587;633",2.3633872636708e-14,2.3633872636708e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",16,593,2,"642;668",2.9394889300427e-15,2.9394889300427e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",17,663,2,"642;668",3.7921055184853e-15,3.7921055184853e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",17,766,2,"622;681",2.21836438107914e-14,2.21836438107914e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",18,304,2,"510;359",1.05679354156507e-14,1.05679354156507e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",18,327,2,"302;594",1.7277845820729e-15,1.7277845820729e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",20,633,2,"642;668",5.04804531509251e-15,5.04804531509251e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",22,383,2,"309;719",1.35585986882347e-14,1.35585986882347e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",23,671,2,"642;668",5.91193760612896e-15,5.91193760612896e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",23,771,2,"481;797",3.27099458630187e-14,3.27099458630187e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",23,772,2,"622;681",2.32106001085697e-14,2.32106001085697e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",24,673,2,"642;668",6.13398221105399e-15,6.13398221105399e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",24,753,2,"252;674",7.12624403931272e-15,7.12624403931272e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",24,768,2,"598;723",4.2486847373624e-14,4.2486847373624e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",24,771,2,"481;797",3.29944405130789e-14,3.29944405130789e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",24,772,2,"622;681",2.33216224110322e-14,2.33216224110322e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",25,672,2,"642;668",6.35602681597902e-15,6.35602681597902e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",25,772,2,"481;797",3.32650573753313e-14,3.32650573753313e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",25,773,2,"622;681",2.34257058195908e-14,2.34257058195908e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",26,358,2,"633;587",2.35020336525338e-14,2.35020336525338e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",27,313,2,"285;510",1.80515324910147e-14,1.80515324910147e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",27,358,2,"633;587",2.34916253116779e-14,2.34916253116779e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",28,594,2,"225;525",1.15116249865821e-14,1.15116249865821e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",28,669,2,"642;668",6.77236045021345e-15,6.77236045021345e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",28,765,2,"598;723",4.31529811883991e-14,4.31529811883991e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",28,768,2,"481;797",3.37924133120282e-14,3.37924133120282e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",28,769,2,"622;681",2.3633872636708e-14,2.3633872636708e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",29,644,2,"642;668",7.02736480118205e-15,7.02736480118205e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",30,353,2,"482;240",1.93248195223816e-14,1.93248195223816e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",30,387,2,"587;633",2.34742780769182e-14,2.34742780769182e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",30,569,2,"394;365",2.19442519711066e-14,2.19442519711066e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",31,657,2,"642;668",7.47318873450808e-15,7.47318873450808e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",32,677,2,"642;668",7.74380559676047e-15,7.74380559676047e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",32,740,3,"502;734;587",6.92501611609941e-14,1.40956690763971e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",32,765,3,"706;476;473",6.97220059464598e-14,1.53724255547161e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",32,766,2,"718;568",1.02473585172902e-13,1.02473585172902e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",32,768,2,"598;723",4.41174874410422e-14,4.41174874410422e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",32,769,2,"605;488",9.07190988996831e-14,9.07190988996831e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",32,770,2,"481;797",3.49997808513081e-14,3.49997808513081e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",32,771,3,"622;681;573",2.41195952099815e-14,1.17489351580957e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",33,243,2,"791;314",6.98330282489223e-14,6.98330282489223e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",33,275,2,"287;375",7.57727214306669e-15,7.57727214306669e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",33,366,2,"219;492",4.47142323167782e-14,4.47142323167782e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",33,394,2,"587;633",2.34534613952064e-14,2.34534613952064e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",33,581,2,"196;155",1.01058050816505e-13,1.01058050816505e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,585,2,"175;483",5.92859095149834e-14,5.92859095149834e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,603,2,"282;525",1.4432899320127e-15,1.4432899320127e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,619,2,"295;656",1.25621735236336e-13,1.25621735236336e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,633,2,"183;489",3.6409764092582e-13,3.6409764092582e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,672,2,"239;192",3.15580894749701e-13,3.15580894749701e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,675,2,"642;668",8.04911692853238e-15,8.04911692853238e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,702,2,"702;630",2.89102075612391e-13,2.89102075612391e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,708,2,"698;220",1.86961557346876e-13,1.86961557346876e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,718,2,"570;712",3.09752223870419e-13,3.09752223870419e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,719,2,"649;741",1.75470749042006e-13,1.75470749042006e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,723,2,"782;471",3.51496609596325e-13,3.51496609596325e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,724,3,"229;781;597",3.13582493305375e-13,6.78068712289814e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,729,2,"704;633",1.29340982368831e-13,1.29340982368831e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,730,3,"502;734;587",7.03881397612349e-14,1.41997524849558e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,733,2,"565;497",3.20965476419133e-13,3.20965476419133e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,741,2,"750;687",1.59039448277554e-13,1.59039448277554e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,745,2,"254;644",9.35362898246694e-14,9.35362898246694e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,752,5,"706;476;473;718;568",6.97775170976911e-14,5.04318808935977e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,754,4,"598;723;605;488",4.4353409833775e-14,2.74724687443495e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,755,2,"481;797",3.54161144855425e-14,3.54161144855425e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,756,3,"622;681;573",2.43138842392909e-14,1.18072218668885e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,765,2,"607;631",2.88546964100078e-13,2.88546964100078e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",34,766,2,"491;689",2.96318525272454e-13,2.96318525272454e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",35,676,2,"642;668",8.17401701880272e-15,8.17401701880272e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",35,772,2,"598;723",4.45754544387e-14,4.45754544387e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",35,775,2,"481;797",3.55132590001972e-14,3.55132590001972e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",35,776,2,"622;681",2.42861286636753e-14,2.42861286636753e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",36,394,2,"559;203",1.49481121924921e-14,1.49481121924921e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",36,649,2,"642;668",8.39606162372775e-15,8.39606162372775e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",37,412,2,"760;138",4.00113969734051e-15,4.00113969734051e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",400,423,2,"773;529",2.94556046220862e-15,2.94556046220862e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",406,352,2,"587;633",5.62917767954474e-16,5.62917767954474e-16,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",407,405,2,"633;587",1.45196354939259e-15,1.45196354939259e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",408,401,2,"633;587",1.26808286093905e-15,1.26808286093905e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",411,356,2,"587;633",3.04964387076723e-15,3.04964387076723e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",415,392,2,"633;587",2.81111939282042e-15,2.81111939282042e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",416,404,2,"633;587",2.71657696337968e-15,2.71657696337968e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",418,404,2,"633;587",2.87096735274162e-15,2.87096735274162e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",420,384,2,"633;587",2.99022959171502e-15,2.99022959171502e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",426,353,2,"587;633",3.06699110552699e-15,3.06699110552699e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",427,354,2,"587;633",3.08433834028676e-15,3.08433834028676e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",436,392,2,"633;587",3.12857378892417e-15,3.12857378892417e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",437,316,2,"671;213",6.87644385877206e-15,6.87644385877206e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",437,356,2,"587;633",3.12944115066216e-15,3.12944115066216e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",441,444,2,"569;346",2.19615992058664e-15,2.19615992058664e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",442,389,2,"633;587",3.15199255584986e-15,3.15199255584986e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",448,353,2,"587;633",3.16587034365767e-15,3.16587034365767e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",449,345,2,"587;633",3.16760506713365e-15,3.16760506713365e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",454,296,2,"205;270",3.88751530966402e-15,3.88751530966402e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",454,354,2,"587;633",3.17974813146549e-15,3.17974813146549e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",456,403,2,"633;587",3.18321757841744e-15,3.18321757841744e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",457,690,2,"350;726",3.29666849374632e-14,3.29666849374632e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",457,768,2,"622;681",3.58116314380652e-14,3.58116314380652e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",458,690,2,"350;726",2.9920510513648e-14,2.9920510513648e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",458,768,2,"622;681",3.58046925441613e-14,3.58046925441613e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",459,406,2,"633;587",3.19189119579733e-15,3.19189119579733e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",800,303,2,"212;496",1.12160281062756e-13,1.12160281062756e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",800,309,2,"771;317",3.44169137633799e-15,3.44169137633799e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",800,334,2,"490;254",3.99125177352744e-14,3.99125177352744e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",800,347,2,"750;281",6.67382815677797e-14,6.67382815677797e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",800,370,2,"339;482",8.77214967331952e-14,8.77214967331952e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",800,403,2,"587;633",2.36616282123236e-14,2.36616282123236e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Ichino-Yaguchi","low",800,452,2,"510;383",4.17582635137137e-14,4.17582635137137e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,538,2,"535;361",1.20847776230448e-13,1.20847776230448e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,550,3,"776;662;539",5.87585535782864e-14,1.60371715907104e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,588,2,"520;281",1.18793863634892e-14,1.18793863634892e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,590,2,"658;668",1.73749903353837e-13,1.73749903353837e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,596,2,"143;735",1.24178445304324e-13,1.24178445304324e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,598,2,"659;254",1.04916075827077e-13,1.04916075827077e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,600,3,"751;754;789",4.73232564246473e-14,1.75998104978703e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,611,2,"594;570",5.86752868514395e-14,5.86752868514395e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,641,2,"628;511",1.49796841597549e-13,1.49796841597549e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,644,2,"565;765",1.12410081243297e-14,1.12410081243297e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,646,5,"721;597;633;592;718",4.01900734914307e-14,5.35294031323019e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,647,3,"587;632;782",1.37001521238744e-13,2.78027600941755e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,656,2,"706;596",5.10147479815259e-14,5.10147479815259e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,657,3,"482;526;476",4.27435864480685e-15,1.35891298214119e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,663,4,"629;480;624;498",6.9111383282916e-15,1.07580611086178e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,671,4,"572;631;491;521",5.54001289287953e-14,3.11167758226816e-13,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",1,695,2,"137;196",3.89965837399586e-14,3.89965837399586e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",2,530,2,"716;643",1.67227343084164e-15,1.67227343084164e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",2,602,2,"579;217",3.635286516257e-14,3.635286516257e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",2,672,2,"587;608",1.03875241741491e-14,1.03875241741491e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",4,512,2,"687;568",1.28508315100362e-14,1.28508315100362e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",4,535,2,"596;229",3.67761376907083e-16,3.67761376907083e-16,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",4,555,2,"633;491",1.29271593429792e-14,1.29271593429792e-14,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",4,560,2,"573;541",1.64451785522601e-15,1.64451785522601e-15,"tolerance_near_tie"
"ScenarioII",53,"IMDS","Wasserstein","low",4,569,2,"597;510",2.33840724561674e-14,2.33840724561674e-14,"tolerance_near_tie"
