"scenario","Method","Metric","K","Q_TC.mean","Q_TC.sd","Q_TC.mcse","Q_TC.q025","Q_TC.q975","B_TC.mean","B_TC.sd","B_TC.mcse","B_TC.q025","B_TC.q975","Q_RE.mean","Q_RE.sd","Q_RE.mcse","Q_RE.q025","Q_RE.q975","B_RE.mean","B_RE.sd","B_RE.mcse","B_RE.q025","B_RE.q975","Q_LC.mean","Q_LC.sd","Q_LC.mcse","Q_LC.q025","Q_LC.q975","B_LC.mean","B_LC.sd","B_LC.mcse","B_LC.q025","B_LC.q975"
"IV","C-PCA","Ichino-Yaguchi",5,0.9122546456621,0.0153991589349877,0.00307983178699754,0.887724616438356,0.941449780821918,0.0783905077625571,0.0185028499394108,0.00370056998788216,0.0470237808219178,0.113280255707762,0.911163210768511,0.0145029356694258,0.00290058713388517,0.887760832902691,0.938013089877041,0.0836620545151791,0.0184213008168599,0.00368426016337198,0.0520380703956165,0.118544589741697,0.2503296,0.0263088847181159,0.00526177694362318,0.211066666666667,0.3076,0.0373642666666667,0.010376657365167,0.00207533147303339,0.0190506666666667,0.0531493333333333
"I","IMDS","Ichino-Yaguchi",5,0.572756118721461,0.0147712674446974,0.00295425348893948,0.547245433789954,0.601708675799087,-0.0825792694063927,0.0162660973336648,0.00325321946673296,-0.102848401826484,-0.0422073059360731,0.576839894677265,0.0139443965828285,0.0027888793165657,0.557073717712102,0.604896038913634,-0.0948453478357162,0.0175850390520384,0.00351700781040768,-0.118719935034574,-0.0506272936814562,0.0280266666666667,0.00501656515216596,0.00100331303043319,0.018,0.0361333333333333,-0.00125333333333333,0.00388406049462749,0.000776812098925498,-0.00893333333333333,0.004
"II","IMDS","Ichino-Yaguchi",5,0.628953251262626,0.0239619578893159,0.00479239157786317,0.58776047979798,0.663440214646465,-0.0261132702020202,0.0192297545866175,0.00384595091732349,-0.0593710858585859,0.00434122474747473,0.634562543637813,0.0237418138786197,0.00474836277572394,0.592138893088503,0.666937621979714,-0.0322258065550638,0.0206361715308528,0.00412723430617056,-0.0676021170638739,0.00256952500068721,0.03224,0.00396631651115574,0.000793263302231149,0.02415,0.03855,-0.00036,0.00240234260670704,0.000480468521341409,-0.005,0.00295
"III","IMDS","Ichino-Yaguchi",5,0.5043228125,0.00782944496557495,0.00156588899311499,0.491934895833333,0.5178828125,-0.00443145833333332,0.0154529887846017,0.00309059775692034,-0.0301291666666667,0.0207708333333333,0.504651126703048,0.00942615632591898,0.0018852312651838,0.490973679325834,0.521234992760886,-0.00424170471841706,0.0145866536466993,0.00291733072933987,-0.0323847124772618,0.0226394179010282,0.02612,0.0062671099134024,0.00125342198268048,0.0156,0.036,-0.00092,0.00567832134819203,0.00113566426963841,-0.0086,0.0118
"IV","IMDS","Ichino-Yaguchi",5,0.555768330593607,0.0120005044605231,0.00240010089210461,0.534149625570776,0.578081337899543,-0.0522332456621004,0.0173758127815474,0.00347516255630948,-0.0903961552511413,-0.0264053150684932,0.557268118807983,0.0129933821464246,0.00259867642928491,0.534521377726374,0.580841402170436,-0.0589933144014896,0.0201780022900979,0.00403560045801958,-0.0996857494401652,-0.030289340912633,0.0297413333333333,0.00705566019170005,0.00141113203834001,0.0196,0.0446666666666667,0.0003696,0.00309411991914891,0.000618823983829783,-0.00438666666666667,0.00465866666666667
"I","Int-UMAP","Ichino-Yaguchi",5,0.878347442922374,0.00862863659187909,0.00172572731837582,0.863606621004566,0.893083789954338,0.0342539726027397,0.00988692789630775,0.00197738557926155,0.0137748858447489,0.0518872146118721,0.883352202836496,0.00814479569866321,0.00162895913973264,0.868975990681727,0.896995750998679,0.0387598887713168,0.0109523489854759,0.00219046979709518,0.0180625046140217,0.0586881249436064,0.236133333333333,0.0153610859955591,0.00307221719911182,0.211733333333333,0.2632,0.0142933333333333,0.00895891858553376,0.00179178371710675,-0.00226666666666667,0.028
"II","Int-UMAP","Ichino-Yaguchi",5,0.913044747474748,0.0354635955264548,0.00709271910529095,0.857257481060606,0.959632417929293,0.0125170202020202,0.0112465798071248,0.00224931596142495,-0.00563099747474751,0.034596654040404,0.942107420489843,0.0246290004519059,0.00492580009038119,0.90259791592219,0.973898607942311,0.00986487534016878,0.00881916327124148,0.0017638326542483,-0.000660076326085563,0.0287927925451496,0.61695,0.0329334872634729,0.00658669745269459,0.56845,0.66525,-0.02011,0.00651164021835769,0.00130232804367154,-0.03315,-0.0105
"III","Int-UMAP","Ichino-Yaguchi",5,0.921047604166667,0.0158214210988465,0.00316428421976929,0.889467708333333,0.944895833333333,0.0271435416666667,0.0149203121212275,0.00298406242424551,-0.00276250000000002,0.0493375,0.927425797230575,0.0144357577731117,0.00288715155462234,0.899465474997216,0.948697664921855,0.0321753350410216,0.0150488039182906,0.00300976078365812,0.00605000556854884,0.0597204588484241,0.44624,0.0367947912980447,0.00735895825960894,0.3838,0.4992,0.01896,0.0170158749407722,0.00340317498815444,-0.00779999999999998,0.049
"IV","Int-UMAP","Ichino-Yaguchi",5,0.837217643835616,0.0226118902477103,0.00452237804954206,0.790875292237443,0.873223397260274,0.0263385388127854,0.029099150388393,0.0058198300776786,-0.00854823744292236,0.0935949954337899,0.855978621387734,0.0187352665580536,0.00374705331161073,0.819999186455693,0.885167344046067,0.026021181616097,0.0248838572931838,0.00497677145863676,-0.00332841039774917,0.0874200146008154,0.315521066666667,0.0225528511525951,0.00451057023051902,0.273066666666667,0.3516,-0.00315093333333333,0.0149189289259081,0.00298378578518161,-0.0323813333333333,0.02096
"I","MR-PCA","Ichino-Yaguchi",5,0.729365707762557,0.00720743313643869,0.00144148662728774,0.716150456621005,0.74082100456621,0.283985114155251,0.0116015195297203,0.00232030390594406,0.263224200913242,0.301206849315069,0.736477981478292,0.00875258710087219,0.00175051742017444,0.723304057878289,0.752619238624899,0.293456170485026,0.0157161288638297,0.00314322577276594,0.26367441822313,0.313450894505008,0.0967733333333334,0.0109876698571121,0.00219753397142242,0.0797333333333333,0.115866666666667,0.0207466666666667,0.00595140817447931,0.00119028163489586,0.0118666666666667,0.0349333333333333
"II","MR-PCA","Ichino-Yaguchi",5,0.920474728535354,0.00303517279049162,0.000607034558098325,0.915435921717171,0.926267329545454,0.13099125,0.00593685946421177,0.00118737189284235,0.119474179292929,0.140525505050505,0.921345236033609,0.00320270068393624,0.000640540136787248,0.915515834455776,0.927096661764572,0.133457039775695,0.0062568410445267,0.00125136820890534,0.121883314091463,0.144664852433181,0.32836,0.0128300347492385,0.0025660069498477,0.30635,0.35025,0.07151,0.00519388663077404,0.00103877732615481,0.06235,0.0795
"III","MR-PCA","Ichino-Yaguchi",5,0.509585416666667,0.00767912124875173,0.00153582424975035,0.497053125,0.524348958333333,0.00411833333333336,0.0136335674072002,0.00272671348144004,-0.0168468749999999,0.03286875,0.511697263986339,0.00790295780469481,0.00158059156093896,0.500333648884434,0.525116475479823,0.00421701006051157,0.0185273123768815,0.0037054624753763,-0.0270718342799866,0.0412227790771058,0.02624,0.00624686588085044,0.00124937317617009,0.0146,0.0384,0.00068,0.00427901857906693,0.000855803715813387,-0.0068,0.0072
"IV","MR-PCA","Ichino-Yaguchi",5,0.906494642009132,0.016232506142733,0.00324650122854661,0.882677237442922,0.939971926940639,0.0861987634703196,0.0193358630082306,0.00386717260164613,0.0479099360730594,0.117672100456621,0.906561594802766,0.0146910258133253,0.00293820516266506,0.88623457686345,0.936828107225763,0.0893495250797713,0.0183198754185419,0.00366397508370839,0.0533973554478267,0.118517284576453,0.231810666666667,0.0259422997923954,0.00518845995847909,0.195466666666667,0.284882666666667,0.0352506666666667,0.010504805954807,0.0021009611909614,0.0152586666666667,0.0546426666666667
"I","SPCA","Ichino-Yaguchi",5,0.925263698630137,0.00340440008491652,0.000680880016983304,0.918387671232877,0.930190182648402,0.0729944292237443,0.00396197290424103,0.000792394580848205,0.065951598173516,0.0805342465753425,0.923230146582343,0.00387876335836352,0.000775752671672704,0.915715973127938,0.928794546841549,0.0773827858027577,0.0057102157873732,0.00114204315747464,0.0684363018923641,0.0883783743878731,0.255306666666667,0.0167691073991123,0.00335382147982246,0.225866666666667,0.280933333333333,0.0413066666666667,0.010684845620126,0.0021369691240252,0.0204,0.0590666666666667
"II","SPCA","Ichino-Yaguchi",5,0.920844217171717,0.00274183535443127,0.000548367070886255,0.91601957070707,0.92603023989899,0.130356666666667,0.00528157713532534,0.00105631542706507,0.119931691919192,0.139452777777778,0.921999888213896,0.00301630698240506,0.000603261396481013,0.917005597322631,0.928236211138294,0.13229777618956,0.00593583175168783,0.00118716635033757,0.119814868009932,0.141700685835234,0.32931,0.0125491284557933,0.00250982569115865,0.3095,0.34965,0.07092,0.00592079668062781,0.00118415933612556,0.061,0.0807
"III","SPCA","Ichino-Yaguchi",5,0.8108690625,0.0109995908955238,0.00219991817910475,0.793358333333333,0.833991666666667,0.135894791666667,0.0153408836903988,0.00306817673807977,0.1099625,0.159325,0.813642940936259,0.0102100345895508,0.00204200691791017,0.799107250250584,0.835915673608791,0.149421205033968,0.0152959313297557,0.00305918626595115,0.122215020232394,0.175264023462152,0.18076,0.0166064244596281,0.00332128489192561,0.1436,0.2038,0.02728,0.0122083304891919,0.00244166609783839,0.005,0.0458
"IV","SPCA","Ichino-Yaguchi",5,0.912253452054794,0.0153990466559476,0.00307980933118953,0.887724698630137,0.941449538812785,0.0783920694063927,0.0185031534487501,0.00370063068975002,0.0470235525114155,0.113285689497717,0.911163666051464,0.0145014036727677,0.00290028073455355,0.887770035845822,0.938014179196299,0.0836600806161872,0.0184178592613975,0.0036835718522795,0.0520384424703267,0.118535571031326,0.2503312,0.0263112770302576,0.00526225540605152,0.211066666666667,0.3076,0.0373722666666667,0.010386268655903,0.00207725373118059,0.019088,0.0532773333333333
"I","V-PCA","Ichino-Yaguchi",5,0.925300913242009,0.00331238644028068,0.000662477288056135,0.918468264840183,0.92999703196347,0.0729698630136986,0.00361633091362544,0.000723266182725087,0.0669219178082192,0.0796616438356164,0.923145048436975,0.00381124343181427,0.000762248686362854,0.916212671539074,0.928846453560384,0.0775524636825225,0.00536397427229673,0.00107279485445935,0.0692933369425236,0.0879100163233834,0.255706666666667,0.0167918410523065,0.00335836821046129,0.226666666666667,0.2804,0.04136,0.0101752786839622,0.00203505573679245,0.0252,0.0585333333333333
"II","V-PCA","Ichino-Yaguchi",5,0.922198106060606,0.00387647380901855,0.000775294761803711,0.914918339646465,0.929666161616162,0.128633863636364,0.00722988074655952,0.0014459761493119,0.114145707070707,0.141849684343434,0.923004697994264,0.00411498874154986,0.000822997748309971,0.915861282149958,0.929995205567314,0.131055477519082,0.00786439947233377,0.00157287989446675,0.117228309372624,0.14446636337814,0.33659,0.0165631493583396,0.00331262987166793,0.31005,0.36235,0.07183,0.0071,0.00142,0.061,0.0836
"III","V-PCA","Ichino-Yaguchi",5,0.810626666666667,0.0111754250128506,0.00223508500257012,0.7927015625,0.831621354166667,0.1361125,0.0141617972987456,0.00283235945974913,0.118280208333333,0.159840625,0.813353599138731,0.0104256843519308,0.00208513687038616,0.796703177785202,0.833889816980362,0.149487374243605,0.0144849407623222,0.00289698815246443,0.127911719939117,0.172919070423581,0.17728,0.0171622648078082,0.00343245296156165,0.1446,0.2068,0.0258,0.012760616495034,0.0025521232990068,0.00440000000000001,0.044
"IV","V-PCA","Ichino-Yaguchi",5,0.912247711415525,0.0155010540069746,0.00310021080139493,0.887906068493151,0.941608493150685,0.0783306484018265,0.0187026880285296,0.00374053760570593,0.0467104109589041,0.113668584474886,0.911098944672753,0.0147497859927955,0.00294995719855909,0.887210668602505,0.938229753016545,0.0837145543224155,0.0188983690987869,0.00377967381975738,0.051645232013518,0.119540293164686,0.250981866666667,0.0266492320450813,0.00532984640901627,0.212,0.309333333333333,0.0375562666666667,0.0104367779333293,0.00208735558666586,0.0192533333333333,0.0536
"I","C-PCA","Int-Euclidean",5,0.929561643835616,0.00465693518443082,0.000931387036886164,0.919965296803653,0.937609360730594,0.0641534246575343,0.0056581158571862,0.00113162317143724,0.0521794520547945,0.0724621004566211,0.926874767658374,0.00462316774397719,0.000924633548795438,0.917871717892561,0.934317748193354,0.0690624242275102,0.00661976804451001,0.001323953608902,0.0579584779060134,0.0800938225426746,0.247973333333333,0.0125070054443574,0.00250140108887149,0.224933333333333,0.268933333333333,0.0396266666666667,0.00988466826285367,0.00197693365257073,0.0257333333333333,0.0573333333333333
"II","C-PCA","Int-Euclidean",5,0.922580757575758,0.00387097699255958,0.000774195398511916,0.915392203282828,0.929688983585859,0.128912474747475,0.00725035594926509,0.00145007118985302,0.115152714646465,0.141876957070707,0.923247468319635,0.00406684197276681,0.000813368394553362,0.916149410832256,0.929919029522527,0.131600499372349,0.00783339649143471,0.00156667929828694,0.118438267956788,0.145201054637749,0.34122,0.0175140300901877,0.00350280601803754,0.315,0.3701,0.08326,0.0068906942078913,0.00137813884157826,0.07245,0.09535
"III","C-PCA","Int-Euclidean",5,0.9967421875,0.00356322901592997,0.000712645803185994,0.9888984375,0.999692708333333,0.000671041666666658,0.00155288104034501,0.000310576208069002,-0.00111041666666667,0.00462187500000002,0.994732130526785,0.0043428064227647,0.00086856128455294,0.984766566432787,0.999168467164124,0.000652812117162267,0.00209340713925387,0.000418681427850773,-0.00132709655863682,0.006358837287003,0.8132,0.115532823618803,0.0231065647237605,0.5854,0.9564,0.01188,0.0728430504578165,0.0145686100915633,-0.1296,0.1642
"IV","C-PCA","Int-Euclidean",5,0.924859674885845,0.0143737836332452,0.00287475672664903,0.898206726027397,0.951625150684932,0.0535396821917808,0.018044494846207,0.0036088989692414,0.0254477077625571,0.0923571415525114,0.91921071237214,0.0153698982858706,0.00307397965717411,0.893164612709271,0.948067392770136,0.0651482016224951,0.0210905103664129,0.00421810207328259,0.0316208473394525,0.107529948569038,0.265778666666667,0.0285743168804643,0.00571486337609286,0.224666666666667,0.324266666666667,0.0434448,0.0100966740985263,0.00201933481970526,0.0264,0.0631333333333333
"I","IMDS","Int-Euclidean",5,0.506785890410959,0.0320821174195811,0.00641642348391622,0.451815296803653,0.562417351598174,-0.0585473059360731,0.0297341991333303,0.00594683982666607,-0.124654337899544,-0.0185899543378996,0.501780913945419,0.0318399907674405,0.0063679981534881,0.446382894078467,0.556459310480597,-0.0533942728711929,0.0285929928788531,0.00571859857577063,-0.114404360558112,-0.0109308101811978,0.0167466666666667,0.0045432897201787,0.00090865794403574,0.0101333333333334,0.0253333333333333,-2.66666666666669e-05,0.00339105577354004,0.000678211154708009,-0.006,0.00573333333333333
"II","IMDS","Int-Euclidean",5,0.581880189393939,0.0180398139320939,0.00360796278641877,0.54802913510101,0.605390056818182,-0.0712258838383839,0.0215356207449243,0.00430712414898487,-0.0998285353535355,-0.0313236742424242,0.585415109220521,0.017784149235729,0.00355682984714581,0.554341018627963,0.611623703464453,-0.075981793067429,0.0237276501514987,0.00474553003029974,-0.108884775557327,-0.0335473258381667,0.02332,0.00374132329530609,0.000748264659061217,0.01665,0.02965,-0.00088,0.0022396986404425,0.000447939728088501,-0.00475,0.0042
"III","IMDS","Int-Euclidean",5,0.502413645833333,0.0562202110936687,0.0112440422187337,0.413683333333333,0.6156765625,0.00537354166666665,0.10367118338266,0.0207342366765321,-0.17916875,0.167421875,0.499233697145191,0.0634057563955507,0.0126811512791101,0.405803374540595,0.630961539889371,0.0017433938448973,0.11447957052518,0.022895914105036,-0.179379775030627,0.196047963767309,0.02708,0.0143698758983275,0.0028739751796655,0.0022,0.0518,-0.00132,0.00644023809083691,0.00128804761816738,-0.0142,0.00799999999999999
"IV","IMDS","Int-Euclidean",5,0.536043153424657,0.0132110745134566,0.00264221490269133,0.514457315068493,0.55891099543379,-0.0468575908675799,0.0189687570801362,0.00379375141602724,-0.07998900456621,-0.0134636894977169,0.537604608936027,0.0122958859680041,0.00245917719360081,0.517894230709288,0.560337617606287,-0.0565419885654289,0.022265159459583,0.0044530318919166,-0.0938625820475592,-0.0238409039381188,0.0273754666666667,0.00502384341581887,0.00100476868316377,0.018216,0.036,-9.06666666666668e-05,0.00447554838353172,0.000895109676706343,-0.00946666666666668,0.00761599999999999
"I","Int-UMAP","Int-Euclidean",5,0.781490502283105,0.011930027217813,0.0023860054435626,0.76465502283105,0.806796575342466,-0.0819280365296803,0.0273475400099779,0.00546950800199559,-0.12220502283105,-0.0332360730593607,0.78176086161216,0.0119757132959018,0.00239514265918035,0.763943212671539,0.80400815348902,-0.0690646127092715,0.0316916242864807,0.00633832485729614,-0.115688379227469,-0.0113905061889411,0.12088,0.0129210136054643,0.00258420272109287,0.0997333333333331,0.143866666666667,0.00904,0.00672772043282286,0.00134554408656457,-0.00386666666666667,0.0192
