"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep","dr_input","eval_geom"
"MR-PCA","Wasserstein",0.912263224984066,0.125726896112173,0.91269950474523,0.137625231776827,0.34075,0.095,FALSE,0,52,"raw","std"
"MR-PCA","Centers-Euclidean",0.912203632887189,0.125837157425112,0.912525034306979,0.137966543146187,0.34075,0.0945,FALSE,0,52,"raw","std"
"SPCA","Int-Euclidean",0.911617829827916,0.128088113448056,0.911921406757605,0.140178784186922,0.340875,0.109625,FALSE,0,52,"raw","std"
"SPCA","Hausdorff",0.91059775334608,0.128125398342894,0.911327503748434,0.13959931546402,0.33825,0.10275,FALSE,0,52,"raw","std"
"SPCA","Ichino-Yaguchi",0.91141459528362,0.127523900573614,0.911449866090187,0.140143992073399,0.340375,0.104875,FALSE,0,52,"raw","std"
"SPCA","Wasserstein",0.911444072657744,0.127433715742511,0.911410791468497,0.140190803997966,0.34025,0.105125,FALSE,0,52,"raw","std"
"SPCA","Centers-Euclidean",0.911429971319312,0.127451402166985,0.911365122221386,0.140274720686426,0.340125,0.104875,FALSE,0,52,"raw","std"
"IMDS","Int-Euclidean",0.588024856596558,-0.0888463989802422,0.586449662440477,-0.0947084776793948,0.04025,-0.002875,TRUE,0,52,"raw","std"
"IMDS","Hausdorff",0.632184193753983,-0.0464356277884003,0.642228005980606,-0.0670391974299278,0.05575,-0.00325,TRUE,0,52,"raw","std"
"IMDS","Ichino-Yaguchi",0.641338671128107,-0.0451696940726577,0.64871097783677,-0.0567199224518964,0.05575,-0.001,TRUE,0,52,"raw","std"
"IMDS","Wasserstein",0.631046287444232,-0.0652499999999999,0.637934035214724,-0.0851426880755183,0.056,-0.001875,TRUE,0,52,"raw","std"
"IMDS","Centers-Euclidean",0.621201242829828,-0.0832361376673041,0.624082456765273,-0.0957966925922343,0.05525,-0.0045,TRUE,0,52,"raw","std"
"Int-UMAP","Int-Euclidean",0.80322092096877,-0.0109663798597833,0.874105729342328,-0.01042986551357,0.4985,-0.0235,FALSE,0,52,"raw","std"
"Int-UMAP","Hausdorff",0.800464228808158,-0.0163733269598469,0.871034382724295,-0.0152366149468907,0.494625,-0.028125,FALSE,0,52,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.803895793499044,-0.0131516889738686,0.875540640613322,-0.0135361294203929,0.499625,-0.0295,FALSE,0,52,"raw","std"
"Int-UMAP","Wasserstein",0.802865280433397,-0.01400557680051,0.873885616312687,-0.0135954411722308,0.49825,-0.030125,FALSE,0,52,"raw","std"
"Int-UMAP","Centers-Euclidean",0.802871096239643,-0.0132071383046527,0.873965137259478,-0.0130103018178264,0.496875,-0.029625,FALSE,0,52,"raw","std"
"C-PCA","Int-Euclidean",0.917392527087317,0.122625398342894,0.919662484831828,0.128737082211021,0.378375,0.102375,FALSE,0,53,"raw","std"
"C-PCA","Hausdorff",0.915802421924793,0.123117909496495,0.918435070650882,0.12898946646932,0.37,0.087875,FALSE,0,53,"raw","std"
"C-PCA","Ichino-Yaguchi",0.917170968769917,0.121805608667941,0.918973399040326,0.129054652075879,0.374875,0.095875,FALSE,0,53,"raw","std"
"C-PCA","Wasserstein",0.917132090503505,0.12184098151689,0.918911215720956,0.129133473256677,0.374875,0.093875,FALSE,0,53,"raw","std"
"C-PCA","Centers-Euclidean",0.917162205226259,0.121772785213512,0.918932855368531,0.129105803125364,0.375,0.0955,FALSE,0,53,"raw","std"
"V-PCA","Int-Euclidean",0.917382966857871,0.122651210962396,0.919647720441108,0.128772491457801,0.3785,0.10275,FALSE,0,53,"raw","std"
"V-PCA","Hausdorff",0.915840025493945,0.123047801147227,0.918377394707342,0.129108754873306,0.37,0.08775,FALSE,0,53,"raw","std"
"V-PCA","Ichino-Yaguchi",0.917041746335245,0.122078075207138,0.91909121082398,0.128824018459577,0.374625,0.0955,FALSE,0,53,"raw","std"
"V-PCA","Wasserstein",0.916999043977055,0.122123645634162,0.918963189152751,0.129036468395868,0.374625,0.0935,FALSE,0,53,"raw","std"
"V-PCA","Centers-Euclidean",0.917033062460166,0.122045411089866,0.91898322561863,0.12901141564313,0.37475,0.09525,FALSE,0,53,"raw","std"
"MR-PCA","Int-Euclidean",0.913788639260676,0.125198056086679,0.915668809957247,0.133540497759981,0.3525,0.099125,FALSE,0,53,"raw","std"
"MR-PCA","Hausdorff",0.912989404079031,0.124039037603569,0.915305140408691,0.131866991448503,0.346625,0.09325,FALSE,0,53,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.912853011472275,0.125215901848311,0.914814781655098,0.133669225487953,0.348125,0.082625,FALSE,0,53,"raw","std"
"MR-PCA","Wasserstein",0.912799633524538,0.125384480560867,0.915436182493,0.132511426561313,0.34725,0.083875,FALSE,0,53,"raw","std"
"MR-PCA","Centers-Euclidean",0.912914196940727,0.125117112810707,0.914834831128969,0.13370347808968,0.348,0.08475,FALSE,0,53,"raw","std"
"SPCA","Int-Euclidean",0.912654636711281,0.126891172721479,0.915586368716266,0.133228459063892,0.35,0.090875,FALSE,0,53,"raw","std"
"SPCA","Hausdorff",0.911614722753346,0.126088272785214,0.914189556254319,0.133686305834353,0.345125,0.083375,FALSE,0,53,"raw","std"
"SPCA","Ichino-Yaguchi",0.912297163798598,0.126374442319949,0.914976096855205,0.133479770482725,0.34825,0.085625,FALSE,0,53,"raw","std"
"SPCA","Wasserstein",0.912303457616316,0.126320427023582,0.914879758813917,0.133616935279568,0.348,0.085125,FALSE,0,53,"raw","std"
"SPCA","Centers-Euclidean",0.912283460803059,0.126348311026131,0.915019892205116,0.133359754057683,0.34825,0.08525,FALSE,0,53,"raw","std"
"IMDS","Int-Euclidean",0.558038479923518,-0.0332608349267048,0.570952663959981,-0.0535031874271659,0.035375,0.00025,TRUE,0,53,"raw","std"
"IMDS","Hausdorff",0.581594725940089,0.0161681007010835,0.59040253998742,-0.00119918076093251,0.046125,-0.003375,TRUE,0,53,"raw","std"
"IMDS","Ichino-Yaguchi",0.58402413957935,0.0235750478011472,0.592927905998194,0.0122739795294297,0.0455,-0.00325,TRUE,0,53,"raw","std"
"IMDS","Wasserstein",0.576731357552581,0.00531931166347988,0.586833120556705,-0.00657966495165896,0.044875,-0.002625,TRUE,0,53,"raw","std"
"IMDS","Centers-Euclidean",0.574453632887189,-0.0225442957297642,0.584148669683327,-0.0316187394667252,0.042875,0.001625,TRUE,0,53,"raw","std"
"Int-UMAP","Int-Euclidean",0.793362731038878,0.0246518483110262,0.869948071349817,0.0175618862680131,0.45225,-0.025,FALSE,0,53,"raw","std"
"Int-UMAP","Hausdorff",0.789706261950287,0.021754142766093,0.867538411640592,0.0113792137150808,0.44875,-0.0375,FALSE,0,53,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.79385149776928,0.0236223709369024,0.871515124946667,0.0145878264216968,0.45375,-0.034375,FALSE,0,53,"raw","std"
"Int-UMAP","Wasserstein",0.792942399617591,0.0225447737412364,0.870636495439697,0.0133322809654608,0.452,-0.03475,FALSE,0,53,"raw","std"
"Int-UMAP","Centers-Euclidean",0.794044375398343,0.0212789993626513,0.87059046783307,0.0144038405307192,0.451875,-0.030375,FALSE,0,53,"raw","std"
"C-PCA","Int-Euclidean",0.919668021032505,0.117976577437858,0.921430279253012,0.125190982058183,0.3715,0.104875,FALSE,0,54,"raw","std"
"C-PCA","Hausdorff",0.918910611854685,0.117118865519439,0.920493164961298,0.125070672206962,0.366125,0.09275,FALSE,0,54,"raw","std"
"C-PCA","Ichino-Yaguchi",0.919255497131931,0.117851019757807,0.921142552813727,0.124851316306426,0.368625,0.095875,FALSE,0,54,"raw","std"
"C-PCA","Wasserstein",0.91921717654557,0.117929891650733,0.921057324450538,0.124996239837346,0.3685,0.095375,FALSE,0,54,"raw","std"
"C-PCA","Centers-Euclidean",0.919254700446144,0.117851338432122,0.921151828471586,0.124825370480405,0.368625,0.0955,FALSE,0,54,"raw","std"
"V-PCA","Int-Euclidean",0.919735101975781,0.117846239643085,0.921492390495312,0.125061607129301,0.371375,0.10475,FALSE,0,54,"raw","std"
"V-PCA","Hausdorff",0.918998486297004,0.116942797960484,0.92047228660112,0.125116462684293,0.36625,0.093375,FALSE,0,54,"raw","std"
"V-PCA","Ichino-Yaguchi",0.919182441045252,0.118006373486297,0.921173101549683,0.124800339478735,0.368625,0.09575,FALSE,0,54,"raw","std"
"V-PCA","Wasserstein",0.91918690248566,0.118000318674315,0.92109617964233,0.124926129532987,0.368375,0.095125,FALSE,0,54,"raw","std"
"V-PCA","Centers-Euclidean",0.919181644359465,0.118006692160612,0.921155456208616,0.124828232238632,0.368625,0.095375,FALSE,0,54,"raw","std"
"MR-PCA","Int-Euclidean",0.914228170809433,0.125970363288719,0.916883527485077,0.13238236872889,0.352625,0.1055,FALSE,0,54,"raw","std"
"MR-PCA","Hausdorff",0.913459528362014,0.124951242829828,0.915729818079181,0.132461161548001,0.346,0.09725,FALSE,0,54,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.913920012746973,0.125096239643085,0.916187242623018,0.132352548227237,0.34725,0.098875,FALSE,0,54,"raw","std"
"MR-PCA","Wasserstein",0.914006293817718,0.124959687699171,0.91616212962835,0.132427857036965,0.347375,0.098375,FALSE,0,54,"raw","std"
"MR-PCA","Centers-Euclidean",0.91390782345443,0.125148661567878,0.916258483876317,0.13225906064215,0.3475,0.09775,FALSE,0,54,"raw","std"
"SPCA","Int-Euclidean",0.913639021669853,0.126706978967495,0.916973627554492,0.131820925244392,0.34975,0.103625,FALSE,0,54,"raw","std"
"SPCA","Hausdorff",0.912953154875717,0.125676864244742,0.915900806640507,0.13195738206528,0.346,0.094875,FALSE,0,54,"raw","std"
"SPCA","Ichino-Yaguchi",0.913400334608031,0.126200605481198,0.916702752648896,0.131432852702958,0.348,0.098125,FALSE,0,54,"raw","std"
"SPCA","Wasserstein",0.913384958572339,0.126232632249841,0.916703727501932,0.131396404949281,0.348,0.097875,FALSE,0,54,"raw","std"
"SPCA","Centers-Euclidean",0.91339850223072,0.126203951561504,0.91663712029245,0.131553770731114,0.348,0.098,FALSE,0,54,"raw","std"
"IMDS","Int-Euclidean",0.584349665391969,-0.0716814850223073,0.590937679073135,-0.0872621655005535,0.037625,-0.00525,TRUE,0,54,"raw","std"
"IMDS","Hausdorff",0.638023422562142,-0.0330930528999362,0.645738003091552,-0.0530801368218977,0.0495,-0.004375,TRUE,0,54,"raw","std"
"IMDS","Ichino-Yaguchi",0.643508205863607,-0.0324666985340982,0.649856064010238,-0.0495825927307758,0.051375,-0.002875,TRUE,0,54,"raw","std"
"IMDS","Wasserstein",0.636795570427024,-0.0546083492670491,0.642562804077805,-0.0735629794084767,0.04975,-0.003875,TRUE,0,54,"raw","std"
"IMDS","Centers-Euclidean",0.626855003186743,-0.0775857233906947,0.634231407975665,-0.10018949978684,0.050375,-0.004875,TRUE,0,54,"raw","std"
"Int-UMAP","Int-Euclidean",0.814324569789675,0.0214318036966221,0.881612261913231,0.0195735455657589,0.483375,-0.02,FALSE,0,54,"raw","std"
"Int-UMAP","Hausdorff",0.812836121733588,0.0166432441045251,0.879828416909468,0.0143334329617568,0.48,-0.02675,FALSE,0,54,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.814646351179095,0.0204740280433396,0.883183834827674,0.0163149164903977,0.482875,-0.031125,FALSE,0,54,"raw","std"
"Int-UMAP","Wasserstein",0.813479684512428,0.0199211281070746,0.88161010301306,0.0165615736070658,0.482375,-0.031875,FALSE,0,54,"raw","std"
"Int-UMAP","Centers-Euclidean",0.813342574888464,0.0207992351816443,0.881472858995414,0.0174224631984716,0.481125,-0.02875,FALSE,0,54,"raw","std"
"C-PCA","Int-Euclidean",0.914459847036329,0.123689929891651,0.91570725529067,0.133107645312918,0.3485,0.1095,FALSE,0,55,"raw","std"
"C-PCA","Hausdorff",0.913047562141491,0.124358667941364,0.914288474889287,0.13408501507477,0.34575,0.09375,FALSE,0,55,"raw","std"
"C-PCA","Ichino-Yaguchi",0.913885914595284,0.123783620140217,0.915051394576154,0.133487041736974,0.347,0.10325,FALSE,0,55,"raw","std"
"C-PCA","Wasserstein",0.91382361376673,0.123886551943913,0.914995223081517,0.133563425945118,0.347125,0.103375,FALSE,0,55,"raw","std"
"C-PCA","Centers-Euclidean",0.91380696303378,0.123960006373486,0.915072975794387,0.133425994804309,0.346875,0.103125,FALSE,0,55,"raw","std"
"V-PCA","Int-Euclidean",0.914459847036329,0.123689929891651,0.915707263820501,0.133107662372579,0.3485,0.1095,FALSE,0,55,"raw","std"
"V-PCA","Hausdorff",0.913047402804334,0.124358349267049,0.914288580126074,0.134084523969763,0.34575,0.09375,FALSE,0,55,"raw","std"
"V-PCA","Ichino-Yaguchi",0.913885834926705,0.123783460803059,0.91505132420505,0.133487073723839,0.347,0.10325,FALSE,0,55,"raw","std"
"V-PCA","Wasserstein",0.913823454429573,0.123886233269599,0.914995449975016,0.133562733322859,0.347125,0.103375,FALSE,0,55,"raw","std"
"V-PCA","Centers-Euclidean",0.913806883365201,0.123959847036329,0.915072905423283,0.133426026791175,0.346875,0.103125,FALSE,0,55,"raw","std"
"MR-PCA","Int-Euclidean",0.915109942638623,0.12313862332696,0.917461846706658,0.13041204115268,0.355375,0.1115,FALSE,0,55,"raw","std"
"MR-PCA","Hausdorff",0.913294136392607,0.124451561504143,0.916486634672124,0.130255594033622,0.3505,0.095625,FALSE,0,55,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.914521510516252,0.122637667304015,0.917078305851072,0.129637866887214,0.349875,0.096625,FALSE,0,55,"raw","std"
"MR-PCA","Wasserstein",0.914462157425111,0.122762109623964,0.917276636358472,0.129293049757403,0.350125,0.094375,FALSE,0,55,"raw","std"
"MR-PCA","Centers-Euclidean",0.914591857871256,0.122554015296367,0.917135502204876,0.129602031362141,0.35025,0.09525,FALSE,0,55,"raw","std"
"SPCA","Int-Euclidean",0.914889499681326,0.123204748247291,0.918000706078067,0.128922653157803,0.353625,0.104625,FALSE,0,55,"raw","std"
"SPCA","Hausdorff",0.914037045889101,0.122777087316762,0.917431685225019,0.128222626365605,0.352,0.09075,FALSE,0,55,"raw","std"
"SPCA","Ichino-Yaguchi",0.914693514977693,0.122458731676227,0.917881805248268,0.128160749693651,0.352,0.09475,FALSE,0,55,"raw","std"
"SPCA","Wasserstein",0.914691921606119,0.122438017845762,0.91787551012653,0.12813938481325,0.352125,0.094625,FALSE,0,55,"raw","std"
"SPCA","Centers-Euclidean",0.914684751434034,0.122500159337157,0.917935300295251,0.128046858113601,0.351875,0.094875,FALSE,0,55,"raw","std"
"IMDS","Int-Euclidean",0.590393801784576,-0.0869485340981517,0.597470884062369,-0.103114532511535,0.044125,-0.0025,TRUE,0,55,"raw","std"
"IMDS","Hausdorff",0.642987571701721,-0.0419241555130657,0.650037521339504,-0.0589713465497943,0.0525,-0.0035,TRUE,0,55,"raw","std"
"IMDS","Ichino-Yaguchi",0.646317399617591,-0.0474827915869982,0.654933087422577,-0.0609155163336877,0.056375,-5e-04,TRUE,0,55,"raw","std"
"IMDS","Wasserstein",0.638700844486934,-0.0677114404079031,0.64443588785132,-0.0844630290265023,0.055125,-0.00125,TRUE,0,55,"raw","std"
"IMDS","Centers-Euclidean",0.627085006373486,-0.0903714149139581,0.632006153185354,-0.101103422961383,0.054,-0.0075,TRUE,0,55,"raw","std"
"Int-UMAP","Int-Euclidean",0.833122291268324,-0.0180275653282346,0.896497989049744,-0.00749696764515767,0.510875,-0.031625,FALSE,0,55,"raw","std"
"Int-UMAP","Hausdorff",0.832250796685787,-0.0194378585086042,0.894902335783271,-0.0109919105643831,0.50675,-0.04025,FALSE,0,55,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.833861057998725,-0.0194885277246654,0.897018027776029,-0.0101806867656775,0.5095,-0.04,FALSE,0,55,"raw","std"
"Int-UMAP","Wasserstein",0.832913639260676,-0.0186500956022945,0.896080332496216,-0.0100460269668894,0.508875,-0.04025,FALSE,0,55,"raw","std"
"Int-UMAP","Centers-Euclidean",0.832280114722753,-0.0173406628425748,0.895479906725447,-0.00854411419498613,0.50825,-0.038875,FALSE,0,55,"raw","std"
"C-PCA","Int-Euclidean",0.916017049075844,0.120888463989802,0.917694161552607,0.129829989383773,0.3425,0.1045,FALSE,0,56,"raw","std"
"C-PCA","Hausdorff",0.915091220522626,0.120416347992352,0.916376357394621,0.130341484311679,0.340625,0.092875,FALSE,0,56,"raw","std"
"C-PCA","Ichino-Yaguchi",0.915409576163161,0.12100621414914,0.917163493804187,0.129776522911723,0.33975,0.09275,FALSE,0,56,"raw","std"
"C-PCA","Wasserstein",0.915380178457616,0.121011472275335,0.917077354668317,0.12991245045661,0.33975,0.092625,FALSE,0,56,"raw","std"
"C-PCA","Centers-Euclidean",0.915395474824729,0.12097896749522,0.917082702765593,0.129914013334855,0.339625,0.09275,FALSE,0,56,"raw","std"
"V-PCA","Int-Euclidean",0.91601920012747,0.120883843212237,0.917703194323534,0.129810733930524,0.3425,0.104375,FALSE,0,56,"raw","std"
"V-PCA","Hausdorff",0.915091220522626,0.120416347992352,0.916377251107641,0.130339966854784,0.340625,0.092875,FALSE,0,56,"raw","std"
"V-PCA","Ichino-Yaguchi",0.91540965583174,0.121006373486297,0.917166801885809,0.129770030857516,0.33975,0.09275,FALSE,0,56,"raw","std"
"V-PCA","Wasserstein",0.915380019120459,0.12101115360102,0.917107521054608,0.129850644582252,0.33975,0.092375,FALSE,0,56,"raw","std"
"V-PCA","Centers-Euclidean",0.915395554493308,0.120979126832377,0.917086001890893,0.129907503368004,0.339625,0.09275,FALSE,0,56,"raw","std"
"MR-PCA","Int-Euclidean",0.916269279796048,0.121003505417463,0.91719096508382,0.131367140379349,0.344125,0.109375,FALSE,0,56,"raw","std"
"MR-PCA","Hausdorff",0.915116794136393,0.120539515615041,0.916345499558922,0.130501599257973,0.339625,0.09175,FALSE,0,56,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.915584687699171,0.120754461440408,0.916520056041841,0.131111648703696,0.340625,0.096125,FALSE,0,56,"raw","std"
"MR-PCA","Wasserstein",0.915536647546208,0.120790312300828,0.916488148077351,0.131140045363346,0.340625,0.096,FALSE,0,56,"raw","std"
"MR-PCA","Centers-Euclidean",0.915569789674952,0.120725302740599,0.91650710082823,0.131108560691708,0.3405,0.096125,FALSE,0,56,"raw","std"
"SPCA","Int-Euclidean",0.91597028362014,0.121131134480561,0.916980168548603,0.131357420850421,0.342375,0.103875,FALSE,0,56,"raw","std"
"SPCA","Hausdorff",0.915292941363926,0.120248087954111,0.916514083667575,0.130190275148457,0.340375,0.0915,FALSE,0,56,"raw","std"
"SPCA","Ichino-Yaguchi",0.91560086042065,0.120747291268324,0.917050524831958,0.130058402471877,0.33925,0.09475,FALSE,0,56,"raw","std"
"SPCA","Wasserstein",0.915601816443595,0.120687699171447,0.917068696890075,0.129980830698042,0.339375,0.094,FALSE,0,56,"raw","std"
"SPCA","Centers-Euclidean",0.915603011472275,0.120687539834289,0.91704968922841,0.130033706266065,0.339125,0.095,FALSE,0,56,"raw","std"
"IMDS","Int-Euclidean",0.606120379222435,-0.103474665391969,0.614426023848383,-0.113157458031953,0.045375,-0.003625,TRUE,0,56,"raw","std"
"IMDS","Hausdorff",0.642922323135755,-0.0488975462077756,0.652737782467479,-0.061469673210241,0.056875,-0.000625000000000001,TRUE,0,56,"raw","std"
"IMDS","Ichino-Yaguchi",0.652000079668579,-0.0543513384321224,0.661326668464755,-0.0647308505725478,0.0585,-0.003625,TRUE,0,56,"raw","std"
"IMDS","Wasserstein",0.640830943275972,-0.0755994263862333,0.648790711496216,-0.0842650115638916,0.05875,-0.004,TRUE,0,56,"raw","std"
"IMDS","Centers-Euclidean",0.634699410452517,-0.100038400254939,0.641238419368618,-0.107357218522835,0.060625,-0.003,TRUE,0,56,"raw","std"
"Int-UMAP","Int-Euclidean",0.888148581899299,0.0147958891013384,0.929993167712168,0.016172667274673,0.5585,-0.00962499999999999,FALSE,0,56,"raw","std"
"Int-UMAP","Hausdorff",0.886921685787126,0.014166826003824,0.930050640752358,0.0130824057568851,0.551,-0.015,FALSE,0,56,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.887806485022307,0.0133019439133206,0.930787611094648,0.0131614960538444,0.556,-0.018125,FALSE,0,56,"raw","std"
"Int-UMAP","Wasserstein",0.887524219247929,0.0138288718929255,0.930421780833334,0.0136857853014297,0.555,-0.01525,FALSE,0,56,"raw","std"
"Int-UMAP","Centers-Euclidean",0.88744741873805,0.0138489483747609,0.930216594900935,0.0140818138292782,0.554875,-0.016125,FALSE,0,56,"raw","std"
"C-PCA","Int-Euclidean",0.918278123008285,0.121827119184194,0.921364914093515,0.126451853540758,0.378375,0.104,FALSE,0,57,"raw","std"
"C-PCA","Hausdorff",0.917221239643085,0.121749681325685,0.920500335030428,0.12628955623726,0.37225,0.089125,FALSE,0,57,"raw","std"
"C-PCA","Ichino-Yaguchi",0.918167861695347,0.12085579987253,0.921033274592654,0.126082718929622,0.376,0.09575,FALSE,0,57,"raw","std"
"C-PCA","Wasserstein",0.918098151688974,0.120956341618866,0.921051931998142,0.126008014884896,0.375625,0.095125,FALSE,0,57,"raw","std"
"C-PCA","Centers-Euclidean",0.91815160930529,0.12083604206501,0.921128907110313,0.125855261395811,0.376,0.0955,FALSE,0,57,"raw","std"
"V-PCA","Int-Euclidean",0.918316682600382,0.121758922880816,0.921385942898583,0.126415065233587,0.378625,0.10475,FALSE,0,57,"raw","std"
"V-PCA","Hausdorff",0.917293897386871,0.121609464627151,0.920549317050569,0.126192455842346,0.3725,0.08925,FALSE,0,57,"raw","std"
"V-PCA","Ichino-Yaguchi",0.91814786488209,0.120896749521988,0.921037941263073,0.126077722581243,0.376,0.09525,FALSE,0,57,"raw","std"
"V-PCA","Wasserstein",0.918096876991714,0.120965264499681,0.921134789921357,0.125848319393031,0.375875,0.095,FALSE,0,57,"raw","std"
"V-PCA","Centers-Euclidean",0.918134321223709,0.1208712555768,0.921144829318939,0.125828507581569,0.376,0.09525,FALSE,0,57,"raw","std"
"MR-PCA","Int-Euclidean",0.915997211599745,0.124153760356915,0.917512567746049,0.132622212643222,0.357,0.110375,FALSE,0,57,"raw","std"
"MR-PCA","Hausdorff",0.916037364563416,0.12177103250478,0.917596196659343,0.130430342757602,0.355625,0.098,FALSE,0,57,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.915475541746335,0.123469247928617,0.917050996744846,0.132074491950484,0.353,0.096625,FALSE,0,57,"raw","std"
"MR-PCA","Wasserstein",0.915394996813257,0.123623326959847,0.917109099073302,0.131946051677809,0.353125,0.097,FALSE,0,57,"raw","std"
"MR-PCA","Centers-Euclidean",0.915478170809433,0.123450605481198,0.9168036315456,0.13256628894017,0.353375,0.09625,FALSE,0,57,"raw","std"
"SPCA","Int-Euclidean",0.915963830465265,0.123827278521351,0.917833489194666,0.131681621379236,0.356625,0.105625,FALSE,0,57,"raw","std"
"SPCA","Hausdorff",0.91531867431485,0.122918419375398,0.91731656694868,0.130887251459923,0.3545,0.0925,FALSE,0,57,"raw","std"
"SPCA","Ichino-Yaguchi",0.915455704270236,0.123626513702995,0.917195408379296,0.131944140142731,0.354875,0.096875,FALSE,0,57,"raw","std"
"SPCA","Wasserstein",0.915463352453792,0.123582217973231,0.917058782987628,0.132176645630398,0.35475,0.09625,FALSE,0,57,"raw","std"
"SPCA","Centers-Euclidean",0.915444072657744,0.123602931803697,0.917097207103097,0.132096775706905,0.354875,0.0965,FALSE,0,57,"raw","std"
"IMDS","Int-Euclidean",0.56987563734863,-0.053424633524538,0.579055264837598,-0.0622719061408128,0.0405,-0.002875,TRUE,0,57,"raw","std"
"IMDS","Hausdorff",0.606078234544296,-0.0166274697259401,0.621755099367411,-0.0281678117537997,0.047625,-0.00025,TRUE,0,57,"raw","std"
"IMDS","Ichino-Yaguchi",0.615258205863607,-0.0149188973868707,0.628912288453799,-0.026593806771355,0.04825,-0.001,TRUE,0,57,"raw","std"
"IMDS","Wasserstein",0.607808078393882,-0.039120299553856,0.620377682247938,-0.0501411957816234,0.050625,0.000375,TRUE,0,57,"raw","std"
"IMDS","Centers-Euclidean",0.604768244104525,-0.0729491714467814,0.616903354223742,-0.0845722590540315,0.054375,-0.00325,TRUE,0,57,"raw","std"
"Int-UMAP","Int-Euclidean",0.884393881453155,0.0287689611217337,0.932844772881314,0.0193631724300174,0.53475,-0.0215,FALSE,0,57,"raw","std"
"Int-UMAP","Hausdorff",0.883057839388145,0.0290232632249841,0.931891791078513,0.0181099852587464,0.529125,-0.030625,FALSE,0,57,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.883965184831103,0.0277117590822179,0.93295161327675,0.017855399877614,0.53325,-0.029625,FALSE,0,57,"raw","std"
"Int-UMAP","Wasserstein",0.88389173040153,0.0277831421287443,0.932680050440301,0.0181639244966675,0.533,-0.03,FALSE,0,57,"raw","std"
"Int-UMAP","Centers-Euclidean",0.883889499681326,0.0277936583811345,0.932692351522515,0.0181274965748464,0.533125,-0.0295,FALSE,0,57,"raw","std"
"C-PCA","Int-Euclidean",0.914834687699171,0.121895315487572,0.915683053388552,0.132823105938281,0.344,0.09725,FALSE,0,58,"raw","std"
"C-PCA","Hausdorff",0.914015535372849,0.121514181007011,0.915367675476958,0.13172292196689,0.341125,0.082875,FALSE,0,58,"raw","std"
"C-PCA","Ichino-Yaguchi",0.914152007648183,0.122253983428936,0.91575788538074,0.131812058698542,0.34225,0.090125,FALSE,0,58,"raw","std"
"C-PCA","Wasserstein",0.914124521988528,0.122239802421925,0.915541793313329,0.132199449706497,0.342125,0.089625,FALSE,0,58,"raw","std"
"C-PCA","Centers-Euclidean",0.914141491395793,0.1222339069471,0.915495715913815,0.132294623639129,0.342125,0.090625,FALSE,0,58,"raw","std"
"V-PCA","Int-Euclidean",0.914827756532823,0.121907903123008,0.915680391441611,0.132825605178699,0.344,0.097375,FALSE,0,58,"raw","std"
"V-PCA","Hausdorff",0.913965822179732,0.1216126513703,0.915352853616503,0.131752511096883,0.341125,0.08275,FALSE,0,58,"raw","std"
"V-PCA","Ichino-Yaguchi",0.914148980242192,0.122260994263862,0.915753788503016,0.13182113102656,0.34225,0.09025,FALSE,0,58,"raw","std"
"V-PCA","Wasserstein",0.914096876991714,0.122296048438496,0.915521473550445,0.132241912483595,0.342,0.089625,FALSE,0,58,"raw","std"
"V-PCA","Centers-Euclidean",0.914138463989802,0.122240917782027,0.915494485272479,0.132298220242278,0.342125,0.09075,FALSE,0,58,"raw","std"
"MR-PCA","Int-Euclidean",0.914500956022945,0.123818355640535,0.916717083404344,0.131783049597042,0.36075,0.104125,FALSE,0,58,"raw","std"
"MR-PCA","Hausdorff",0.913425828553219,0.124157903123008,0.91614029091585,0.131061499269591,0.353125,0.0905,FALSE,0,58,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.91406126513703,0.123022147864882,0.916474720950851,0.130713641041861,0.357,0.094,FALSE,0,58,"raw","std"
"MR-PCA","Wasserstein",0.913950207138305,0.123293658381134,0.916167367370941,0.131512166481484,0.3575,0.093625,FALSE,0,58,"raw","std"
"MR-PCA","Centers-Euclidean",0.914159177820268,0.122891650732951,0.916082421984888,0.131654003066645,0.358625,0.096625,FALSE,0,58,"raw","std"
"SPCA","Int-Euclidean",0.914153521351179,0.123935149776928,0.915613638905138,0.133457862252104,0.355125,0.100625,FALSE,0,58,"raw","std"
"SPCA","Hausdorff",0.913724267049076,0.122761472275335,0.915007471918518,0.132875166694218,0.352625,0.085875,FALSE,0,58,"raw","std"
"SPCA","Ichino-Yaguchi",0.914057202039516,0.12304333970682,0.915165444811057,0.133400168822411,0.35425,0.091125,FALSE,0,58,"raw","std"
