"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep","dr_input","eval_geom"
"IMDS","Centers-Euclidean",0.562372609942639,-0.0211990121096239,0.568960483810296,-0.0276533002512376,0.04075,0.000375,TRUE,0,13,"raw","std"
"Int-UMAP","Int-Euclidean",0.78612069789675,0.029566762268961,0.864533216419208,0.0197916642143403,0.437625,-0.025625,FALSE,0,13,"raw","std"
"Int-UMAP","Hausdorff",0.784325605481198,0.0278790630975143,0.863893959446796,0.0114911321320261,0.435875,-0.039375,FALSE,0,13,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.78764786488209,0.0279751434034416,0.867506596011519,0.0133051198517993,0.44025,-0.033375,FALSE,0,13,"raw","std"
"Int-UMAP","Wasserstein",0.786230082855322,0.02845729764181,0.866199161142322,0.013313391015461,0.43875,-0.030375,FALSE,0,13,"raw","std"
"Int-UMAP","Centers-Euclidean",0.785256054811982,0.0306051625239006,0.864636691263287,0.0167772729823922,0.437375,-0.02425,FALSE,0,13,"raw","std"
"C-PCA","Int-Euclidean",0.91553154875717,0.121597195666029,0.917034277530157,0.131412223733708,0.352625,0.10175,FALSE,0,14,"raw","std"
"C-PCA","Hausdorff",0.914457855321861,0.121486775015934,0.916145755658562,0.131212831902113,0.349625,0.091125,FALSE,0,14,"raw","std"
"C-PCA","Ichino-Yaguchi",0.91519431166348,0.121028202676864,0.917094927612444,0.130188155912,0.35175,0.091875,FALSE,0,14,"raw","std"
"C-PCA","Wasserstein",0.915190168897387,0.121014499681326,0.917096875399303,0.130169413741319,0.35175,0.091875,FALSE,0,14,"raw","std"
"C-PCA","Centers-Euclidean",0.915178776290631,0.121037284894837,0.917137854412336,0.130075301985864,0.35175,0.092,FALSE,0,14,"raw","std"
"V-PCA","Int-Euclidean",0.915531708094328,0.121599745060548,0.917058766354458,0.131366111681757,0.3525,0.1015,FALSE,0,14,"raw","std"
"V-PCA","Hausdorff",0.914529397705545,0.121347195666029,0.916165595298596,0.131177256323633,0.34975,0.09125,FALSE,0,14,"raw","std"
"V-PCA","Ichino-Yaguchi",0.91519431166348,0.121028202676864,0.917063268505766,0.130251977385371,0.35175,0.092,FALSE,0,14,"raw","std"
"V-PCA","Wasserstein",0.91516523263225,0.1210643722116,0.917080685887105,0.130201807692918,0.35175,0.091875,FALSE,0,14,"raw","std"
"V-PCA","Centers-Euclidean",0.915212157425112,0.120971159974506,0.917117290483046,0.130117125025653,0.35175,0.092125,FALSE,0,14,"raw","std"
"MR-PCA","Int-Euclidean",0.914960723390695,0.123447578075207,0.916794212373338,0.132396748530865,0.356125,0.09925,FALSE,0,14,"raw","std"
"MR-PCA","Hausdorff",0.913779397705545,0.123826481835564,0.917383327695115,0.129393238590797,0.352875,0.092,FALSE,0,14,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.913908062460166,0.123652007648184,0.917440057573799,0.129306892180039,0.35275,0.091625,FALSE,0,14,"raw","std"
"MR-PCA","Wasserstein",0.913974984066284,0.123735181644359,0.917680538239999,0.129210907700237,0.353625,0.08975,FALSE,0,14,"raw","std"
"MR-PCA","Centers-Euclidean",0.914135595920969,0.123436583811345,0.917481649775043,0.129640746984577,0.353125,0.087,FALSE,0,14,"raw","std"
"SPCA","Int-Euclidean",0.91556803696622,0.121826003824092,0.918577935720389,0.128595425392044,0.356125,0.09325,FALSE,0,14,"raw","std"
"SPCA","Hausdorff",0.914378505417463,0.122034257488846,0.917677344138241,0.12850237112236,0.35275,0.080875,FALSE,0,14,"raw","std"
"SPCA","Ichino-Yaguchi",0.91502907903123,0.121781230082855,0.918172219970347,0.128371761500472,0.35525,0.0875,FALSE,0,14,"raw","std"
"SPCA","Wasserstein",0.915061663479924,0.121700446144041,0.918327626023558,0.128056223867797,0.355125,0.087,FALSE,0,14,"raw","std"
"SPCA","Centers-Euclidean",0.915021271510516,0.121775812619503,0.918294925637788,0.128103995611573,0.355125,0.086875,FALSE,0,14,"raw","std"
"IMDS","Int-Euclidean",0.546657982791587,-0.0194893244104525,0.555172488745315,-0.0292509196437056,0.033125,-0.00275,TRUE,0,14,"raw","std"
"IMDS","Hausdorff",0.575118387507967,-0.00428202676864231,0.581746468671382,-0.00427584615494842,0.04375,5e-04,TRUE,0,14,"raw","std"
"IMDS","Ichino-Yaguchi",0.581017766093053,0.00587492033142123,0.589275443760181,0.00519691412899936,0.044,0.0015,TRUE,0,14,"raw","std"
"IMDS","Wasserstein",0.574187221159975,-0.01032982791587,0.581009967896276,-0.00926448527333251,0.044,0.00175,TRUE,0,14,"raw","std"
"IMDS","Centers-Euclidean",0.559551625239006,-0.0179968132568515,0.56927594787318,-0.02422359390431,0.041375,-0.002125,TRUE,0,14,"raw","std"
"Int-UMAP","Int-Euclidean",0.921551545570427,-0.00681532823454434,0.953133180001095,-0.00187435354544975,0.559125,-0.039125,FALSE,0,14,"raw","std"
"Int-UMAP","Hausdorff",0.920733827278521,-0.00613495857233903,0.952298078220595,-0.00197210753864738,0.549875,-0.04275,FALSE,0,14,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.92152230720204,-0.00687029955385599,0.953375459182116,-0.00272240211635338,0.558125,-0.044125,FALSE,0,14,"raw","std"
"Int-UMAP","Wasserstein",0.921448295092416,-0.0067656150414277,0.953050563472091,-0.00223266913247015,0.55675,-0.04425,FALSE,0,14,"raw","std"
"Int-UMAP","Centers-Euclidean",0.921436105799873,-0.00673932441045244,0.953068508210218,-0.00223807128754896,0.555625,-0.044,FALSE,0,14,"raw","std"
"C-PCA","Int-Euclidean",0.922534576163161,0.114471956660293,0.924231279495089,0.121611608314947,0.384125,0.116375,FALSE,0,15,"raw","std"
"C-PCA","Hausdorff",0.921436583811345,0.114468769917145,0.922947166569341,0.12234492554396,0.378375,0.103125,FALSE,0,15,"raw","std"
"C-PCA","Ichino-Yaguchi",0.9221089069471,0.114201242829828,0.923687941536028,0.121704299640331,0.3805,0.108875,FALSE,0,15,"raw","std"
"C-PCA","Wasserstein",0.922038639260676,0.114357393244105,0.923677076450826,0.121699899527123,0.380375,0.108,FALSE,0,15,"raw","std"
"C-PCA","Centers-Euclidean",0.922088352453792,0.114226099426386,0.923687107851692,0.121680578394177,0.380375,0.108375,FALSE,0,15,"raw","std"
"V-PCA","Int-Euclidean",0.92253401848311,0.114481357552581,0.924265414705019,0.121552401693274,0.384,0.116,FALSE,0,15,"raw","std"
"V-PCA","Hausdorff",0.921423916507329,0.114499840662842,0.922973951517465,0.122296789149919,0.3785,0.102625,FALSE,0,15,"raw","std"
"V-PCA","Ichino-Yaguchi",0.922143881453155,0.114140216698534,0.92373208543615,0.121620277608461,0.3805,0.10875,FALSE,0,15,"raw","std"
"V-PCA","Wasserstein",0.922126513702995,0.11419247928617,0.923725741161261,0.121609789328533,0.3805,0.108125,FALSE,0,15,"raw","std"
"V-PCA","Centers-Euclidean",0.922123008285532,0.114164435946463,0.923731302184438,0.121595576071505,0.380375,0.108125,FALSE,0,15,"raw","std"
"MR-PCA","Int-Euclidean",0.918401290630975,0.118400732950924,0.921615367731241,0.124039134394478,0.359375,0.114375,FALSE,0,15,"raw","std"
"MR-PCA","Hausdorff",0.916717654557043,0.119588910133843,0.919979250120399,0.12523675611559,0.352,0.102875,FALSE,0,15,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.917341379859783,0.118822657743786,0.920844971007958,0.12403153196955,0.354625,0.108,FALSE,0,15,"raw","std"
"MR-PCA","Wasserstein",0.917767686424474,0.118121414913958,0.920983278375634,0.123940469628599,0.356125,0.1065,FALSE,0,15,"raw","std"
"MR-PCA","Centers-Euclidean",0.917442319949012,0.118709687699171,0.921633461208291,0.12263402006148,0.355125,0.105125,FALSE,0,15,"raw","std"
"SPCA","Int-Euclidean",0.918122609942639,0.118425908221797,0.921656330750842,0.123487157102935,0.357375,0.11775,FALSE,0,15,"raw","std"
"SPCA","Hausdorff",0.916558397068196,0.119338591459528,0.920938997891596,0.12314329083601,0.3535,0.101625,FALSE,0,15,"raw","std"
"SPCA","Ichino-Yaguchi",0.917709209687699,0.118212555768005,0.92122111212872,0.12351611204001,0.3555,0.109125,FALSE,0,15,"raw","std"
"SPCA","Wasserstein",0.917737253027406,0.118178457616316,0.921188752189821,0.123554419723289,0.355625,0.108,FALSE,0,15,"raw","std"
"SPCA","Centers-Euclidean",0.917706739961759,0.11820793499044,0.921413109556635,0.123105131785033,0.3555,0.108875,FALSE,0,15,"raw","std"
"IMDS","Int-Euclidean",0.592653999362651,-0.0801652326322499,0.594139293373464,-0.0825836776399527,0.040375,-0.003125,TRUE,0,15,"raw","std"
"IMDS","Hausdorff",0.632985420650096,-0.0362047482472913,0.639972132722973,-0.0456781490557222,0.050875,0.001,TRUE,0,15,"raw","std"
"IMDS","Ichino-Yaguchi",0.640015376035691,-0.0295109942638624,0.644522405498431,-0.0397653961739615,0.054,-5e-04,TRUE,0,15,"raw","std"
"IMDS","Wasserstein",0.629080305927342,-0.052191523263225,0.634471799505133,-0.0596420740130005,0.05325,0.001875,TRUE,0,15,"raw","std"
"IMDS","Centers-Euclidean",0.61841029318037,-0.071050987890376,0.622874466288488,-0.0748896745289529,0.048375,-0.000750000000000001,TRUE,0,15,"raw","std"
"Int-UMAP","Int-Euclidean",0.905861137667304,0.0272165391969408,0.943690176564938,0.0215321173291872,0.5765,-0.029,FALSE,0,15,"raw","std"
"Int-UMAP","Hausdorff",0.904884958572339,0.0259212874442321,0.943163377627892,0.019894629507653,0.5695,-0.037,FALSE,0,15,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.905522386870618,0.0259934671765456,0.94406867245211,0.0192476111355917,0.57475,-0.040375,FALSE,0,15,"raw","std"
"Int-UMAP","Wasserstein",0.905367909496495,0.0263715742511154,0.943488612505312,0.0203331427769137,0.574125,-0.037,FALSE,0,15,"raw","std"
"Int-UMAP","Centers-Euclidean",0.905409974506055,0.0262087316762268,0.943476959263746,0.0203786033630393,0.574,-0.03575,FALSE,0,15,"raw","std"
"C-PCA","Int-Euclidean",0.923175191204589,0.112674792861695,0.925131446185042,0.119247798578623,0.379,0.097125,FALSE,0,16,"raw","std"
"C-PCA","Hausdorff",0.922106038878266,0.112732791586998,0.924369409548907,0.1187998624053,0.374,0.08875,FALSE,0,16,"raw","std"
"C-PCA","Ichino-Yaguchi",0.923246494582537,0.111537603569152,0.925257218539894,0.11796536752226,0.377625,0.093125,FALSE,0,16,"raw","std"
"C-PCA","Wasserstein",0.923111217335883,0.111752708731676,0.925183222897614,0.118055767095359,0.377125,0.09225,FALSE,0,16,"raw","std"
"C-PCA","Centers-Euclidean",0.923226736775016,0.111532504780115,0.92518475549496,0.1180677971422,0.3775,0.0925,FALSE,0,16,"raw","std"
"V-PCA","Int-Euclidean",0.92321351179095,0.112603569152326,0.925086571278422,0.119339391261803,0.37925,0.097625,FALSE,0,16,"raw","std"
"V-PCA","Hausdorff",0.922132329509242,0.112681803696622,0.924519074706134,0.118503998614073,0.374125,0.0885,FALSE,0,16,"raw","std"
"V-PCA","Ichino-Yaguchi",0.923193833652008,0.11164420012747,0.92529398040459,0.117891131551998,0.37775,0.093125,FALSE,0,16,"raw","std"
"V-PCA","Wasserstein",0.923131453154876,0.111713193116635,0.925235368631991,0.117952135835508,0.3775,0.092625,FALSE,0,16,"raw","std"
"V-PCA","Centers-Euclidean",0.923145554493308,0.111695825366475,0.925187888181937,0.118058624801916,0.377625,0.092625,FALSE,0,16,"raw","std"
"MR-PCA","Int-Euclidean",0.917473550031867,0.121035372848948,0.918880564093916,0.129630799709167,0.369375,0.113625,FALSE,0,16,"raw","std"
"MR-PCA","Hausdorff",0.916675987890376,0.1202821861058,0.918603559118807,0.128017496943335,0.365125,0.10125,FALSE,0,16,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.916892686424474,0.120638145315488,0.918277031865401,0.129318906446693,0.364625,0.100875,FALSE,0,16,"raw","std"
"MR-PCA","Wasserstein",0.91689356277884,0.120579668578713,0.918432866329363,0.128961459622937,0.364125,0.098875,FALSE,0,16,"raw","std"
"MR-PCA","Centers-Euclidean",0.916882010834927,0.12061201402167,0.91832840298452,0.129190478755518,0.364625,0.099875,FALSE,0,16,"raw","std"
"SPCA","Int-Euclidean",0.917248884639898,0.121058636073932,0.919271915928794,0.128398896384904,0.364875,0.108625,FALSE,0,16,"raw","std"
"SPCA","Hausdorff",0.916671048438496,0.120092256214149,0.918010547690199,0.129015929629578,0.35925,0.097125,FALSE,0,16,"raw","std"
"SPCA","Ichino-Yaguchi",0.917021112173359,0.120439929891651,0.918476371131914,0.128951860791115,0.3625,0.100125,FALSE,0,16,"raw","std"
"SPCA","Wasserstein",0.916960006373486,0.120494263862333,0.918499591143886,0.12884050235756,0.36225,0.09975,FALSE,0,16,"raw","std"
"SPCA","Centers-Euclidean",0.917006134480561,0.120413798597833,0.91849646218871,0.128859790437411,0.3625,0.099375,FALSE,0,16,"raw","std"
"IMDS","Int-Euclidean",0.583817957297642,-0.078784098151689,0.590079518067973,-0.0852099707409745,0.04025,-0.0015,TRUE,0,16,"raw","std"
"IMDS","Hausdorff",0.614431564690886,-0.0180587954110899,0.62682754780501,-0.034449195560189,0.0505,-0.000625000000000001,TRUE,0,16,"raw","std"
"IMDS","Ichino-Yaguchi",0.628137268961122,-0.0233236137667303,0.637266954680668,-0.0294907100333499,0.05325,0.00125,TRUE,0,16,"raw","std"
"IMDS","Wasserstein",0.618490200764818,-0.0477665710643722,0.625386231484083,-0.0551499704185468,0.05275,-0.000625000000000001,TRUE,0,16,"raw","std"
"IMDS","Centers-Euclidean",0.610645952836201,-0.0732288081580625,0.619822841172333,-0.0851259096851281,0.052875,-0.003625,TRUE,0,16,"raw","std"
"Int-UMAP","Int-Euclidean",0.919793180369662,0.0171210962396431,0.951908502509732,0.00918937478216945,0.574625,-0.022625,FALSE,0,16,"raw","std"
"Int-UMAP","Hausdorff",0.919694391332059,0.0173550031867431,0.951615455055383,0.00856090751258022,0.5705,-0.034125,FALSE,0,16,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.919706182281708,0.01695729764181,0.952187443649805,0.00809893081130121,0.574875,-0.034125,FALSE,0,16,"raw","std"
"Int-UMAP","Wasserstein",0.919580305927342,0.0170219885277246,0.951805182162213,0.00873871993853063,0.573625,-0.031375,FALSE,0,16,"raw","std"
"Int-UMAP","Centers-Euclidean",0.919637906309752,0.0168768323773104,0.951738476113318,0.00884846772678816,0.5735,-0.0315,FALSE,0,16,"raw","std"
"C-PCA","Int-Euclidean",0.917358349267049,0.116464627151052,0.920718657435343,0.122805856701231,0.3495,0.095125,FALSE,0,17,"raw","std"
"C-PCA","Hausdorff",0.91646845124283,0.116119821542384,0.920004448200129,0.122140417519863,0.347625,0.078375,FALSE,0,17,"raw","std"
"C-PCA","Ichino-Yaguchi",0.917106277884003,0.115776927979605,0.919948550619684,0.123148426647123,0.3485,0.08375,FALSE,0,17,"raw","std"
"C-PCA","Wasserstein",0.917109145952836,0.115748247291268,0.919963286648717,0.123073708528176,0.34875,0.0825,FALSE,0,17,"raw","std"
"C-PCA","Centers-Euclidean",0.917103409815169,0.115773103887827,0.920054428743585,0.122904569234163,0.3485,0.08275,FALSE,0,17,"raw","std"
"V-PCA","Int-Euclidean",0.91727477692798,0.116634958572339,0.920632407624918,0.122981827110225,0.3495,0.0955,FALSE,0,17,"raw","std"
"V-PCA","Hausdorff",0.916513702995539,0.11603282345443,0.920003602040916,0.122142164002715,0.347625,0.078625,FALSE,0,17,"raw","std"
"V-PCA","Ichino-Yaguchi",0.917085882727852,0.115820267686425,0.919988882431807,0.123071601446728,0.3485,0.083625,FALSE,0,17,"raw","std"
"V-PCA","Wasserstein",0.917105242192479,0.115757966857871,0.919994317746603,0.1230119892316,0.348625,0.082375,FALSE,0,17,"raw","std"
"V-PCA","Centers-Euclidean",0.917083094327597,0.115816602931804,0.920051220994097,0.122913246844261,0.3485,0.082625,FALSE,0,17,"raw","std"
"MR-PCA","Int-Euclidean",0.915476657106437,0.120345602294455,0.917038312566607,0.130160352075589,0.3465,0.108125,FALSE,0,17,"raw","std"
"MR-PCA","Hausdorff",0.91499753027406,0.11974012109624,0.915641504262954,0.131183712339304,0.34275,0.095625,FALSE,0,17,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.915162842574888,0.119274378585086,0.916248878114007,0.129894403253892,0.34425,0.09,FALSE,0,17,"raw","std"
"MR-PCA","Wasserstein",0.915091379859783,0.119543499043977,0.91631452774336,0.130027639637168,0.345,0.095,FALSE,0,17,"raw","std"
"MR-PCA","Centers-Euclidean",0.915060149776928,0.119630815806246,0.916632402762915,0.129432289435583,0.34425,0.092875,FALSE,0,17,"raw","std"
"SPCA","Int-Euclidean",0.913983667941364,0.122474984066284,0.917950487658955,0.127723841525298,0.34225,0.09575,FALSE,0,17,"raw","std"
"SPCA","Hausdorff",0.913368546845124,0.12197833014659,0.916870713440164,0.128059697214891,0.340375,0.081375,FALSE,0,17,"raw","std"
"SPCA","Ichino-Yaguchi",0.91365782345443,0.122124442319949,0.917203183426675,0.128097759452289,0.34075,0.08525,FALSE,0,17,"raw","std"
"SPCA","Wasserstein",0.913640376035691,0.12213798597833,0.91715239308241,0.128167169884034,0.341125,0.085,FALSE,0,17,"raw","std"
"SPCA","Centers-Euclidean",0.913655831739962,0.122120140216699,0.917207587378307,0.128057510166279,0.340875,0.0845,FALSE,0,17,"raw","std"
"IMDS","Int-Euclidean",0.577639818355641,-0.0671365519439133,0.585019618930663,-0.0779904799838139,0.042625,-0.00325,TRUE,0,17,"raw","std"
"IMDS","Hausdorff",0.615743068833652,-0.030405194391332,0.626745371735143,-0.0437087211634143,0.052875,-0.003,TRUE,0,17,"raw","std"
"IMDS","Ichino-Yaguchi",0.628297801147228,-0.0310981516889739,0.638796827704754,-0.0410162210085979,0.055875,-0.00275,TRUE,0,17,"raw","std"
"IMDS","Wasserstein",0.619703553218611,-0.0563465583173995,0.630367225635007,-0.0697412953503381,0.058125,-0.003,TRUE,0,17,"raw","std"
"IMDS","Centers-Euclidean",0.613890057361377,-0.0790713830465265,0.624712252022892,-0.0958337967163905,0.05875,-0.01025,TRUE,0,17,"raw","std"
"Int-UMAP","Int-Euclidean",0.79370482791587,0.0103220203951561,0.871554648344078,0.0122552669999101,0.45675,-0.02725,FALSE,0,17,"raw","std"
"Int-UMAP","Hausdorff",0.791257807520714,0.00816284257488842,0.871379678804104,0.00333828191466043,0.454125,-0.04,FALSE,0,17,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.795205305927342,0.0060772785213512,0.874558718480783,0.00360120349941426,0.46,-0.032125,FALSE,0,17,"raw","std"
"Int-UMAP","Wasserstein",0.793817718291906,0.00788591459528354,0.873482949444034,0.0044558469089855,0.457625,-0.03275,FALSE,0,17,"raw","std"
"Int-UMAP","Centers-Euclidean",0.791935229445507,0.0119424792861694,0.871831617493898,0.00816977190891301,0.454875,-0.032,FALSE,0,17,"raw","std"
"C-PCA","Int-Euclidean",0.915620458891013,0.123601975780752,0.918764728672054,0.129625216295184,0.347375,0.109375,FALSE,0,18,"raw","std"
"C-PCA","Hausdorff",0.914684592096877,0.123219725940089,0.917406882183077,0.130423862645159,0.344875,0.097375,FALSE,0,18,"raw","std"
"C-PCA","Ichino-Yaguchi",0.915179652644997,0.123503664754621,0.918067644458229,0.130139008946257,0.346125,0.099125,FALSE,0,18,"raw","std"
"C-PCA","Wasserstein",0.915100063734863,0.123631612492033,0.918087194190639,0.130060377127702,0.345875,0.099625,FALSE,0,18,"raw","std"
"C-PCA","Centers-Euclidean",0.915178059273423,0.123480082855322,0.918145733992792,0.129958184637058,0.346125,0.09925,FALSE,0,18,"raw","std"
"V-PCA","Int-Euclidean",0.915748565965583,0.123347673677502,0.918739073606639,0.129680630127601,0.347625,0.109875,FALSE,0,18,"raw","std"
"V-PCA","Hausdorff",0.914673358827279,0.123246972594009,0.917376463100549,0.130492565314194,0.34475,0.097375,FALSE,0,18,"raw","std"
"V-PCA","Ichino-Yaguchi",0.915106038878266,0.123652166985341,0.918092315181171,0.130089689251441,0.346,0.099125,FALSE,0,18,"raw","std"
"V-PCA","Wasserstein",0.915109464627151,0.123619502868069,0.918164163651798,0.129910567069974,0.346125,0.099375,FALSE,0,18,"raw","std"
"V-PCA","Centers-Euclidean",0.915101577437859,0.123635277246654,0.918125741348918,0.129997831717016,0.346,0.0995,FALSE,0,18,"raw","std"
"MR-PCA","Int-Euclidean",0.91119494901211,0.130788559592097,0.914069616277886,0.137933810773552,0.337625,0.1085,FALSE,0,18,"raw","std"
"MR-PCA","Hausdorff",0.910339547482473,0.129920012746973,0.912429327686415,0.139058522699842,0.331625,0.1005,FALSE,0,18,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.910770156150414,0.129982950924156,0.9129644871371,0.138583686212433,0.333875,0.097625,FALSE,0,18,"raw","std"
"MR-PCA","Wasserstein",0.910821383046526,0.129943594646271,0.913442974818575,0.137760226158227,0.334125,0.0975,FALSE,0,18,"raw","std"
"MR-PCA","Centers-Euclidean",0.910846956660293,0.129892128744423,0.914075562742791,0.136533359912286,0.33475,0.09675,FALSE,0,18,"raw","std"
"SPCA","Int-Euclidean",0.912639818355641,0.127470522625876,0.915599254838248,0.13445115081065,0.335125,0.104625,FALSE,0,18,"raw","std"
"SPCA","Hausdorff",0.911296287444232,0.127922721478649,0.914391818587218,0.135074558824357,0.332875,0.0975,FALSE,0,18,"raw","std"
"SPCA","Ichino-Yaguchi",0.911930289993627,0.127881931166348,0.915236614946891,0.134318086516709,0.333875,0.096625,FALSE,0,18,"raw","std"
"SPCA","Wasserstein",0.912009639898024,0.127707616316125,0.915164493308433,0.134428912475577,0.334,0.097,FALSE,0,18,"raw","std"
"SPCA","Centers-Euclidean",0.911974745060548,0.127777405991077,0.915210091224834,0.134351833939207,0.334125,0.097375,FALSE,0,18,"raw","std"
"IMDS","Int-Euclidean",0.574597673677502,-0.0605834926704909,0.583746096856058,-0.0645744823544244,0.03725,0.0015,TRUE,0,18,"raw","std"
"IMDS","Hausdorff",0.609964228808158,-0.0101362332695986,0.6281675811285,-0.0288086255269516,0.047125,0.000125,TRUE,0,18,"raw","std"
"IMDS","Ichino-Yaguchi",0.621495458891013,-0.0147433078393882,0.638649868103227,-0.0296034660796778,0.047125,0.002125,TRUE,0,18,"raw","std"
"IMDS","Wasserstein",0.614538001912046,-0.0353261631612493,0.633160757583745,-0.0515299795403478,0.0495,-0.000125,TRUE,0,18,"raw","std"
"IMDS","Centers-Euclidean",0.616358428935628,-0.0808624920331422,0.635219527670003,-0.0960357843887378,0.0545,-0.00825,TRUE,0,18,"raw","std"
"Int-UMAP","Int-Euclidean",0.812229764181007,0.0371711281070746,0.882923779585931,0.0298024382435986,0.46975,-0.031,FALSE,0,18,"raw","std"
"Int-UMAP","Hausdorff",0.809610261312938,0.0331982154238368,0.882160352907248,0.0235004312255951,0.467,-0.028,FALSE,0,18,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.813924792861695,0.0326695347355003,0.885937622669629,0.0240905920913797,0.471375,-0.0345,FALSE,0,18,"raw","std"
"Int-UMAP","Wasserstein",0.81278529318037,0.033296845124283,0.885094105464704,0.0239389826658485,0.470375,-0.035125,FALSE,0,18,"raw","std"
"Int-UMAP","Centers-Euclidean",0.813434990439771,0.0319225621414915,0.884961155363873,0.0243895746019853,0.469375,-0.030625,FALSE,0,18,"raw","std"
"C-PCA","Int-Euclidean",0.91910826959847,0.113923996175908,0.92241124071336,0.119703082134935,0.3375,0.099125,FALSE,0,19,"raw","std"
"C-PCA","Hausdorff",0.917548996175908,0.11481373486297,0.921139675701805,0.120067529604057,0.33225,0.079375,FALSE,0,19,"raw","std"
"C-PCA","Ichino-Yaguchi",0.918545490758445,0.113989643084767,0.92225363257771,0.118863512002581,0.3355,0.08825,FALSE,0,19,"raw","std"
"C-PCA","Wasserstein",0.918540551306565,0.113961281070746,0.922268599445288,0.11880027823455,0.3355,0.0875,FALSE,0,19,"raw","std"
"C-PCA","Centers-Euclidean",0.918538639260676,0.113977214786488,0.922401121241991,0.118549892728848,0.335375,0.087875,FALSE,0,19,"raw","std"
"V-PCA","Int-Euclidean",0.91912683237731,0.113887826641173,0.922411845904854,0.119702883816369,0.3375,0.099125,FALSE,0,19,"raw","std"
"V-PCA","Hausdorff",0.917542543021032,0.114826641172722,0.921150595377924,0.120045987516422,0.332125,0.0795,FALSE,0,19,"raw","std"
"V-PCA","Ichino-Yaguchi",0.918543977055449,0.113991077119184,0.922257901971261,0.118853483907024,0.3355,0.088125,FALSE,0,19,"raw","std"
"V-PCA","Wasserstein",0.918605959209688,0.1138304652645,0.922188718752884,0.118963210157459,0.33575,0.088,FALSE,0,19,"raw","std"
"V-PCA","Centers-Euclidean",0.918537205226259,0.113978808158062,0.922414686018635,0.118521972460247,0.335375,0.08775,FALSE,0,19,"raw","std"
"MR-PCA","Int-Euclidean",0.917431246016571,0.117837635436584,0.921617000980589,0.122026734067684,0.352625,0.096875,FALSE,0,19,"raw","std"
"MR-PCA","Hausdorff",0.91636137667304,0.117618228170809,0.92024125090992,0.122457811456962,0.34575,0.08375,FALSE,0,19,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.916753505417463,0.117647546207776,0.920674246764763,0.122300745925172,0.349375,0.084875,FALSE,0,19,"raw","std"
"MR-PCA","Wasserstein",0.91674689292543,0.117637507966858,0.920901899418453,0.121833324846152,0.349125,0.084375,FALSE,0,19,"raw","std"
"MR-PCA","Centers-Euclidean",0.916805927342256,0.117529955385596,0.920794375143834,0.122057486240103,0.3495,0.085375,FALSE,0,19,"raw","std"
"SPCA","Int-Euclidean",0.915785133843212,0.120642288081581,0.920925657556125,0.122832234989673,0.346375,0.09475,FALSE,0,19,"raw","std"
"SPCA","Hausdorff",0.915310229445507,0.119482154238368,0.920155206881663,0.122389459363971,0.343125,0.081375,FALSE,0,19,"raw","std"
"SPCA","Ichino-Yaguchi",0.915363766730402,0.120389101338432,0.920331053821356,0.122852598041448,0.3455,0.08575,FALSE,0,19,"raw","std"
"SPCA","Wasserstein",0.915365439770555,0.12035579987253,0.920384854342904,0.122725122066143,0.34575,0.085625,FALSE,0,19,"raw","std"
"SPCA","Centers-Euclidean",0.915357393244104,0.120378266411727,0.92045171712744,0.122590389550548,0.345375,0.0855,FALSE,0,19,"raw","std"
"IMDS","Int-Euclidean",0.545349665391969,-0.0321757488846398,0.55276235595035,-0.0449509792757526,0.024125,-0.001375,TRUE,0,19,"raw","std"
"IMDS","Hausdorff",0.576688973868706,0.00368929254302097,0.582385753472366,-0.00696424623335468,0.034625,0.00025,TRUE,0,19,"raw","std"
"IMDS","Ichino-Yaguchi",0.582049394518802,0.0113948374760995,0.588669001153404,0.00299485386779208,0.037875,-5e-04,TRUE,0,19,"raw","std"
"IMDS","Wasserstein",0.574099506054812,-0.00699601657106441,0.580398728325913,-0.0184407364843551,0.03425,-0.00125,TRUE,0,19,"raw","std"
"IMDS","Centers-Euclidean",0.56437683237731,-0.0293228170809434,0.574190370000176,-0.0465722704413557,0.0315,-0.00225,TRUE,0,19,"raw","std"
"Int-UMAP","Int-Euclidean",0.872563973868706,0.021247769279796,0.920810510171738,0.0173960544158849,0.5315,-0.025,FALSE,0,19,"raw","std"
"Int-UMAP","Hausdorff",0.87106803696622,0.0221131293817719,0.920081854601869,0.0167458840581045,0.52875,-0.034,FALSE,0,19,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.872421128107075,0.0200691523263224,0.921461071835505,0.0148866643516706,0.531125,-0.031625,FALSE,0,19,"raw","std"
