"scenario","replication","Method","Metric","pre_Q_TC","pre_B_TC","pre_Q_RE","pre_B_RE","pre_Q_LC","pre_B_LC","post_Q_TC","post_B_TC","post_Q_RE","post_B_RE","post_Q_LC","post_B_LC","max_abs_mean_delta","pre_max_spread","post_max_spread","replication_fidelity"
"ScenarioII",83,"IMDS","Ichino-Yaguchi",0.596415630975143,-0.00243578712555781,0.607671270045742,-0.0183017145301061,0.05025,-0.00025,0.596415630975143,-0.00243578712555781,0.607671270045742,-0.0183017145301061,0.05025,-0.00025,0,0,0,3.33066907387547e-16
"ScenarioII",83,"IMDS","Wasserstein",0.589177342256214,-0.0210978330146591,0.599884615806186,-0.0395702114681528,0.050875,0.000625000000000001,0.58917741873805,-0.0210976800509879,0.599884749553932,-0.0395699439726595,0.050875,0.000625000000000001,2.67495493269654e-07,0,5.97088154641323e-07,1.11022302462516e-16
"ScenarioII",83,"IMDS","Centers-Euclidean",0.591511392606756,-0.0514029636711282,0.5968153473748,-0.062677851663172,0.0505,-0.008875,0.591511392606756,-0.0514029636711282,0.5968153473748,-0.062677851663172,0.0505,-0.008875,0,0,0,4.44089209850063e-16
"ScenarioII",84,"IMDS","Int-Euclidean",0.583490360101976,-0.0719679732313575,0.590801756219654,-0.08493931729111,0.038,-0.000750000000000001,0.583490360101976,-0.0719679732313575,0.590801756219654,-0.08493931729111,0.038,-0.000750000000000001,0,0,0,1.11022302462516e-16
"ScenarioII",84,"IMDS","Hausdorff",0.603934193753983,-0.0126268323773104,0.621193004417088,-0.032480101824002,0.04525,-0.00425,0.603934193753983,-0.0126268323773104,0.621193004417088,-0.032480101824002,0.04525,-0.00425,0,0,0,4.44089209850063e-16
"ScenarioII",84,"IMDS","Ichino-Yaguchi",0.616426306564691,-0.0191069152326322,0.629702102697115,-0.0285994798338594,0.051,0.002125,0.616426306564691,-0.0191069152326322,0.629702102697115,-0.0285994798338594,0.051,0.002125,0,0,0,4.44089209850063e-16
"ScenarioII",84,"IMDS","Wasserstein",0.608824569789675,-0.037761631612492,0.622952039128551,-0.0514700768844827,0.048375,-0.00225,0.608824569789675,-0.037761631612492,0.622952039128551,-0.0514700768844827,0.048375,-0.00225,0,0,0,4.44089209850063e-16
"ScenarioII",84,"IMDS","Centers-Euclidean",0.612407265774379,-0.0754432759719567,0.62823509900404,-0.0898747102203238,0.0525,-0.00475,0.612407265774379,-0.0754432759719567,0.62823509900404,-0.0898747102203238,0.0525,-0.00475,0,0,0,3.33066907387547e-16
"ScenarioII",85,"IMDS","Int-Euclidean",0.585567160611855,-0.0707120777565328,0.594488187549142,-0.0759204595838705,0.038625,0,0.585567160611855,-0.0707120777565328,0.594488187549142,-0.0759204595838705,0.038625,0,0,0,0,4.44089209850063e-16
"ScenarioII",85,"IMDS","Hausdorff",0.629172084130019,-0.0443973868706182,0.643371557530894,-0.0574478552252293,0.052,-0.0025,0.629172084130019,-0.0443973868706182,0.643371557530894,-0.0574478552252293,0.052,-0.0025,0,0,0,2.22044604925031e-16
"ScenarioII",85,"IMDS","Ichino-Yaguchi",0.635290630975143,-0.0395111536010198,0.649767728869434,-0.0521688220696065,0.051375,-0.004,0.635290630975143,-0.0395111536010198,0.649767728869434,-0.0521688220696065,0.051375,-0.004,0,0,0,3.33066907387547e-16
"ScenarioII",85,"IMDS","Wasserstein",0.624981038878266,-0.0602868068833651,0.637550839710661,-0.0741337982432302,0.051875,-0.001,0.624981038878266,-0.0602868068833651,0.637550839710661,-0.0741337982432302,0.051875,-0.001,0,0,0,4.44089209850063e-16
"ScenarioII",85,"IMDS","Centers-Euclidean",0.620461998087954,-0.0807907903123009,0.633284341077396,-0.097944267493105,0.04975,-0.004125,0.620461998087954,-0.0807907903123009,0.633284341077396,-0.097944267493105,0.04975,-0.004125,0,0,0,1.11022302462516e-16
"ScenarioII",86,"IMDS","Int-Euclidean",0.552693355640535,-0.0284679732313576,0.559836878714848,-0.0395855858483966,0.03775,-0.00475,0.552693311026131,-0.0284680624601658,0.55983686199638,-0.0395856192853333,0.03775,-0.00475,8.92288081200121e-08,0,1.59337157357164e-07,3.33066907387547e-16
"ScenarioII",86,"IMDS","Hausdorff",0.577672801147228,0.00676848311026135,0.588110725861304,-0.00854802149722073,0.044375,-0.007625,0.577672931803697,0.00676874442319946,0.588110792496342,-0.0085478882271446,0.044375,-0.007625,2.6131293810825e-07,0,1.11536010205526e-06,3.33066907387547e-16
"ScenarioII",86,"IMDS","Ichino-Yaguchi",0.58234217654557,0.0146980560866794,0.593473734454597,-0.00219311353494778,0.04775,-0.00675,0.58234217654557,0.0146980560866794,0.593473734454597,-0.00219311353494778,0.04775,-0.00675,0,0,0,4.44089209850063e-16
"ScenarioII",86,"IMDS","Wasserstein",0.576196223709369,-0.00218403441682602,0.585096000366612,-0.016298132129126,0.04675,-0.00575,0.576196266730401,-0.00218394837476099,0.585096018503165,-0.0162980958560206,0.04675,-0.00575,8.60420650327168e-08,0,1.59337157468187e-07,1.11022302462516e-16
"ScenarioII",86,"IMDS","Centers-Euclidean",0.567103250478011,-0.0180337794773742,0.572779699335407,-0.0287403329295312,0.04425,-0.00225,0.567103250478011,-0.0180337794773742,0.572779699335407,-0.0287403329295312,0.04425,-0.00225,0,0,0,4.44089209850063e-16
"ScenarioII",87,"IMDS","Int-Euclidean",0.59733970681963,-0.103416507329509,0.604537555224257,-0.114047373144783,0.03975,0.00025,0.59733970681963,-0.103416507329509,0.604537555224257,-0.114047373144783,0.03975,0.00025,0,0,0,3.33066907387547e-16
"ScenarioII",87,"IMDS","Hausdorff",0.625347833014659,-0.056693435309114,0.637724987081571,-0.0705653597430542,0.054625,-0.000625000000000001,0.625347833014659,-0.056693435309114,0.637724987081571,-0.0705653597430542,0.054625,-0.000625000000000001,0,0,0,2.22044604925031e-16
