"scenario","rep","Method","Metric","cell_index","Q_TC_u50","B_TC_u50","Q_RE_u50","B_RE_u50","Q_LC_u50","B_LC_u50","Q_TC_u500","B_TC_u500","Q_RE_u500","B_RE_u500","Q_LC_u500","B_LC_u500","Q_TC_pri","B_TC_pri","Q_RE_pri","B_RE_pri","Q_LC_pri","B_LC_pri","d50_500","d50_pri","equivariant"
"S4",1,"C-PCA","Wasserstein",81,0.893770544815466,0.0814505916813123,0.894120888513893,0.0874909839245435,0.289333333333333,0.0535133333333333,NA,NA,NA,NA,NA,NA,0.893772700644405,0.0814504979496191,0.894129994382732,0.0874903325118521,0.289333333333333,0.0533333333333333,NA,0.000180000000000007,TRUE
"S4",1,"IMDS","Centers-Euclidean",82,0.538307147041593,-0.0392499355594611,0.535117446014588,-0.0406923004745432,0.046,-0.00748,NA,NA,NA,NA,NA,NA,0.538122437024019,-0.039602811950791,0.534794585930302,-0.0413327032905153,0.046,-0.00766666666666667,NA,0.000640402815972094,TRUE
"S4",1,"IMDS","Hausdorff",83,0.547656520210896,-0.0262570123022847,0.545936550082647,-0.0353475258154057,0.0486666666666667,-0.00366666666666667,NA,NA,NA,NA,NA,NA,0.547827182190978,-0.0259109548916228,0.546096504014604,-0.0350261773272706,0.0486666666666667,-0.00366666666666667,NA,0.000346057410661942,TRUE
"S4",1,"IMDS","Ichino-Yaguchi",84,0.545924288224956,-0.0346669009958992,0.545677631238579,-0.04034986286897,0.0433333333333333,-0.00366666666666667,NA,NA,NA,NA,NA,NA,0.545902167545401,-0.0347498535442297,0.545737223786327,-0.0402478797846371,0.0433333333333333,-0.00366666666666667,NA,0.000101983084332853,TRUE
"S4",1,"IMDS","Int-Euclidean",85,0.529238148799063,-0.0410703222026948,0.536585519408435,-0.0614380515158256,0.0459733333333333,-0.00118,NA,NA,NA,NA,NA,NA,0.530207381370826,-0.0422472173403632,0.536966097432806,-0.0617512657274669,0.0463333333333333,-0.00133333333333333,NA,0.00117689513766838,TRUE
"S4",1,"IMDS","Wasserstein",86,0.54703345049795,-0.0438724077328647,0.546673195147626,-0.046627749087597,0.046,-0.00433333333333333,NA,NA,NA,NA,NA,NA,0.546978324545987,-0.04396719390744,0.546633620890157,-0.0467042497032857,0.046,-0.00433333333333333,NA,9.47861745752981e-05,TRUE
"S4",1,"Int-UMAP","Centers-Euclidean",87,0.784745975395431,0.0543353485647334,0.806900907191039,0.0694518240614642,0.277333333333333,0.0218333333333333,NA,NA,NA,NA,NA,NA,0.784746338605741,0.0543362624487405,0.806895351945081,0.0694475135492212,0.277333333333333,0.022,NA,0.000166666666666662,TRUE
"S4",1,"Int-UMAP","Hausdorff",88,0.791254680726421,0.0505892208553017,0.819378010553831,0.0491631548380887,0.287,0.00215333333333333,NA,NA,NA,NA,NA,NA,0.791254833040422,0.0505869947275922,0.81937789335727,0.0491651901957109,0.287,0.00266666666666666,NA,0.000513333333333334,TRUE
"S4",1,"Int-UMAP","Ichino-Yaguchi",89,0.794457516110135,0.0528341417691857,0.825868149877116,0.0546859989103207,0.291333333333333,0.00183333333333333,NA,NA,NA,NA,NA,NA,0.794457527826596,0.0528377270064441,0.825876858714587,0.0546889094502278,0.291333333333333,0.002,NA,0.000166666666666667,TRUE
"S4",1,"Int-UMAP","Int-Euclidean",90,0.771562108963093,0.0649180082015231,0.792431544389387,0.0697554081054763,0.267,0.0165333333333333,NA,NA,NA,NA,NA,NA,0.771562390158172,0.0649197422378441,0.792430796228893,0.0697536293091497,0.267,0.0166666666666667,NA,0.000133333333333336,TRUE
"S4",1,"Int-UMAP","Wasserstein",91,0.791038676039836,0.0493354188635032,0.820083215607131,0.0528853503530865,0.288666666666667,0.00598666666666667,NA,NA,NA,NA,NA,NA,0.791039250146456,0.0493333333333333,0.820084698080688,0.0528910414328378,0.288666666666667,0.00566666666666667,NA,0.000319999999999999,TRUE
"S4",1,"MR-PCA","Centers-Euclidean",92,0.887152126537786,0.0907017223198594,0.885670327163243,0.100140911440451,0.278,0.06186,NA,NA,NA,NA,NA,NA,0.887155243116579,0.0906994727592267,0.885680407096088,0.100139066907201,0.278,0.0616666666666667,NA,0.000193333333333337,TRUE
"S4",1,"MR-PCA","Hausdorff",93,0.891659191564148,0.0806776801405976,0.892912778493433,0.0840700034065912,0.29,0.0474866666666667,NA,NA,NA,NA,NA,NA,0.891663151728178,0.0806783831282952,0.892925939418558,0.0840718819904011,0.29,0.0476666666666667,NA,0.000179999999999993,TRUE
"S4",1,"MR-PCA","Ichino-Yaguchi",94,0.887349560632689,0.0901568834212068,0.887776061090204,0.0963972508701852,0.278666666666667,0.0575133333333333,NA,NA,NA,NA,NA,NA,0.887353251318102,0.0901534856473345,0.887786023550153,0.0963950144331081,0.278666666666667,0.0573333333333333,NA,0.00018,TRUE
"S4",1,"MR-PCA","Int-Euclidean",95,0.887054434680726,0.0911002226127709,0.884502928777989,0.101614060670483,0.270666666666667,0.0533333333333333,NA,NA,NA,NA,NA,NA,0.887056824838899,0.0910978324545987,0.884515097308916,0.101609791639129,0.270666666666667,0.0533333333333333,NA,1.21685309271147e-05,TRUE
"S4",1,"MR-PCA","Wasserstein",96,0.887293790275337,0.0906876391329818,0.886667271087129,0.0986567494181238,0.280333333333333,0.0575333333333333,NA,NA,NA,NA,NA,NA,0.887297012302285,0.0906854130052724,0.886677276378936,0.0986544686447002,0.280333333333333,0.0573333333333333,NA,0.000199999999999999,TRUE
"S4",1,"SPCA","Centers-Euclidean",97,0.887152126537786,0.0907017223198594,0.885670327163243,0.100140911440451,0.278,0.06186,NA,NA,NA,NA,NA,NA,0.887155243116579,0.0906994727592267,0.885680407096088,0.100139066907201,0.278,0.0616666666666667,NA,0.000193333333333337,TRUE
"S4",1,"SPCA","Hausdorff",98,0.906941558289397,0.071469619214997,0.908390936302886,0.0760718558614323,0.32,0.0521933333333333,NA,NA,NA,NA,NA,NA,0.906944932630346,0.0714715875805507,0.908401632492524,0.0760737386516685,0.32,0.052,NA,0.00019333333333333,TRUE
"S4",1,"SPCA","Ichino-Yaguchi",99,0.895459683655536,0.0783137668424136,0.894153164898202,0.0878170609577173,0.29994,0.0607866666666667,NA,NA,NA,NA,NA,NA,0.895464557703574,0.0783128295254832,0.894140891175916,0.0878902838155602,0.3,0.0613333333333334,NA,0.000546666666666681,TRUE
"S4",1,"SPCA","Int-Euclidean",100,0.913537434094903,0.0484543643819566,0.901577784312579,0.0743331169940694,0.324666666666667,0.05548,NA,NA,NA,NA,NA,NA,0.913539543057996,0.0484522554188636,0.901585129546414,0.0743359104602306,0.324666666666667,0.0556666666666667,NA,0.000186666666666654,TRUE
"S4",1,"SPCA","Wasserstein",101,0.893770544815466,0.0814505916813123,0.894120888513893,0.0874909839245435,0.289333333333333,0.0535133333333333,NA,NA,NA,NA,NA,NA,0.893772700644405,0.0814504979496191,0.894129994382732,0.0874903325118521,0.289333333333333,0.0533333333333333,NA,0.000180000000000007,TRUE
"S4",1,"V-PCA","Centers-Euclidean",102,0.88675935559461,0.0913724428822496,0.885169330885009,0.100959362575979,0.278,0.0635266666666667,NA,NA,NA,NA,NA,NA,0.886761570005858,0.0913719976567077,0.885179278192612,0.100957783293211,0.278,0.0633333333333333,NA,0.000193333333333337,TRUE
"S4",1,"V-PCA","Hausdorff",103,0.906820609256005,0.071470158172232,0.908025458765279,0.0765607602762302,0.319,0.05186,NA,NA,NA,NA,NA,NA,0.906824253075571,0.0714715875805506,0.908036293628815,0.0765623657186702,0.319,0.0516666666666667,NA,0.000193333333333337,TRUE
"S4",1,"V-PCA","Ichino-Yaguchi",104,0.895817926186292,0.0775214528412419,0.89432282558852,0.0873305320376927,0.299613333333333,0.0584866666666667,NA,NA,NA,NA,NA,NA,0.895821323960164,0.077519625073228,0.894303741278382,0.0874086080981688,0.299666666666667,0.059,NA,0.000513333333333345,TRUE
"S4",1,"V-PCA","Int-Euclidean",105,0.913569455184534,0.0482708142940831,0.901686454601377,0.0740152735336114,0.324,0.0561466666666667,NA,NA,NA,NA,NA,NA,0.913571177504394,0.0482694786174576,0.90169370677187,0.074018253126457,0.324,0.0563333333333333,NA,0.000186666666666668,TRUE
"S4",1,"V-PCA","Wasserstein",106,0.893843116578793,0.0810500292911541,0.893870929695419,0.0877887462439608,0.290333333333333,0.0543466666666667,NA,NA,NA,NA,NA,NA,0.893845342706503,0.0810497949619216,0.893880019828541,0.0877881520939329,0.290333333333333,0.054,NA,0.000346666666666676,TRUE
"S4",2,"C-PCA","Centers-Euclidean",107,0.919512454598711,0.0638866315172818,0.913581864085456,0.0727990070070771,0.340333333333333,0.06048,NA,NA,NA,NA,NA,NA,0.919515524311658,0.0638863503222027,0.913591088240843,0.0727961189730855,0.340333333333333,0.0606666666666667,NA,0.000186666666666661,TRUE
"S4",2,"C-PCA","Hausdorff",108,0.935820761570006,0.0504518804920914,0.931212833668235,0.0586165790302284,0.402,0.0735666666666667,NA,NA,NA,NA,NA,NA,0.935824838898653,0.0504522554188634,0.931224327175217,0.0586107479102582,0.402,0.0736666666666667,NA,0.000100000000000017,TRUE
"S4",2,"C-PCA","Ichino-Yaguchi",109,0.925442975981254,0.0538152548330404,0.920405827773252,0.0629492941724263,0.360466666666667,0.0666666666666667,NA,NA,NA,NA,NA,NA,0.925438195664909,0.053810193321617,0.920409614570078,0.0629457311144896,0.360333333333333,0.0666666666666667,NA,0.000133333333333319,TRUE
"S4",2,"C-PCA","Int-Euclidean",110,0.939856028119508,0.0307844405389572,0.92629823884303,0.0500461077124518,0.397,0.0565333333333333,NA,NA,NA,NA,NA,NA,0.939859988283538,0.0307850029291155,0.926305757599623,0.0500513705964359,0.397,0.0563333333333333,NA,0.000199999999999992,TRUE
"S4",2,"C-PCA","Wasserstein",111,0.924203702401875,0.0571581956649091,0.91972218625779,0.0644733810440319,0.352333333333333,0.05616,NA,NA,NA,NA,NA,NA,0.924206209724663,0.0571575864089044,0.919732323146259,0.0644681012422313,0.352333333333333,0.056,NA,0.000159999999999993,TRUE
"S4",2,"IMDS","Centers-Euclidean",112,0.547196344463972,-0.0526177855887522,0.548207755606022,-0.0643847550516646,0.0576666666666667,0.00166666666666667,NA,NA,NA,NA,NA,NA,0.5472460456942,-0.0525401288810778,0.548289056859369,-0.0642464563545667,0.0576666666666667,0.00166666666666667,NA,0.000138298697097874,TRUE
"S4",2,"IMDS","Hausdorff",113,0.557868963093146,-0.0442687287639133,0.562081029079147,-0.0637527174971825,0.0593333333333333,0.000999999999999997,NA,NA,NA,NA,NA,NA,0.558046280023433,-0.0439191564147627,0.562210287383346,-0.0635035922726415,0.0593333333333333,0.000999999999999997,NA,0.000349572349150569,TRUE
"S4",2,"IMDS","Ichino-Yaguchi",114,0.555357363796134,-0.0477642413591096,0.558592632966438,-0.0703996695959666,0.059,-0.00466666666666667,NA,NA,NA,NA,NA,NA,0.555333333333333,-0.0478078500292912,0.558487315398913,-0.0706122637588901,0.059,-0.00466666666666667,NA,0.000212594162923491,TRUE
"S4",2,"IMDS","Int-Euclidean",115,0.53621129466901,-0.0339505096660808,0.539572155008956,-0.058600066443112,0.0436333333333333,-0.00256666666666667,NA,NA,NA,NA,NA,NA,0.538355008787346,-0.0376215582893966,0.540792816928501,-0.0605040726342345,0.044,-0.00366666666666667,NA,0.00367104862331579,TRUE
"S4",2,"IMDS","Wasserstein",116,0.55196964264792,-0.0509713181019332,0.55853261971466,-0.0706811771177168,0.0553333333333333,-0.000666666666666666,NA,NA,NA,NA,NA,NA,0.551933216168717,-0.0510509666080845,0.558470232549357,-0.0708263355441634,0.0553333333333333,-0.000666666666666666,NA,0.000145158426446551,TRUE
"S4",2,"Int-UMAP","Centers-Euclidean",117,0.811843936731107,0.0450086467486819,0.828296771982377,0.0538180061447597,0.284333333333333,0.0180066666666667,NA,NA,NA,NA,NA,NA,0.811844756883421,0.0450087873462215,0.828295407181291,0.0538127338961041,0.284333333333333,0.0176666666666667,NA,0.00034,TRUE
"S4",2,"Int-UMAP","Hausdorff",118,0.819730626830697,0.0300977855887522,0.839921666748799,0.0274223128497263,0.29,-0.00185333333333334,NA,NA,NA,NA,NA,NA,0.81973345049795,0.0301031048623316,0.839923598864756,0.0274264623817307,0.29,-0.00133333333333334,NA,0.000519999999999999,TRUE
"S4",2,"Int-UMAP","Ichino-Yaguchi",119,0.823276742823667,0.0391580082015231,0.846328235543902,0.0391052569734948,0.3,9.33333333333353e-05,NA,NA,NA,NA,NA,NA,0.823276508494435,0.0391575864089044,0.846326030578262,0.0391049922449773,0.3,0,NA,9.33333333333353e-05,TRUE
"S4",2,"Int-UMAP","Int-Euclidean",120,0.797878301113064,0.0574051552431166,0.801721828957192,0.0748050646906903,0.258666666666667,0.02364,NA,NA,NA,NA,NA,NA,0.797878148799063,0.0574036321031048,0.801720245636869,0.0748012747620721,0.258666666666667,0.024,NA,0.000360000000000006,TRUE
"S4",2,"Int-UMAP","Wasserstein",121,0.819175606326889,0.037036625659051,0.841412929986185,0.036278055795941,0.291333333333333,-0.000173333333333335,NA,NA,NA,NA,NA,NA,0.819175746924429,0.0370369068541301,0.841414539773218,0.0362731462824634,0.291333333333333,-0.001,NA,0.000826666666666666,TRUE
"S4",2,"MR-PCA","Centers-Euclidean",122,0.919512454598711,0.0638866315172818,0.913581864085456,0.0727990070070771,0.340333333333333,0.06048,NA,NA,NA,NA,NA,NA,0.919515524311658,0.0638863503222027,0.913591088240843,0.0727961189730855,0.340333333333333,0.0606666666666667,NA,0.000186666666666661,TRUE
"S4",2,"MR-PCA","Hausdorff",123,0.921197762155829,0.0592620738137082,0.918602091622411,0.0618389057580909,0.345,0.0574533333333333,NA,NA,NA,NA,NA,NA,0.92120093731693,0.0592642062097246,0.918614493011268,0.0618315255679328,0.345,0.0573333333333333,NA,0.000120000000000016,TRUE
"S4",2,"MR-PCA","Ichino-Yaguchi",124,0.919647486818981,0.0633986408904511,0.914890028206084,0.069656227698457,0.339333333333333,0.06048,NA,NA,NA,NA,NA,NA,0.919650849443468,0.0633977738722906,0.914901299432608,0.0696526535871374,0.339333333333333,0.0606666666666667,NA,0.000186666666666661,TRUE
"S4",2,"MR-PCA","Int-Euclidean",125,0.918232091388401,0.0622910134739309,0.912198293434459,0.0720152313465338,0.334666666666667,0.0489266666666667,NA,NA,NA,NA,NA,NA,0.918235500878735,0.0622940831868775,0.912207917814415,0.072011158389909,0.334666666666667,0.0493333333333333,NA,0.000406666666666673,TRUE
"S4",2,"MR-PCA","Wasserstein",126,0.91966366725249,0.0635106736965436,0.914326029457572,0.071109427199888,0.342,0.0561133333333333,NA,NA,NA,NA,NA,NA,0.919666666666667,0.0635090802577621,0.914335396170893,0.0711067982449071,0.342,0.0566666666666667,NA,0.000553333333333336,TRUE
"S4",2,"SPCA","Centers-Euclidean",127,0.919512454598711,0.0638866315172818,0.913581864085456,0.0727990070070771,0.340333333333333,0.06048,NA,NA,NA,NA,NA,NA,0.919515524311658,0.0638863503222027,0.913591088240843,0.0727961189730855,0.340333333333333,0.0606666666666667,NA,0.000186666666666661,TRUE
"S4",2,"SPCA","Hausdorff",128,0.935820761570006,0.0504518804920914,0.931212833668235,0.0586165790302284,0.402,0.0735666666666667,NA,NA,NA,NA,NA,NA,0.935824838898653,0.0504522554188634,0.931224327175217,0.0586107479102582,0.402,0.0736666666666667,NA,0.000100000000000017,TRUE
"S4",2,"SPCA","Ichino-Yaguchi",129,0.925442975981254,0.0538152548330404,0.920405827773252,0.0629492941724263,0.360466666666667,0.0666666666666667,NA,NA,NA,NA,NA,NA,0.925451669595782,0.0538160515524311,0.920427204033011,0.0629232113822823,0.360666666666667,0.0666666666666667,NA,0.000200000000000033,TRUE
"S4",2,"SPCA","Int-Euclidean",130,0.939856028119508,0.0307844405389572,0.92629823884303,0.0500461077124518,0.397,0.0565333333333333,NA,NA,NA,NA,NA,NA,0.939859988283538,0.0307850029291155,0.926305757599623,0.0500513705964359,0.397,0.0563333333333333,NA,0.000199999999999992,TRUE
"S4",2,"SPCA","Wasserstein",131,0.924203702401875,0.0571581956649091,0.91972218625779,0.0644733810440319,0.352333333333333,0.05616,NA,NA,NA,NA,NA,NA,0.924206209724663,0.0571575864089044,0.919732323146259,0.0644681012422313,0.352333333333333,0.056,NA,0.000159999999999993,TRUE
"S4",2,"V-PCA","Centers-Euclidean",132,0.919235360281195,0.064506432337434,0.91383422139588,0.0724090676425576,0.341333333333333,0.06148,NA,NA,NA,NA,NA,NA,0.919238429994142,0.064506151142355,0.913844997492264,0.0724052421895953,0.341333333333333,0.0613333333333333,NA,0.000146666666666663,TRUE
"S4",2,"V-PCA","Hausdorff",133,0.936362835383714,0.0495059871118922,0.931431430539545,0.0583035331984514,0.402666666666667,0.0735333333333333,NA,NA,NA,NA,NA,NA,0.936367311072056,0.0495055653192736,0.931442642231322,0.0582973538048123,0.402666666666667,0.0733333333333333,NA,0.000200000000000006,TRUE
"S4",2,"V-PCA","Ichino-Yaguchi",134,0.925369994141769,0.0540979730521383,0.92041767896463,0.0629596309889569,0.361766666666667,0.0664866666666667,NA,NA,NA,NA,NA,NA,0.925371411833626,0.0540820152314001,0.920429506053492,0.0629375915262311,0.362,0.0666666666666667,NA,0.000233333333333308,TRUE
"S4",2,"V-PCA","Int-Euclidean",135,0.939832923257176,0.0309009490333919,0.926305187582814,0.0502303429787915,0.397666666666667,0.0606933333333333,NA,NA,NA,NA,NA,NA,0.939836555360281,0.0309021675454013,0.926312170864419,0.0502358592308719,0.397666666666667,0.0603333333333333,NA,0.000360000000000013,TRUE
"S4",2,"V-PCA","Wasserstein",136,0.924308810779145,0.0570042179261862,0.919808221659626,0.0642595376646321,0.352333333333333,0.0527866666666667,NA,NA,NA,NA,NA,NA,0.92431165787932,0.0570029291154071,0.919818739874449,0.0642534952101241,0.352333333333333,0.0523333333333333,NA,0.000453333333333319,TRUE
"S4",3,"C-PCA","Centers-Euclidean",137,0.909324182776801,0.0612893966022261,0.905011034684133,0.0717327544431145,0.318,0.0455,NA,NA,NA,NA,NA,NA,0.909326303456356,0.0612911540714703,0.905024236076921,0.0717322063181443,0.318,0.046,NA,5e-04,TRUE
"S4",3,"C-PCA","Hausdorff",138,0.924609103690685,0.0514495840656122,0.921421242590587,0.0589473514482925,0.366666666666667,0.0501333333333333,NA,NA,NA,NA,NA,NA,0.924613942589338,0.0514516695957821,0.921433634491958,0.0589472819655002,0.366666666666667,0.05,NA,0.000133333333333319,TRUE
"S4",3,"C-PCA","Ichino-Yaguchi",139,0.91636776801406,0.0511006678383128,0.911899684180291,0.0625541626655724,0.340666666666667,0.0508733333333333,NA,NA,NA,NA,NA,NA,0.916371997656708,0.0510849443468072,0.911902298689115,0.0625330192944472,0.340666666666667,0.051,NA,0.000126666666666657,TRUE
"S4",3,"C-PCA","Int-Euclidean",140,0.935084499121265,0.0228993087287639,0.927131187196253,0.0331395869995639,0.378666666666667,0.0504733333333333,NA,NA,NA,NA,NA,NA,0.935087287639133,0.0228986526069127,0.927139226413655,0.0331458894541978,0.378666666666667,0.0506666666666667,NA,0.00019333333333333,TRUE
"S4",3,"C-PCA","Wasserstein",141,0.915249513766842,0.0531656004686585,0.911270221403862,0.0636423536766238,0.336,0.05496,NA,NA,NA,NA,NA,NA,0.915252489748096,0.0531669595782074,0.911287306893949,0.0636409244128236,0.336,0.0553333333333333,NA,0.00037333333333333,TRUE
"S4",3,"IMDS","Centers-Euclidean",142,0.53897913298184,-0.0458699707088459,0.536771845913388,-0.0487768328158969,0.048,0.008,NA,NA,NA,NA,NA,NA,0.53872114821324,-0.0462038664323374,0.536301895056421,-0.0496493160796169,0.048,0.008,NA,0.000872483263720067,TRUE
"S4",3,"IMDS","Hausdorff",143,0.548340304628002,-0.0533682249560633,0.546767272146412,-0.0542597846770332,0.0543333333333333,0.005,NA,NA,NA,NA,NA,NA,0.548410661980082,-0.0532524897480962,0.547176358103811,-0.0534583839371013,0.0543333333333333,0.005,NA,0.00080140073993186,TRUE
"S4",3,"IMDS","Ichino-Yaguchi",144,0.549414294083187,-0.0534587932044523,0.549527188082365,-0.0489210175928404,0.049,0.00333333333333333,NA,NA,NA,NA,NA,NA,0.549285881663738,-0.0537141183362624,0.549567089658133,-0.0488464152421236,0.049,0.00333333333333333,NA,0.000255325131810133,TRUE
"S4",3,"IMDS","Int-Euclidean",145,0.530451704745167,-0.0284961452841242,0.536853557799904,-0.0457574201588832,0.0477333333333333,-0.000413333333333333,NA,NA,NA,NA,NA,NA,0.52916813122437,-0.0260878734622143,0.536277303582539,-0.0437147164891755,0.048,-0.000333333333333335,NA,0.00240827182190988,TRUE
"S4",3,"IMDS","Wasserstein",146,0.547456602226128,-0.0557838312829525,0.546386319750108,-0.0530847255606253,0.0463333333333333,0.00533333333333333,NA,NA,NA,NA,NA,NA,0.547129466900996,-0.0564475688342121,0.546447947087457,-0.0529635961443959,0.0463333333333333,0.00533333333333333,NA,0.000663737551259556,TRUE
"S4",3,"Int-UMAP","Centers-Euclidean",147,0.773849876977153,0.0848507791446983,0.806421683574504,0.0788301745682234,0.281,0.00966666666666666,NA,NA,NA,NA,NA,NA,0.773850029291154,0.0848553016988869,0.806420307489757,0.0788350394690201,0.281,0.00966666666666667,NA,4.86490079666668e-06,TRUE
"S4",3,"Int-UMAP","Hausdorff",148,0.791368857644991,0.0373141183362625,0.825924374320965,0.0256220376204953,0.306333333333333,-0.0116333333333333,NA,NA,NA,NA,NA,NA,0.791367896895138,0.0373134153485647,0.825923119424278,0.0256177896826804,0.306333333333333,-0.0113333333333333,NA,3e-04,TRUE
"S4",3,"Int-UMAP","Ichino-Yaguchi",149,0.799165342706503,0.0512732044522554,0.836665064954743,0.0418114956408989,0.316333333333333,-0.0178066666666667,NA,NA,NA,NA,NA,NA,0.7991640304628,0.0512724077328647,0.836665770114508,0.0418124569474579,0.316333333333333,-0.0176666666666667,NA,0.000140000000000001,TRUE
"S4",3,"Int-UMAP","Int-Euclidean",150,0.757364288224956,0.0944520679554774,0.777225883199825,0.104555023785498,0.260666666666667,0.0243333333333333,NA,NA,NA,NA,NA,NA,0.757363796133568,0.0944510837727006,0.77722432287668,0.104551882813264,0.260666666666667,0.0243333333333333,NA,3.14097223406973e-06,TRUE
"S4",3,"Int-UMAP","Wasserstein",151,0.791661933216169,0.0522777270064441,0.826862839463586,0.0439866879812731,0.303666666666667,-0.0160666666666667,NA,NA,NA,NA,NA,NA,0.791660808435852,0.0522729935559461,0.826859659497473,0.043981503699122,0.303666666666667,-0.016,NA,6.66666666666628e-05,TRUE
"S4",3,"MR-PCA","Centers-Euclidean",152,0.909324182776801,0.0612893966022261,0.905011034684133,0.0717327544431145,0.318,0.0455,NA,NA,NA,NA,NA,NA,0.909326303456356,0.0612911540714703,0.905024236076921,0.0717322063181443,0.318,0.046,NA,5e-04,TRUE
"S4",3,"MR-PCA","Hausdorff",153,0.912590638547159,0.0555752314001171,0.909404958946662,0.0626233350112983,0.327333333333333,0.0520933333333333,NA,NA,NA,NA,NA,NA,0.912596953719977,0.0555746924428823,0.909420221672521,0.0626234543878322,0.327333333333333,0.0523333333333333,NA,0.000240000000000011,TRUE
"S4",3,"MR-PCA","Ichino-Yaguchi",154,0.90984258933802,0.0606989806678383,0.906817006719382,0.0681998811147275,0.32,0.0393,NA,NA,NA,NA,NA,NA,0.909845342706503,0.0607006444053895,0.906839696627628,0.0681804274373822,0.32,0.04,NA,0.000699999999999992,TRUE
"S4",3,"MR-PCA","Int-Euclidean",155,0.909466069127124,0.0631647334504979,0.904297188449276,0.0740721116244282,0.316666666666667,0.0541666666666667,NA,NA,NA,NA,NA,NA,0.909468658465144,0.0631646162858817,0.904309758463629,0.0740717085136992,0.316666666666667,0.0543333333333333,NA,0.000166666666666655,TRUE
"S4",3,"MR-PCA","Wasserstein",156,0.909858476859988,0.0602874516695957,0.906187948281836,0.0692188200421779,0.319333333333333,0.04346,NA,NA,NA,NA,NA,NA,0.909861159929701,0.0602893966022261,0.906201389870772,0.0692190002123171,0.319333333333333,0.0436666666666667,NA,0.000206666666666667,TRUE
"S4",3,"SPCA","Centers-Euclidean",157,0.909324182776801,0.0612893966022261,0.905011034684133,0.0717327544431145,0.318,0.0455,NA,NA,NA,NA,NA,NA,0.909326303456356,0.0612911540714703,0.905024236076921,0.0717322063181443,0.318,0.046,NA,5e-04,TRUE
"S4",3,"SPCA","Hausdorff",158,0.924609103690685,0.0514495840656122,0.921421242590587,0.0589473514482925,0.366666666666667,0.0501333333333333,NA,NA,NA,NA,NA,NA,0.924613942589338,0.0514516695957821,0.921433634491958,0.0589472819655002,0.366666666666667,0.05,NA,0.000133333333333319,TRUE
"S4",3,"SPCA","Ichino-Yaguchi",159,0.91636776801406,0.0511006678383128,0.911899684180291,0.0625541626655724,0.340666666666667,0.0508733333333333,NA,NA,NA,NA,NA,NA,0.916352079671939,0.0510896309314587,0.911897314688119,0.0625362785071731,0.340666666666667,0.051,NA,0.000126666666666657,TRUE
"S4",3,"SPCA","Int-Euclidean",160,0.935084499121265,0.0228993087287639,0.927131187196253,0.0331395869995639,0.378666666666667,0.0504733333333333,NA,NA,NA,NA,NA,NA,0.935087287639133,0.0228986526069127,0.927139226413655,0.0331458894541978,0.378666666666667,0.0506666666666667,NA,0.00019333333333333,TRUE
"S4",3,"SPCA","Wasserstein",161,0.915249513766842,0.0531656004686585,0.911270221403862,0.0636423536766238,0.336,0.05496,NA,NA,NA,NA,NA,NA,0.915252489748096,0.0531669595782074,0.911287306893949,0.0636409244128236,0.336,0.0553333333333333,NA,0.00037333333333333,TRUE
"S4",3,"V-PCA","Centers-Euclidean",162,0.90892410076157,0.0616560515524311,0.904338673621701,0.0728128399164671,0.315666666666667,0.0424666666666667,NA,NA,NA,NA,NA,NA,0.908925600468659,0.0616590509666081,0.904351580165503,0.0728128694535622,0.315666666666667,0.043,NA,0.00053333333333333,TRUE
"S4",3,"V-PCA","Hausdorff",163,0.924518207381371,0.0513126889279438,0.921193278238361,0.0591583985981854,0.366666666666667,0.0498,NA,NA,NA,NA,NA,NA,0.924523725834798,0.0513134153485647,0.921206214979391,0.0591572394360748,0.366666666666667,0.0496666666666667,NA,0.000133333333333333,TRUE
"S4",3,"V-PCA","Ichino-Yaguchi",164,0.916304838898653,0.0509302870533099,0.911840678106611,0.0624389241803955,0.339333333333333,0.0503,NA,NA,NA,NA,NA,NA,0.916313415348565,0.0509349736379613,0.911863067623828,0.0624524754434517,0.339333333333333,0.0506666666666667,NA,0.000366666666666675,TRUE
"S4",3,"V-PCA","Int-Euclidean",165,0.934827369654364,0.0232846865846514,0.927139908867929,0.0330392420572617,0.378666666666667,0.0514733333333333,NA,NA,NA,NA,NA,NA,0.934830111306385,0.0232841241944932,0.927147886432019,0.0330456567651385,0.378666666666667,0.0516666666666667,NA,0.000193333333333337,TRUE
"S4",3,"V-PCA","Wasserstein",166,0.915609431751611,0.0521622261277095,0.911378474442814,0.0632419193093847,0.337,0.0566266666666667,NA,NA,NA,NA,NA,NA,0.915612185120094,0.0521640304628003,0.911395400533909,0.0632408088435659,0.337,0.057,NA,0.000373333333333344,TRUE
"S4",4,"C-PCA","Centers-Euclidean",167,0.947590837727006,0.0367505565319273,0.940598616976184,0.045302723016198,0.383,0.0726266666666667,NA,NA,NA,NA,NA,NA,0.947592852958407,0.0367510251903924,0.940609706128932,0.045307404553656,0.383,0.0726666666666667,NA,3.99999999999845e-05,TRUE
"S4",4,"C-PCA","Hausdorff",168,0.957667135325132,0.0301515172817809,0.951687232866988,0.0369018139982803,0.442333333333333,0.0687866666666667,NA,NA,NA,NA,NA,NA,0.957669009958992,0.0301523140011717,0.951698727617476,0.036907790071084,0.442333333333333,0.069,NA,0.000213333333333315,TRUE
