"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","level","rep"
"Int-UMAP","Int-Euclidean",0.778864089045108,0.104865846514353,0.793582126557241,0.128882765519525,0.207666666666667,0.0376666666666667,FALSE,0,"L1",16
"Int-UMAP","Hausdorff",0.81491388400703,0.0410826010544815,0.831240469719642,0.043760353143298,0.245,0.0233333333333333,FALSE,0,"L1",16
"Int-UMAP","Ichino-Yaguchi",0.789659050966608,0.045129466900996,0.809944681657203,0.0482491380280428,0.214333333333333,0.015,FALSE,0,"L1",16
"Int-UMAP","Wasserstein",0.795799648506151,0.061834797891037,0.811588850084351,0.0614623011331406,0.215,0.0156666666666667,FALSE,0,"L1",16
"Int-UMAP","Centers-Euclidean",0.789969537199766,0.0856777973052139,0.794921538637023,0.100649748543218,0.200333333333333,0.0333333333333333,FALSE,0,"L1",16
"C-PCA","CR-Euclidean",0.832272407732865,0.146981839484476,0.836056143047967,0.16175663275888,0.242666666666667,0.0516666666666667,FALSE,0,"L1",16
"V-PCA","CR-Euclidean",0.832433509080258,0.146652606912712,0.836168440043765,0.161507438849846,0.243666666666667,0.0516666666666667,FALSE,0,"L1",16
"MR-PCA","CR-Euclidean",0.822612770943175,0.144616285881664,0.822260969446147,0.162273729962481,0.215333333333333,0.0403333333333333,FALSE,0,"L1",16
"SPCA","CR-Euclidean",0.832272407732865,0.146981839484476,0.836056143047967,0.16175663275888,0.242666666666667,0.0516666666666667,FALSE,0,"L1",16
"IMDS","CR-Euclidean",0.519514938488576,-0.00287990626830703,0.515358797410377,-0.00501084075867342,0.0416666666666667,-0.000333333333333331,FALSE,0,"L1",16
"Int-UMAP","CR-Euclidean",0.795957820738137,0.0447568834212068,0.81464975207416,0.050538287459492,0.227666666666667,0.019,FALSE,0,"L1",16
"C-PCA","Int-Euclidean",0.838708260105448,0.141540714704159,0.835539867172113,0.167651509254982,0.221666666666667,0.0506666666666667,FALSE,0,"L1",17
"C-PCA","Hausdorff",0.87820913884007,0.102110134739309,0.875445067527725,0.117047937753489,0.273666666666667,0.0546666666666667,FALSE,0,"L1",17
"C-PCA","Ichino-Yaguchi",0.834094903339192,0.14073345049795,0.832220934707821,0.161180734629312,0.208,0.0433333333333333,FALSE,0,"L1",17
"C-PCA","Wasserstein",0.838203280609256,0.138560046865847,0.835891757753449,0.156721758568636,0.210666666666667,0.0453333333333333,FALSE,0,"L1",17
"C-PCA","Centers-Euclidean",0.83435676625659,0.142199179847686,0.829977158645058,0.165527982482845,0.210666666666667,0.0553333333333333,FALSE,0,"L1",17
"V-PCA","Int-Euclidean",0.838934973637961,0.141162272993556,0.835841609169886,0.167109386885745,0.221666666666667,0.0516666666666667,FALSE,0,"L1",17
"V-PCA","Hausdorff",0.87797949619215,0.102494434680726,0.875448717446828,0.117023038473602,0.272333333333333,0.0543333333333333,FALSE,0,"L1",17
"V-PCA","Ichino-Yaguchi",0.833730521382542,0.141431751611014,0.831806112766304,0.16200928852599,0.207666666666667,0.0453333333333333,FALSE,0,"L1",17
"V-PCA","Wasserstein",0.838354422964265,0.138325717633275,0.836158333874489,0.156267601168772,0.211,0.0453333333333333,FALSE,0,"L1",17
"V-PCA","Centers-Euclidean",0.834091974223784,0.142742823667252,0.829920577606798,0.165650131573635,0.210333333333333,0.0543333333333333,FALSE,0,"L1",17
"MR-PCA","Int-Euclidean",0.832493263034564,0.136100761570006,0.828132074260924,0.156007611789231,0.201333333333333,0.0373333333333333,FALSE,0,"L1",17
"MR-PCA","Hausdorff",0.825748681898067,0.134410076157001,0.827364230301529,0.145534462528495,0.193,0.0336666666666667,FALSE,0,"L1",17
"MR-PCA","Ichino-Yaguchi",0.834505565319274,0.141486818980668,0.82964241232096,0.163250001573572,0.211333333333333,0.0523333333333333,FALSE,0,"L1",17
"MR-PCA","Wasserstein",0.83482366725249,0.143097832454599,0.83076494398161,0.163414336206752,0.210666666666667,0.0533333333333333,FALSE,0,"L1",17
"MR-PCA","Centers-Euclidean",0.83435676625659,0.142199179847686,0.829977158645058,0.165527982482845,0.210666666666667,0.0553333333333333,FALSE,0,"L1",17
"SPCA","Int-Euclidean",0.838708260105448,0.141540714704159,0.835539867172113,0.167651509254982,0.221666666666667,0.0506666666666667,FALSE,0,"L1",17
"SPCA","Hausdorff",0.87820913884007,0.102110134739309,0.875445067527725,0.117047937753489,0.273666666666667,0.0546666666666667,FALSE,0,"L1",17
"SPCA","Ichino-Yaguchi",0.834094903339192,0.14073345049795,0.832220934707821,0.161180734629312,0.208,0.0433333333333333,FALSE,0,"L1",17
"SPCA","Wasserstein",0.838203280609256,0.138560046865847,0.835891757753449,0.156721758568636,0.210666666666667,0.0453333333333333,FALSE,0,"L1",17
"SPCA","Centers-Euclidean",0.83435676625659,0.142199179847686,0.829977158645058,0.165527982482845,0.210666666666667,0.0553333333333333,FALSE,0,"L1",17
"IMDS","Int-Euclidean",0.494718219097832,-0.00972700644405389,0.481984440675036,-0.0104326048386491,0.0303333333333333,0.002,FALSE,0,"L1",17
"IMDS","Hausdorff",0.54193438781488,-0.0472829525483305,0.536620963999286,-0.0595412262776367,0.0506666666666667,-0.00433333333333333,FALSE,0,"L1",17
"IMDS","Ichino-Yaguchi",0.51274575278266,-0.00160398359695368,0.501494869464923,0.00134344195891734,0.0376666666666667,0.00133333333333333,FALSE,0,"L1",17
"IMDS","Wasserstein",0.510578207381371,-0.00645694200351499,0.500705291024054,-0.00606458123107972,0.0366666666666667,0.001,FALSE,0,"L1",17
"IMDS","Centers-Euclidean",0.506272993555946,0.00265963678968961,0.495861424661294,-0.000464831590199499,0.036,0.000333333333333335,FALSE,0,"L1",17
"Int-UMAP","Int-Euclidean",0.776698886936145,0.121203280609256,0.779596781807606,0.153201684474127,0.198666666666667,0.0293333333333333,FALSE,0,"L1",17
"Int-UMAP","Hausdorff",0.820567076742824,0.0510743995313415,0.82142344158433,0.0653688383339912,0.226,0.0263333333333333,FALSE,0,"L1",17
"Int-UMAP","Ichino-Yaguchi",0.793422378441711,0.0546596367896895,0.800519561186845,0.0755996974443505,0.206333333333333,0.0226666666666667,FALSE,0,"L1",17
"Int-UMAP","Wasserstein",0.794383128295255,0.0802343292325718,0.800314215433194,0.0934135072030444,0.196333333333333,0.0173333333333333,FALSE,0,"L1",17
"Int-UMAP","Centers-Euclidean",0.78765963678969,0.107115407147042,0.78629444937497,0.129773117037055,0.18,0.0303333333333333,FALSE,0,"L1",17
"C-PCA","CR-Euclidean",0.845334504979496,0.135198594024605,0.842116511712057,0.156176734686421,0.230666666666667,0.051,FALSE,0,"L1",17
"V-PCA","CR-Euclidean",0.845272407732865,0.135350908025776,0.842222611137542,0.155987011047089,0.230333333333333,0.0493333333333333,FALSE,0,"L1",17
"MR-PCA","CR-Euclidean",0.832391329818395,0.140721734036321,0.828875734339928,0.157774984751705,0.208666666666667,0.0376666666666667,FALSE,0,"L1",17
"SPCA","CR-Euclidean",0.845334504979496,0.135198594024605,0.842116511712057,0.156176734686421,0.230666666666667,0.051,FALSE,0,"L1",17
"IMDS","CR-Euclidean",0.515269478617458,-0.010688927943761,0.506699710907985,-0.0119303075005032,0.0383333333333333,0.000333333333333331,TRUE,0,"L1",17
"Int-UMAP","CR-Euclidean",0.79798769771529,0.0606549502050382,0.804068793951589,0.0760536951842407,0.209666666666667,0.00833333333333333,FALSE,0,"L1",17
"C-PCA","Int-Euclidean",0.830403046280023,0.136168717047452,0.834869180912097,0.153154686104654,0.211,0.0366666666666667,FALSE,0,"L1",18
"C-PCA","Hausdorff",0.874101933216169,0.101527826596368,0.873096660450674,0.113210177156557,0.268333333333333,0.061,FALSE,0,"L1",18
"C-PCA","Ichino-Yaguchi",0.826269478617457,0.135170474516696,0.82726685614007,0.152489576429767,0.201666666666667,0.0453333333333333,FALSE,0,"L1",18
"C-PCA","Wasserstein",0.831575278265964,0.137154071470416,0.830813816052981,0.15528775870097,0.206,0.0416666666666667,FALSE,0,"L1",18
"C-PCA","Centers-Euclidean",0.826742823667252,0.142509666080844,0.826931088913258,0.159400085325974,0.204333333333333,0.0426666666666667,FALSE,0,"L1",18
"V-PCA","Int-Euclidean",0.830109548916227,0.136507322788518,0.834866194963557,0.152945878492927,0.211666666666667,0.0376666666666667,FALSE,0,"L1",18
"V-PCA","Hausdorff",0.87406151142355,0.101634446397188,0.873230608259978,0.113005107737475,0.267,0.0583333333333333,FALSE,0,"L1",18
"V-PCA","Ichino-Yaguchi",0.825660808435852,0.136357352079672,0.826770422621485,0.15336694175773,0.202333333333333,0.048,FALSE,0,"L1",18
"V-PCA","Wasserstein",0.831492677211482,0.137309900410076,0.830553337714771,0.155787646401671,0.205333333333333,0.0403333333333333,FALSE,0,"L1",18
"V-PCA","Centers-Euclidean",0.826411833626245,0.14330755711775,0.827147584766781,0.159026671352073,0.204666666666667,0.0413333333333333,FALSE,0,"L1",18
"MR-PCA","Int-Euclidean",0.82511482132396,0.131989455184534,0.824505549949546,0.14740248882265,0.208333333333333,0.0423333333333333,FALSE,0,"L1",18
"MR-PCA","Hausdorff",0.822936145284124,0.127632103104862,0.824650965643477,0.139154741678607,0.200333333333333,0.0363333333333333,FALSE,0,"L1",18
"MR-PCA","Ichino-Yaguchi",0.826544815465729,0.141562975981254,0.826537391981968,0.155015088635081,0.203,0.0413333333333333,FALSE,0,"L1",18
"MR-PCA","Wasserstein",0.826678968951377,0.141922671353251,0.826955453178715,0.156875838118911,0.204333333333333,0.0433333333333333,FALSE,0,"L1",18
"MR-PCA","Centers-Euclidean",0.826742823667252,0.142509666080844,0.826931088913258,0.159400085325974,0.204333333333333,0.0426666666666667,FALSE,0,"L1",18
"SPCA","Int-Euclidean",0.830403046280023,0.136168717047452,0.834869180912097,0.153154686104654,0.211,0.0366666666666667,FALSE,0,"L1",18
"SPCA","Hausdorff",0.874101933216169,0.101527826596368,0.873096660450674,0.113210177156557,0.268333333333333,0.061,FALSE,0,"L1",18
"SPCA","Ichino-Yaguchi",0.826269478617457,0.135170474516696,0.82726685614007,0.152489576429767,0.201666666666667,0.0453333333333333,FALSE,0,"L1",18
"SPCA","Wasserstein",0.831575278265964,0.137154071470416,0.830813816052981,0.15528775870097,0.206,0.0416666666666667,FALSE,0,"L1",18
"SPCA","Centers-Euclidean",0.826742823667252,0.142509666080844,0.826931088913258,0.159400085325974,0.204333333333333,0.0426666666666667,FALSE,0,"L1",18
"IMDS","Int-Euclidean",0.515626830697129,-0.024886936145284,0.508300054975227,-0.0303397533529746,0.0363333333333333,-0.00066666666666667,TRUE,0,"L1",18
"IMDS","Hausdorff",0.541397738722906,-0.0631143057996485,0.536246768735445,-0.0661092719612677,0.0483333333333333,0.00633333333333333,TRUE,4.25555236743813e-06,"L1",18
"IMDS","Ichino-Yaguchi",0.511991212653779,-0.010911540714704,0.502279593628523,-0.00639322900475181,0.038,0.007,FALSE,0,"L1",18
"IMDS","Wasserstein",0.509640890451084,-0.00645694200351499,0.498652340868517,-0.00625848059279294,0.0356666666666667,0.005,FALSE,0,"L1",18
"IMDS","Centers-Euclidean",0.506861745752783,-0.00070415934387813,0.499392503012431,-0.00528667639057306,0.0356666666666667,0.00633333333333333,FALSE,0,"L1",18
"Int-UMAP","Int-Euclidean",0.749509666080844,0.110742823667252,0.770960816832705,0.133210349098067,0.209666666666667,0.033,FALSE,0,"L1",18
"Int-UMAP","Hausdorff",0.794544229642648,0.0498312829525482,0.810688885194193,0.05650624063245,0.249666666666667,-0.00166666666666668,FALSE,0,"L1",18
"Int-UMAP","Ichino-Yaguchi",0.775711189220855,0.0526807264206209,0.794075821293206,0.0584146470831428,0.227,0.003,FALSE,0,"L1",18
"Int-UMAP","Wasserstein",0.780350322202695,0.062788517867604,0.797870911227059,0.0694137454648508,0.225,0.00166666666666666,FALSE,0,"L1",18
"Int-UMAP","Centers-Euclidean",0.77915582893966,0.0759191564147627,0.786910953334307,0.0970360584373925,0.210333333333333,0.0223333333333333,FALSE,0,"L1",18
"C-PCA","CR-Euclidean",0.838666666666667,0.136620972466315,0.838975414359849,0.15143231115641,0.223,0.0493333333333333,FALSE,0,"L1",18
"V-PCA","CR-Euclidean",0.83875805506737,0.136426479203281,0.839405629672069,0.150507531421927,0.224333333333333,0.05,FALSE,0,"L1",18
"MR-PCA","CR-Euclidean",0.824990041007616,0.139439953134153,0.825535684541368,0.150012955485725,0.201333333333333,0.0356666666666667,FALSE,0,"L1",18
"SPCA","CR-Euclidean",0.838666666666667,0.136620972466315,0.838975414359849,0.15143231115641,0.223,0.0493333333333333,FALSE,0,"L1",18
"IMDS","CR-Euclidean",0.513866701816052,-0.0220967076742824,0.504792976434955,-0.0172907587732771,0.0383333333333333,0.00366666666666667,TRUE,3.8686839703983e-06,"L1",18
"Int-UMAP","CR-Euclidean",0.780642647920328,0.0594504979496192,0.798129849000045,0.0636589337507828,0.229666666666667,-0.00233333333333334,FALSE,0,"L1",18
"C-PCA","Int-Euclidean",0.834871704745167,0.132906854130053,0.835778932651585,0.153768937937251,0.235,0.0366666666666667,FALSE,0,"L1",19
"C-PCA","Hausdorff",0.870514938488576,0.106166373755126,0.873537288202985,0.116864496120032,0.276,0.054,FALSE,0,"L1",19
"C-PCA","Ichino-Yaguchi",0.826136496777973,0.136715875805507,0.828430543229243,0.152488236207105,0.210666666666667,0.0333333333333333,FALSE,0,"L1",19
"C-PCA","Wasserstein",0.832765084944347,0.139514938488576,0.832878640151444,0.158398659593116,0.215,0.036,FALSE,0,"L1",19
"C-PCA","Centers-Euclidean",0.831069127123609,0.14384417106034,0.831935315296976,0.16094361807615,0.212666666666667,0.041,FALSE,0,"L1",19
"V-PCA","Int-Euclidean",0.834951962507323,0.132669009958992,0.836382337584741,0.152505958464151,0.234333333333333,0.0343333333333333,FALSE,0,"L1",19
"V-PCA","Hausdorff",0.870969537199766,0.105301698886936,0.874270661727647,0.115546248197876,0.276333333333333,0.0536666666666667,FALSE,0,"L1",19
"V-PCA","Ichino-Yaguchi",0.825958406561218,0.137114235500879,0.828586691450807,0.152134904080433,0.211,0.0323333333333333,FALSE,0,"L1",19
"V-PCA","Wasserstein",0.833001757469244,0.139043936731107,0.832498990227428,0.159079750617262,0.214333333333333,0.036,FALSE,0,"L1",19
"V-PCA","Centers-Euclidean",0.83090978324546,0.144256590509666,0.831821278160987,0.161221635215955,0.213333333333333,0.0413333333333333,FALSE,0,"L1",19
"MR-PCA","Int-Euclidean",0.829250732278852,0.136420620972466,0.82785926602775,0.151652526780274,0.209666666666667,0.032,FALSE,0,"L1",19
"MR-PCA","Hausdorff",0.817427065026362,0.133769185705917,0.822394520408306,0.148382034998387,0.197333333333333,0.0436666666666667,FALSE,0,"L1",19
"MR-PCA","Ichino-Yaguchi",0.830715289982425,0.142337434094903,0.831635178342493,0.158836516323774,0.212333333333333,0.0403333333333333,FALSE,0,"L1",19
"MR-PCA","Wasserstein",0.831072642062097,0.143717633274751,0.831980984957728,0.16000718316361,0.211,0.0423333333333333,FALSE,0,"L1",19
"MR-PCA","Centers-Euclidean",0.831069127123609,0.14384417106034,0.831935315296976,0.16094361807615,0.212666666666667,0.041,FALSE,0,"L1",19
"SPCA","Int-Euclidean",0.834871704745167,0.132906854130053,0.835778932651585,0.153768937937251,0.235,0.0366666666666667,FALSE,0,"L1",19
"SPCA","Hausdorff",0.870514938488576,0.106166373755126,0.873537288202985,0.116864496120032,0.276,0.054,FALSE,0,"L1",19
"SPCA","Ichino-Yaguchi",0.826136496777973,0.136715875805507,0.828430543229243,0.152488236207105,0.210666666666667,0.0333333333333333,FALSE,0,"L1",19
"SPCA","Wasserstein",0.832765084944347,0.139514938488576,0.832878640151444,0.158398659593116,0.215,0.036,FALSE,0,"L1",19
"SPCA","Centers-Euclidean",0.831069127123609,0.14384417106034,0.831935315296976,0.16094361807615,0.212666666666667,0.041,FALSE,0,"L1",19
"IMDS","Int-Euclidean",0.488383128295255,-0.0513837141183363,0.478846237159846,-0.0634172269733859,0.03,-0.00433333333333333,FALSE,0,"L1",19
"IMDS","Hausdorff",0.541784417106034,-0.0298371411833627,0.541316223771436,-0.0333958693815617,0.0436666666666667,0.00166666666666667,TRUE,0,"L1",19
"IMDS","Ichino-Yaguchi",0.502872290568248,0.00300995899238432,0.500628149158646,0.0158822418655162,0.0313333333333333,0.00266666666666667,FALSE,0,"L1",19
"IMDS","Wasserstein",0.503605741066198,0.000437024018746346,0.502739437379746,0.00590956674884552,0.034,0.00533333333333333,FALSE,0,"L1",19
"IMDS","Centers-Euclidean",0.50410251903925,-0.00676157000585831,0.503625537182889,-0.00744380544633944,0.032,0.00133333333333333,TRUE,0,"L1",19
"Int-UMAP","Int-Euclidean",0.772659636789689,0.129150556531927,0.7742305924475,0.161685783645691,0.207666666666667,0.0436666666666667,FALSE,0,"L1",19
"Int-UMAP","Hausdorff",0.82082776801406,0.0381124780316344,0.833324048491804,0.0414204825016507,0.276333333333333,0.0186666666666667,FALSE,0,"L1",19
"Int-UMAP","Ichino-Yaguchi",0.795425307557118,0.0396567076742824,0.810130426078737,0.0400063295968294,0.231333333333333,0.0153333333333333,FALSE,0,"L1",19
"Int-UMAP","Wasserstein",0.801634446397188,0.0534856473345049,0.811703211145863,0.0518412832486138,0.234,0.0156666666666667,FALSE,0,"L1",19
"Int-UMAP","Centers-Euclidean",0.790992384299941,0.0881452841241945,0.792467312307036,0.0990235794752806,0.209666666666667,0.031,FALSE,0,"L1",19
"C-PCA","CR-Euclidean",0.835633860574107,0.138761570005858,0.839573413114194,0.152699458675931,0.228666666666667,0.047,FALSE,0,"L1",19
"V-PCA","CR-Euclidean",0.835813122437024,0.138337434094903,0.839742950513238,0.152271806366841,0.229666666666667,0.0473333333333333,FALSE,0,"L1",19
"MR-PCA","CR-Euclidean",0.829398945518453,0.14068424135911,0.830358636215211,0.155704538779949,0.209666666666667,0.0353333333333333,FALSE,0,"L1",19
"SPCA","CR-Euclidean",0.835633860574107,0.138761570005858,0.839573413114194,0.152699458675931,0.228666666666667,0.047,FALSE,0,"L1",19
"IMDS","CR-Euclidean",0.510866432337434,-0.00430579964850608,0.511736175557194,0.00883057052495739,0.0356666666666667,0.004,FALSE,0,"L1",19
"Int-UMAP","CR-Euclidean",0.800539543057996,0.0400011716461628,0.815093193833502,0.0413737251573303,0.248333333333333,0.017,FALSE,0,"L1",19
"C-PCA","Int-Euclidean",0.844067955477446,0.127498535442297,0.848703564086515,0.140897043419683,0.226333333333333,0.0543333333333333,FALSE,0,"L1",20
"C-PCA","Hausdorff",0.876194493263035,0.103428236672525,0.876529673036332,0.117530095521185,0.276,0.072,FALSE,0,"L1",20
"C-PCA","Ichino-Yaguchi",0.830017574692443,0.146751025190393,0.831450099426713,0.161214475080225,0.211333333333333,0.055,FALSE,0,"L1",20
"C-PCA","Wasserstein",0.838393673110721,0.141466900995899,0.836856261349867,0.159854789254208,0.222,0.0573333333333333,FALSE,0,"L1",20
"C-PCA","Centers-Euclidean",0.835771528998243,0.144876391329818,0.834846039427109,0.161063037595472,0.205666666666667,0.055,FALSE,0,"L1",20
"V-PCA","Int-Euclidean",0.844397773872291,0.126611599297012,0.849617595941443,0.138934751727974,0.226333333333333,0.053,FALSE,0,"L1",20
"V-PCA","Hausdorff",0.876465729349736,0.102916227299356,0.876694330827439,0.11711522675631,0.276666666666667,0.072,FALSE,0,"L1",20
"V-PCA","Ichino-Yaguchi",0.829776801405975,0.146918570591681,0.832434245037837,0.158935356593642,0.210333333333333,0.0536666666666667,FALSE,0,"L1",20
"V-PCA","Wasserstein",0.838816637375513,0.140616285881664,0.837632950318268,0.158274619145718,0.223666666666667,0.0596666666666667,FALSE,0,"L1",20
"V-PCA","Centers-Euclidean",0.836090802577622,0.144186291739895,0.836694624816717,0.157371095680384,0.206333333333333,0.0563333333333333,FALSE,0,"L1",20
"MR-PCA","Int-Euclidean",0.830125366139426,0.135432923257176,0.83040393359189,0.150187519103546,0.195,0.0353333333333333,FALSE,0,"L1",20
"MR-PCA","Hausdorff",0.82403280609256,0.132349150556532,0.828303331842662,0.147305162252145,0.196333333333333,0.0466666666666667,FALSE,0,"L1",20
"MR-PCA","Ichino-Yaguchi",0.835521968365554,0.143838312829526,0.833805712695255,0.160590507017133,0.208666666666667,0.048,FALSE,0,"L1",20
"MR-PCA","Wasserstein",0.835207967193907,0.144356180433509,0.83406692408767,0.161396003864385,0.207666666666667,0.0526666666666667,FALSE,0,"L1",20
"MR-PCA","Centers-Euclidean",0.835771528998243,0.144876391329818,0.834846039427109,0.161063037595472,0.205666666666667,0.055,FALSE,0,"L1",20
"SPCA","Int-Euclidean",0.844067955477446,0.127498535442297,0.848703564086515,0.140897043419683,0.226333333333333,0.0543333333333333,FALSE,0,"L1",20
"SPCA","Hausdorff",0.876194493263035,0.103428236672525,0.876529673036332,0.117530095521185,0.276,0.072,FALSE,0,"L1",20
"SPCA","Ichino-Yaguchi",0.830017574692443,0.146751025190393,0.831450099426713,0.161214475080225,0.211333333333333,0.055,FALSE,0,"L1",20
"SPCA","Wasserstein",0.838393673110721,0.141466900995899,0.836856261349867,0.159854789254208,0.222,0.0573333333333333,FALSE,0,"L1",20
"SPCA","Centers-Euclidean",0.835771528998243,0.144876391329818,0.834846039427109,0.161063037595472,0.205666666666667,0.055,FALSE,0,"L1",20
"IMDS","Int-Euclidean",0.484572934973638,-0.00206209724663142,0.471955540684662,-0.0135000966403397,0.0276666666666667,0,FALSE,0,"L1",20
"IMDS","Hausdorff",0.540793790275337,-0.0576883421206795,0.542620315687682,-0.0701372369582748,0.0463333333333333,0.009,TRUE,0,"L1",20
"IMDS","Ichino-Yaguchi",0.509765084944347,-0.0134305799648506,0.502867939095247,-0.0213549773919943,0.0323333333333333,-0.00233333333333333,FALSE,0,"L1",20
"IMDS","Wasserstein",0.510014059753954,-0.0151493848857644,0.501260362738248,-0.0243760971825696,0.036,0.007,FALSE,0,"L1",20
"IMDS","Centers-Euclidean",0.505865260691271,-0.00900527240773297,0.499952689218945,-0.0214002409944483,0.0333333333333333,0,FALSE,0,"L1",20
"Int-UMAP","Int-Euclidean",0.77232396016403,0.142405389572349,0.784913230177639,0.155703697494705,0.202333333333333,0.0433333333333333,FALSE,0,"L1",20
"Int-UMAP","Hausdorff",0.815039250146456,0.0564920913884007,0.83018608139619,0.0590538135475479,0.242666666666667,0.00799999999999999,FALSE,0,"L1",20
"Int-UMAP","Ichino-Yaguchi",0.793818394844757,0.0613427065026363,0.807945655890079,0.06380964816008,0.219,0.003,FALSE,0,"L1",20
"Int-UMAP","Wasserstein",0.797618043350908,0.0736988869361452,0.808270673702145,0.0770097959069631,0.211333333333333,0.00833333333333335,FALSE,0,"L1",20
"Int-UMAP","Centers-Euclidean",0.797705330990041,0.0834340949033392,0.804847082590108,0.0925506202713206,0.203666666666667,0.022,FALSE,0,"L1",20
"C-PCA","CR-Euclidean",0.840735207967194,0.141432923257176,0.842752739051279,0.158965412583632,0.228666666666667,0.058,FALSE,0,"L1",20
"V-PCA","CR-Euclidean",0.840626830697129,0.141492677211482,0.84323240213189,0.157892743193227,0.227333333333333,0.0553333333333333,FALSE,0,"L1",20
"MR-PCA","CR-Euclidean",0.832039250146456,0.139555946104276,0.83117344553745,0.158409501119385,0.200666666666667,0.0456666666666667,FALSE,0,"L1",20
"SPCA","CR-Euclidean",0.840735207967194,0.141432923257176,0.842752739051279,0.158965412583632,0.228666666666667,0.058,FALSE,0,"L1",20
"IMDS","CR-Euclidean",0.519161687170475,-0.0170134739308728,0.513205907019865,-0.0278642316064418,0.0366666666666667,0.00433333333333333,FALSE,0,"L1",20
"Int-UMAP","CR-Euclidean",0.795780316344464,0.0629302870533099,0.8133974844036,0.0698105373433164,0.222666666666667,0.00766666666666667,FALSE,0,"L1",20
"C-PCA","Int-Euclidean",0.834193907439953,0.12818863503222,0.839300829786656,0.146752497719088,0.242333333333333,0.0506666666666667,FALSE,0,"L1",21
"C-PCA","Hausdorff",0.873656121851201,0.10302870533099,0.876308507128588,0.11509165480347,0.285666666666667,0.058,FALSE,0,"L1",21
"C-PCA","Ichino-Yaguchi",0.827263034563562,0.130886936145284,0.830554786168472,0.151499426682528,0.222666666666667,0.0526666666666667,FALSE,0,"L1",21
"C-PCA","Wasserstein",0.830929701230228,0.134103104862332,0.833768616314517,0.153843328738504,0.22,0.0543333333333333,FALSE,0,"L1",21
"C-PCA","Centers-Euclidean",0.827384299941418,0.140743995313415,0.826894613517704,0.164775187243537,0.204666666666667,0.0433333333333333,FALSE,0,"L1",21
"V-PCA","Int-Euclidean",0.834335676625659,0.127766842413591,0.838837858081627,0.147658845937797,0.242666666666667,0.0513333333333333,FALSE,0,"L1",21
"V-PCA","Hausdorff",0.873936145284124,0.102438195664909,0.875776668243309,0.11629290420417,0.288,0.059,FALSE,0,"L1",21
"V-PCA","Ichino-Yaguchi",0.827099004100762,0.131444639718805,0.829253436872826,0.15447148941109,0.222,0.05,FALSE,0,"L1",21
"V-PCA","Wasserstein",0.830178676039836,0.135302870533099,0.832329084382292,0.15665329053832,0.219,0.0506666666666667,FALSE,0,"L1",21
"V-PCA","Centers-Euclidean",0.827428822495606,0.140530755711775,0.82563338262835,0.167227579786618,0.207333333333333,0.0476666666666667,FALSE,0,"L1",21
"MR-PCA","Int-Euclidean",0.824877562975981,0.13515172817809,0.822998570122123,0.153153348952377,0.208666666666667,0.026,FALSE,0,"L1",21
"MR-PCA","Hausdorff",0.830142940831869,0.119524311657879,0.835181362983419,0.13607590941323,0.217666666666667,0.0476666666666667,FALSE,0,"L1",21
"MR-PCA","Ichino-Yaguchi",0.827690685413005,0.138268306971295,0.827192578175433,0.159882433457484,0.205333333333333,0.0403333333333333,FALSE,0,"L1",21
"MR-PCA","Wasserstein",0.827433509080258,0.13876625659051,0.827963357422032,0.160486858525758,0.202333333333333,0.0406666666666667,FALSE,0,"L1",21
"MR-PCA","Centers-Euclidean",0.827384299941418,0.140743995313415,0.826894613517704,0.164775187243537,0.204666666666667,0.0433333333333333,FALSE,0,"L1",21
"SPCA","Int-Euclidean",0.834193907439953,0.12818863503222,0.839300829786656,0.146752497719088,0.242333333333333,0.0506666666666667,FALSE,0,"L1",21
"SPCA","Hausdorff",0.873656121851201,0.10302870533099,0.876308507128588,0.11509165480347,0.285666666666667,0.058,FALSE,0,"L1",21
"SPCA","Ichino-Yaguchi",0.827263034563562,0.130886936145284,0.830554786168472,0.151499426682528,0.222666666666667,0.0526666666666667,FALSE,0,"L1",21
"SPCA","Wasserstein",0.830929701230228,0.134103104862332,0.833768616314517,0.153843328738504,0.22,0.0543333333333333,FALSE,0,"L1",21
"SPCA","Centers-Euclidean",0.827384299941418,0.140743995313415,0.826894613517704,0.164775187243537,0.204666666666667,0.0433333333333333,FALSE,0,"L1",21
"IMDS","Int-Euclidean",0.505620386643234,-0.041750439367311,0.491969649099617,-0.0518896648261249,0.0336666666666667,-0.00266666666666666,FALSE,0,"L1",21
"IMDS","Hausdorff",0.548375512595196,-0.0430849443468072,0.54451408254697,-0.0563021782993541,0.048,-0.000666666666666666,FALSE,0,"L1",21
"IMDS","Ichino-Yaguchi",0.513193321616872,-0.00459871118922073,0.508417190128777,-0.00557799596950675,0.0343333333333333,0.00533333333333333,FALSE,0,"L1",21
"IMDS","Wasserstein",0.518368482718219,-0.00756297598125366,0.510925057604244,-0.00799655748534317,0.0393333333333333,0.001,FALSE,0,"L1",21
"IMDS","Centers-Euclidean",0.5133690685413,-0.0112349150556532,0.506351310585779,-0.011283099700131,0.0363333333333333,-0.00366666666666667,FALSE,0,"L1",21
"Int-UMAP","Int-Euclidean",0.758663737551259,0.120952548330404,0.778267977137306,0.143123616887911,0.214,0.025,FALSE,0,"L1",21
