"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","level","rep"
"SPCA","Hausdorff",0.943022847100176,0.0340058582308144,0.936214141175954,0.0393305641539104,0.340666666666667,0.0483333333333333,FALSE,0,"L3",17
"SPCA","Ichino-Yaguchi",0.923370240187463,0.0617891036906855,0.920200333351602,0.0672151815756075,0.330333333333333,0.07,FALSE,0,"L3",17
"SPCA","Wasserstein",0.918446397188049,0.0617059168131224,0.915820430427936,0.0680248080894796,0.319666666666667,0.0696666666666667,FALSE,0,"L3",17
"SPCA","Centers-Euclidean",0.829181605155243,0.134576449912127,0.833995116247045,0.142689773149276,0.219666666666667,0.051,FALSE,0,"L3",17
"IMDS","Int-Euclidean",0.50539367311072,-0.0810486233157587,0.497434489900969,-0.0798997273959475,0.0433333333333333,-0.001,FALSE,0,"L3",17
"IMDS","Hausdorff",0.573846772114821,-0.0662748213239602,0.575278964936674,-0.074798539418282,0.047,0.00466666666666667,TRUE,3.51493848871343e-06,"L3",17
"IMDS","Ichino-Yaguchi",0.563851786760398,-0.03200820152314,0.564080859025924,-0.0399565893743524,0.0436666666666667,0.004,FALSE,0,"L3",17
"IMDS","Wasserstein",0.560185705916813,-0.0413977738722906,0.561662869369127,-0.047453225384769,0.045,0.00633333333333333,FALSE,0,"L3",17
"IMDS","Centers-Euclidean",0.519720562390158,0.0290509666080845,0.509801309303893,0.0317207952356235,0.034,0.00533333333333333,FALSE,0,"L3",17
"Int-UMAP","Int-Euclidean",0.788337434094903,-0.086331575864089,0.790202409698852,-0.0783194605703576,0.19,-0.001,FALSE,0,"L3",17
"Int-UMAP","Hausdorff",0.905695957820738,-0.00131341534856466,0.906161240760639,0.00858630304721805,0.291,0.0186666666666667,TRUE,0,"L3",17
"Int-UMAP","Ichino-Yaguchi",0.875958406561218,0.0227920328060925,0.883128323786742,0.0340741525394456,0.299666666666667,0.0116666666666667,FALSE,0,"L3",17
"Int-UMAP","Wasserstein",0.862140597539543,0.0128623315758641,0.869823115939392,0.0262301670457823,0.276,0.01,FALSE,0,"L3",17
"Int-UMAP","Centers-Euclidean",0.614154071470416,-0.0974704159343878,0.616766967671772,-0.114963509252526,0.127333333333333,-0.019,FALSE,0,"L3",17
"C-PCA","CR-Euclidean",0.934593438781488,0.0507990626830698,0.929315144684942,0.0548143638095054,0.339333333333333,0.0626666666666667,FALSE,0,"L3",17
"V-PCA","CR-Euclidean",0.934434680726421,0.0509759812536613,0.929403740618249,0.0543732233030486,0.337666666666667,0.0586666666666667,FALSE,0,"L3",17
"MR-PCA","CR-Euclidean",0.728193907439953,0.206822495606327,0.745724276744159,0.221251411800991,0.137333333333333,0.033,FALSE,0,"L3",17
"SPCA","CR-Euclidean",0.934593438781488,0.0507990626830698,0.929315144684942,0.0548143638095054,0.339333333333333,0.0626666666666667,FALSE,0,"L3",17
"IMDS","CR-Euclidean",0.566929115407147,-0.0488060925600469,0.565827463142725,-0.059052869404436,0.0433333333333333,-0.001,FALSE,0,"L3",17
"Int-UMAP","CR-Euclidean",0.891388400702988,0.0119390743995313,0.895381447633908,0.0244709874032887,0.294333333333333,0.0163333333333333,FALSE,0,"L3",17
"C-PCA","Int-Euclidean",0.932368482718219,0.0544920913884007,0.924044775871939,0.064421314729262,0.342666666666667,0.0543333333333333,FALSE,0,"L3",18
"C-PCA","Hausdorff",0.946779144698301,0.0344440538957235,0.939926197177304,0.0397775875163095,0.366333333333333,0.0506666666666667,FALSE,0,"L3",18
"C-PCA","Ichino-Yaguchi",0.926386643233743,0.0624135910954892,0.922497741348694,0.0696520395103167,0.356,0.0683333333333333,FALSE,0,"L3",18
"C-PCA","Wasserstein",0.921521968365554,0.0596719390743995,0.919437468787627,0.0689363437221315,0.333333333333333,0.0736666666666667,FALSE,0,"L3",18
"C-PCA","Centers-Euclidean",0.836132396016403,0.135578207381371,0.838465475756784,0.15153425097903,0.218666666666667,0.0546666666666667,FALSE,0,"L3",18
"V-PCA","Int-Euclidean",0.932171646162859,0.0548224956063269,0.924080765379209,0.0643657223546837,0.342333333333333,0.0533333333333333,FALSE,0,"L3",18
"V-PCA","Hausdorff",0.946543643819566,0.0348705330990041,0.939690876798842,0.0401817176127825,0.366,0.052,FALSE,0,"L3",18
"V-PCA","Ichino-Yaguchi",0.926108377270064,0.0627662565905096,0.922600656785864,0.069388037138752,0.355,0.0653333333333333,FALSE,0,"L3",18
"V-PCA","Wasserstein",0.921506736965436,0.0594821323960164,0.919224256709902,0.0693167458902525,0.332,0.0696666666666667,FALSE,0,"L3",18
"V-PCA","Centers-Euclidean",0.836463971880492,0.134992384299941,0.838605581221408,0.151385335814818,0.221,0.0553333333333333,FALSE,0,"L3",18
"MR-PCA","Int-Euclidean",0.737574106619801,0.22776215582894,0.741286292899599,0.247923801663626,0.135,0.0273333333333333,FALSE,0,"L3",18
"MR-PCA","Hausdorff",0.729377855887522,0.218748681898067,0.742856561019355,0.237842892436922,0.151,0.044,FALSE,0,"L3",18
"MR-PCA","Ichino-Yaguchi",0.717941417691857,0.260004686584651,0.725824647600502,0.285643789695269,0.152333333333333,0.04,FALSE,0,"L3",18
"MR-PCA","Wasserstein",0.74381136496778,0.22914352665495,0.750569488702752,0.247861036871782,0.161333333333333,0.042,FALSE,0,"L3",18
"MR-PCA","Centers-Euclidean",0.836132396016403,0.135578207381371,0.838465475756784,0.15153425097903,0.218666666666667,0.0546666666666667,FALSE,0,"L3",18
"SPCA","Int-Euclidean",0.932368482718219,0.0544920913884007,0.924044775871939,0.064421314729262,0.342666666666667,0.0543333333333333,FALSE,0,"L3",18
"SPCA","Hausdorff",0.946779144698301,0.0344440538957235,0.939926197177304,0.0397775875163095,0.366333333333333,0.0506666666666667,FALSE,0,"L3",18
"SPCA","Ichino-Yaguchi",0.926386643233743,0.0624135910954892,0.922497741348694,0.0696520395103167,0.356,0.0683333333333333,FALSE,0,"L3",18
"SPCA","Wasserstein",0.921521968365554,0.0596719390743995,0.919437468787627,0.0689363437221315,0.333333333333333,0.0736666666666667,FALSE,0,"L3",18
"SPCA","Centers-Euclidean",0.836132396016403,0.135578207381371,0.838465475756784,0.15153425097903,0.218666666666667,0.0546666666666667,FALSE,0,"L3",18
"IMDS","Int-Euclidean",0.538387814879906,-0.0310017574692443,0.530080199967976,-0.0403093719022703,0.033,-0.00266666666666666,TRUE,0,"L3",18
"IMDS","Hausdorff",0.593355008787346,-0.0692501464557704,0.600045841602261,-0.10123638687638,0.0623333333333333,-0.00533333333333333,FALSE,0,"L3",18
"IMDS","Ichino-Yaguchi",0.578130052724077,-0.0520820152314001,0.586704691838597,-0.0766350862309699,0.059,-0.003,TRUE,0,"L3",18
"IMDS","Wasserstein",0.573034563561804,-0.0566772114821323,0.582119457745604,-0.0817375595328287,0.0536666666666667,-0.003,TRUE,0,"L3",18
"IMDS","Centers-Euclidean",0.51597539543058,0.00578324545987108,0.510347100014538,-0.00626491765306597,0.037,-0.004,FALSE,0,"L3",18
"Int-UMAP","Int-Euclidean",0.775911540714704,-0.0514926772114821,0.76652968301508,-0.0312514931661693,0.139666666666667,0.0176666666666667,FALSE,0,"L3",18
"Int-UMAP","Hausdorff",0.908907439953134,0.00372934973637962,0.906800264452183,0.0126164892214934,0.281666666666667,0.0123333333333333,FALSE,0,"L3",18
"Int-UMAP","Ichino-Yaguchi",0.878597539543058,0.034605741066198,0.881510528423851,0.0468655308394753,0.291333333333333,0.034,FALSE,0,"L3",18
"Int-UMAP","Wasserstein",0.858456942003515,0.0153485647334505,0.866408947068574,0.034342032806133,0.263666666666667,0.0333333333333333,FALSE,0,"L3",18
"Int-UMAP","Centers-Euclidean",0.598878734622144,-0.0703503222026949,0.59603938105355,-0.0741119336158394,0.104,0.0136666666666667,FALSE,0,"L3",18
"C-PCA","CR-Euclidean",0.938369068541301,0.0515055653192735,0.932602000846505,0.0558508349065214,0.361,0.0593333333333333,FALSE,0,"L3",18
"V-PCA","CR-Euclidean",0.938476859988284,0.0511939074399531,0.932541433682083,0.0559542162744788,0.361666666666667,0.0566666666666666,FALSE,0,"L3",18
"MR-PCA","CR-Euclidean",0.726556531927358,0.229429408318688,0.737265272589468,0.253650044988803,0.148333333333333,0.0453333333333333,FALSE,0,"L3",18
"SPCA","CR-Euclidean",0.938369068541301,0.0515055653192735,0.932602000846505,0.0558508349065214,0.361,0.0593333333333333,FALSE,0,"L3",18
"IMDS","CR-Euclidean",0.585891036906854,-0.0606701816051552,0.591995739688537,-0.0843066911499095,0.0593333333333333,-0.00566666666666666,TRUE,0,"L3",18
"Int-UMAP","CR-Euclidean",0.894920328060926,0.0244745166959579,0.894774382035305,0.0329975945075741,0.295,0.029,FALSE,0,"L3",18
"C-PCA","Int-Euclidean",0.93010661980082,0.0532583479789103,0.922721234607589,0.0642433706185427,0.340666666666667,0.0693333333333333,FALSE,0,"L3",19
"C-PCA","Hausdorff",0.94523784417106,0.0356379613356766,0.936776559551712,0.0448912738609144,0.353,0.0733333333333333,FALSE,0,"L3",19
"C-PCA","Ichino-Yaguchi",0.919780902167545,0.0655653192735794,0.914630873049903,0.077640326916077,0.344,0.065,FALSE,0,"L3",19
"C-PCA","Wasserstein",0.916405389572349,0.0634212067955477,0.911724191848038,0.0771848062656715,0.327,0.0753333333333333,FALSE,0,"L3",19
"C-PCA","Centers-Euclidean",0.834797891036907,0.138069127123609,0.839666580849431,0.145344728142818,0.22,0.0446666666666667,FALSE,0,"L3",19
"V-PCA","Int-Euclidean",0.929441124780316,0.054265963678969,0.922532491955977,0.0646427078454301,0.340333333333333,0.067,FALSE,0,"L3",19
"V-PCA","Hausdorff",0.945250732278852,0.035701230228471,0.936928684802504,0.0445695805072367,0.351666666666667,0.0733333333333333,FALSE,0,"L3",19
"V-PCA","Ichino-Yaguchi",0.919888693614528,0.0653614528412418,0.914810537343316,0.077275407159798,0.342,0.0663333333333333,FALSE,0,"L3",19
"V-PCA","Wasserstein",0.916230814294083,0.0637562975981254,0.911891182363468,0.0765885069689276,0.325,0.0723333333333333,FALSE,0,"L3",19
"V-PCA","Centers-Euclidean",0.834408904510838,0.139076742823667,0.838805131625064,0.14757332499417,0.221333333333333,0.0496666666666667,FALSE,0,"L3",19
"MR-PCA","Int-Euclidean",0.735181019332162,0.223758640890451,0.742952475980769,0.250151477399747,0.131,0.0346666666666667,FALSE,0,"L3",19
"MR-PCA","Hausdorff",0.726656121851201,0.22207381370826,0.738988944007401,0.244717491655847,0.131,0.0406666666666667,FALSE,0,"L3",19
"MR-PCA","Ichino-Yaguchi",0.713903339191564,0.261842999414177,0.719469572723813,0.291496644914531,0.136,0.04,FALSE,0,"L3",19
"MR-PCA","Wasserstein",0.741898066783831,0.230284710017575,0.747596111849794,0.252868867118842,0.151666666666667,0.0416666666666667,FALSE,0,"L3",19
"MR-PCA","Centers-Euclidean",0.834797891036907,0.138069127123609,0.839666580849431,0.145344728142818,0.22,0.0446666666666667,FALSE,0,"L3",19
"SPCA","Int-Euclidean",0.93010661980082,0.0532583479789103,0.922721234607589,0.0642433706185427,0.340666666666667,0.0693333333333333,FALSE,0,"L3",19
"SPCA","Hausdorff",0.94523784417106,0.0356379613356766,0.936776559551712,0.0448912738609144,0.353,0.0733333333333333,FALSE,0,"L3",19
"SPCA","Ichino-Yaguchi",0.919780902167545,0.0655653192735794,0.914630873049903,0.077640326916077,0.344,0.065,FALSE,0,"L3",19
"SPCA","Wasserstein",0.916405389572349,0.0634212067955477,0.911724191848038,0.0771848062656715,0.327,0.0753333333333333,FALSE,0,"L3",19
"SPCA","Centers-Euclidean",0.834797891036907,0.138069127123609,0.839666580849431,0.145344728142818,0.22,0.0446666666666667,FALSE,0,"L3",19
"IMDS","Int-Euclidean",0.546398945518453,-0.0462132396016403,0.536248800439311,-0.0364924438614808,0.0406666666666667,-0.00633333333333333,TRUE,0,"L3",19
"IMDS","Hausdorff",0.589968951376684,-0.0844698301113065,0.59216886790179,-0.107382669493262,0.0583333333333333,-0.00966666666666667,TRUE,0,"L3",19
"IMDS","Ichino-Yaguchi",0.581152899824253,-0.0532091388400703,0.577989690571296,-0.0797234382222599,0.057,-0.00766666666666667,TRUE,0,"L3",19
"IMDS","Wasserstein",0.573908611599297,-0.0641640304628003,0.572890491834083,-0.091993304106347,0.0566666666666667,-0.00533333333333333,FALSE,0,"L3",19
"IMDS","Centers-Euclidean",0.507503222026948,-0.00617691857059177,0.503825471384557,-0.00317135675514441,0.0386666666666667,-0.001,FALSE,0,"L3",19
"Int-UMAP","Int-Euclidean",0.799335676625659,-0.0603725834797891,0.796030717197206,-0.0399192596444219,0.182333333333333,0.0163333333333333,FALSE,0,"L3",19
"Int-UMAP","Hausdorff",0.896690099589924,-0.00155125951962498,0.895633179215403,0.00476492448467056,0.264333333333333,0.0163333333333333,FALSE,0,"L3",19
"Int-UMAP","Ichino-Yaguchi",0.85804510837727,0.0292806092560046,0.866311748686605,0.0412397719748542,0.255666666666667,0.0173333333333333,FALSE,0,"L3",19
"Int-UMAP","Wasserstein",0.839103690685413,0.00785471587580555,0.852330785375085,0.0250486510037163,0.230666666666667,0.014,FALSE,0,"L3",19
"Int-UMAP","Centers-Euclidean",0.591371997656708,-0.0614083186877563,0.596760017857354,-0.0568296180918085,0.097,0.00733333333333333,FALSE,0,"L3",19
"C-PCA","CR-Euclidean",0.934814879906268,0.054506151142355,0.927121894862986,0.063999268941545,0.354,0.0716666666666667,FALSE,0,"L3",19
"V-PCA","CR-Euclidean",0.934584065612185,0.05499589923843,0.92750629467121,0.0630891886709581,0.347666666666667,0.0703333333333333,FALSE,0,"L3",19
"MR-PCA","CR-Euclidean",0.724106033977739,0.229107205623902,0.733116142037811,0.257486703317842,0.128333333333333,0.045,FALSE,0,"L3",19
"SPCA","CR-Euclidean",0.934814879906268,0.054506151142355,0.927121894862986,0.063999268941545,0.354,0.0716666666666667,FALSE,0,"L3",19
"IMDS","CR-Euclidean",0.588929115407147,-0.0645670767428237,0.585751245462932,-0.0899881897675459,0.0616666666666667,-0.00966666666666667,TRUE,0,"L3",19
"Int-UMAP","CR-Euclidean",0.878185120093732,0.0192056239015818,0.881189248804431,0.0276428031808565,0.262666666666667,0.0163333333333333,FALSE,0,"L3",19
"C-PCA","Int-Euclidean",0.929512595196251,0.0520210896309314,0.919406052617479,0.0731770446416962,0.336666666666667,0.078,FALSE,0,"L3",20
"C-PCA","Hausdorff",0.9459589923843,0.0319297012302284,0.935608573924794,0.0457178719229186,0.339333333333333,0.0636666666666667,FALSE,0,"L3",20
"C-PCA","Ichino-Yaguchi",0.923711189220855,0.0591013473930873,0.915794627687526,0.0764793241102065,0.330666666666667,0.069,FALSE,0,"L3",20
"C-PCA","Wasserstein",0.919581136496778,0.0596567076742824,0.912146507829556,0.0779457610507346,0.317,0.0796666666666667,FALSE,0,"L3",20
"C-PCA","Centers-Euclidean",0.833685413005272,0.147131810193322,0.828768883437934,0.172312909598834,0.210333333333333,0.0476666666666667,FALSE,0,"L3",20
"V-PCA","Int-Euclidean",0.929336848271822,0.0524007029876977,0.919017037254352,0.073954808244534,0.335,0.077,FALSE,0,"L3",20
"V-PCA","Hausdorff",0.946083772700644,0.0318394844756883,0.935511385521573,0.0461345998053684,0.338666666666667,0.066,FALSE,0,"L3",20
"V-PCA","Ichino-Yaguchi",0.923847100175747,0.0589654364381956,0.915473326575418,0.0771879733668742,0.33,0.0686666666666667,FALSE,0,"L3",20
"V-PCA","Wasserstein",0.919894551845343,0.0591001757469244,0.912037445483411,0.078238139912184,0.316666666666667,0.08,FALSE,0,"L3",20
"V-PCA","Centers-Euclidean",0.834156414762742,0.1462460456942,0.828829365399197,0.172364197294899,0.210666666666667,0.0486666666666667,FALSE,0,"L3",20
"MR-PCA","Int-Euclidean",0.727806092560047,0.217756297598125,0.735622690783306,0.251425637676561,0.129666666666667,0.0376666666666667,FALSE,0,"L3",20
"MR-PCA","Hausdorff",0.756813708260105,0.185903925014646,0.778883329702604,0.185348509320842,0.135333333333333,0.0333333333333333,FALSE,0,"L3",20
"MR-PCA","Ichino-Yaguchi",0.716581136496778,0.253862917398946,0.732170089914663,0.263854647709501,0.127666666666667,0.037,FALSE,0,"L3",20
"MR-PCA","Wasserstein",0.744608670181605,0.228795547744581,0.754466473938656,0.24082670706064,0.145333333333333,0.0386666666666667,FALSE,0,"L3",20
"MR-PCA","Centers-Euclidean",0.833685413005272,0.147131810193322,0.828768883437934,0.172312909598834,0.210333333333333,0.0476666666666667,FALSE,0,"L3",20
"SPCA","Int-Euclidean",0.929512595196251,0.0520210896309314,0.919406052617479,0.0731770446416962,0.336666666666667,0.078,FALSE,0,"L3",20
"SPCA","Hausdorff",0.9459589923843,0.0319297012302284,0.935608573924794,0.0457178719229186,0.339333333333333,0.0636666666666667,FALSE,0,"L3",20
"SPCA","Ichino-Yaguchi",0.923711189220855,0.0591013473930873,0.915794627687526,0.0764793241102065,0.330666666666667,0.069,FALSE,0,"L3",20
"SPCA","Wasserstein",0.919581136496778,0.0596567076742824,0.912146507829556,0.0779457610507346,0.317,0.0796666666666667,FALSE,0,"L3",20
"SPCA","Centers-Euclidean",0.833685413005272,0.147131810193322,0.828768883437934,0.172312909598834,0.210333333333333,0.0476666666666667,FALSE,0,"L3",20
"IMDS","Int-Euclidean",0.570137082601055,-0.0224604569420036,0.558144371149259,-0.0241224251183211,0.032,-0.006,FALSE,0,"L3",20
"IMDS","Hausdorff",0.597842999414177,-0.0986362038664323,0.600466429725125,-0.116690113654873,0.055,0.002,TRUE,0,"L3",20
"IMDS","Ichino-Yaguchi",0.594971880492091,-0.0749302870533098,0.596409394577057,-0.0893046884918779,0.0586666666666667,-0.002,FALSE,0,"L3",20
"IMDS","Wasserstein",0.586658465143527,-0.0838476859988283,0.587036006240863,-0.0961834849258725,0.055,0.00133333333333333,FALSE,0,"L3",20
"IMDS","Centers-Euclidean",0.505932044522554,-0.000930287053309886,0.497467435889996,0.00418445915874854,0.0333333333333333,0.000333333333333333,FALSE,0,"L3",20
"Int-UMAP","Int-Euclidean",0.779993555946104,-0.0457797305213826,0.772022211005086,-0.0219186139426449,0.163333333333333,0.0146666666666667,FALSE,0,"L3",20
"Int-UMAP","Hausdorff",0.908642647920328,0.00932981839484481,0.908850382178385,0.0142308588033209,0.293333333333333,0.00733333333333333,FALSE,0,"L3",20
"Int-UMAP","Ichino-Yaguchi",0.882900410076157,0.0378594024604569,0.889054842893819,0.0436814565533741,0.306,0.0173333333333333,FALSE,0,"L3",20
"Int-UMAP","Wasserstein",0.867003514938489,0.025784417106034,0.875834726903918,0.0322208149628415,0.281,0.00666666666666667,FALSE,0,"L3",20
"Int-UMAP","Centers-Euclidean",0.596985940246046,-0.0849478617457529,0.6090625917757,-0.0816366160498495,0.116333333333333,-0.00600000000000001,FALSE,0,"L3",20
"C-PCA","CR-Euclidean",0.937760398359695,0.0494329232571764,0.927588025993258,0.0630216847412503,0.342,0.073,FALSE,0,"L3",20
"V-PCA","CR-Euclidean",0.938096074985354,0.0487592267135325,0.927305092400907,0.0635918903786904,0.341666666666667,0.072,FALSE,0,"L3",20
"MR-PCA","CR-Euclidean",0.731623315758641,0.218438195664909,0.752134903312837,0.222090484833607,0.122666666666667,0.034,FALSE,0,"L3",20
"SPCA","CR-Euclidean",0.937760398359695,0.0494329232571764,0.927588025993258,0.0630216847412503,0.342,0.073,FALSE,0,"L3",20
"IMDS","CR-Euclidean",0.594975981253661,-0.0847545401288811,0.597906274375971,-0.0981725534373488,0.0536666666666667,-0.00266666666666667,FALSE,0,"L3",20
"Int-UMAP","CR-Euclidean",0.897909197422379,0.0291048623315758,0.900105664966134,0.0320609492737237,0.308333333333333,0.00566666666666665,FALSE,0,"L3",20
"C-PCA","Int-Euclidean",0.925147041593439,0.0599297012302284,0.918530650032554,0.0704226138087762,0.339333333333333,0.065,FALSE,0,"L3",21
"C-PCA","Hausdorff",0.947251318101933,0.0330732278851786,0.939582420085961,0.039113970048096,0.363,0.061,FALSE,0,"L3",21
"C-PCA","Ichino-Yaguchi",0.923857059168131,0.0622612770943176,0.91963533738839,0.0708862325972548,0.347333333333333,0.0616666666666666,FALSE,0,"L3",21
"C-PCA","Wasserstein",0.918678383128295,0.0593884007029877,0.915173188853339,0.0678766528453326,0.327,0.0576666666666667,FALSE,0,"L3",21
"C-PCA","Centers-Euclidean",0.838096074985354,0.137801991798477,0.837696352214814,0.153757789372572,0.218666666666667,0.0393333333333333,FALSE,0,"L3",21
"V-PCA","Int-Euclidean",0.92503690685413,0.0605038078500293,0.918949946291306,0.0699646506678162,0.336333333333333,0.0606666666666667,FALSE,0,"L3",21
"V-PCA","Hausdorff",0.946957234915056,0.0336988869361453,0.939006058328394,0.0402737155316761,0.359333333333333,0.0576666666666667,FALSE,0,"L3",21
"V-PCA","Ichino-Yaguchi",0.923968365553603,0.0622847100175746,0.919256045931718,0.071668813632751,0.35,0.0636666666666667,FALSE,0,"L3",21
"V-PCA","Wasserstein",0.918555946104276,0.0599379027533685,0.914881066368962,0.0687717557822625,0.328333333333333,0.0573333333333333,FALSE,0,"L3",21
"V-PCA","Centers-Euclidean",0.837942003514939,0.138187463386057,0.838101486326889,0.152930861244276,0.216333333333333,0.0326666666666667,FALSE,0,"L3",21
"MR-PCA","Int-Euclidean",0.733401288810779,0.214821323960164,0.743069526698755,0.236139856302954,0.128333333333333,0.019,FALSE,0,"L3",21
"MR-PCA","Hausdorff",0.745342706502636,0.202444053895724,0.767605564794853,0.200398199649577,0.15,0.018,FALSE,0,"L3",21
"MR-PCA","Ichino-Yaguchi",0.716654364381957,0.262403046280024,0.729559752207721,0.272535688993425,0.137666666666667,0.029,FALSE,0,"L3",21
"MR-PCA","Wasserstein",0.744579964850615,0.235186877562976,0.754059634995808,0.24402338066791,0.157,0.0226666666666667,FALSE,0,"L3",21
"MR-PCA","Centers-Euclidean",0.838096074985354,0.137801991798477,0.837696352214814,0.153757789372572,0.218666666666667,0.0393333333333333,FALSE,0,"L3",21
"SPCA","Int-Euclidean",0.925147041593439,0.0599297012302284,0.918530650032554,0.0704226138087762,0.339333333333333,0.065,FALSE,0,"L3",21
"SPCA","Hausdorff",0.947251318101933,0.0330732278851786,0.939582420085961,0.039113970048096,0.363,0.061,FALSE,0,"L3",21
"SPCA","Ichino-Yaguchi",0.923857059168131,0.0622612770943176,0.91963533738839,0.0708862325972548,0.347333333333333,0.0616666666666666,FALSE,0,"L3",21
"SPCA","Wasserstein",0.918678383128295,0.0593884007029877,0.915173188853339,0.0678766528453326,0.327,0.0576666666666667,FALSE,0,"L3",21
"SPCA","Centers-Euclidean",0.838096074985354,0.137801991798477,0.837696352214814,0.153757789372572,0.218666666666667,0.0393333333333333,FALSE,0,"L3",21
"IMDS","Int-Euclidean",0.546308435852373,-0.0478142940831869,0.534941309224063,-0.0533467163700446,0.034,-0.003,TRUE,1.17164616286747e-06,"L3",21
"IMDS","Hausdorff",0.576094657293497,-0.0834381019332161,0.582819977853319,-0.106910174838417,0.051,-0.00233333333333333,TRUE,7.02987697720481e-06,"L3",21
"IMDS","Ichino-Yaguchi",0.563319531341535,-0.0606157703573521,0.566370041617521,-0.0830459343278615,0.048,0.00166666666666667,TRUE,1.17164616275645e-06,"L3",21
"IMDS","Wasserstein",0.563483304042179,-0.0618652606912712,0.569678694282315,-0.0848668735184437,0.051,-0.000666666666666666,TRUE,0,"L3",21
"IMDS","Centers-Euclidean",0.509297012302285,0.00270884592852949,0.503519192126675,0.0073436049963132,0.032,0.00133333333333333,TRUE,0,"L3",21
"Int-UMAP","Int-Euclidean",0.783121265377856,-0.0444780316344464,0.771176202742375,-0.0245639908729763,0.156666666666667,0.012,FALSE,0,"L3",21
"Int-UMAP","Hausdorff",0.90921734036321,-0.000892794376098349,0.904048213166943,0.00414235498153701,0.297666666666667,0.015,FALSE,0,"L3",21
"Int-UMAP","Ichino-Yaguchi",0.878179261862917,0.0316578793204452,0.876425367482759,0.0392141183015925,0.297,0.0176666666666667,FALSE,0,"L3",21
"Int-UMAP","Wasserstein",0.860858816637376,0.00810076157000572,0.863052170585014,0.0224377928666687,0.273333333333333,0.0246666666666667,FALSE,0,"L3",21
"Int-UMAP","Centers-Euclidean",0.59685647334505,-0.0817621558289396,0.601495831262743,-0.0891811730801617,0.100666666666667,0.0103333333333333,FALSE,0,"L3",21
"C-PCA","CR-Euclidean",0.938487404803749,0.0507065026362039,0.93123942502145,0.0565942040666316,0.356666666666667,0.0576666666666667,FALSE,0,"L3",21
"V-PCA","CR-Euclidean",0.938467486818981,0.0507603983596954,0.931152872428764,0.0568284006845114,0.357666666666667,0.0566666666666667,FALSE,0,"L3",21
"MR-PCA","CR-Euclidean",0.729069127123609,0.226869361452841,0.745610564301289,0.234408829012305,0.135,0.0233333333333333,FALSE,0,"L3",21
"SPCA","CR-Euclidean",0.938487404803749,0.0507065026362039,0.93123942502145,0.0565942040666316,0.356666666666667,0.0576666666666667,FALSE,0,"L3",21
"IMDS","CR-Euclidean",0.568477445811365,-0.0658547158758055,0.572514705220866,-0.0926698095118351,0.0493333333333333,0.00133333333333333,TRUE,0,"L3",21
"Int-UMAP","CR-Euclidean",0.895105448154657,0.019178676039836,0.890629621407823,0.0254196409093679,0.303333333333333,0.014,FALSE,0,"L3",21
"C-PCA","Int-Euclidean",0.931956649091974,0.0549759812536613,0.925136516953203,0.0619137903692183,0.360666666666667,0.056,FALSE,0,"L3",22
"C-PCA","Hausdorff",0.947161101347393,0.0325928529584065,0.939171960392659,0.040685404913812,0.368,0.07,FALSE,0,"L3",22
"C-PCA","Ichino-Yaguchi",0.926111306385472,0.0617785588752197,0.921291950849905,0.0703211621772278,0.35,0.071,FALSE,0,"L3",22
"C-PCA","Wasserstein",0.922414176918571,0.0615735207967194,0.917510951676299,0.0736459414204487,0.338333333333333,0.077,FALSE,0,"L3",22
"C-PCA","Centers-Euclidean",0.829144112478032,0.15119273579379,0.829085360976615,0.166273545432397,0.201333333333333,0.0426666666666667,FALSE,0,"L3",22
"V-PCA","Int-Euclidean",0.931744581136497,0.0551400117164617,0.924966120614206,0.062241533914772,0.359333333333333,0.0536666666666667,FALSE,0,"L3",22
"V-PCA","Hausdorff",0.946591095489162,0.0336953719976567,0.939010222536834,0.0412111544598173,0.367,0.069,FALSE,0,"L3",22
"V-PCA","Ichino-Yaguchi",0.925709431751611,0.0627346221441125,0.921010792707162,0.0709800512539219,0.350666666666667,0.0703333333333333,FALSE,0,"L3",22
"V-PCA","Wasserstein",0.921888693614528,0.0627416520210897,0.917802954415696,0.0732612284330464,0.339333333333333,0.0746666666666667,FALSE,0,"L3",22
"V-PCA","Centers-Euclidean",0.830005272407733,0.149510251903925,0.830769778301381,0.162858983552413,0.202333333333333,0.0413333333333333,FALSE,0,"L3",22
"MR-PCA","Int-Euclidean",0.735172817809022,0.225954305799648,0.743363534398972,0.246066512502681,0.140333333333333,0.0236666666666667,FALSE,0,"L3",22
"MR-PCA","Hausdorff",0.727687170474517,0.224883421206795,0.740868122704216,0.243086600337159,0.139,0.0303333333333333,FALSE,0,"L3",22
"MR-PCA","Ichino-Yaguchi",0.717173403632103,0.258236672524898,0.730127216759753,0.273399705826499,0.140333333333333,0.0266666666666667,FALSE,0,"L3",22
"MR-PCA","Wasserstein",0.742040421792619,0.232687756297598,0.751970374477862,0.247101611138003,0.154333333333333,0.0233333333333333,FALSE,0,"L3",22
"MR-PCA","Centers-Euclidean",0.829144112478032,0.15119273579379,0.829085360976615,0.166273545432397,0.201333333333333,0.0426666666666667,FALSE,0,"L3",22
"SPCA","Int-Euclidean",0.931956649091974,0.0549759812536613,0.925136516953203,0.0619137903692183,0.360666666666667,0.056,FALSE,0,"L3",22
