"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep"
"IMDS","Ichino-Yaguchi",0.565709431751611,-0.0847920328060925,0.565127454714521,-0.112002679524207,0.0536666666666667,-0.005,FALSE,0,27
"IMDS","Wasserstein",0.559251318101933,-0.0971271236086703,0.560679583465552,-0.127422724189085,0.056,-0.005,FALSE,0,27
"IMDS","Centers-Euclidean",0.504826010544815,-0.0245881663737552,0.501826125529891,-0.0333489631236124,0.035,0.000333333333333335,FALSE,0,27
"Int-UMAP","Int-Euclidean",0.76304920913884,-0.115771528998243,0.764113920154354,-0.10666552448378,0.168666666666667,-0.00433333333333333,FALSE,0,27
"Int-UMAP","Hausdorff",0.892329232571763,-0.0137973052138254,0.89205041171548,-0.010278752496798,0.253333333333333,0.0116666666666667,FALSE,0,27
"Int-UMAP","Ichino-Yaguchi",0.855371411833626,0.0229865260691272,0.862394804418835,0.0284724762325404,0.249,0.00866666666666667,FALSE,0,27
"Int-UMAP","Wasserstein",0.837458699472759,-0.000506151142354971,0.848062292873807,0.00664579726591508,0.230333333333333,-0.000666666666666663,FALSE,0,27
"Int-UMAP","Centers-Euclidean",0.57978676039836,-0.0819449326303456,0.583885700806728,-0.0853729680006104,0.0996666666666667,0.00066666666666667,FALSE,0,27
"C-PCA","Int-Euclidean",0.926073227885179,0.0542530755711775,0.922996684138687,0.062326276516029,0.331666666666667,0.0696666666666667,FALSE,0,28
"C-PCA","Hausdorff",0.947526069127124,0.0309537199765672,0.939083572477875,0.0390387318208314,0.357333333333333,0.053,FALSE,0,28
"C-PCA","Ichino-Yaguchi",0.927349736379613,0.0541722319859402,0.921714887816608,0.0665052166593515,0.348,0.0653333333333333,FALSE,0,28
"C-PCA","Wasserstein",0.923807850029291,0.0540902167545402,0.918384019234114,0.0672442995632532,0.334666666666667,0.0663333333333333,FALSE,0,28
"C-PCA","Centers-Euclidean",0.837581722319859,0.142115992970123,0.835299723220225,0.160333700090715,0.215,0.0393333333333333,FALSE,0,28
"V-PCA","Int-Euclidean",0.926414762741652,0.0536824838898653,0.922813425193085,0.062862841490039,0.332333333333333,0.0716666666666667,FALSE,0,28
"V-PCA","Hausdorff",0.947578793204452,0.0307873462214412,0.938886885974992,0.0392325298598692,0.357666666666667,0.0553333333333333,FALSE,0,28
"V-PCA","Ichino-Yaguchi",0.927693614528412,0.0533743409490334,0.921999091012786,0.0659307861733849,0.348,0.0656666666666667,FALSE,0,28
"V-PCA","Wasserstein",0.924083186877563,0.0533614528412421,0.918389013981455,0.067148280976376,0.333666666666667,0.065,FALSE,0,28
"V-PCA","Centers-Euclidean",0.837402460456942,0.142413591095489,0.835790174095384,0.159362301179196,0.215,0.0416666666666667,FALSE,0,28
"MR-PCA","Int-Euclidean",0.742983011130639,0.202615114235501,0.74785225864363,0.237373556593243,0.153333333333333,0.039,FALSE,0,28
"MR-PCA","Hausdorff",0.755847100175747,0.187914469830111,0.775375709086019,0.189121646008355,0.153,0.0243333333333333,FALSE,0,28
"MR-PCA","Ichino-Yaguchi",0.730775629759812,0.230085530169889,0.740835691004527,0.249107668084724,0.140333333333333,0.0253333333333333,FALSE,0,28
"MR-PCA","Wasserstein",0.758239601640305,0.212113649677797,0.764868147727847,0.224578320355587,0.164,0.0113333333333333,FALSE,0,28
"MR-PCA","Centers-Euclidean",0.837581722319859,0.142115992970123,0.835299723220225,0.160333700090715,0.215,0.0393333333333333,FALSE,0,28
"SPCA","Int-Euclidean",0.926073227885179,0.0542530755711775,0.922996684138687,0.062326276516029,0.331666666666667,0.0696666666666667,FALSE,0,28
"SPCA","Hausdorff",0.947526069127124,0.0309537199765672,0.939083572477875,0.0390387318208314,0.357333333333333,0.053,FALSE,0,28
"SPCA","Ichino-Yaguchi",0.927349736379613,0.0541722319859402,0.921714887816608,0.0665052166593515,0.348,0.0653333333333333,FALSE,0,28
"SPCA","Wasserstein",0.923807850029291,0.0540902167545402,0.918384019234114,0.0672442995632532,0.334666666666667,0.0663333333333333,FALSE,0,28
"SPCA","Centers-Euclidean",0.837581722319859,0.142115992970123,0.835299723220225,0.160333700090715,0.215,0.0393333333333333,FALSE,0,28
"IMDS","Int-Euclidean",0.459943760984183,-0.0806045694200352,0.45053112578857,-0.0979219793906608,0.038,-0.005,TRUE,0,28
"IMDS","Hausdorff",0.543052724077329,-0.0360011716461628,0.551571068722412,-0.0731945565774306,0.0553333333333333,-0.00466666666666667,FALSE,0,28
"IMDS","Ichino-Yaguchi",0.532445811364968,-0.0230052724077329,0.538075709684744,-0.0365150603107873,0.0573333333333333,-0.00333333333333333,TRUE,0,28
"IMDS","Wasserstein",0.529216754540129,-0.028223784417106,0.535601914261673,-0.0482533644117612,0.0533333333333333,-0.00333333333333333,FALSE,0,28
"IMDS","Centers-Euclidean",0.511325717633275,-0.0201370826010544,0.506016139781079,-0.0187892677179969,0.0373333333333333,-0.00733333333333333,FALSE,0,28
"Int-UMAP","Int-Euclidean",0.773302284710017,-0.0865459871118922,0.774940753868338,-0.0758670741680449,0.152,0.014,FALSE,0,28
"Int-UMAP","Hausdorff",0.901038078500293,-0.0104768599882835,0.900308205156311,0.00678931008929752,0.282,0.0473333333333333,FALSE,0,28
"Int-UMAP","Ichino-Yaguchi",0.87210661980082,0.026324545987112,0.874398546295942,0.0489880551312029,0.285666666666667,0.0443333333333333,FALSE,0,28
"Int-UMAP","Wasserstein",0.855537199765671,0.00927943760984173,0.860212051472533,0.0352313035484583,0.261333333333333,0.0403333333333333,FALSE,0,28
"Int-UMAP","Centers-Euclidean",0.614349150556532,-0.0955711775043936,0.614533516543153,-0.0920789417245703,0.118666666666667,-0.00066666666666667,FALSE,0,28
"C-PCA","Int-Euclidean",0.930359695371998,0.0503034563561805,0.922788330943807,0.0632232431761097,0.339333333333333,0.0693333333333333,FALSE,0,29
"C-PCA","Hausdorff",0.947621558289397,0.0326701816051552,0.939439050803036,0.0400189642274154,0.356666666666667,0.0616666666666667,FALSE,0,29
"C-PCA","Ichino-Yaguchi",0.927373755125952,0.0615079086115993,0.922120219200862,0.0689351754409801,0.353666666666667,0.065,FALSE,0,29
"C-PCA","Wasserstein",0.921970708845929,0.0604124194493263,0.916891193109812,0.0713621682315647,0.336666666666667,0.059,FALSE,0,29
"C-PCA","Centers-Euclidean",0.835605155243117,0.144726420620973,0.834216251450948,0.159925644508165,0.196666666666667,0.038,FALSE,0,29
"V-PCA","Int-Euclidean",0.930516110134739,0.0498359695371998,0.923604052170124,0.061648940571641,0.339,0.0696666666666667,FALSE,0,29
"V-PCA","Hausdorff",0.947751025190392,0.0325190392501465,0.939511544106912,0.0399433959338596,0.358,0.066,FALSE,0,29
"V-PCA","Ichino-Yaguchi",0.92727065026362,0.0618265963678969,0.922005402954907,0.0692017262313507,0.353666666666667,0.064,FALSE,0,29
"V-PCA","Wasserstein",0.921893966022261,0.0606338605741066,0.917063215984788,0.0710704786713466,0.340333333333333,0.0623333333333333,FALSE,0,29
"V-PCA","Centers-Euclidean",0.834722905682484,0.146558875219684,0.834619229385787,0.159209015323212,0.196666666666667,0.0373333333333333,FALSE,0,29
"MR-PCA","Int-Euclidean",0.730029876977153,0.225097832454599,0.740458336960225,0.249431785506651,0.125,0.0226666666666667,FALSE,0,29
"MR-PCA","Hausdorff",0.733512009373169,0.22996719390744,0.743653219765966,0.249038406360116,0.127666666666667,0.024,FALSE,0,29
"MR-PCA","Ichino-Yaguchi",0.714599882835384,0.271678968951377,0.718129596460952,0.299089301047016,0.131666666666667,0.0243333333333333,FALSE,0,29
"MR-PCA","Wasserstein",0.741401874633861,0.240111306385472,0.743114239934859,0.265363558808525,0.141333333333333,0.0236666666666667,FALSE,0,29
"MR-PCA","Centers-Euclidean",0.835605155243117,0.144726420620973,0.834216251450948,0.159925644508165,0.196666666666667,0.038,FALSE,0,29
"SPCA","Int-Euclidean",0.930359695371998,0.0503034563561805,0.922788330943807,0.0632232431761097,0.339333333333333,0.0693333333333333,FALSE,0,29
"SPCA","Hausdorff",0.947621558289397,0.0326701816051552,0.939439050803036,0.0400189642274154,0.356666666666667,0.0616666666666667,FALSE,0,29
"SPCA","Ichino-Yaguchi",0.927373755125952,0.0615079086115993,0.922120219200862,0.0689351754409801,0.353666666666667,0.065,FALSE,0,29
"SPCA","Wasserstein",0.921970708845929,0.0604124194493263,0.916891193109812,0.0713621682315647,0.336666666666667,0.059,FALSE,0,29
"SPCA","Centers-Euclidean",0.835605155243117,0.144726420620973,0.834216251450948,0.159925644508165,0.196666666666667,0.038,FALSE,0,29
"IMDS","Int-Euclidean",0.514125951962507,-0.083635618043351,0.48908093117995,-0.0727813427495874,0.036,-0.00366666666666667,TRUE,0,29
"IMDS","Hausdorff",0.58666373755126,-0.10777855887522,0.586575954471116,-0.139375080117835,0.057,-0.00866666666666667,TRUE,0,29
"IMDS","Ichino-Yaguchi",0.575628588166374,-0.0803913298183948,0.578697858545255,-0.115646639011717,0.0583333333333333,-0.00533333333333334,FALSE,0,29
"IMDS","Wasserstein",0.56922554188635,-0.089727006444054,0.574684784389185,-0.118366687683446,0.054,-0.006,TRUE,0,29
"IMDS","Centers-Euclidean",0.509699472759227,0.000106619800820162,0.501624918654011,-0.017125087294858,0.036,-0.000333333333333335,FALSE,0,29
"Int-UMAP","Int-Euclidean",0.766785002929115,-0.0781441124780317,0.771296071305372,-0.0620816298458529,0.140666666666667,0.0166666666666667,FALSE,0,29
"Int-UMAP","Hausdorff",0.898182776801406,-0.0135887521968365,0.895738451939968,-0.00852845701070781,0.275333333333333,0.00566666666666667,FALSE,0,29
"Int-UMAP","Ichino-Yaguchi",0.86506561218512,0.022871704745167,0.867109254859228,0.0287600207742188,0.279666666666667,0.013,FALSE,0,29
"Int-UMAP","Wasserstein",0.847650263620387,0.00573286467486822,0.853636201394476,0.0129932836882928,0.26,0.0113333333333333,FALSE,0,29
"Int-UMAP","Centers-Euclidean",0.59531985940246,-0.0855899238429996,0.603223934012533,-0.0726998977408574,0.104666666666667,0.005,FALSE,0,29
"C-PCA","Int-Euclidean",0.926330404217926,0.0597562975981253,0.920226000995112,0.069136838268899,0.317333333333333,0.0596666666666667,FALSE,0,30
"C-PCA","Hausdorff",0.948247217340363,0.0306268306971293,0.939246703520487,0.0394691137013895,0.356,0.062,FALSE,0,30
"C-PCA","Ichino-Yaguchi",0.927360281195079,0.0596649091974224,0.920322989823365,0.0713915533426274,0.341333333333333,0.064,FALSE,0,30
"C-PCA","Wasserstein",0.922289396602226,0.0583503222026948,0.916264630572152,0.0718608477361214,0.327,0.068,FALSE,0,30
"C-PCA","Centers-Euclidean",0.837380199179848,0.135268892794376,0.834825808666251,0.157172360463708,0.206,0.0573333333333333,FALSE,0,30
"V-PCA","Int-Euclidean",0.926625073227885,0.0593286467486819,0.920550076966854,0.0687161588021081,0.317,0.0616666666666667,FALSE,0,30
"V-PCA","Hausdorff",0.948087873462214,0.0308588166373754,0.93928635829878,0.0394535883041701,0.354333333333333,0.0623333333333333,FALSE,0,30
"V-PCA","Ichino-Yaguchi",0.927119507908612,0.0601511423550088,0.919736936398375,0.0725949842512323,0.34,0.0636666666666667,FALSE,0,30
"V-PCA","Wasserstein",0.922182776801406,0.0586666666666668,0.915615093885437,0.0732245526949299,0.325666666666667,0.0663333333333333,FALSE,0,30
"V-PCA","Centers-Euclidean",0.83774165202109,0.134653778558875,0.834806221918459,0.157262158452391,0.207,0.0603333333333333,FALSE,0,30
"MR-PCA","Int-Euclidean",0.735609841827768,0.213577035735208,0.737836793118901,0.250144779356825,0.126666666666667,0.0286666666666667,FALSE,0,30
"MR-PCA","Hausdorff",0.767642647920328,0.173056824838899,0.792725724276744,0.159415365092465,0.160666666666667,0.02,FALSE,0,30
"MR-PCA","Ichino-Yaguchi",0.722494434680726,0.247854715875805,0.740996056398657,0.246280883650404,0.135333333333333,0.0253333333333333,FALSE,0,30
"MR-PCA","Wasserstein",0.750389572349151,0.216893966022261,0.760961277390321,0.222847824241389,0.149333333333333,0.0243333333333333,FALSE,0,30
"MR-PCA","Centers-Euclidean",0.837380199179848,0.135268892794376,0.834825808666251,0.157172360463708,0.206,0.0573333333333333,FALSE,0,30
"SPCA","Int-Euclidean",0.926330404217926,0.0597562975981253,0.920226000995112,0.069136838268899,0.317333333333333,0.0596666666666667,FALSE,0,30
"SPCA","Hausdorff",0.948247217340363,0.0306268306971293,0.939246703520487,0.0394691137013895,0.356,0.062,FALSE,0,30
"SPCA","Ichino-Yaguchi",0.927360281195079,0.0596649091974224,0.920322989823365,0.0713915533426274,0.341333333333333,0.064,FALSE,0,30
"SPCA","Wasserstein",0.922289396602226,0.0583503222026948,0.916264630572152,0.0718608477361214,0.327,0.068,FALSE,0,30
"SPCA","Centers-Euclidean",0.837380199179848,0.135268892794376,0.834825808666251,0.157172360463708,0.206,0.0573333333333333,FALSE,0,30
"IMDS","Int-Euclidean",0.55282366725249,-0.0517914469830112,0.53790748948048,-0.0608554074760476,0.029,0.003,TRUE,0,30
"IMDS","Hausdorff",0.586987111892209,-0.0579929701230228,0.587861647110623,-0.0921428364177644,0.065,-0.00966666666666667,TRUE,0,30
"IMDS","Ichino-Yaguchi",0.576271821909783,-0.0508611599297012,0.576403861744902,-0.0852181822619919,0.061,-0.00466666666666667,FALSE,0,30
"IMDS","Wasserstein",0.570379027533685,-0.0506373755125953,0.574016256609194,-0.0830161043181421,0.058,-0.00466666666666667,TRUE,0,30
"IMDS","Centers-Euclidean",0.519385471587581,0.00278734622144106,0.514944381527157,-0.0134045278647337,0.0346666666666667,-0.00833333333333333,FALSE,0,30
"Int-UMAP","Int-Euclidean",0.762959578207381,-0.101373169302871,0.764644126362886,-0.08066998237446,0.154666666666667,0.00266666666666666,FALSE,0,30
"Int-UMAP","Hausdorff",0.900843585237258,-0.00794844756883417,0.897611169781034,0.00282136213599254,0.276666666666667,0.00899999999999999,FALSE,0,30
"Int-UMAP","Ichino-Yaguchi",0.867762741652021,0.0245518453427065,0.867971310484456,0.0414202998137966,0.283333333333333,0.018,FALSE,0,30
"Int-UMAP","Wasserstein",0.853564147627417,0.0122507322788518,0.85545156599568,0.031094309457566,0.255333333333333,0.0203333333333333,FALSE,0,30
"Int-UMAP","Centers-Euclidean",0.602022261277094,-0.0938957234915055,0.605533878387919,-0.0970460617488018,0.099,-0.005,FALSE,0,30
"C-PCA","Int-Euclidean",0.926739308728764,0.058579964850615,0.918386067947907,0.0718273222120951,0.333,0.0723333333333333,FALSE,0,31
"C-PCA","Hausdorff",0.946132396016403,0.0331997656707674,0.937519223291074,0.0418304002721588,0.349333333333333,0.0606666666666667,FALSE,0,31
"C-PCA","Ichino-Yaguchi",0.923353837141183,0.063211482132396,0.917693997230207,0.0731419562921612,0.343666666666667,0.0746666666666667,FALSE,0,31
"C-PCA","Wasserstein",0.918275336848272,0.0618301113063854,0.913958354538174,0.0732307364485143,0.320666666666667,0.0703333333333333,FALSE,0,31
"C-PCA","Centers-Euclidean",0.831060925600469,0.149648506151142,0.83397182354564,0.159829017985235,0.227666666666667,0.0466666666666667,FALSE,0,31
"V-PCA","Int-Euclidean",0.926925600468658,0.0582237844171061,0.918891390996068,0.0708761586670112,0.333333333333333,0.072,FALSE,0,31
"V-PCA","Hausdorff",0.946089630931459,0.0331892208553017,0.937702288034882,0.0414377027508953,0.349,0.0576666666666667,FALSE,0,31
"V-PCA","Ichino-Yaguchi",0.923444053895724,0.0628529584065612,0.917456650398236,0.0734572141207579,0.344333333333333,0.0753333333333333,FALSE,0,31
"V-PCA","Wasserstein",0.918390158172232,0.0614481546572935,0.913952225283907,0.0730108125111397,0.323666666666667,0.0756666666666667,FALSE,0,31
"V-PCA","Centers-Euclidean",0.831762741652021,0.148176918570592,0.83388268338675,0.159972237586936,0.227666666666667,0.0466666666666667,FALSE,0,31
"MR-PCA","Int-Euclidean",0.732413591095489,0.215596953719977,0.743424413974976,0.236818976140506,0.131,0.0263333333333333,FALSE,0,31
"MR-PCA","Hausdorff",0.746993555946104,0.19578676039836,0.771555117309398,0.188925784671199,0.134333333333333,0.023,FALSE,0,31
"MR-PCA","Ichino-Yaguchi",0.712670181605155,0.2557539543058,0.732595499308166,0.25403099061491,0.128333333333333,0.017,FALSE,0,31
"MR-PCA","Wasserstein",0.740033391915641,0.229625073227885,0.752476906489763,0.236494333682897,0.141666666666667,0.022,FALSE,0,31
"MR-PCA","Centers-Euclidean",0.831060925600469,0.149648506151142,0.83397182354564,0.159829017985235,0.227666666666667,0.0466666666666667,FALSE,0,31
"SPCA","Int-Euclidean",0.926739308728764,0.058579964850615,0.918386067947907,0.0718273222120951,0.333,0.0723333333333333,FALSE,0,31
"SPCA","Hausdorff",0.946132396016403,0.0331997656707674,0.937519223291074,0.0418304002721588,0.349333333333333,0.0606666666666667,FALSE,0,31
"SPCA","Ichino-Yaguchi",0.923353837141183,0.063211482132396,0.917693997230207,0.0731419562921612,0.343666666666667,0.0746666666666667,FALSE,0,31
"SPCA","Wasserstein",0.918275336848272,0.0618301113063854,0.913958354538174,0.0732307364485143,0.320666666666667,0.0703333333333333,FALSE,0,31
"SPCA","Centers-Euclidean",0.831060925600469,0.149648506151142,0.83397182354564,0.159829017985235,0.227666666666667,0.0466666666666667,FALSE,0,31
"IMDS","Int-Euclidean",0.555917398945519,-0.0339648506151142,0.546379700124796,-0.019217517216795,0.0363333333333333,-0.005,TRUE,0,31
"IMDS","Hausdorff",0.589372583479789,-0.0874786174575278,0.598631627289758,-0.107699877015765,0.0586666666666667,-0.00833333333333333,TRUE,0,31
"IMDS","Ichino-Yaguchi",0.575395430579965,-0.0663620386643234,0.583721205745978,-0.0777184589803592,0.057,-0.01,TRUE,0,31
"IMDS","Wasserstein",0.569614528412419,-0.0750931458699473,0.579713196956083,-0.0907322912142647,0.0543333333333333,-0.00533333333333333,TRUE,0,31
"IMDS","Centers-Euclidean",0.504396016403046,-0.012623315758641,0.498242621905379,-0.0214561741816621,0.0243333333333333,-0.004,FALSE,0,31
"Int-UMAP","Int-Euclidean",0.788448154657294,-0.104272993555946,0.79446723616151,-0.0961018787219772,0.187333333333333,0.00333333333333333,FALSE,0,31
"Int-UMAP","Hausdorff",0.90572114821324,-0.0110884592852958,0.903112115996655,-0.00397511115941848,0.307666666666667,0.0203333333333333,FALSE,0,31
"Int-UMAP","Ichino-Yaguchi",0.871592852958406,0.0226889279437611,0.875850751238554,0.0311159863693368,0.307,0.0253333333333333,FALSE,0,31
"Int-UMAP","Wasserstein",0.855896895137668,0.00206912712360863,0.864412630915421,0.0157525580521361,0.283,0.0163333333333334,FALSE,0,31
"Int-UMAP","Centers-Euclidean",0.600424135910955,-0.0873813708260105,0.611980358599371,-0.0927286411416425,0.111666666666667,-0.0126666666666667,FALSE,0,31
"C-PCA","Int-Euclidean",0.926257176332748,0.0611259519625074,0.917762267988344,0.0743868972586536,0.341666666666667,0.0616666666666667,FALSE,0,32
"C-PCA","Hausdorff",0.948378441710603,0.0329818394844756,0.939706653199962,0.0414290227750346,0.357666666666667,0.0653333333333333,FALSE,0,32
"C-PCA","Ichino-Yaguchi",0.925570005858231,0.0565342706502636,0.920952954346612,0.0683444826656092,0.345333333333333,0.0796666666666667,FALSE,0,32
"C-PCA","Wasserstein",0.921924428822496,0.0558652606912713,0.917790590746507,0.0673796789391455,0.332,0.082,FALSE,0,32
"C-PCA","Centers-Euclidean",0.840414176918571,0.13388517867604,0.835515620348848,0.159224932194405,0.210333333333333,0.056,FALSE,0,32
"V-PCA","Int-Euclidean",0.925947861745753,0.0617000585823081,0.917290452041905,0.0751555141872471,0.34,0.0613333333333333,FALSE,0,32
"V-PCA","Hausdorff",0.948506736965436,0.0327650849443468,0.939528690666938,0.0417840390073878,0.360333333333333,0.07,FALSE,0,32
"V-PCA","Ichino-Yaguchi",0.925656121851201,0.0562987697715289,0.92094090232141,0.0682698032482515,0.345,0.078,FALSE,0,32
"V-PCA","Wasserstein",0.922153485647335,0.0553673110720562,0.917723616458057,0.0674920642084865,0.333666666666667,0.086,FALSE,0,32
"V-PCA","Centers-Euclidean",0.840580550673697,0.133695371997657,0.835151978639952,0.160044996479037,0.209666666666667,0.058,FALSE,0,32
"MR-PCA","Int-Euclidean",0.742342120679555,0.224888107791447,0.745014816906088,0.254386963271912,0.132666666666667,0.0336666666666667,FALSE,0,32
"MR-PCA","Hausdorff",0.765825424721734,0.185630931458699,0.784913812015426,0.185282998070417,0.168,0.0433333333333333,FALSE,0,32
"MR-PCA","Ichino-Yaguchi",0.721873462214411,0.257764499121265,0.733188376661826,0.274015700102075,0.142666666666667,0.036,FALSE,0,32
"MR-PCA","Wasserstein",0.750008787346221,0.226110134739309,0.755597301009558,0.247371095680384,0.154,0.044,FALSE,0,32
"MR-PCA","Centers-Euclidean",0.840414176918571,0.13388517867604,0.835515620348848,0.159224932194405,0.210333333333333,0.056,FALSE,0,32
"SPCA","Int-Euclidean",0.926257176332748,0.0611259519625074,0.917762267988344,0.0743868972586536,0.341666666666667,0.0616666666666667,FALSE,0,32
"SPCA","Hausdorff",0.948378441710603,0.0329818394844756,0.939706653199962,0.0414290227750346,0.357666666666667,0.0653333333333333,FALSE,0,32
"SPCA","Ichino-Yaguchi",0.925570005858231,0.0565342706502636,0.920952954346612,0.0683444826656092,0.345333333333333,0.0796666666666667,FALSE,0,32
"SPCA","Wasserstein",0.921924428822496,0.0558652606912713,0.917790590746507,0.0673796789391455,0.332,0.082,FALSE,0,32
"SPCA","Centers-Euclidean",0.840414176918571,0.13388517867604,0.835515620348848,0.159224932194405,0.210333333333333,0.056,FALSE,0,32
"IMDS","Int-Euclidean",0.539963678968951,0.0128599882835385,0.531048032628358,0.00116212503126034,0.0276666666666667,-0.000999999999999999,TRUE,0,32
"IMDS","Hausdorff",0.58968424135911,-0.0857469244288225,0.594649165630796,-0.111562432499525,0.054,-0.00366666666666667,TRUE,0,32
"IMDS","Ichino-Yaguchi",0.572980667838313,-0.0686420620972467,0.575946485047306,-0.0846417759838548,0.0543333333333333,0.000666666666666666,FALSE,0,32
"IMDS","Wasserstein",0.568861159929701,-0.0818113649677799,0.572386350116206,-0.0957883756178957,0.0483333333333333,0.000666666666666666,FALSE,0,32
"IMDS","Centers-Euclidean",0.498899238429994,0.0118207381370826,0.495604031291513,0.0167714143555502,0.0346666666666667,0.00333333333333333,TRUE,0,32
"Int-UMAP","Int-Euclidean",0.769039835969537,-0.0894868189806678,0.764828040067898,-0.0535139962691763,0.169666666666667,0.015,FALSE,0,32
"Int-UMAP","Hausdorff",0.908623315758641,-0.00171997656707679,0.904704338897944,0.00766462900625636,0.291333333333333,0.0216666666666667,FALSE,0,32
"Int-UMAP","Ichino-Yaguchi",0.875272993555946,0.0208845928529584,0.87685866162264,0.0318631060036295,0.295333333333333,0.0226666666666667,FALSE,0,32
"Int-UMAP","Wasserstein",0.860043936731107,0.00589220855301698,0.863987014270992,0.0200524651883688,0.274333333333333,0.0196666666666667,FALSE,0,32
"Int-UMAP","Centers-Euclidean",0.60822144112478,-0.0753391915641476,0.61522607084635,-0.0782915784123137,0.114333333333333,-0.000333333333333338,FALSE,0,32
"C-PCA","Int-Euclidean",0.929968951376684,0.0528002343292325,0.921457122162754,0.0666159055414753,0.334333333333333,0.0916666666666667,FALSE,0,33
"C-PCA","Hausdorff",0.945839484475688,0.0319461042765085,0.936946331835139,0.0401158501978018,0.358666666666667,0.0503333333333333,FALSE,0,33
"C-PCA","Ichino-Yaguchi",0.925974223784417,0.0599226713532514,0.919220914596806,0.0703969929886244,0.345,0.0573333333333333,FALSE,0,33
"C-PCA","Wasserstein",0.920404803749268,0.0581288810779145,0.914475375749769,0.0717690202235454,0.327666666666667,0.0613333333333333,FALSE,0,33
"C-PCA","Centers-Euclidean",0.830161687170474,0.144414762741652,0.830797718029127,0.157942999240233,0.214333333333333,0.041,FALSE,0,33
"V-PCA","Int-Euclidean",0.930625659050967,0.0518008201523139,0.922197369509827,0.0653559811005577,0.336333333333333,0.0876666666666667,FALSE,0,33
"V-PCA","Hausdorff",0.945755711775044,0.0323268892794376,0.937198074162979,0.0397062640287769,0.359,0.0493333333333333,FALSE,0,33
"V-PCA","Ichino-Yaguchi",0.926463971880492,0.0588681898066784,0.919185530722801,0.0705016485659848,0.348333333333333,0.059,FALSE,0,33
"V-PCA","Wasserstein",0.920800820152314,0.0573415348564734,0.914840115120982,0.0711326693013633,0.33,0.063,FALSE,0,33
"V-PCA","Centers-Euclidean",0.831091388400703,0.142939660222613,0.831512560250531,0.156621030012544,0.213666666666667,0.0376666666666667,FALSE,0,33
"MR-PCA","Int-Euclidean",0.734913298183948,0.217404803749268,0.743782525154506,0.240424829090907,0.135666666666667,0.0336666666666667,FALSE,0,33
"MR-PCA","Hausdorff",0.7448769771529,0.206459285295841,0.765682805066072,0.201227382974997,0.146666666666667,0.025,FALSE,0,33
"MR-PCA","Ichino-Yaguchi",0.711906268306971,0.260623315758641,0.726320479323803,0.265839839861047,0.128333333333333,0.0256666666666667,FALSE,0,33
"MR-PCA","Wasserstein",0.739054481546573,0.234917398945518,0.750561583231281,0.236737030659167,0.146666666666667,0.0236666666666667,FALSE,0,33
"MR-PCA","Centers-Euclidean",0.830161687170474,0.144414762741652,0.830797718029127,0.157942999240233,0.214333333333333,0.041,FALSE,0,33
"SPCA","Int-Euclidean",0.929968951376684,0.0528002343292325,0.921457122162754,0.0666159055414753,0.334333333333333,0.0916666666666667,FALSE,0,33
"SPCA","Hausdorff",0.945839484475688,0.0319461042765085,0.936946331835139,0.0401158501978018,0.358666666666667,0.0503333333333333,FALSE,0,33
"SPCA","Ichino-Yaguchi",0.925974223784417,0.0599226713532514,0.919220914596806,0.0703969929886244,0.345,0.0573333333333333,FALSE,0,33
"SPCA","Wasserstein",0.920404803749268,0.0581288810779145,0.914475375749769,0.0717690202235454,0.327666666666667,0.0613333333333333,FALSE,0,33
"SPCA","Centers-Euclidean",0.830161687170474,0.144414762741652,0.830797718029127,0.157942999240233,0.214333333333333,0.041,FALSE,0,33
"IMDS","Int-Euclidean",0.554739894551845,-0.0779953134153485,0.541680122625,-0.0708944642970363,0.04,-0.003,TRUE,0,33
"IMDS","Hausdorff",0.605060339777387,-0.109408318687756,0.608148286656587,-0.134475946073616,0.0656666666666667,-0.0156666666666667,TRUE,0,33
"IMDS","Ichino-Yaguchi",0.597110134739309,-0.0922261277094318,0.601514090069411,-0.101283124263204,0.067,-0.01,FALSE,0,33
"IMDS","Wasserstein",0.585728178090217,-0.0993157586408905,0.589698489048631,-0.108610445477424,0.0583333333333333,-0.00966666666666667,FALSE,0,33
"IMDS","Centers-Euclidean",0.510670767428237,-0.0173766842413592,0.503226399530968,-0.00999179439848341,0.0336666666666667,0,FALSE,0,33
"Int-UMAP","Int-Euclidean",0.776712360867018,-0.113954305799648,0.780469099424103,-0.105131195209955,0.166666666666667,0.0136666666666667,FALSE,0,33
"Int-UMAP","Hausdorff",0.902994141769186,-0.0021195079086116,0.900658479180416,0.00593286635861504,0.269666666666667,0.0216666666666667,FALSE,0,33
"Int-UMAP","Ichino-Yaguchi",0.872722319859403,0.0300773286467487,0.875611399445765,0.0423245924103482,0.273333333333333,0.0243333333333333,FALSE,0,33
"Int-UMAP","Wasserstein",0.854592852958407,0.0127357937902753,0.860588410712386,0.0314707385486571,0.240333333333333,0.0316666666666667,FALSE,0,33
"Int-UMAP","Centers-Euclidean",0.602597539543058,-0.0954821323960164,0.596144486442182,-0.107436418102186,0.103333333333333,0.004,FALSE,0,33
"C-PCA","Int-Euclidean",0.928432337434095,0.0540105448154657,0.921726967475268,0.0636030665768272,0.329666666666667,0.0586666666666667,FALSE,0,34
