"scenario","replication","Method","Metric","space","anchor","block_id","block_size","candidate_ids","min_within_block_gap","max_within_block_gap","classification"
"ScenarioI",25,"IMDS","Hausdorff","low",1,244,2,"80;114",2.26485497023532e-13,2.26485497023532e-13,"tolerance_near_tie"
"ScenarioI",25,"IMDS","Hausdorff","low",2,248,2,"80;114",6.82898182446934e-13,6.82898182446934e-13,"tolerance_near_tie"
"ScenarioI",25,"IMDS","Ichino-Yaguchi","low",1,296,2,"175;171",5.63549207299729e-13,5.63549207299729e-13,"tolerance_near_tie"
"ScenarioI",26,"IMDS","Int-Euclidean","low",1,60,2,"138;66",2.09832151654155e-13,2.09832151654155e-13,"tolerance_near_tie"
"ScenarioI",26,"IMDS","Int-Euclidean","low",1,63,2,"173;78",1.65223390524716e-12,1.65223390524716e-12,"tolerance_near_tie"
"ScenarioI",26,"IMDS","Int-Euclidean","low",1,69,2,"95;291",1.12221343329111e-12,1.12221343329111e-12,"tolerance_near_tie"
"ScenarioI",26,"IMDS","Hausdorff","low",1,136,2,"75;11",9.59232693276135e-14,9.59232693276135e-14,"tolerance_near_tie"
"ScenarioI",26,"IMDS","Hausdorff","low",1,239,2,"94;132",1.50901513507051e-12,1.50901513507051e-12,"tolerance_near_tie"
"ScenarioI",26,"IMDS","Hausdorff","low",1,240,2,"104;105",2.57260879266141e-12,2.57260879266141e-12,"tolerance_near_tie"
"ScenarioI",26,"IMDS","Hausdorff","low",2,247,2,"104;105",2.98983060531555e-13,2.98983060531555e-13,"tolerance_near_tie"
"ScenarioI",26,"IMDS","Wasserstein","low",2,197,2,"140;117",3.11417558407356e-14,3.11417558407356e-14,"tolerance_near_tie"
"ScenarioI",28,"IMDS","Int-Euclidean","low",300,50,2,"130;119",4.84945417156268e-13,4.84945417156268e-13,"tolerance_near_tie"
"ScenarioI",28,"IMDS","Ichino-Yaguchi","low",1,288,2,"265;194",3.02868841117743e-13,3.02868841117743e-13,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Int-Euclidean","low",1,58,4,"82;199;72;79",8.13127343235465e-13,3.53783669027052e-12,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Int-Euclidean","low",2,52,3,"82;72;79",2.67841304690819e-13,6.85618228857265e-13,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Int-Euclidean","low",257,53,2,"93;71",5.68295410730002e-15,5.68295410730002e-15,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Int-Euclidean","low",276,57,2,"93;71",7.49400541621981e-15,7.49400541621981e-15,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Int-Euclidean","low",300,44,2,"190;77",1.01318953227292e-12,1.01318953227292e-12,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",1,228,2,"119;89",1.61071156412618e-12,1.61071156412618e-12,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",1,242,2,"87;172",1.44462219964225e-12,1.44462219964225e-12,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",1,243,3,"71;79;93",6.08402217494586e-14,1.47881706880071e-13,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",1,245,2,"77;103",3.84448028967199e-12,3.84448028967199e-12,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",2,243,2,"76;107",2.88657986402541e-13,2.88657986402541e-13,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",2,248,3,"87;70;79",5.38791233850588e-13,1.15907283770866e-12,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",2,249,2,"71;93",1.11910480882216e-13,1.11910480882216e-13,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",2,250,2,"103;85",7.36188887628941e-13,7.36188887628941e-13,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",251,215,2,"93;71",2.56739074444567e-15,2.56739074444567e-15,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",252,208,2,"93;71",6.94756752128711e-15,6.94756752128711e-15,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Hausdorff","low",253,193,2,"71;93",2.9542340795885e-15,2.9542340795885e-15,"tolerance_near_tie"
"ScenarioI",29,"IMDS","Wasserstein","low",1,168,2,"77;121",3.42392780794398e-13,3.42392780794398e-13,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Int-Euclidean","low",1,70,3,"122;107;84",6.06181771445335e-14,2.36477504245158e-13,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Int-Euclidean","low",1,76,2,"168;183",1.21502807814977e-12,1.21502807814977e-12,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Int-Euclidean","low",2,63,5,"117;71;122;107;84",7.60502771868232e-15,2.93598478862123e-13,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Int-Euclidean","low",2,65,3,"70;139;82",1.13575815419154e-13,2.77000644643977e-13,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Int-Euclidean","low",2,69,2,"168;183",3.72313291308046e-13,3.72313291308046e-13,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Int-Euclidean","low",151,62,2,"184;183",3.994027331089e-14,3.994027331089e-14,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Hausdorff","low",1,230,2,"83;168",2.1005419625908e-12,2.1005419625908e-12,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Hausdorff","low",1,232,6,"166;139;184;183;170;138",3.15303338993544e-14,7.19024839668236e-12,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Hausdorff","low",2,227,2,"167;115",1.01141317543352e-13,1.01141317543352e-13,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Hausdorff","low",2,231,3,"139;101;166",6.89448498292222e-14,6.94888591112885e-13,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Hausdorff","low",2,232,2,"183;184",8.77076189453874e-14,8.77076189453874e-14,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Hausdorff","low",40,56,2,"122;107",2.54462249882348e-16,2.54462249882348e-16,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Hausdorff","low",53,225,2,"84;107",8.45851166886291e-15,8.45851166886291e-15,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Hausdorff","low",151,229,3,"84;107;122",3.87190279838023e-14,1.10328413072125e-13,"tolerance_near_tie"
"ScenarioI",30,"IMDS","Wasserstein","low",220,152,2,"139;168",5.07406616723216e-16,5.07406616723216e-16,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Int-Euclidean","low",1,63,2,"99;187",3.07975867031018e-13,3.07975867031018e-13,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Int-Euclidean","low",1,64,7,"81;90;164;165;109;85;88",3.35287353436797e-14,3.24384963334978e-12,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Int-Euclidean","low",1,65,2,"163;113",1.33471012020436e-12,1.33471012020436e-12,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Int-Euclidean","low",2,62,7,"99;164;81;187;85;109;88",5.77315972805081e-15,8.02802269106451e-13,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Int-Euclidean","low",152,63,2,"81;164",1.07032438467769e-14,1.07032438467769e-14,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Int-Euclidean","low",300,30,2,"274;82",1.05582209641852e-12,1.05582209641852e-12,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Int-Euclidean","low",300,31,2,"90;167",1.01629815674187e-12,1.01629815674187e-12,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Hausdorff","low",1,238,2,"183;163",2.27462493285202e-12,2.27462493285202e-12,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Hausdorff","low",2,229,2,"130;86",3.90243393155743e-13,3.90243393155743e-13,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Hausdorff","low",154,224,2,"85;109",9.73179870022989e-15,9.73179870022989e-15,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Ichino-Yaguchi","low",1,291,2,"91;297",1.00497388189069e-12,1.00497388189069e-12,"tolerance_near_tie"
"ScenarioI",31,"IMDS","Wasserstein","low",300,216,2,"91;96",1.35669253609194e-13,1.35669253609194e-13,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Int-Euclidean","low",1,76,2,"106;123",1.31761268562514e-12,1.31761268562514e-12,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Int-Euclidean","low",1,78,2,"170;129",6.49702514010642e-13,6.49702514010642e-13,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Int-Euclidean","low",2,74,2,"123;122",1.21236354289067e-13,1.21236354289067e-13,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Hausdorff","low",1,229,2,"110;298",3.5242919693701e-12,3.5242919693701e-12,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Hausdorff","low",1,233,2,"82;101",2.30704344517108e-12,2.30704344517108e-12,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Hausdorff","low",1,236,3,"184;123;78",4.64961402713016e-13,1.10755848936606e-12,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Hausdorff","low",1,237,3,"166;198;270",5.07149877648772e-13,1.03916875104915e-12,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Hausdorff","low",2,236,2,"101;184",7.25752791197465e-13,7.25752791197465e-13,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Hausdorff","low",2,238,2,"123;70",2.69562150378988e-13,2.69562150378988e-13,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Hausdorff","low",2,239,2,"109;78",8.12239164815765e-13,8.12239164815765e-13,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Hausdorff","low",2,240,2,"166;270",4.37316849399849e-13,4.37316849399849e-13,"tolerance_near_tie"
"ScenarioI",32,"IMDS","Centers-Euclidean","low",1,151,2,"290;123",4.09450251481758e-13,4.09450251481758e-13,"tolerance_near_tie"
"ScenarioI",33,"IMDS","Int-Euclidean","low",1,59,2,"133;91",1.74527059471075e-12,1.74527059471075e-12,"tolerance_near_tie"
"ScenarioI",33,"IMDS","Int-Euclidean","low",1,62,3,"191;75;112",1.15418785640031e-12,2.46824782834665e-12,"tolerance_near_tie"
"ScenarioI",33,"IMDS","Int-Euclidean","low",1,63,2,"188;74",1.22479804076647e-12,1.22479804076647e-12,"tolerance_near_tie"
"ScenarioI",33,"IMDS","Int-Euclidean","low",2,57,3,"75;112;74",7.39963645912667e-14,3.08697511997025e-13,"tolerance_near_tie"
"ScenarioI",33,"IMDS","Hausdorff","low",3,217,2,"75;112",9.64506252643105e-16,9.64506252643105e-16,"tolerance_near_tie"
"ScenarioI",34,"IMDS","Int-Euclidean","low",2,59,4,"114;87;94;79",3.33066907387547e-16,4.18554080283684e-14,"tolerance_near_tie"
"ScenarioI",34,"IMDS","Int-Euclidean","low",300,28,2,"189;143",1.21014309684142e-12,1.21014309684142e-12,"tolerance_near_tie"
"ScenarioI",34,"IMDS","Hausdorff","low",1,228,4,"129;189;108;181",2.08721928629529e-13,2.98738811466137e-12,"tolerance_near_tie"
"ScenarioI",34,"IMDS","Hausdorff","low",2,234,4,"189;129;108;181",1.0946799022804e-13,1.12265752250096e-12,"tolerance_near_tie"
"ScenarioI",34,"IMDS","Hausdorff","low",53,230,2,"87;114",2.46330733588707e-15,2.46330733588707e-15,"tolerance_near_tie"
"ScenarioI",34,"IMDS","Hausdorff","low",151,231,3,"94;114;87",4.413136522885e-15,5.66491298314986e-14,"tolerance_near_tie"
"ScenarioI",34,"IMDS","Hausdorff","low",152,228,2,"114;94",1.29618538124987e-14,1.29618538124987e-14,"tolerance_near_tie"
"ScenarioI",35,"IMDS","Int-Euclidean","low",300,54,2,"166;115",3.49276163547074e-13,3.49276163547074e-13,"tolerance_near_tie"
"ScenarioI",36,"IMDS","Int-Euclidean","low",300,62,2,"164;114",1.7874590696465e-13,1.7874590696465e-13,"tolerance_near_tie"
"ScenarioI",36,"IMDS","Hausdorff","low",1,258,2,"179;114",2.68540745196333e-12,2.68540745196333e-12,"tolerance_near_tie"
"ScenarioI",36,"IMDS","Hausdorff","low",300,258,2,"115;114",8.35331803727968e-13,8.35331803727968e-13,"tolerance_near_tie"
"ScenarioI",36,"IMDS","Ichino-Yaguchi","low",1,297,2,"92;164",3.50830475781549e-14,3.50830475781549e-14,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Int-Euclidean","low",1,51,7,"98;100;108;80;192;122;112",2.57349697108111e-13,3.99480448720624e-12,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Int-Euclidean","low",1,69,2,"164;106",1.43196565716153e-12,1.43196565716153e-12,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Int-Euclidean","low",2,45,5,"103;98;80;100;108",4.6074255521944e-15,4.68403094089354e-13,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Int-Euclidean","low",2,46,2,"122;112",1.29896093881143e-14,1.29896093881143e-14,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Int-Euclidean","low",300,31,2,"81;70",1.11666231816798e-12,1.11666231816798e-12,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",1,214,2,"107;85",3.32756044940652e-12,3.32756044940652e-12,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",1,215,2,"176;111",1.69109171110904e-12,1.69109171110904e-12,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",1,217,3,"66;165;97",5.87530024631633e-13,1.20481402632322e-12,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",1,219,2,"71;175",8.58424442640171e-13,8.58424442640171e-13,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",1,222,2,"77;105",3.24984483768276e-12,3.24984483768276e-12,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",2,215,2,"97;176",6.14730488734949e-13,6.14730488734949e-13,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",2,219,3,"77;111;133",4.16222611931971e-13,9.13602526964041e-13,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",2,220,3,"175;72;71",2.16937579011756e-13,1.00341956965622e-12,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",2,221,2,"86;66",1.52544643583497e-13,1.52544643583497e-13,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Hausdorff","low",151,219,2,"68;72",3.55757090453324e-14,3.55757090453324e-14,"tolerance_near_tie"
"ScenarioI",37,"IMDS","Centers-Euclidean","low",300,156,2,"165;97",6.15063555642337e-14,6.15063555642337e-14,"tolerance_near_tie"
"ScenarioI",38,"IMDS","Int-Euclidean","low",1,54,3,"171;166;170",1.35247368859837e-12,2.88391532876631e-12,"tolerance_near_tie"
"ScenarioI",38,"IMDS","Int-Euclidean","low",1,70,2,"101;296",1.07469588783715e-13,1.07469588783715e-13,"tolerance_near_tie"
"ScenarioI",38,"IMDS","Hausdorff","low",300,240,2,"166;298",1.64179780881568e-12,1.64179780881568e-12,"tolerance_near_tie"
"ScenarioI",38,"IMDS","Ichino-Yaguchi","low",1,291,2,"286;290",1.19482201910159e-12,1.19482201910159e-12,"tolerance_near_tie"
"ScenarioI",38,"IMDS","Ichino-Yaguchi","low",300,290,2,"290;161",1.09312559004593e-12,1.09312559004593e-12,"tolerance_near_tie"
"ScenarioI",38,"IMDS","Centers-Euclidean","low",1,143,2,"171;109",1.96065386148803e-13,1.96065386148803e-13,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Int-Euclidean","low",1,66,2,"96;168",1.05337960576435e-12,1.05337960576435e-12,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Int-Euclidean","low",1,67,3,"95;94;124",1.90958360235527e-14,1.25810473150523e-12,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Int-Euclidean","low",2,66,4,"96;95;94;124",3.28070903776734e-14,6.46260822634304e-13,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Int-Euclidean","low",203,63,2,"163;141",3.34281213820731e-15,3.34281213820731e-15,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Hausdorff","low",1,211,2,"116;111",7.087663789207e-13,7.087663789207e-13,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Hausdorff","low",1,217,3,"91;190;123",1.34114941374719e-12,4.58211246723295e-12,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Hausdorff","low",1,219,2,"94;67",1.15196741035106e-12,1.15196741035106e-12,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Hausdorff","low",1,221,2,"163;179",4.46753745109163e-13,4.46753745109163e-13,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Hausdorff","low",1,223,2,"165;169",2.22222240608971e-12,2.22222240608971e-12,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Hausdorff","low",2,217,2,"190;101",8.57203197313083e-13,8.57203197313083e-13,"tolerance_near_tie"
"ScenarioI",39,"IMDS","Hausdorff","low",2,222,2,"109;67",4.88609153137531e-13,4.88609153137531e-13,"tolerance_near_tie"
"ScenarioI",40,"IMDS","Int-Euclidean","low",1,49,2,"73;89",1.30917499063798e-12,1.30917499063798e-12,"tolerance_near_tie"
"ScenarioI",40,"IMDS","Int-Euclidean","low",1,50,3,"91;72;79",4.57189841540639e-13,1.40998324127395e-12,"tolerance_near_tie"
"ScenarioI",40,"IMDS","Int-Euclidean","low",1,51,2,"142;80",1.68975944347949e-12,1.68975944347949e-12,"tolerance_near_tie"
"ScenarioI",40,"IMDS","Int-Euclidean","low",2,47,5,"73;72;89;91;80",3.08642000845794e-14,8.52429238307195e-13,"tolerance_near_tie"
"ScenarioI",40,"IMDS","Hausdorff","low",1,223,2,"126;67",8.96172025477426e-13,8.96172025477426e-13,"tolerance_near_tie"
"ScenarioI",40,"IMDS","Hausdorff","low",1,228,2,"100;99",2.69562150378988e-13,2.69562150378988e-13,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Int-Euclidean","low",1,53,5,"114;104;101;73;71",9.45910016980633e-14,2.50999221407255e-12,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Int-Euclidean","low",2,46,6,"139;114;104;73;101;71",5.93969318174459e-15,7.90478793533111e-13,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Int-Euclidean","low",53,47,2,"104;73",4.75661177112841e-15,4.75661177112841e-15,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Int-Euclidean","low",300,53,2,"168;297",5.46895861930352e-13,5.46895861930352e-13,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",1,202,2,"296;291",5.14699394216223e-13,5.14699394216223e-13,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",1,218,2,"89;68",1.38333788868295e-12,1.38333788868295e-12,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",1,220,6,"108;99;97;67;122;90",2.93098878501041e-14,7.50599582488576e-12,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",1,221,3,"169;144;140",2.54907206453936e-13,1.23678844943242e-12,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",2,228,2,"70;67",3.13082892944294e-14,3.13082892944294e-14,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",2,229,6,"91;108;99;97;122;90",6.55031584528842e-15,1.64024349658121e-12,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",53,226,2,"122;90",6.54337695138452e-15,6.54337695138452e-15,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",152,245,2,"104;73",9.05178709764698e-15,9.05178709764698e-15,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",155,229,2,"122;90",1.55847557081756e-14,1.55847557081756e-14,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Hausdorff","low",221,217,2,"122;90",1.44120826384153e-14,1.44120826384153e-14,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Ichino-Yaguchi","low",300,296,2,"198;140",6.83453293959246e-13,6.83453293959246e-13,"tolerance_near_tie"
"ScenarioI",41,"IMDS","Centers-Euclidean","low",1,138,2,"292;191",1.18816068095384e-12,1.18816068095384e-12,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Int-Euclidean","low",1,68,2,"185;77",8.97060203897126e-14,8.97060203897126e-14,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Int-Euclidean","low",2,61,2,"69;77",8.39883718128931e-14,8.39883718128931e-14,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Int-Euclidean","low",151,150,2,"73;185",1.42524880786254e-14,1.42524880786254e-14,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Int-Euclidean","low",252,50,2,"167;194",5.01682029252493e-15,5.01682029252493e-15,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Int-Euclidean","low",300,37,2,"69;185",8.1645801230934e-13,8.1645801230934e-13,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Hausdorff","low",1,191,2,"193;297",7.02993219192649e-13,7.02993219192649e-13,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Hausdorff","low",1,233,4,"69;167;78;70",1.82076576038526e-14,1.99840144432528e-12,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Hausdorff","low",1,234,3,"146;85;66",8.4776630160377e-13,2.30615526675138e-12,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Hausdorff","low",2,237,2,"69;78",1.97841742988203e-13,1.97841742988203e-13,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Hausdorff","low",2,238,3,"167;85;146",5.55111512312578e-15,2.07611705604904e-14,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Hausdorff","low",3,206,2,"69;77",1.51701567974172e-15,1.51701567974172e-15,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Wasserstein","low",300,216,2,"69;172",6.7479355436717e-13,6.7479355436717e-13,"tolerance_near_tie"
"ScenarioI",42,"IMDS","Centers-Euclidean","low",1,152,2,"73;74",5.15143483426073e-13,5.15143483426073e-13,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Int-Euclidean","low",1,50,2,"74;66",1.64712687933388e-12,1.64712687933388e-12,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Int-Euclidean","low",1,51,4,"124;178;82;168",9.01501095995627e-14,6.89448498292222e-13,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Int-Euclidean","low",2,49,5,"124;82;178;81;168",4.03566069451244e-14,8.38495939348149e-13,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Int-Euclidean","low",153,37,2,"110;75",2.48553348042302e-16,2.48553348042302e-16,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Hausdorff","low",1,241,3,"67;68;168",6.59472476627343e-13,2.20756746216466e-12,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Hausdorff","low",1,242,2,"75;116",3.02335934065923e-12,3.02335934065923e-12,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Hausdorff","low",2,247,4,"96;67;68;168",2.55351295663786e-13,1.30040422874345e-12,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Hausdorff","low",211,204,2,"172;134",3.31852600954363e-15,3.31852600954363e-15,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Hausdorff","low",300,240,2,"299;288",3.48165940522449e-13,3.48165940522449e-13,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Wasserstein","low",1,167,2,"168;176",2.06901162869144e-12,2.06901162869144e-12,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Centers-Euclidean","low",1,151,2,"175;149",9.09494701772928e-13,9.09494701772928e-13,"tolerance_near_tie"
"ScenarioI",43,"IMDS","Centers-Euclidean","low",2,142,2,"100;129",3.92741394961149e-13,3.92741394961149e-13,"tolerance_near_tie"
"ScenarioI",44,"IMDS","Int-Euclidean","low",1,38,6,"83;72;183;109;70;103",7.90478793533111e-14,2.77178280327917e-12,"tolerance_near_tie"
"ScenarioI",44,"IMDS","Int-Euclidean","low",2,35,5,"70;83;183;72;103",3.5527136788005e-14,3.09918757324112e-13,"tolerance_near_tie"
"ScenarioI",44,"IMDS","Int-Euclidean","low",2,36,2,"109;85",7.43294314986542e-14,7.43294314986542e-14,"tolerance_near_tie"
"ScenarioI",44,"IMDS","Int-Euclidean","low",300,38,2,"126;135",7.87592213669086e-13,7.87592213669086e-13,"tolerance_near_tie"
"ScenarioI",44,"IMDS","Int-Euclidean","low",300,39,4,"124;193;109;66",6.27942142727989e-13,2.47024622979097e-12,"tolerance_near_tie"
"ScenarioI",44,"IMDS","Hausdorff","low",1,227,4,"67;82;109;98",5.77315972805081e-13,3.43636230581978e-12,"tolerance_near_tie"
"ScenarioI",44,"IMDS","Hausdorff","low",2,237,3,"82;98;67",1.33004718350094e-13,8.76076988731711e-13,"tolerance_near_tie"
"ScenarioI",44,"IMDS","Wasserstein","low",1,154,2,"87;109",1.90958360235527e-12,1.90958360235527e-12,"tolerance_near_tie"
"ScenarioI",45,"IMDS","Int-Euclidean","low",1,57,4,"143;137;181;73",5.32907051820075e-15,9.01279051390702e-13,"tolerance_near_tie"
"ScenarioI",45,"IMDS","Int-Euclidean","low",1,59,2,"142;196",9.38360500413182e-13,9.38360500413182e-13,"tolerance_near_tie"
"ScenarioI",45,"IMDS","Int-Euclidean","low",1,66,2,"131;77",5.36681810103801e-13,5.36681810103801e-13,"tolerance_near_tie"
"ScenarioI",45,"IMDS","Int-Euclidean","low",2,57,4,"143;137;73;181",1.62092561595273e-14,2.28039809258007e-13,"tolerance_near_tie"
"ScenarioI",45,"IMDS","Int-Euclidean","low",155,55,2,"137;73",2.42861286636753e-14,2.42861286636753e-14,"tolerance_near_tie"
"ScenarioI",45,"IMDS","Hausdorff","low",1,241,2,"67;118",2.35811370430383e-13,2.35811370430383e-13,"tolerance_near_tie"
"ScenarioI",45,"IMDS","Hausdorff","low",151,235,3,"181;73;137",3.78169717762944e-14,1.28133614829551e-13,"tolerance_near_tie"
"ScenarioI",45,"IMDS","Hausdorff","low",220,151,2,"73;181",9.92478668693231e-16,9.92478668693231e-16,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",1,56,5,"104;87;86;114;290",3.10862446895044e-14,1.99040783854798e-12,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",1,57,2,"89;291",1.13775655563586e-12,1.13775655563586e-12,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",1,59,2,"69;294",3.05977465586693e-13,3.05977465586693e-13,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",2,53,4,"97;75;104;87",5.37903055430888e-14,3.49720252756924e-13,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",2,54,4,"89;71;86;114",1.25621735236336e-13,7.29138971422572e-13,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",188,51,2,"104;110",3.92394450265954e-15,3.92394450265954e-15,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",204,50,2,"120;86",2.4754504002189e-15,2.4754504002189e-15,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",211,52,2,"114;86",4.84595003014121e-15,4.84595003014121e-15,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Int-Euclidean","low",300,27,2,"70;289",8.72413252750448e-13,8.72413252750448e-13,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Hausdorff","low",1,235,2,"120;86",3.86357612569554e-13,3.86357612569554e-13,"tolerance_near_tie"
"ScenarioI",46,"IMDS","Hausdorff","low",272,233,2,"87;86",9.54097911787244e-16,9.54097911787244e-16,"tolerance_near_tie"
