"Method","Metric","K","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","Q_TC_spread","B_TC_spread","Q_RE_spread","B_RE_spread","Q_LC_spread","B_LC_spread","rep"
"SPCA","Ichino-Yaguchi",20,0.918675887445887,0.0486373902288188,0.905018925485612,0.068753776047085,0.45302,0.0795733333333333,4.60729746443178e-05,8.71985157698818e-05,3.81244684000137e-05,7.46725291688455e-05,0.000333333333333352,0.00166666666666665,10
"SPCA","Ichino-Yaguchi",40,0.927187028531663,0.0354316631871955,0.899793612146357,0.062779414396187,0.570975,0.0998433333333333,7.11551844119196e-05,0.000148225469728591,3.61002037699842e-05,6.36367129718263e-05,0.000250000000000083,0.0010833333333333,10
"SPCA","Ichino-Yaguchi",5,0.914777945205479,0.073366301369863,0.911771104330208,0.0819054999138716,0.234666666666667,0.0396133333333333,0.000220319634703259,0.000463470319634673,0.000106143005963455,0.000225984529697895,0,0.000666666666666677,10
"SPCA","Int-Euclidean",10,0.928838840070299,0.0396506854130053,0.920495664126384,0.0530303147619616,0.355,0.0621333333333333,2.34329232573494e-06,5.85823081433734e-06,6.201408293105e-06,1.14909125074128e-05,0,0.001,10
"SPCA","Int-Euclidean",20,0.931861372912801,0.029540185528757,0.9170468944843,0.0473362450865503,0.4775,0.0690666666666667,1.54607297464526e-06,3.71057513914863e-06,5.39891908635237e-06,9.87164993040274e-06,0,0.000500000000000028,10
"SPCA","Int-Euclidean",40,0.936215570633264,0.023952254697286,0.911089161998475,0.0437320077799835,0.591416666666667,0.0804316666666667,1.04384133614577e-06,2.7835768963147e-06,4.53201254657642e-06,8.41735115045261e-06,0,0.000333333333333324,10
"SPCA","Int-Euclidean",5,0.926194634703196,0.0516130136986301,0.92238769266104,0.0598230676477102,0.25,0.0482933333333333,5.70776255715e-06,9.13242009148441e-06,6.84925888561061e-06,1.57491940842164e-05,0,0.000666666666666663,10
"SPCA","Wasserstein",10,0.914105495020504,0.0641650146455771,0.908394117896302,0.0757694032539624,0.326666666666667,0.0633333333333333,3.5149384886024e-06,7.02987697709379e-06,1.37061946380301e-05,1.73231071120689e-05,0,0.00133333333333333,10
"SPCA","Wasserstein",20,0.916883914656772,0.0510689301175015,0.904455213809423,0.0691916246053067,0.448333333333333,0.08148,2.16450216450337e-06,4.94743351886484e-06,1.06247900583112e-05,1.39230342267038e-05,0,0.000999999999999973,10
"SPCA","Wasserstein",40,0.926244220598469,0.0365160821155184,0.899284266833199,0.0631437357547702,0.56725,0.10449,1.04384133603475e-06,2.08768267240256e-06,9.36426054198858e-06,1.20320560822312e-05,0,0.000500000000000028,10
"SPCA","Wasserstein",5,0.913271849315068,0.0758791324200913,0.911501643001862,0.0823017840883924,0.230666666666667,0.03732,6.84931506844677e-06,1.36986301370046e-05,1.60362887680066e-05,2.06708172355297e-05,0,0.00133333333333334,10
"V-PCA","Centers-Euclidean",10,0.909825659050967,0.0685018863503222,0.902119250970587,0.0849494166500482,0.31418,0.0695,4.68658465146987e-06,5.85823081433734e-06,1.27820090228825e-05,1.60135882918966e-05,0.000333333333333352,0.00100000000000001,10
"V-PCA","Centers-Euclidean",20,0.913981113172542,0.0540101422387137,0.898826863821489,0.0772265707794153,0.437166666666667,0.0876633333333333,1.85528756957432e-06,3.71057513914863e-06,1.06972026961971e-05,1.32090183176253e-05,0,0.000666666666666677,10
"V-PCA","Centers-Euclidean",40,0.924416743215031,0.038899304105776,0.894299757543511,0.0702022851724188,0.56075,0.10576,8.69867780028954e-07,1.39178844815735e-06,9.58386508220777e-06,1.11815686307803e-05,0,0.000499999999999945,10
"V-PCA","Centers-Euclidean",5,0.908082168949772,0.0819918264840183,0.904622932303074,0.0930637973603694,0.224,0.0523066666666667,9.13242009126236e-06,2.05479452055624e-05,1.78408839235367e-05,2.63306838595018e-05,0,0.00066666666666667,10
"V-PCA","Hausdorff",10,0.924469185705917,0.0571658113649678,0.91998444270149,0.0680813998740836,0.363,0.0633866666666667,3.51493848849138e-06,7.02987697720481e-06,1.02105623361881e-05,1.77821295355013e-05,0,0.000666666666666677,10
"V-PCA","Hausdorff",20,0.927478460111317,0.04475902288188,0.91597641081662,0.0619185662563841,0.474,0.0829366666666667,1.85528756957432e-06,3.71057513914863e-06,8.7815595386509e-06,1.47113692083103e-05,0,0.000833333333333297,10
"V-PCA","Hausdorff",40,0.933508406402227,0.0325502853166319,0.910055014864902,0.056707752280686,0.5925,0.101636666666667,1.04384133603475e-06,2.7835768963147e-06,7.71851847747307e-06,1.24579437453115e-05,0,5e-04,10
"V-PCA","Hausdorff",5,0.924176894977169,0.0683613698630137,0.923532013518058,0.0736596615563813,0.263333333333333,0.0437733333333333,6.84931506855779e-06,1.36986301370046e-05,1.529804529532e-05,2.28855476536172e-05,0,0.000666666666666663,10
"V-PCA","Ichino-Yaguchi",10,0.915329408318688,0.062764920913884,0.908881244297721,0.0752959745575692,0.3338,0.0612266666666667,0.000129466900995912,0.000277680140597591,7.16113360422765e-05,0.000150897097151381,0.000333333333333352,0.00133333333333334,10
"V-PCA","Ichino-Yaguchi",20,0.918593995052567,0.0487127396413111,0.90514768431569,0.0684488218196981,0.452646666666667,0.0792733333333333,4.01978973407768e-05,8.71985157699928e-05,4.09563720765727e-05,0.000103532945831,0.000333333333333297,0.00133333333333335,10
"V-PCA","Ichino-Yaguchi",40,0.92714586986778,0.0354251565762004,0.899910470168845,0.0624933567895197,0.570725,0.09998,7.72442588726774e-05,0.000144745998608253,4.36001865917746e-05,9.04110158778254e-05,0.000333333333333297,0.000916666666666677,10
"V-PCA","Ichino-Yaguchi",5,0.914908059360731,0.0730357534246575,0.91207123229241,0.0812744280663763,0.236666666666667,0.0397333333333333,0.000196347031963473,0.000463470319634784,9.59716514505882e-05,0.000245671022303148,0,0.000666666666666677,10
"V-PCA","Int-Euclidean",10,0.928883386057411,0.0394234329232572,0.920302416868199,0.0532866434146479,0.354333333333333,0.0618666666666667,2.92911540722418e-06,5.85823081433734e-06,8.1219335498206e-06,1.75303580390099e-05,0,0.00100000000000001,10
"V-PCA","Int-Euclidean",20,0.93184329004329,0.0295045392702535,0.916856613444088,0.0475962609308546,0.476666666666667,0.0684933333333333,2.16450216450337e-06,3.71057513914863e-06,6.5207365295139e-06,1.38662112598165e-05,0,0.000666666666666677,10
"V-PCA","Int-Euclidean",40,0.936230716771051,0.0238475295755045,0.910923266562928,0.0439463179093317,0.591583333333333,0.0804183333333333,1.04384133603475e-06,2.08768267218051e-06,5.56221069647478e-06,1.19495687644633e-05,0,0.000416666666666649,10
"V-PCA","Int-Euclidean",5,0.925963904109589,0.0519416894977169,0.922024433398135,0.0604212203984874,0.250666666666667,0.0489733333333333,4.56621004563118e-06,9.13242009137338e-06,1.02533815652395e-05,2.28035206010849e-05,0,0.000666666666666663,10
"V-PCA","Wasserstein",10,0.913825905096661,0.0646912009373169,0.908132213257212,0.0762686281508474,0.326666666666667,0.0627133333333333,3.5149384886024e-06,7.02987697709379e-06,1.12844291764169e-05,1.72770513504616e-05,0,0.00133333333333333,10
"V-PCA","Wasserstein",20,0.917110111317254,0.0505412121212121,0.904347930297835,0.069366771693425,0.4485,0.08087,2.7829313544725e-06,3.71057513914863e-06,9.62579194541124e-06,1.45378889057357e-05,0,0.000833333333333353,10
"V-PCA","Wasserstein",40,0.926273990953375,0.0363842519137091,0.899140306650953,0.0633886295367095,0.567416666666667,0.103601666666667,1.21781489215156e-06,2.43562978430312e-06,8.6065902747956e-06,1.22429979445698e-05,0,0.000416666666666676,10
"V-PCA","Wasserstein",5,0.913190890410959,0.0759798630136986,0.911261655634028,0.0827501259115256,0.231333333333333,0.0374,7.99086757996559e-06,1.1415525114189e-05,1.64054105044054e-05,2.4115953441442e-05,0,0.00133333333333334,10
"C-PCA","Centers-Euclidean",10,0.8982589923843,0.0884621675454013,0.892448948631399,0.103029959825559,0.298333333333333,0.0568866666666667,4.68658465146987e-06,1.17164616286747e-05,2.14520061352363e-05,1.47086750479086e-05,0,0.00133333333333335,11
"C-PCA","Centers-Euclidean",20,0.900115021645022,0.0766020902906617,0.887759874192953,0.0963643721089076,0.396166666666667,0.0710266666666667,2.16450216450337e-06,6.18429189858105e-06,1.77004139265691e-05,1.13380136234909e-05,0,0.000666666666666649,11
"C-PCA","Centers-Euclidean",40,0.907975678496869,0.0581182881002088,0.88188632849561,0.0887195198723916,0.529166666666667,0.100106666666667,1.73973556027995e-06,2.7835768963147e-06,1.54788526987026e-05,9.54624925117442e-06,0,0.000416666666666676,11
"C-PCA","Centers-Euclidean",5,0.90003399543379,0.100257945205479,0.896030497658128,0.110470129848824,0.224666666666667,0.0330933333333333,1.02739726028922e-05,1.59817351599312e-05,2.98578471180644e-05,1.80459515548292e-05,0,0.002,11
"C-PCA","Hausdorff",10,0.914835125951962,0.0698212067955477,0.911466306833002,0.0793665787462179,0.331,0.06228,4.10076157009165e-06,1.05448154656962e-05,2.25627175846066e-05,1.47286325445778e-05,0,0.00133333333333335,11
"C-PCA","Hausdorff",20,0.915562640692641,0.0590584415584415,0.906217726715299,0.0739951756387879,0.43206,0.08501,3.40136054421958e-06,5.56586270872295e-06,1.85555761683664e-05,1.24789182030793e-05,0.000166666666666648,0.00116666666666668,11
"C-PCA","Hausdorff",40,0.919201388308977,0.0499158733472512,0.899030127715003,0.0697630470359617,0.558583333333333,0.102456666666667,1.04384133614577e-06,2.08768267229154e-06,1.61969091415637e-05,1.09370575993029e-05,0,0.000666666666666649,11
"C-PCA","Hausdorff",5,0.917090799086758,0.0804537442922374,0.915675970995234,0.0849337287037265,0.268666666666667,0.02624,6.84931506855779e-06,1.82648401826357e-05,2.86274413301424e-05,1.96044655527416e-05,0,0.002,11
"C-PCA","Ichino-Yaguchi",10,0.90310258933802,0.079880820152314,0.899416622859961,0.0908323269995915,0.310306666666667,0.0543733333333333,0.000124780316344442,0.000243702401874657,6.84250449389801e-05,0.00011302237404251,0.000666666666666649,0.00166666666666668,11
"C-PCA","Ichino-Yaguchi",20,0.90491550401979,0.0683281261595547,0.894501387744283,0.0848135634301056,0.403403333333333,0.0756433333333333,0.000191713048855791,0.000351267779839182,6.5648397790663e-05,9.05756293707594e-05,5e-04,0.001,11
"C-PCA","Ichino-Yaguchi",40,0.909786343075852,0.0552559290187891,0.887556569602929,0.0790748360893378,0.532786666666667,0.0956016666666667,3.49686847599395e-05,6.43702157271386e-05,4.28431636740889e-05,5.0828886855675e-05,8.33333333334352e-05,0.000750000000000028,11
"C-PCA","Ichino-Yaguchi",5,0.90674399543379,0.0884308219178082,0.904142828784933,0.0961563862161741,0.244,0.03112,3.76712328767903e-05,7.53424657534696e-05,5.21692054039624e-05,8.52261075703076e-05,0,0.002,11
"C-PCA","Int-Euclidean",10,0.917549736379613,0.0582800702987698,0.908766064779271,0.0752118389405455,0.341,0.0582733333333333,4.68658465135885e-06,8.20152313996125e-06,1.28334379566608e-05,1.40945982271684e-05,0,0.00133333333333333,11
"C-PCA","Int-Euclidean",20,0.918653271490414,0.0477918119975263,0.904672686581386,0.0684175508025789,0.438,0.0639966666666667,2.7829313544725e-06,4.32900432900674e-06,1.03748849973329e-05,1.16495887869661e-05,0,0.001,11
"C-PCA","Int-Euclidean",40,0.919153959638135,0.0418090327070285,0.897308685857625,0.0639770543320308,0.55362,0.0780033333333333,1.73973556016893e-06,2.08768267229154e-06,8.44947928357875e-06,1.00226345230714e-05,8.33333333333242e-05,5e-04,11
"C-PCA","Int-Euclidean",5,0.91524399543379,0.0755290867579909,0.910255369080723,0.0849078508091969,0.246666666666667,0.04928,1.02739726026702e-05,1.59817351598202e-05,1.25091255095411e-05,1.54210858741566e-05,0,0.00133333333333334,11
"C-PCA","Wasserstein",10,0.901644381956649,0.0843252489748096,0.900045724451756,0.0907460646810186,0.307,0.05088,4.68658465135885e-06,8.20152313996125e-06,2.39351792789e-05,1.42619341608752e-05,0,0.00100000000000001,11
"C-PCA","Wasserstein",20,0.903889233147805,0.0712626468769326,0.894913171117789,0.0848763502160623,0.403166666666667,0.07369,2.16450216461439e-06,5.56586270872295e-06,1.99273041643355e-05,1.02451864293501e-05,0,0.000666666666666677,11
"C-PCA","Wasserstein",40,0.90927332289492,0.0570290535838552,0.887924177986958,0.0791658649175557,0.5325,0.095465,1.21781489215156e-06,2.43562978430312e-06,1.7094234048054e-05,9.17027960209427e-06,0,0.000583333333333297,11
"C-PCA","Wasserstein",5,0.905586324200913,0.0917717351598173,0.90531492974383,0.0948721345899878,0.23628,0.0164266666666667,1.1415525114189e-05,1.36986301370046e-05,2.90375765927831e-05,1.78818974497785e-05,0.000666666666666677,0.002,11
"IMDS","Centers-Euclidean",10,0.543667404803749,-0.046639273579379,0.543007362243763,-0.0753148228165769,0.0555066666666667,-0.00484,0.000230814294083115,0.000462800234329319,0.000481892947066687,0.00095625117154341,0.000333333333333338,0.000333333333333335,11
"IMDS","Centers-Euclidean",20,0.540852319109462,-0.0339210636982065,0.538264116282837,-0.0661175714582969,0.09475,-0.00499666666666666,0.000283858998144648,0.000557823129251678,0.000413979090743921,0.000833507984975779,5e-04,0.000666666666666663,11
"IMDS","Centers-Euclidean",40,0.540977846207376,-0.0157889144050104,0.531384653268313,-0.056469065407018,0.153776666666667,-0.00764166666666667,0.000151356993736917,0.000298190675017462,0.000322655774483427,0.000636423628910754,0.000333333333333352,5e-04,11
"IMDS","Centers-Euclidean",5,0.548438470319635,-0.0766034246575342,0.547518426557078,-0.0910831852745035,0.02432,0.00301333333333333,0.000795662100456562,0.00158904109589031,0.000550442535948381,0.00111474764377295,0.000666666666666666,0.000666666666666668,11
"IMDS","Hausdorff",10,0.553453837141183,-0.0510903573520797,0.55024034524627,-0.0637591869500079,0.0578533333333333,-0.00486,0.000374340949033436,0.000766256590509662,0.000270729583135454,0.00051194970465207,0.000333333333333338,0.001,11
"IMDS","Hausdorff",20,0.552558707482993,-0.0319877179962893,0.54603839961114,-0.0546218710665696,0.0963333333333333,-0.00533666666666667,1.91713048856013e-05,5.44217687075133e-05,0.000180352001373119,0.00033958842157189,0,0.000333333333333331,11
"IMDS","Hausdorff",40,0.555860915100905,-0.0205746485734168,0.540344395772172,-0.0483549446151667,0.160416666666667,-0.00925166666666666,1.37439109255677e-05,2.12247738343718e-05,0.000157032348457209,0.000294750591618098,0,0.000166666666666676,11
"IMDS","Hausdorff",5,0.547316324200913,-0.0624429680365297,0.550267075161388,-0.0708567430338526,0.0286666666666667,0.00333333333333333,6.84931506849118e-05,0.000134703196347008,0.000257934066655197,0.00049257245039408,0,0,11
"IMDS","Ichino-Yaguchi",10,0.552340550673697,-0.0483906268306971,0.547368762710431,-0.0669944290029711,0.0543333333333333,0,4.56942003514982e-05,9.02167545401289e-05,0.000377727095970837,0.000736334910129088,0,0,11
"IMDS","Ichino-Yaguchi",20,0.545898528138528,-0.029095064935065,0.541817144620495,-0.0563942186907429,0.09583,-0.00217666666666667,0.000170377241805797,0.000327149041434716,0.000341716441036755,0.000685120081124979,0.000333333333333338,0.00066666666666667,11
"IMDS","Ichino-Yaguchi",40,0.55139593249826,-0.0132548573416841,0.536355152598654,-0.0477943591374553,0.157046666666667,-0.003475,0.000165274878218491,0.000334029227557431,0.000256974755390438,0.00050300467011366,0.000333333333333352,0.000500000000000014,11
"IMDS","Ichino-Yaguchi",5,0.549241392694064,-0.0638854337899544,0.548872659563124,-0.0771935362682613,0.0226666666666667,0.004,0.000461187214611858,0.000936073059360831,0.00053210948970972,0.0010230413990534,0,0,11
"IMDS","Int-Euclidean",10,0.523012407732865,-0.0148521851200937,0.52385198278497,-0.044057947881151,0.047,-0.003,4.68658465143656e-05,8.08435852373002e-05,0.000332346818920914,0.000646863917352691,0,0,11
"IMDS","Int-Euclidean",20,0.518695757575758,0.00600905380333948,0.518167738403209,-0.0314720103731972,0.0829166666666667,-0.00508333333333333,9.15275200989996e-05,0.000179344465058628,0.000283782429972401,0.000574421100053957,0.000166666666666676,0.000166666666666669,11
"IMDS","Int-Euclidean",40,0.524147536534447,0.0164601809324983,0.512258665312686,-0.0235203005685049,0.143358333333333,-0.00184,0.000208420320111369,0.000324286708420329,0.000238557355692115,0.000462577387116025,0.000416666666666676,5e-04,11
"IMDS","Int-Euclidean",5,0.527358835616438,-0.0434061643835616,0.528518730057173,-0.0588812609198514,0.0256533333333333,0.00101333333333333,0.000526255707762546,0.00104109589041101,0.000493392720919306,0.000949873268203782,0.000666666666666666,0.000666666666666666,11
"IMDS","Wasserstein",10,0.551163784417106,-0.0543496895137668,0.547143454992698,-0.0739306514756343,0.054,-0.009,9.25600468659749e-05,0.000198008201523159,0.000245972308512865,0.000488757558326114,0,0,11
"IMDS","Wasserstein",20,0.545930538033395,-0.037764700061843,0.541979495442996,-0.0646726137965912,0.0941666666666667,-0.00883333333333333,0.000158627087198493,0.000318491032776702,0.000220512208378487,0.000418911073808759,0.000333333333333338,0.000333333333333331,11
"IMDS","Wasserstein",40,0.550090316631872,-0.0192450173973556,0.536225791352152,-0.0554197407549128,0.15892,-0.00885833333333333,0.000133089770354866,0.000263743910925429,0.000167855496999048,0.000324608024012962,0.000333333333333324,0.000416666666666676,11
"IMDS","Wasserstein",5,0.548896141552511,-0.073914200913242,0.548661949290876,-0.0845447925125706,0.0229866666666667,0.00101333333333333,0.000671232876712224,0.00131506849315077,0.000365881667774071,0.000726841712396731,0.000666666666666666,0.000666666666666668,11
"Int-UMAP","Centers-Euclidean",10,0.819234809607499,0.0339884475688342,0.83285002321978,0.0459587897958241,0.321,0.0335333333333333,4.68658465135885e-06,1.05448154656962e-05,9.8559329724246e-06,2.70147745347893e-05,0,0.000333333333333324,11
"Int-UMAP","Centers-Euclidean",20,0.80026061842919,0.0223561410018553,0.818783075076044,0.0399755765638232,0.340666666666667,0.0249333333333333,3.40136054421958e-06,4.94743351886484e-06,8.50852016276438e-06,2.17310577646512e-05,0,0.000166666666666648,11
"Int-UMAP","Centers-Euclidean",40,0.788906579679889,0.0162960542797495,0.804566486497496,0.0356267545505349,0.410833333333333,0.0253433333333333,1.73973556016893e-06,2.7835768963147e-06,6.92303685079221e-06,1.8317211577884e-05,0,0.000166666666666676,11
"Int-UMAP","Centers-Euclidean",5,0.837217260273973,0.0421566210045662,0.845024310357556,0.0517098358638679,0.300666666666667,0.024,1.02739726026702e-05,1.82648401826357e-05,1.41496665599927e-05,2.82993331200687e-05,0,0,11
"Int-UMAP","Hausdorff",10,0.831363468072642,0.0403067838312829,0.848543711937792,0.035913357383652,0.328333333333333,0.00973333333333333,4.68658465146987e-06,7.02987697709379e-06,1.56773812325373e-05,2.15494908305525e-05,0,0.001,11
"Int-UMAP","Hausdorff",20,0.80529902288188,0.0350033642547929,0.831459036859993,0.0347449248573507,0.340666666666667,0.00679666666666666,3.09214594929053e-06,4.94743351886484e-06,1.2628407489057e-05,1.82379637918006e-05,0,0.000666666666666677,11
"Int-UMAP","Hausdorff",40,0.785393176757133,0.0399199652052888,0.81386961823167,0.0359481904531656,0.406083333333333,0.01598,1.04384133614577e-06,2.43562978430312e-06,1.13091865999726e-05,1.54872871734879e-05,0,0.000416666666666676,11
"Int-UMAP","Hausdorff",5,0.849554086757991,0.0407222374429224,0.861719382992511,0.0346607000188662,0.309333333333333,-0.0052,9.13242009126236e-06,1.59817351597091e-05,2.05067631304789e-05,2.90375765927553e-05,0,0.00200000000000002,11
"Int-UMAP","Ichino-Yaguchi",10,0.831562167545401,0.0237697246631517,0.852739346434969,0.0269550306938623,0.341,0.0141,4.10076156998063e-06,9.37316930293974e-06,1.61686426891627e-05,1.87339486076299e-05,0,0.001,11
"Int-UMAP","Ichino-Yaguchi",20,0.808150018552876,0.0153833024118738,0.836074474566005,0.0234335209372036,0.359166666666667,0.01255,2.7829313544725e-06,5.56586270872295e-06,1.37935083568408e-05,1.36538885872062e-05,0,5e-04,11
"Int-UMAP","Ichino-Yaguchi",40,0.789099839944328,0.0172330549756437,0.818606168108645,0.0225829042927502,0.414416666666667,0.013025,1.91370911617472e-06,3.82741823257149e-06,1.14992386442969e-05,1.22571122691539e-05,0,0.000416666666666676,11
"Int-UMAP","Ichino-Yaguchi",5,0.853719315068493,0.0251009132420092,0.867794692029431,0.02847009211638,0.332666666666667,0.00953333333333333,6.84931506844677e-06,1.36986301371156e-05,1.85381138699814e-05,2.19012230233268e-05,0,0.00200000000000002,11
"Int-UMAP","Int-Euclidean",10,0.806278746338606,0.0424719625073228,0.815437373191218,0.0515346539669439,0.315666666666667,0.01314,2.92911540711316e-06,5.85823081433734e-06,1.10019538388517e-05,2.22710310948393e-05,0,0.000333333333333324,11
"Int-UMAP","Int-Euclidean",20,0.791535027829314,0.0235603463203463,0.803856111807372,0.0432789121327974,0.3405,0.0164033333333333,2.47371675943242e-06,4.94743351886484e-06,9.15589069483413e-06,1.85857375754328e-05,0,0.000166666666666676,11
"Int-UMAP","Int-Euclidean",40,0.781339363256785,0.0222336882393876,0.790951571301923,0.0399123872932321,0.406166666666667,0.016535,1.73973556027995e-06,2.43562978430312e-06,7.77669454055108e-06,1.56592280036449e-05,0,8.33333333333519e-05,11
"Int-UMAP","Int-Euclidean",5,0.818333196347032,0.0442417351598174,0.824623755854681,0.0546175111351724,0.278666666666667,0.0116133333333333,1.25570776255968e-05,2.51141552511935e-05,1.47648694539537e-05,2.8299333120041e-05,0,0.000666666666666663,11
"Int-UMAP","Wasserstein",10,0.822446280023433,0.034777223198594,0.843457050377174,0.0360357842213882,0.329,0.0108333333333333,6.44405389582658e-06,1.52314001171661e-05,1.47278649486049e-05,2.14420273869365e-05,0,0.000333333333333352,11
"Int-UMAP","Wasserstein",20,0.802379690785405,0.0238750278293135,0.828077337945269,0.0318909117865613,0.348333333333333,0.00741666666666667,2.16450216450337e-06,4.32900432900674e-06,1.27494134032347e-05,1.8339492682623e-05,0,0.000166666666666676,11
"Int-UMAP","Wasserstein",40,0.786956290883786,0.0211351704940849,0.81182036118641,0.0298206095403806,0.409,0.0124583333333333,1.39178844804633e-06,2.43562978430312e-06,1.09776655419225e-05,1.56574548569044e-05,0,8.33333333333519e-05,11
"Int-UMAP","Wasserstein",5,0.845724771689498,0.0353756621004566,0.858745767814225,0.036654836725152,0.316373333333333,0.00166666666666667,9.13242009137338e-06,1.59817351598202e-05,2.03427090255115e-05,2.86274413301285e-05,0.000666666666666649,0.000666666666666663,11
"MR-PCA","Centers-Euclidean",10,0.898258840070299,0.0884625659050967,0.892446684821848,0.103032107651351,0.298333333333333,0.05678,6.44405389571556e-06,1.05448154656962e-05,2.17628825256444e-05,1.72033621319984e-05,0,0.00166666666666668,11
"MR-PCA","Centers-Euclidean",20,0.900115003092146,0.0766022263450834,0.887758039515937,0.0963661337871087,0.396166666666667,0.0709633333333333,2.47371675943242e-06,4.94743351886484e-06,1.73702589983948e-05,1.48764353900405e-05,0,0.001,11
"MR-PCA","Centers-Euclidean",40,0.907975567153793,0.058118121085595,0.881884696390777,0.0887209397342021,0.529166666666667,0.100058333333333,1.39178844826837e-06,3.1315240084373e-06,1.53657808369401e-05,1.3230228570249e-05,0,0.000583333333333352,11
"MR-PCA","Centers-Euclidean",5,0.900033835616438,0.100258356164384,0.896027614407232,0.110472976187547,0.224666666666667,0.03292,7.99086758007661e-06,1.59817351599312e-05,2.71919679110111e-05,2.37058181788152e-05,0,0.002,11
"MR-PCA","Hausdorff",10,0.909772009373169,0.0729105330990041,0.907988621985516,0.0800738089020567,0.324,0.0555333333333333,5.85823081422632e-06,1.17164616284526e-05,2.14819423801638e-05,2.47519014504871e-05,0,0.00100000000000001,11
"MR-PCA","Hausdorff",20,0.910169604205318,0.0634215337043908,0.902376704813699,0.075364868876711,0.42109,0.0700366666666667,3.40136054421958e-06,4.32900432900674e-06,1.85093523172863e-05,2.02420572358031e-05,0.000166666666666704,0.000666666666666677,11
"MR-PCA","Hausdorff",40,0.914824290187891,0.0532589491997216,0.895189838368387,0.0711243427932517,0.548166666666667,0.091305,1.04384133625679e-06,1.39178844826837e-06,1.64886709587142e-05,1.6807338496877e-05,0,0.000416666666666704,11
"MR-PCA","Hausdorff",5,0.914713926940639,0.079444200913242,0.91346857707672,0.0837103313072651,0.261333333333333,0.0187333333333333,7.99086757985457e-06,1.36986301370046e-05,2.89555495401883e-05,3.20725775360686e-05,0,0.00133333333333334,11
"MR-PCA","Ichino-Yaguchi",10,0.899852407732865,0.0854925600468659,0.898772780031696,0.0912462926723902,0.302386666666667,0.0508733333333333,4.68658465143656e-05,8.7873462214505e-05,7.62476160386383e-05,0.000131905236279137,0.000666666666666649,0.00166666666666666,11
"MR-PCA","Ichino-Yaguchi",20,0.902571583178726,0.0722813481756339,0.89362087197962,0.0856433213653095,0.403056666666667,0.07415,2.47371675943242e-06,3.71057513914863e-06,5.53710555746267e-05,8.80814553616827e-05,0.000166666666666648,0.001,11
"MR-PCA","Ichino-Yaguchi",40,0.908428983994433,0.0573172860125261,0.886709806264349,0.0798909601484108,0.531166666666667,0.0996283333333333,1.21781489226258e-06,2.43562978419209e-06,4.77733714679962e-05,7.61862024088872e-05,0,0.00058333333333338,11
"MR-PCA","Ichino-Yaguchi",5,0.905289817351598,0.0909361643835617,0.904704583671695,0.0944091821082593,0.236306666666667,0.0285866666666667,1.25570776255968e-05,1.36986301370046e-05,7.94432003674572e-05,0.000136246934238929,0.000666666666666677,0.00266666666666668,11
"MR-PCA","Int-Euclidean",10,0.892304358523726,0.0938871236086701,0.882536105613844,0.113665539006697,0.282333333333333,0.0615133333333333,4.10076156998063e-06,9.37316930282872e-06,2.08709359437176e-05,1.47516604253189e-05,0,0.000333333333333352,11
"MR-PCA","Int-Euclidean",20,0.897268936301793,0.0778093877551021,0.879669892222351,0.104317183198198,0.380833333333333,0.0742,1.23685837971621e-06,3.71057513914863e-06,1.73141729625792e-05,1.09895384618197e-05,0,0.000333333333333352,11
"MR-PCA","Int-Euclidean",40,0.906374272790536,0.0586999443284621,0.874743704343627,0.0955707462493444,0.524333333333333,0.10132,1.39178844804633e-06,2.08768267229154e-06,1.52110077502599e-05,1.00024511584806e-05,0,0.000416666666666676,11
"MR-PCA","Int-Euclidean",5,0.892422100456621,0.107289315068493,0.884588923887098,0.12302386331012,0.195333333333333,0.04236,7.99086757996559e-06,1.59817351599312e-05,2.64127109120826e-05,1.59132481892532e-05,0,0.000666666666666677,11
"MR-PCA","Wasserstein",10,0.89865424721734,0.0888504276508495,0.897107734282205,0.0949414046362493,0.300333333333333,0.0521133333333333,5.85823081422632e-06,1.05448154658072e-05,2.21259554460396e-05,1.85220921044699e-05,0,0.00166666666666668,11
"MR-PCA","Wasserstein",20,0.901671175015461,0.0746532714904144,0.892254356310803,0.0886341396789081,0.400723333333333,0.0732966666666667,2.7829313544725e-06,4.32900432900674e-06,1.88246385307567e-05,1.65225463984592e-05,0.000166666666666648,0.001,11
"MR-PCA","Wasserstein",40,0.90847443980515,0.0579498816979819,0.885677548233825,0.0822291193852718,0.531,0.0971,1.04384133614577e-06,2.08768267206949e-06,1.6193896126393e-05,1.45671793331664e-05,0,0.000500000000000028,11
"MR-PCA","Wasserstein",5,0.903523744292237,0.0943723287671233,0.902667168672228,0.0984850128372337,0.234666666666667,0.0255866666666667,6.84931506844677e-06,2.05479452054513e-05,2.91196036452668e-05,2.32136558637325e-05,0,0.00200000000000002,11
"SPCA","Centers-Euclidean",10,0.898258547158758,0.0884624018746339,0.892450320494369,0.103032054042445,0.298333333333333,0.0568533333333333,5.27240773284809e-06,9.37316930293974e-06,1.95422272228907e-05,1.74766263171811e-05,0,0.00166666666666669,11
"SPCA","Centers-Euclidean",20,0.900115095856524,0.0766023376623376,0.887761152983245,0.0963661079376259,0.396166666666667,0.0710033333333333,2.47371675943242e-06,4.94743351886484e-06,1.6045474876436e-05,1.45453953607766e-05,0,0.00100000000000003,11
