"IDR","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","rep","kind"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,10,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,10,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,10,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,10,"minP"
"SPCA","Int-Euclidean",0.003,0.253,0.003,0.105,0.001,0.001,10,"minP"
"SPCA","Hausdorff",0.003,0.025,0.003,0.009,0.001,0.001,10,"minP"
"SPCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"SPCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"SPCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"IMDS","Int-Euclidean",0.614,0.029,0.822,0.045,0.759,1,10,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.008,0.131,10,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.008,0.052,10,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.008,0.035,10,"minP"
"IMDS","Centers-Euclidean",1,1,1,1,1,1,10,"minP"
"Int-UMAP","Int-Euclidean",0.005,0.096,0.004,0.482,0.003,1,10,"minP"
"Int-UMAP","Hausdorff",0.005,0.999,0.004,1,0.003,0.986,10,"minP"
"Int-UMAP","Ichino-Yaguchi",0.005,0.027,0.004,0.011,0.003,0.039,10,"minP"
"Int-UMAP","Wasserstein",0.005,0.961,0.004,0.396,0.003,0.781,10,"minP"
"Int-UMAP","Centers-Euclidean",0.005,0.005,0.004,0.004,0.003,0.015,10,"minP"
"C-PCA","Int-Euclidean",0.001,0.013,0.001,0.007,0.001,0.001,11,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"V-PCA","Int-Euclidean",0.001,0.02,0.001,0.009,0.001,0.001,11,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"SPCA","Int-Euclidean",0.001,0.022,0.001,0.004,0.001,0.001,11,"raw"
"SPCA","Hausdorff",0.001,0.002,0.001,0.001,0.001,0.001,11,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,11,"raw"
"IMDS","Int-Euclidean",0.186,0.163,0.345,0.386,0.448,0.303,11,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.003,11,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.087,11,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.052,11,"raw"
"IMDS","Centers-Euclidean",0.882,0.934,0.836,0.945,0.939,0.316,11,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.004,0.001,0.025,0.001,0.333,11,"raw"
"Int-UMAP","Hausdorff",0.001,0.924,0.001,0.713,0.001,0.001,11,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.007,0.001,0.001,11,"raw"
"Int-UMAP","Wasserstein",0.001,0.503,0.001,0.268,0.001,0.001,11,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,1,11,"raw"
"C-PCA","Int-Euclidean",0.002,0.089,0.002,0.048,0.001,0.001,11,"minP"
"C-PCA","Hausdorff",0.002,0.002,0.002,0.002,0.001,0.001,11,"minP"
"C-PCA","Ichino-Yaguchi",0.002,0.002,0.002,0.002,0.001,0.001,11,"minP"
"C-PCA","Wasserstein",0.002,0.002,0.002,0.002,0.001,0.001,11,"minP"
"C-PCA","Centers-Euclidean",0.002,0.002,0.002,0.002,0.001,0.001,11,"minP"
"V-PCA","Int-Euclidean",0.002,0.137,0.002,0.059,0.001,0.001,11,"minP"
"V-PCA","Hausdorff",0.002,0.002,0.002,0.002,0.001,0.001,11,"minP"
"V-PCA","Ichino-Yaguchi",0.002,0.002,0.002,0.002,0.001,0.001,11,"minP"
"V-PCA","Wasserstein",0.002,0.002,0.002,0.002,0.001,0.001,11,"minP"
"V-PCA","Centers-Euclidean",0.002,0.002,0.002,0.002,0.001,0.001,11,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,11,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,11,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,11,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,11,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,11,"minP"
"SPCA","Int-Euclidean",0.003,0.149,0.002,0.026,0.001,0.001,11,"minP"
"SPCA","Hausdorff",0.003,0.009,0.002,0.002,0.001,0.001,11,"minP"
"SPCA","Ichino-Yaguchi",0.003,0.003,0.002,0.002,0.001,0.001,11,"minP"
"SPCA","Wasserstein",0.003,0.003,0.002,0.002,0.001,0.001,11,"minP"
"SPCA","Centers-Euclidean",0.003,0.003,0.002,0.002,0.001,0.001,11,"minP"
"IMDS","Int-Euclidean",0.724,0.688,0.93,0.948,0.988,0.926,11,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.007,0.024,11,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.007,0.495,11,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.007,0.336,11,"minP"
"IMDS","Centers-Euclidean",1,1,1,1,1,0.94,11,"minP"
"Int-UMAP","Int-Euclidean",0.004,0.027,0.004,0.167,0.003,0.934,11,"minP"
"Int-UMAP","Hausdorff",0.004,1,0.004,1,0.003,0.003,11,"minP"
"Int-UMAP","Ichino-Yaguchi",0.004,0.004,0.004,0.051,0.003,0.003,11,"minP"
"Int-UMAP","Wasserstein",0.004,0.99,0.004,0.851,0.003,0.003,11,"minP"
"Int-UMAP","Centers-Euclidean",0.004,0.004,0.004,0.004,0.003,1,11,"minP"
"C-PCA","Int-Euclidean",0.001,0.027,0.001,0.012,0.001,0.001,12,"raw"
"C-PCA","Hausdorff",0.001,0.002,0.001,0.002,0.001,0.001,12,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"V-PCA","Int-Euclidean",0.001,0.027,0.001,0.006,0.001,0.001,12,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"SPCA","Int-Euclidean",0.001,0.016,0.001,0.004,0.001,0.001,12,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,12,"raw"
"IMDS","Int-Euclidean",0.997,0.095,0.991,0.113,0.713,0.954,12,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.545,12,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.376,12,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.003,0.004,12,"raw"
"IMDS","Centers-Euclidean",0.89,0.871,0.87,0.837,0.382,0.307,12,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.003,0.001,0.075,0.001,0.001,12,"raw"
"Int-UMAP","Hausdorff",0.001,0.545,0.001,0.903,0.001,0.001,12,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.03,0.001,0.035,0.001,0.001,12,"raw"
"Int-UMAP","Wasserstein",0.001,0.39,0.001,0.167,0.001,0.001,12,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.883,12,"raw"
"C-PCA","Int-Euclidean",0.003,0.178,0.003,0.076,0.001,0.001,12,"minP"
"C-PCA","Hausdorff",0.003,0.01,0.003,0.011,0.001,0.001,12,"minP"
"C-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,12,"minP"
"C-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,12,"minP"
"C-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,12,"minP"
"V-PCA","Int-Euclidean",0.002,0.163,0.002,0.038,0.001,0.001,12,"minP"
"V-PCA","Hausdorff",0.002,0.002,0.002,0.002,0.001,0.001,12,"minP"
"V-PCA","Ichino-Yaguchi",0.002,0.002,0.002,0.002,0.001,0.001,12,"minP"
"V-PCA","Wasserstein",0.002,0.002,0.002,0.002,0.001,0.001,12,"minP"
"V-PCA","Centers-Euclidean",0.002,0.002,0.002,0.002,0.001,0.001,12,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,12,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,12,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,12,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,12,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,12,"minP"
"SPCA","Int-Euclidean",0.002,0.108,0.002,0.023,0.001,0.001,12,"minP"
"SPCA","Hausdorff",0.002,0.002,0.002,0.002,0.001,0.001,12,"minP"
"SPCA","Ichino-Yaguchi",0.002,0.002,0.002,0.002,0.001,0.001,12,"minP"
"SPCA","Wasserstein",0.002,0.002,0.002,0.002,0.001,0.001,12,"minP"
"SPCA","Centers-Euclidean",0.002,0.002,0.002,0.002,0.001,0.001,12,"minP"
"IMDS","Int-Euclidean",1,0.47,1,0.566,1,1,12,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.009,0.993,12,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.009,0.964,12,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.023,0.03,12,"minP"
"IMDS","Centers-Euclidean",1,1,1,1,0.967,0.931,12,"minP"
"Int-UMAP","Int-Euclidean",0.005,0.022,0.005,0.402,0.002,0.002,12,"minP"
"Int-UMAP","Hausdorff",0.005,0.992,0.005,1,0.002,0.002,12,"minP"
"Int-UMAP","Ichino-Yaguchi",0.005,0.197,0.005,0.218,0.002,0.002,12,"minP"
"Int-UMAP","Wasserstein",0.005,0.948,0.005,0.673,0.002,0.002,12,"minP"
"Int-UMAP","Centers-Euclidean",0.005,0.005,0.005,0.005,0.002,1,12,"minP"
"C-PCA","Int-Euclidean",0.001,0.049,0.001,0.016,0.001,0.001,13,"raw"
"C-PCA","Hausdorff",0.001,0.004,0.001,0.003,0.001,0.001,13,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"V-PCA","Int-Euclidean",0.001,0.055,0.001,0.012,0.001,0.001,13,"raw"
"V-PCA","Hausdorff",0.001,0.004,0.001,0.002,0.001,0.001,13,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"SPCA","Int-Euclidean",0.001,0.047,0.001,0.017,0.001,0.001,13,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,13,"raw"
"IMDS","Int-Euclidean",0.113,0.039,0.25,0.164,0.413,0.883,13,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.002,13,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.004,13,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.013,13,"raw"
"IMDS","Centers-Euclidean",0.272,0.44,0.467,0.915,0.903,0.309,13,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.006,0.001,0.142,13,"raw"
"Int-UMAP","Hausdorff",0.001,0.42,0.001,0.986,0.001,0.001,13,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.035,0.001,0.039,0.001,0.001,13,"raw"
"Int-UMAP","Wasserstein",0.001,0.279,0.001,0.088,0.001,0.001,13,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.009,13,"raw"
"C-PCA","Int-Euclidean",0.003,0.296,0.003,0.106,0.001,0.001,13,"minP"
"C-PCA","Hausdorff",0.003,0.026,0.003,0.017,0.001,0.001,13,"minP"
"C-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,13,"minP"
"C-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,13,"minP"
"C-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,13,"minP"
"V-PCA","Int-Euclidean",0.003,0.312,0.003,0.083,0.001,0.001,13,"minP"
"V-PCA","Hausdorff",0.003,0.025,0.003,0.009,0.001,0.001,13,"minP"
"V-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,13,"minP"
"V-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,13,"minP"
"V-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,13,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,13,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,13,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,13,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,13,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,13,"minP"
"SPCA","Int-Euclidean",0.002,0.286,0.002,0.117,0.001,0.001,13,"minP"
"SPCA","Hausdorff",0.002,0.002,0.002,0.002,0.001,0.001,13,"minP"
"SPCA","Ichino-Yaguchi",0.002,0.002,0.002,0.002,0.001,0.001,13,"minP"
"SPCA","Wasserstein",0.002,0.002,0.002,0.002,0.001,0.001,13,"minP"
"SPCA","Centers-Euclidean",0.002,0.002,0.002,0.002,0.001,0.001,13,"minP"
"IMDS","Int-Euclidean",0.532,0.237,0.838,0.686,0.978,1,13,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.008,0.015,13,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.008,0.031,13,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.008,0.098,13,"minP"
"IMDS","Centers-Euclidean",0.863,0.977,0.98,1,1,0.931,13,"minP"
"Int-UMAP","Int-Euclidean",0.003,0.003,0.004,0.042,0.003,0.675,13,"minP"
"Int-UMAP","Hausdorff",0.003,0.969,0.004,1,0.003,0.003,13,"minP"
"Int-UMAP","Ichino-Yaguchi",0.003,0.219,0.004,0.229,0.003,0.003,13,"minP"
"Int-UMAP","Wasserstein",0.003,0.87,0.004,0.458,0.003,0.003,13,"minP"
"Int-UMAP","Centers-Euclidean",0.003,0.003,0.004,0.004,0.003,0.067,13,"minP"
"C-PCA","Int-Euclidean",0.001,0.093,0.001,0.029,0.001,0.001,14,"raw"
"C-PCA","Hausdorff",0.001,0.003,0.001,0.008,0.001,0.001,14,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"V-PCA","Int-Euclidean",0.001,0.101,0.001,0.041,0.001,0.001,14,"raw"
"V-PCA","Hausdorff",0.001,0.005,0.001,0.008,0.001,0.001,14,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"SPCA","Int-Euclidean",0.001,0.086,0.001,0.036,0.001,0.001,14,"raw"
"SPCA","Hausdorff",0.001,0.005,0.001,0.008,0.001,0.001,14,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,14,"raw"
"IMDS","Int-Euclidean",0.311,0.054,0.351,0.086,0.268,0.418,14,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.025,14,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.459,14,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.332,14,"raw"
"IMDS","Centers-Euclidean",0.093,0.773,0.105,0.529,0.025,0.405,14,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.002,0.001,0.005,0.001,0.051,14,"raw"
"Int-UMAP","Hausdorff",0.001,0.044,0.001,0.207,0.001,0.002,14,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.359,0.001,0.333,0.001,0.075,14,"raw"
"Int-UMAP","Wasserstein",0.001,0.357,0.001,0.77,0.001,0.366,14,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.56,14,"raw"
"C-PCA","Int-Euclidean",0.003,0.497,0.003,0.191,0.001,0.001,14,"minP"
"C-PCA","Hausdorff",0.003,0.019,0.003,0.052,0.001,0.001,14,"minP"
"C-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"C-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"C-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"V-PCA","Int-Euclidean",0.003,0.515,0.003,0.257,0.001,0.001,14,"minP"
"V-PCA","Hausdorff",0.003,0.028,0.003,0.052,0.001,0.001,14,"minP"
"V-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"V-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"V-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,14,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,14,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,14,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,14,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,14,"minP"
"SPCA","Int-Euclidean",0.003,0.458,0.003,0.224,0.001,0.001,14,"minP"
"SPCA","Hausdorff",0.003,0.032,0.003,0.056,0.001,0.001,14,"minP"
"SPCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"SPCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"SPCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,14,"minP"
"IMDS","Int-Euclidean",0.897,0.305,0.93,0.441,0.89,0.976,14,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.007,0.172,14,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.007,0.987,14,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.007,0.937,14,"minP"
"IMDS","Centers-Euclidean",0.463,1,0.504,0.992,0.172,0.974,14,"minP"
"Int-UMAP","Int-Euclidean",0.005,0.012,0.004,0.027,0.004,0.325,14,"minP"
"Int-UMAP","Hausdorff",0.005,0.258,0.004,0.782,0.004,0.01,14,"minP"
"Int-UMAP","Ichino-Yaguchi",0.005,0.944,0.004,0.907,0.004,0.44,14,"minP"
"Int-UMAP","Wasserstein",0.005,0.943,0.004,1,0.004,0.955,14,"minP"
"Int-UMAP","Centers-Euclidean",0.005,0.005,0.004,0.004,0.004,0.995,14,"minP"
"C-PCA","Int-Euclidean",0.001,0.013,0.001,0.004,0.001,0.001,15,"raw"
"C-PCA","Hausdorff",0.001,0.002,0.001,0.004,0.001,0.001,15,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"V-PCA","Int-Euclidean",0.001,0.014,0.001,0.006,0.001,0.001,15,"raw"
"V-PCA","Hausdorff",0.001,0.002,0.001,0.001,0.001,0.001,15,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"SPCA","Int-Euclidean",0.001,0.01,0.001,0.002,0.001,0.001,15,"raw"
"SPCA","Hausdorff",0.001,0.003,0.001,0.003,0.001,0.001,15,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,15,"raw"
"IMDS","Int-Euclidean",0.537,0.247,0.679,0.167,0.937,0.585,15,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.007,15,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.232,15,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.223,15,"raw"
"IMDS","Centers-Euclidean",0.451,0.857,0.443,0.908,0.453,0.525,15,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.002,0.001,0.012,0.001,0.051,15,"raw"
"Int-UMAP","Hausdorff",0.001,0.585,0.001,0.938,0.001,0.001,15,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.004,0.001,0.003,0.001,0.001,15,"raw"
"Int-UMAP","Wasserstein",0.001,0.199,0.001,0.058,0.001,0.001,15,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.813,15,"raw"
"C-PCA","Int-Euclidean",0.003,0.092,0.003,0.025,0.001,0.001,15,"minP"
"C-PCA","Hausdorff",0.003,0.01,0.003,0.025,0.001,0.001,15,"minP"
"C-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,15,"minP"
"C-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,15,"minP"
"C-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,15,"minP"
"V-PCA","Int-Euclidean",0.003,0.092,0.002,0.039,0.001,0.001,15,"minP"
"V-PCA","Hausdorff",0.003,0.008,0.002,0.002,0.001,0.001,15,"minP"
"V-PCA","Ichino-Yaguchi",0.003,0.003,0.002,0.002,0.001,0.001,15,"minP"
