"IDR","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","rep","kind"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Int-Euclidean",0.003,0.252,0.002,0.058,0.001,0.001,5,"minP"
"SPCA","Hausdorff",0.003,0.009,0.002,0.002,0.001,0.001,5,"minP"
"SPCA","Ichino-Yaguchi",0.003,0.003,0.002,0.002,0.001,0.001,5,"minP"
"SPCA","Wasserstein",0.003,0.003,0.002,0.002,0.001,0.001,5,"minP"
"SPCA","Centers-Euclidean",0.003,0.003,0.002,0.002,0.001,0.001,5,"minP"
"IMDS","Int-Euclidean",0.639,0.832,0.935,0.982,1,0.969,5,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.008,0.984,5,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.008,0.996,5,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.04,0.255,5,"minP"
"IMDS","Centers-Euclidean",1,0.972,1,1,1,1,5,"minP"
"Int-UMAP","Int-Euclidean",0.005,0.059,0.003,0.392,0.003,0.121,5,"minP"
"Int-UMAP","Hausdorff",0.005,0.704,0.003,1,0.003,0.003,5,"minP"
"Int-UMAP","Ichino-Yaguchi",0.005,0.2,0.003,0.058,0.003,0.003,5,"minP"
"Int-UMAP","Wasserstein",0.005,0.865,0.003,0.361,0.003,0.003,5,"minP"
"Int-UMAP","Centers-Euclidean",0.005,0.005,0.003,0.003,0.003,1,5,"minP"
"C-PCA","Int-Euclidean",0.001,0.062,0.001,0.031,0.001,0.001,6,"raw"
"C-PCA","Hausdorff",0.001,0.003,0.001,0.001,0.001,0.001,6,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"V-PCA","Int-Euclidean",0.001,0.06,0.001,0.026,0.001,0.001,6,"raw"
"V-PCA","Hausdorff",0.001,0.002,0.001,0.002,0.001,0.001,6,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"SPCA","Int-Euclidean",0.001,0.059,0.001,0.026,0.001,0.001,6,"raw"
"SPCA","Hausdorff",0.001,0.002,0.001,0.002,0.001,0.001,6,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,6,"raw"
"IMDS","Int-Euclidean",0.931,0.002,0.952,0.002,0.643,0.954,6,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.609,6,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.002,6,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.497,6,"raw"
"IMDS","Centers-Euclidean",0.588,0.751,0.667,0.154,0.782,0.409,6,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.041,0.001,0.116,0.001,0.513,6,"raw"
"Int-UMAP","Hausdorff",0.001,0.847,0.001,0.705,0.001,0.107,6,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.002,0.001,0.005,0.001,0.492,6,"raw"
"Int-UMAP","Wasserstein",0.001,0.265,0.001,0.124,0.001,0.001,6,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.73,6,"raw"
"C-PCA","Int-Euclidean",0.003,0.359,0.002,0.201,0.001,0.001,6,"minP"
"C-PCA","Hausdorff",0.003,0.017,0.002,0.002,0.001,0.001,6,"minP"
"C-PCA","Ichino-Yaguchi",0.003,0.003,0.002,0.002,0.001,0.001,6,"minP"
"C-PCA","Wasserstein",0.003,0.003,0.002,0.002,0.001,0.001,6,"minP"
"C-PCA","Centers-Euclidean",0.003,0.003,0.002,0.002,0.001,0.001,6,"minP"
"V-PCA","Int-Euclidean",0.003,0.34,0.003,0.167,0.001,0.001,6,"minP"
"V-PCA","Hausdorff",0.003,0.012,0.003,0.009,0.001,0.001,6,"minP"
"V-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,6,"minP"
"V-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,6,"minP"
"V-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,6,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,6,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,6,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,6,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,6,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,6,"minP"
"SPCA","Int-Euclidean",0.003,0.346,0.003,0.168,0.001,0.001,6,"minP"
"SPCA","Hausdorff",0.003,0.01,0.003,0.01,0.001,0.001,6,"minP"
"SPCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,6,"minP"
"SPCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,6,"minP"
"SPCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,6,"minP"
"IMDS","Int-Euclidean",1,0.012,1,0.012,1,1,6,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.007,1,6,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.007,0.015,6,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.007,0.99,6,"minP"
"IMDS","Centers-Euclidean",0.998,1,0.998,0.654,1,0.971,6,"minP"
"Int-UMAP","Int-Euclidean",0.005,0.239,0.005,0.553,0.005,0.996,6,"minP"
"Int-UMAP","Hausdorff",0.005,1,0.005,1,0.005,0.562,6,"minP"
"Int-UMAP","Ichino-Yaguchi",0.005,0.011,0.005,0.033,0.005,0.994,6,"minP"
"Int-UMAP","Wasserstein",0.005,0.858,0.005,0.579,0.005,0.005,6,"minP"
"Int-UMAP","Centers-Euclidean",0.005,0.005,0.005,0.005,0.005,1,6,"minP"
"C-PCA","Int-Euclidean",0.001,0.01,0.001,0.002,0.001,0.001,7,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.002,0.001,0.001,7,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"V-PCA","Int-Euclidean",0.001,0.01,0.001,0.003,0.001,0.001,7,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"SPCA","Int-Euclidean",0.001,0.016,0.001,0.003,0.001,0.001,7,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,7,"raw"
"IMDS","Int-Euclidean",0.998,0.001,0.998,0.002,0.822,0.463,7,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.025,0.906,7,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.244,7,"raw"
"IMDS","Wasserstein",0.001,0.014,0.001,0.001,0.032,0.019,7,"raw"
"IMDS","Centers-Euclidean",0.666,0.799,0.696,0.266,0.988,0.758,7,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.002,0.001,0.018,0.001,0.864,7,"raw"
"Int-UMAP","Hausdorff",0.001,0.107,0.001,0.82,0.001,0.001,7,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.121,0.001,0.006,0.001,0.001,7,"raw"
"Int-UMAP","Wasserstein",0.001,0.937,0.001,0.05,0.001,0.001,7,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.002,7,"raw"
"C-PCA","Int-Euclidean",0.002,0.064,0.003,0.01,0.001,0.001,7,"minP"
"C-PCA","Hausdorff",0.002,0.002,0.003,0.01,0.001,0.001,7,"minP"
"C-PCA","Ichino-Yaguchi",0.002,0.002,0.003,0.003,0.001,0.001,7,"minP"
"C-PCA","Wasserstein",0.002,0.002,0.003,0.003,0.001,0.001,7,"minP"
"C-PCA","Centers-Euclidean",0.002,0.002,0.003,0.003,0.001,0.001,7,"minP"
"V-PCA","Int-Euclidean",0.002,0.065,0.002,0.021,0.001,0.001,7,"minP"
"V-PCA","Hausdorff",0.002,0.002,0.002,0.002,0.001,0.001,7,"minP"
"V-PCA","Ichino-Yaguchi",0.002,0.002,0.002,0.002,0.001,0.001,7,"minP"
"V-PCA","Wasserstein",0.002,0.002,0.002,0.002,0.001,0.001,7,"minP"
"V-PCA","Centers-Euclidean",0.002,0.002,0.002,0.002,0.001,0.001,7,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,7,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,7,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,7,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,7,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,7,"minP"
"SPCA","Int-Euclidean",0.002,0.11,0.002,0.018,0.001,0.001,7,"minP"
"SPCA","Hausdorff",0.002,0.002,0.002,0.002,0.001,0.001,7,"minP"
"SPCA","Ichino-Yaguchi",0.002,0.002,0.002,0.002,0.001,0.001,7,"minP"
"SPCA","Wasserstein",0.002,0.002,0.002,0.002,0.001,0.001,7,"minP"
"SPCA","Centers-Euclidean",0.002,0.002,0.002,0.002,0.001,0.001,7,"minP"
"IMDS","Int-Euclidean",1,0.005,1,0.012,1,0.987,7,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.183,1,7,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.009,0.859,7,"minP"
"IMDS","Wasserstein",0.005,0.087,0.005,0.005,0.222,0.14,7,"minP"
"IMDS","Centers-Euclidean",0.999,1,1,0.865,1,1,7,"minP"
"Int-UMAP","Int-Euclidean",0.003,0.011,0.005,0.119,0.003,1,7,"minP"
"Int-UMAP","Hausdorff",0.003,0.538,0.005,1,0.003,0.003,7,"minP"
"Int-UMAP","Ichino-Yaguchi",0.003,0.574,0.005,0.036,0.003,0.003,7,"minP"
"Int-UMAP","Wasserstein",0.003,1,0.005,0.302,0.003,0.003,7,"minP"
"Int-UMAP","Centers-Euclidean",0.003,0.003,0.005,0.005,0.003,0.01,7,"minP"
"C-PCA","Int-Euclidean",0.001,0.024,0.001,0.013,0.001,0.001,8,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.005,0.001,0.001,8,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"V-PCA","Int-Euclidean",0.001,0.014,0.001,0.01,0.001,0.001,8,"raw"
"V-PCA","Hausdorff",0.001,0.002,0.001,0.003,0.001,0.001,8,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"SPCA","Int-Euclidean",0.001,0.026,0.001,0.014,0.001,0.001,8,"raw"
"SPCA","Hausdorff",0.001,0.002,0.001,0.005,0.001,0.001,8,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,8,"raw"
"IMDS","Int-Euclidean",0.805,0.007,0.838,0.023,0.658,0.946,8,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.359,8,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.669,8,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.063,8,"raw"
"IMDS","Centers-Euclidean",0.662,0.838,0.548,0.409,0.96,0.89,8,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.003,0.001,0.093,8,"raw"
"Int-UMAP","Hausdorff",0.001,0.224,0.001,0.422,0.001,0.028,8,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.026,0.001,0.067,0.001,0.001,8,"raw"
"Int-UMAP","Wasserstein",0.001,0.946,0.001,0.692,0.001,0.002,8,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.495,8,"raw"
"C-PCA","Int-Euclidean",0.002,0.152,0.003,0.079,0.001,0.001,8,"minP"
"C-PCA","Hausdorff",0.002,0.002,0.003,0.028,0.001,0.001,8,"minP"
"C-PCA","Ichino-Yaguchi",0.002,0.002,0.003,0.003,0.001,0.001,8,"minP"
"C-PCA","Wasserstein",0.002,0.002,0.003,0.003,0.001,0.001,8,"minP"
"C-PCA","Centers-Euclidean",0.002,0.002,0.003,0.003,0.001,0.001,8,"minP"
"V-PCA","Int-Euclidean",0.003,0.097,0.003,0.064,0.001,0.001,8,"minP"
"V-PCA","Hausdorff",0.003,0.008,0.003,0.019,0.001,0.001,8,"minP"
"V-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,8,"minP"
"V-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,8,"minP"
"V-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,8,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,8,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,8,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,8,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,8,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,8,"minP"
"SPCA","Int-Euclidean",0.003,0.162,0.003,0.092,0.001,0.001,8,"minP"
"SPCA","Hausdorff",0.003,0.01,0.003,0.032,0.001,0.001,8,"minP"
"SPCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,8,"minP"
"SPCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,8,"minP"
"SPCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,8,"minP"
"IMDS","Int-Euclidean",1,0.044,1,0.148,0.999,1,8,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.007,0.956,8,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.007,1,8,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.007,0.404,8,"minP"
"IMDS","Centers-Euclidean",1,1,0.998,0.969,1,1,8,"minP"
"Int-UMAP","Int-Euclidean",0.003,0.003,0.005,0.019,0.005,0.532,8,"minP"
"Int-UMAP","Hausdorff",0.003,0.8,0.005,0.96,0.005,0.189,8,"minP"
"Int-UMAP","Ichino-Yaguchi",0.003,0.173,0.005,0.38,0.005,0.005,8,"minP"
"Int-UMAP","Wasserstein",0.003,1,0.005,1,0.005,0.012,8,"minP"
"Int-UMAP","Centers-Euclidean",0.003,0.003,0.005,0.005,0.005,0.986,8,"minP"
"C-PCA","Int-Euclidean",0.001,0.025,0.001,0.009,0.001,0.001,9,"raw"
"C-PCA","Hausdorff",0.001,0.004,0.001,0.006,0.001,0.001,9,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"V-PCA","Int-Euclidean",0.001,0.026,0.001,0.005,0.001,0.001,9,"raw"
"V-PCA","Hausdorff",0.001,0.005,0.001,0.003,0.001,0.001,9,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"SPCA","Int-Euclidean",0.001,0.019,0.001,0.007,0.001,0.001,9,"raw"
"SPCA","Hausdorff",0.001,0.003,0.001,0.005,0.001,0.001,9,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,9,"raw"
"IMDS","Int-Euclidean",0.234,0.275,0.33,0.694,0.996,0.366,9,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.249,9,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.018,9,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.094,9,"raw"
"IMDS","Centers-Euclidean",0.358,0.084,0.193,0.024,0.281,0.911,9,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.01,0.001,0.145,0.001,0.001,9,"raw"
"Int-UMAP","Hausdorff",0.001,0.871,0.001,0.391,0.001,0.001,9,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.007,0.001,0.001,0.001,0.001,9,"raw"
"Int-UMAP","Wasserstein",0.001,0.332,0.001,0.052,0.001,0.001,9,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.055,9,"raw"
"C-PCA","Int-Euclidean",0.003,0.157,0.003,0.054,0.001,0.001,9,"minP"
"C-PCA","Hausdorff",0.003,0.027,0.003,0.038,0.001,0.001,9,"minP"
"C-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"C-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"C-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"V-PCA","Int-Euclidean",0.003,0.165,0.003,0.03,0.001,0.001,9,"minP"
"V-PCA","Hausdorff",0.003,0.032,0.003,0.017,0.001,0.001,9,"minP"
"V-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"V-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"V-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,9,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,9,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,9,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,9,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,9,"minP"
"SPCA","Int-Euclidean",0.003,0.135,0.003,0.051,0.001,0.001,9,"minP"
"SPCA","Hausdorff",0.003,0.019,0.003,0.034,0.001,0.001,9,"minP"
"SPCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"SPCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"SPCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,9,"minP"
"IMDS","Int-Euclidean",0.804,0.855,0.905,1,1,0.955,9,"minP"
"IMDS","Hausdorff",0.005,0.005,0.005,0.005,0.008,0.864,9,"minP"
"IMDS","Ichino-Yaguchi",0.005,0.005,0.005,0.005,0.008,0.133,9,"minP"
"IMDS","Wasserstein",0.005,0.005,0.005,0.005,0.008,0.534,9,"minP"
"IMDS","Centers-Euclidean",0.931,0.454,0.745,0.157,0.896,1,9,"minP"
"Int-UMAP","Int-Euclidean",0.003,0.067,0.004,0.638,0.002,0.002,9,"minP"
"Int-UMAP","Hausdorff",0.003,1,0.004,0.956,0.002,0.002,9,"minP"
"Int-UMAP","Ichino-Yaguchi",0.003,0.049,0.004,0.004,0.002,0.002,9,"minP"
"Int-UMAP","Wasserstein",0.003,0.926,0.004,0.3,0.002,0.002,9,"minP"
"Int-UMAP","Centers-Euclidean",0.003,0.003,0.004,0.004,0.002,0.326,9,"minP"
"C-PCA","Int-Euclidean",0.001,0.038,0.001,0.016,0.001,0.001,10,"raw"
"C-PCA","Hausdorff",0.001,0.002,0.001,0.002,0.001,0.001,10,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"V-PCA","Int-Euclidean",0.001,0.045,0.001,0.021,0.001,0.001,10,"raw"
"V-PCA","Hausdorff",0.001,0.002,0.001,0.005,0.001,0.001,10,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"SPCA","Int-Euclidean",0.001,0.04,0.001,0.016,0.001,0.001,10,"raw"
"SPCA","Hausdorff",0.001,0.004,0.001,0.002,0.001,0.001,10,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,10,"raw"
"IMDS","Int-Euclidean",0.139,0.004,0.234,0.007,0.176,0.662,10,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.018,10,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.006,10,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.004,10,"raw"
"IMDS","Centers-Euclidean",0.799,0.909,0.93,0.895,0.994,0.816,10,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.015,0.001,0.096,0.001,0.638,10,"raw"
"Int-UMAP","Hausdorff",0.001,0.636,0.001,0.835,0.001,0.465,10,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.004,0.001,0.002,0.001,0.005,10,"raw"
"Int-UMAP","Wasserstein",0.001,0.387,0.001,0.073,0.001,0.184,10,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.002,10,"raw"
"C-PCA","Int-Euclidean",0.003,0.227,0.003,0.106,0.001,0.001,10,"minP"
"C-PCA","Hausdorff",0.003,0.008,0.003,0.01,0.001,0.001,10,"minP"
"C-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"C-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"C-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"V-PCA","Int-Euclidean",0.003,0.266,0.003,0.134,0.001,0.001,10,"minP"
"V-PCA","Hausdorff",0.003,0.009,0.003,0.034,0.001,0.001,10,"minP"
"V-PCA","Ichino-Yaguchi",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"V-PCA","Wasserstein",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"V-PCA","Centers-Euclidean",0.003,0.003,0.003,0.003,0.001,0.001,10,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,10,"minP"
