"scenario","replication","Method","Metric","space","anchor","block_id","block_size","candidate_ids","min_within_block_gap","max_within_block_gap","classification"
"USHCN",NA,"IMDS","Hausdorff","low",223,526,4,"242;168;617;288",2.3037127760972e-15,8.13515921294083e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",224,450,3,"578;583;518",6.69603261727048e-15,1.94531890596039e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",225,539,4,"203;578;583;518",5.71764857681956e-15,1.54182222544819e-13,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",226,542,4,"203;578;583;518",5.49560397189452e-15,1.54098955817972e-13,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",227,541,4,"203;578;583;518",5.16253706450698e-15,1.53987933515509e-13,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",228,541,4,"203;578;583;518",4.9960036108132e-15,1.53932422364278e-13,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",229,542,5,"242;205;168;617;288",3.05311331771918e-16,8.15458811587177e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",230,545,5,"242;205;168;617;288",2.77555756156289e-16,8.15736367343334e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",231,554,6,"242;205;168;617;288;180",2.22044604925031e-16,1.43574041544525e-12,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",232,554,6,"242;205;168;617;288;180",2.22044604925031e-16,1.43485223702555e-12,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",233,484,3,"578;583;518",3.62210261783957e-15,1.97619698383278e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",234,512,3,"578;583;518",3.36536354339501e-15,1.97897254139434e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",235,440,2,"617;288",9.86363768440413e-15,9.86363768440413e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",236,314,2,"578;583",2.23952800748606e-15,2.23952800748606e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",313,395,2,"617;288",7.56512907873486e-15,7.56512907873486e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",316,473,2,"617;288",8.88178419700125e-16,8.88178419700125e-16,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",318,482,2,"288;617",1.23512311489549e-15,1.23512311489549e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",320,444,3,"242;288;617",4.20496970576778e-15,4.83224571468099e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",323,448,2,"288;617",1.52655665885959e-15,1.52655665885959e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",324,496,3,"583;578;518",1.56125112837913e-14,6.17145223813509e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",325,274,2,"288;617",3.36796562860897e-15,3.36796562860897e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",329,456,2,"35;103",2.98372437868011e-15,2.98372437868011e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",330,361,2,"578;518",1.60635393875452e-14,1.60635393875452e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",331,377,2,"508;103",3.37646577364126e-14,3.37646577364126e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",332,414,2,"508;103",3.4028335704761e-14,3.4028335704761e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",333,442,4,"541;376;246;543",6.20337115009306e-15,4.19143886265516e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",334,399,2,"376;246",3.85108611666851e-16,3.85108611666851e-16,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",335,414,2,"508;103",3.51246809415784e-14,3.51246809415784e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",337,380,3,"376;246;543",8.16360867794685e-15,1.96509475358653e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",338,483,3,"508;35;103",8.04911692853238e-16,4.06064071256651e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",339,327,2,"246;543",6.71164512855427e-15,6.71164512855427e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",340,330,2,"246;543",6.85736190053632e-15,6.85736190053632e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",344,399,4,"541;376;246;543",4.6525283625698e-15,4.24313362223927e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",347,329,2,"288;617",2.07472927726826e-15,2.07472927726826e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",350,368,3,"376;246;543",7.94156407302182e-15,1.96578864297692e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",351,463,4,"541;376;246;543",7.93115573216596e-15,4.28823643261467e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",362,303,2,"246;543",6.08454259198865e-15,6.08454259198865e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",369,383,3,"376;246;543",9.0205620750794e-15,1.96197225132977e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",370,425,4,"541;376;246;543",9.03097041593526e-15,4.2854608750531e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",374,318,2,"246;543",4.62303806347819e-15,4.62303806347819e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",391,382,3,"376;246;543",8.22952817003397e-15,1.96492128123893e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",394,414,3,"376;246;543",8.29197821516914e-15,1.96544169828172e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",396,446,4,"541;376;246;543",8.33361157859258e-15,4.28823643261467e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",411,406,4,"541;376;246;543",8.21565038222616e-15,4.28858337730986e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",415,444,2,"35;103",2.23432383705813e-15,2.23432383705813e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",416,429,2,"35;103",1.91860416443035e-15,1.91860416443035e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",418,434,4,"541;376;246;543",8.97198981775205e-15,4.2858078197483e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",426,462,4,"541;376;246;543",8.6389229103645e-15,4.28754254322428e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",431,453,2,"35;103",2.19269047363468e-15,2.19269047363468e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",443,453,4,"541;376;246;543",8.42381719934338e-15,4.28823643261467e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",444,358,3,"376;246;543",8.41861302891544e-15,1.96440086419614e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",453,350,3,"376;246;543",9.43342626236188e-15,1.9593701661158e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",465,355,2,"587;596",1.27849120179491e-15,1.27849120179491e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",466,470,3,"508;35;103",2.41473507855972e-15,4.21468415723325e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",469,457,2,"35;103",2.51881848711832e-15,2.51881848711832e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",492,441,4,"541;376;246;543",8.59035065303715e-15,4.28754254322428e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",499,432,4,"541;376;246;543",8.65973959207622e-15,4.28754254322428e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",513,414,3,"376;246;543",9.02403152203135e-15,1.96197225132977e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",519,373,2,"617;288",1.45716771982052e-16,1.45716771982052e-16,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",524,362,3,"376;246;543",9.26342336171615e-15,1.96041100020139e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",528,458,2,"35;103",2.80331313717852e-15,2.80331313717852e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",530,405,3,"376;246;543",8.75341465977897e-15,1.96336003011055e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",533,400,3,"376;246;543",8.91647866652079e-15,1.96231919602496e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",535,488,3,"508;35;103",2.87270207621759e-15,4.25492974187591e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",536,459,4,"541;376;246;543",8.82627304576999e-15,4.28615476444349e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",544,448,4,"541;376;246;543",8.86096751528953e-15,4.28615476444349e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",548,484,3,"508;35;103",2.91433543964104e-15,4.25770529943748e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",559,423,4,"541;376;246;543",9.23913723305247e-15,4.28407309627232e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",560,461,2,"35;103",2.90045765183322e-15,2.90045765183322e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",562,413,3,"376;246;543",8.94770368908837e-15,1.96231919602496e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",563,512,3,"508;35;103",2.96984659087229e-15,4.2632564145606e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",564,516,3,"508;35;103",2.94209101525666e-15,4.2632564145606e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",566,510,3,"508;35;103",2.96984659087229e-15,4.2632564145606e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",567,486,3,"508;35;103",2.96984659087229e-15,4.2632564145606e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",644,485,2,"617;288",1.26981758441502e-15,1.26981758441502e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Hausdorff","low",645,538,5,"242;205;168;617;288",1.88737914186277e-15,6.98330282489223e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Ichino-Yaguchi","low",3,286,2,"640;609",5.68156632851924e-14,5.68156632851924e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Ichino-Yaguchi","low",3,292,2,"600;619",1.67921232474555e-15,1.67921232474555e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Ichino-Yaguchi","low",3,299,7,"583;634;630;635;617;626;629",3.88578058618805e-16,1.49796841597549e-13,"tolerance_near_tie"
"USHCN",NA,"IMDS","Ichino-Yaguchi","low",3,301,2,"602;637",3.08225667211559e-14,3.08225667211559e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Ichino-Yaguchi","low",3,302,3,"598;620;616",2.3786528302594e-14,8.26699819711507e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Ichino-Yaguchi","low",3,315,2,"592;582",2.61457522299224e-14,2.61457522299224e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Centers-Euclidean","low",3,289,2,"640;609",5.68156632851924e-14,5.68156632851924e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Centers-Euclidean","low",3,295,2,"600;619",1.69309011255336e-15,1.69309011255336e-15,"tolerance_near_tie"
"USHCN",NA,"IMDS","Centers-Euclidean","low",3,302,7,"583;634;630;635;617;626;629",3.60822483003176e-16,1.49782963809741e-13,"tolerance_near_tie"
"USHCN",NA,"IMDS","Centers-Euclidean","low",3,304,2,"602;637",3.08225667211559e-14,3.08225667211559e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Centers-Euclidean","low",3,305,3,"598;620;616",2.38004060904018e-14,8.26699819711507e-14,"tolerance_near_tie"
"USHCN",NA,"IMDS","Centers-Euclidean","low",3,318,2,"592;582",2.61596300177303e-14,2.61596300177303e-14,"tolerance_near_tie"
