"Method","Metric","K","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC"
"C-PCA","Int-Euclidean",22,0.883333333333333,0.0481481481481482,0.922570511032209,0.00788665315341876,0.973063973063973,0.0202020202020202
"C-PCA","Int-Euclidean",23,0.839506172839506,0.0493827160493827,0.922907482774342,0.00772371051165464,0.974235104669887,0.0241545893719807
"C-PCA","Int-Euclidean",24,0.802469135802469,0.0246913580246915,0.923136161855907,0.0076069820431179,0.984567901234568,0.0277777777777777
"C-PCA","Int-Euclidean",25,0.555555555555556,0,0.923834897503313,0.00763867938178289,0.982222222222222,0.0296296296296296
"V-PCA","Int-Euclidean",1,0.96,0.0207407407407407,0.961538461538462,0.0199430199430199,0.740740740740741,0
"V-PCA","Int-Euclidean",2,0.959022852639874,0.00315208825847113,0.957358674463938,0.00925925925925926,0.685185185185185,0.0185185185185185
"V-PCA","Int-Euclidean",3,0.95959595959596,0.0190796857463524,0.952954793028322,0.0140250544662309,0.679012345679012,-0.0617283950617284
"V-PCA","Int-Euclidean",4,0.969060523938573,0.00496838301716351,0.950821682609762,0.0111601667893059,0.712962962962963,0.0277777777777778
"V-PCA","Int-Euclidean",5,0.981676413255361,0.00467836257309939,0.949022570159777,0.0104152360023806,0.82962962962963,0.00740740740740742
"V-PCA","Int-Euclidean",6,0.98641975308642,0.00388007054673722,0.947934389041574,0.01101513763469,0.858024691358025,0.0185185185185185
"V-PCA","Int-Euclidean",7,0.98859126984127,0.00165343915343918,0.945919184258206,0.0106391943707074,0.888888888888889,0.0317460317460317
"V-PCA","Int-Euclidean",8,0.990102171136654,-0.00638569604086847,0.942531480454387,0.00829379018508247,0.939814814814815,0.0555555555555555
"V-PCA","Int-Euclidean",9,0.982905982905983,0.00569800569800571,0.940179537860605,0.00942061139011584,0.917695473251029,0.0288065843621399
"V-PCA","Int-Euclidean",10,0.981964573268921,0.00837359098228663,0.938801124184568,0.00965743561156569,0.922222222222222,0.0222222222222222
"V-PCA","Int-Euclidean",11,0.975420875420875,0.00471380471380467,0.936212986734939,0.00849676192799991,0.922558922558923,0.0202020202020202
"V-PCA","Int-Euclidean",12,0.970225127087872,0.00363108206245466,0.934269015084052,0.00859895648366762,0.901234567901235,0.0216049382716049
"V-PCA","Int-Euclidean",13,0.967032967032967,-0.00488400488400487,0.932102088179657,0.00808087260957889,0.905982905982906,0.0341880341880342
"V-PCA","Int-Euclidean",14,0.967236467236467,0.000949667616334193,0.930360625017244,0.00820676151288582,0.917989417989418,0.0211640211640212
