"Method","Metric","K","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC"
"V-PCA","Hausdorff",25,0.994494361646425,0.00316606004878484,0.992223108951693,0.00263877276958826,0.794232558139535,0.0822325581395349
"MR-PCA","Hausdorff",1,0.995611655635526,0.00305737398579808,0.99561846983485,0.00305262651066493,0.482170542635659,0
"MR-PCA","Hausdorff",2,0.994933144821669,0.00359380570006107,0.994813431337109,0.00342772221552798,0.517829457364341,0.0193798449612403
"MR-PCA","Hausdorff",3,0.994393976098191,0.00347302971576224,0.994183634310275,0.00341501924278807,0.538501291989664,0.0408268733850129
"MR-PCA","Hausdorff",4,0.994138090121591,0.00332234585662861,0.993735580400644,0.00336422712878917,0.572480620155039,0.0426356589147287
"MR-PCA","Hausdorff",5,0.993762428048142,0.00352135129543762,0.99328958482482,0.00347300085242921,0.591317829457364,0.0548837209302326
"MR-PCA","Hausdorff",6,0.993396926467389,0.00382250034053233,0.992873961789613,0.00362349346700865,0.606976744186047,0.0627906976744186
"MR-PCA","Hausdorff",7,0.993079325487072,0.00397937474454235,0.992497576956831,0.00370375630085121,0.624806201550388,0.062015503875969
"MR-PCA","Hausdorff",8,0.992813371327022,0.00404142537610686,0.9921664108234,0.0037443018234006,0.636046511627907,0.0608527131782945
"MR-PCA","Hausdorff",9,0.992576348876795,0.00437597513482968,0.991862635331291,0.00389693878405529,0.64306632213609,0.0663221360895779
"MR-PCA","Hausdorff",10,0.992472554198915,0.00440930725135613,0.991599874124088,0.00394658900949215,0.656434108527132,0.069922480620155
"MR-PCA","Hausdorff",11,0.992326613790101,0.00434997284352945,0.991342798117891,0.00395328071701736,0.666384778012685,0.070754052149401
"MR-PCA","Hausdorff",12,0.992015957567471,0.00438822794285965,0.991055962017613,0.00399391779088363,0.66937984496124,0.0749354005167959
"MR-PCA","Hausdorff",13,0.991751365533691,0.00438535480023849,0.990776515846313,0.00401966073992704,0.678473464519976,0.0764460345855695
"MR-PCA","Hausdorff",14,0.991512920044652,0.00431707193610176,0.990521159788975,0.00402055431449968,0.681173864894795,0.0767441860465116
"MR-PCA","Hausdorff",15,0.991251028191131,0.00462291349900712,0.990265137179149,0.00413144337081433,0.685684754521964,0.0785529715762274
"MR-PCA","Hausdorff",16,0.991045371637027,0.00490024298983693,0.990027962710848,0.00423612684059099,0.690019379844961,0.0808139534883721
"MR-PCA","Hausdorff",17,0.990819592667814,0.00495024925099474,0.989787761537165,0.00428055335619229,0.692749658002736,0.0834473324213407
"MR-PCA","Hausdorff",18,0.990658757806861,0.00502596184358728,0.989573112399332,0.00432489495098674,0.696640826873385,0.086046511627907
"MR-PCA","Hausdorff",19,0.990465858091317,0.00526315789473686,0.989353857698925,0.00440526730208996,0.699632802937576,0.0861689106487148
"MR-PCA","Hausdorff",20,0.990443544572067,0.00533023003513289,0.989178423402533,0.00445383657289317,0.706279069767442,0.0875193798449612
"MR-PCA","Hausdorff",21,0.990302279213088,0.00559021134915527,0.98897973278222,0.00454595387896796,0.710889627168697,0.0890365448504983
"MR-PCA","Hausdorff",22,0.990177574870191,0.00570691992852512,0.988788367132172,0.00459590670096603,0.715503875968992,0.0887949260042283
"MR-PCA","Hausdorff",23,0.990075696044467,0.00571499610469262,0.988614570622366,0.00462545773173263,0.717357600269633,0.0907987866531851
"MR-PCA","Hausdorff",24,0.990037878546602,0.00576692379065724,0.988453264973017,0.00466135800198603,0.72125322997416,0.0925064599483204
"MR-PCA","Hausdorff",25,0.989919415603489,0.00583855024711688,0.988271779485024,0.00470842810424281,0.725953488372093,0.0953798449612403
"SPCA","Hausdorff",1,0.997077651994647,0.00182285073601218,0.997082189802109,0.00182002022244692,0.541085271317829,0
"SPCA","Hausdorff",2,0.99701341937199,0.00210383850834106,0.996704422219544,0.00202675021086878,0.629457364341085,0.0201550387596899
"SPCA","Hausdorff",3,0.996584302325581,0.00276162790697676,0.996225672401127,0.00242031512121312,0.662532299741602,0.0299741602067183
"SPCA","Hausdorff",4,0.99646215390966,0.00266370429725682,0.995934554212865,0.00243422634654552,0.681007751937984,0.0453488372093023
"SPCA","Hausdorff",5,0.996137660788824,0.00305258418215226,0.995588445130668,0.00264067859926461,0.686821705426357,0.0514728682170543
"SPCA","Hausdorff",6,0.99613236642494,0.00291129692992353,0.9953796830821,0.00262852899405111,0.704651162790698,0.0594315245478036
"SPCA","Hausdorff",7,0.996086825897551,0.00289501172048301,0.995185123031655,0.00266259947000299,0.705426356589147,0.0648947951273532
"SPCA","Hausdorff",8,0.996085118117474,0.0028127585255997,0.995007505977076,0.00267107138689669,0.717054263565892,0.0746124031007752
"SPCA","Hausdorff",9,0.996094956121492,0.00279937918975259,0.994839598279635,0.00268364307245149,0.732644272179156,0.0768303186907838
"SPCA","Hausdorff",10,0.996068492897649,0.00278207756863758,0.994674185214716,0.0027053757902486,0.742635658914729,0.0818604651162791
"SPCA","Hausdorff",11,0.996028422276386,0.00286871080827533,0.994513575353359,0.00274747554033624,0.753347427766032,0.0834390415785765
"SPCA","Hausdorff",12,0.995988542227337,0.00289331444326901,0.994363618491905,0.00278111717386104,0.759043927648579,0.0896640826873385
"SPCA","Hausdorff",13,0.995940274299344,0.00285366726296954,0.994218772982336,0.00279151420923747,0.765533691115087,0.0952892069171139
"SPCA","Hausdorff",14,0.995834521123121,0.0029304439181167,0.994058041809916,0.00282658142722951,0.771982281284607,0.0972314507198228
"SPCA","Hausdorff",15,0.995748315428268,0.00300472760205062,0.99391078944139,0.0028613483098411,0.776330749354005,0.10046511627907
"SPCA","Hausdorff",16,0.995708246662794,0.00313497492020065,0.993778698649965,0.0029083950472197,0.783527131782946,0.10077519379845
"SPCA","Hausdorff",17,0.995623834686221,0.0032812584025983,0.993637803308432,0.00297283370115127,0.786776105791154,0.103328773369813
"SPCA","Hausdorff",18,0.995571456966806,0.00333622766915298,0.99351028936129,0.00300537180347391,0.791042204995693,0.105167958656331
"SPCA","Hausdorff",19,0.995498259390548,0.00335590562028742,0.993384478588311,0.0030321419624412,0.794206446348429,0.109098327213382
"SPCA","Hausdorff",20,0.995475618294321,0.00343330747251491,0.993269116478049,0.00306251068507949,0.79906976744186,0.109612403100775
"SPCA","Hausdorff",21,0.995509078854426,0.00339668930283132,0.993170251012608,0.00307367974317873,0.804429678848284,0.113399778516058
"SPCA","Hausdorff",22,0.995478948529967,0.00331881825730351,0.993062293974773,0.00306688991464002,0.806483439041579,0.11508104298802
"SPCA","Hausdorff",23,0.995472271489112,0.00340157027852828,0.992961464342448,0.00310210197435583,0.809437141894169,0.116413886080216
"SPCA","Hausdorff",24,0.995457387696691,0.00345694818664954,0.992859330664428,0.00312545588996453,0.81233850129199,0.116925064599483
"SPCA","Hausdorff",25,0.995496417761772,0.00339246261318216,0.99277342486437,0.00312061587525981,0.816124031007752,0.118139534883721
"IMDS","Hausdorff",1,0.527334321916404,-0.00429189723558421,0.528068274832683,-0.00428523279888293,0.00465116279069767,0
"IMDS","Hausdorff",2,0.534242056227229,-0.0133529095446113,0.53238703458248,-0.0103048560067478,0.00930232558139535,0.00155038759689922
"IMDS","Hausdorff",3,0.532280361757106,-0.00227874677002582,0.531487560716205,-0.00483010427288572,0.0165374677002584,0.00258397932816538
"IMDS","Hausdorff",4,0.53086934615408,-0.00184662453788853,0.53070156632219,-0.0043176952204913,0.0201550387596899,0.00193798449612403
"IMDS","Hausdorff",5,0.532602923101262,0.00365034743772286,0.53125040235964,-0.00171009681500489,0.022015503875969,0.00217054263565891
"IMDS","Hausdorff",6,0.532120631783962,0.00384364383778879,0.530922000411607,-0.00127491338890201,0.0229974160206718,0.00103359173126615
"IMDS","Hausdorff",7,0.531271506475087,0.00558181456134654,0.530434218936693,-0.000334071152784055,0.0256921373200443,0.00155038759689922
"IMDS","Hausdorff",8,0.531643380212642,0.00591261451726577,0.530378583106668,4.56476880942303e-05,0.0290697674418605,0.000193798449612403
"IMDS","Hausdorff",9,0.532282269369949,0.00437570213120275,0.530426073624798,-0.000267035046300046,0.0315245478036176,0.000689061154177432
"IMDS","Hausdorff",10,0.530482664351553,0.00236461816010003,0.529659735357917,-0.000788700502788175,0.0333333333333333,0.00124031007751938
"IMDS","Hausdorff",11,0.529982987929959,0.005057387682184,0.529302489793404,0.000175589992201686,0.034954193093728,0.000422832980972516
"IMDS","Hausdorff",12,0.52909946361291,0.00706500780555597,0.528825766581468,0.000931248149346364,0.036046511627907,-0.00142118863049095
"IMDS","Hausdorff",13,0.529153583780561,0.00799351222420996,0.528633477514289,0.0013590266678376,0.0389982110912343,-0.00178890876565295
"IMDS","Hausdorff",14,0.529662063814728,0.0084046673256124,0.528584928105279,0.00161637855099134,0.0411960132890365,-0.00221483942414175
"IMDS","Hausdorff",15,0.529079239263192,0.00939621293319037,0.528227115090581,0.00203736954495626,0.0421705426356589,-0.00217054263565891
"IMDS","Hausdorff",16,0.530261057911537,0.00871218509703975,0.528374570778239,0.00196370916940131,0.0455426356589147,-0.00271317829457364
"IMDS","Hausdorff",17,0.530435141333086,0.00817522635909385,0.528249436651195,0.00192293723947229,0.0476972184222526,-0.00136798905608755
"IMDS","Hausdorff",18,0.530261989698954,0.00600264326090516,0.528032548908232,0.0014108886734841,0.0488372093023256,-0.00120585701981051
"IMDS","Hausdorff",19,0.530055715398433,0.00411440864317236,0.527807275099784,0.000960456717855607,0.0505915952672379,-0.000652794777641779
"IMDS","Hausdorff",20,0.529985997312998,0.00532341791713176,0.527621479931945,0.00132324103285963,0.052015503875969,-0.000930232558139538
"IMDS","Hausdorff",21,0.530673900122665,0.00445027360312455,0.527636681029667,0.00113971633752813,0.0533776301218162,-0.000738279808047249
"IMDS","Hausdorff",22,0.530443801762899,0.00398354996464867,0.527414145328914,0.00105351695922012,0.0556025369978858,-0.000845665961945029
"IMDS","Hausdorff",23,0.530396547818352,0.00396094747136533,0.527244203667925,0.00107947602995728,0.0571621166161106,-0.000606673407482307
"IMDS","Hausdorff",24,0.531025321723474,0.00360875962622542,0.527244801725483,0.00102254614398928,0.0590439276485788,0
"IMDS","Hausdorff",25,0.531224704034328,0.00224727021953186,0.527140216034994,0.000709835529842773,0.0610852713178295,0.00105426356589148
"Int-UMAP","Hausdorff",1,0.983455700628112,-0.0030404957382425,0.983481390533969,-0.0030357744715682,0.365891472868217,0
"Int-UMAP","Hausdorff",2,0.982091391904874,-0.00089663881285984,0.98216652608748,-0.00161786560629795,0.452713178294574,-0.00852713178294574
"Int-UMAP","Hausdorff",3,0.979751291989664,0.00012435400516797,0.980511167395809,-0.000919706588599061,0.4671834625323,-0.00155038759689922
"Int-UMAP","Hausdorff",4,0.977940364104338,0.000549373835236344,0.979192174086875,-0.000590159374900409,0.483333333333333,0.00271317829457365
"Int-UMAP","Hausdorff",5,0.976469886702445,0.000535942462852823,0.978105083197832,-0.000494049133998593,0.491782945736434,0.00806201550387597
"Int-UMAP","Hausdorff",6,0.975586579571722,0.000771737649859605,0.977309998060412,-0.000320813528226604,0.503359173126615,0.00852713178294573
"Int-UMAP","Hausdorff",7,0.974156946176607,0.00166357497441061,0.976361029531824,7.98580268162319e-05,0.512070874861573,0.00730897009966777
"Int-UMAP","Hausdorff",8,0.972303673744523,0.00239942396666359,0.975299230955224,0.000408089928417461,0.510658914728682,0.00465116279069769
"Int-UMAP","Hausdorff",9,0.970882525174347,0.00272184615972626,0.974406284949476,0.000597604046586382,0.51266149870801,0.00465116279069766
"Int-UMAP","Hausdorff",10,0.969526448331702,0.00294709102215984,0.973546292226119,0.000743665009781826,0.52077519379845,0.00387596899224807
"Int-UMAP","Hausdorff",11,0.968423533213935,0.0025720095339411,0.972799064011093,0.000689057523128599,0.521212121212121,0.0050739957716702
"Int-UMAP","Hausdorff",12,0.967388861048728,0.00276380614174554,0.972099457723334,0.000802267552150356,0.520542635658915,0.00633074935400518
"Int-UMAP","Hausdorff",13,0.966397519379845,0.00299429934406681,0.971418885424686,0.000922104740786141,0.52510435301133,0.00512820512820514
"Int-UMAP","Hausdorff",14,0.965246203290999,0.00314020537440474,0.970712369130766,0.00100548491463263,0.527131782945736,0.00575858250276856
"Int-UMAP","Hausdorff",15,0.964263815149929,0.00407853303089967,0.970073509716007,0.00131247047216292,0.528578811369509,0.00113695090439275
"Int-UMAP","Hausdorff",16,0.963416755679653,0.00468208309128049,0.969478380368597,0.00153226482355701,0.530135658914729,0.000678294573643407
"Int-UMAP","Hausdorff",17,0.962666348426886,0.00531519366584976,0.968922631901401,0.00176481791588282,0.534792521659827,0.00109439124487004
"Int-UMAP","Hausdorff",18,0.961906007316044,0.00549840114099598,0.968382360266928,0.00186520853975708,0.534969853574505,-0.00051679586563308
"Int-UMAP","Hausdorff",19,0.961455965495133,0.0059453602293259,0.967933773575993,0.00203281913213001,0.537739698082415,-0.00106079151366789
"Int-UMAP","Hausdorff",20,0.960802820721454,0.00658555200232114,0.96744200111479,0.0022504788682762,0.539612403100775,-0.00178294573643409
"Int-UMAP","Hausdorff",21,0.96019461441139,0.00725429162775038,0.966974130965744,0.00248133305118158,0.542266519010705,-0.00103359173126613
"Int-UMAP","Hausdorff",22,0.959754459539586,0.00771494442033904,0.96655267435017,0.00266410396166473,0.545031712473573,0.000563777307963365
"Int-UMAP","Hausdorff",23,0.959312989330725,0.00805538519341176,0.96614062614342,0.00280895556212336,0.549039433771486,0.00175261206606001
"Int-UMAP","Hausdorff",24,0.958853844863572,0.00855866185116538,0.96573549703601,0.00298983423931442,0.551033591731266,0.00200258397932818
"Int-UMAP","Hausdorff",25,0.958490223873926,0.00874602505651123,0.965357321224393,0.00310137103390244,0.555162790697674,0.00378294573643409
"C-PCA","Ichino-Yaguchi",1,0.996431456231087,0.00328884709513311,0.99643699744812,0.00328374018970581,0.547286821705426,0
"C-PCA","Ichino-Yaguchi",2,0.996242455001903,0.00345242195194162,0.995974615415512,0.00342049242880668,0.628682170542636,0.0286821705426357
"C-PCA","Ichino-Yaguchi",3,0.996084867571059,0.00356023901808789,0.995638082080633,0.00352049822922492,0.669250645994832,0.0527131782945736
"C-PCA","Ichino-Yaguchi",4,0.996038134435723,0.00339397692022858,0.995408181495978,0.0034742241060452,0.677131782945736,0.0713178294573643
"C-PCA","Ichino-Yaguchi",5,0.996037627931316,0.00348046195222274,0.995205980797149,0.00352476745156119,0.702945736434109,0.0750387596899225
"C-PCA","Ichino-Yaguchi",6,0.995995543601347,0.00350697430455171,0.995016532565263,0.00355842923932104,0.714470284237726,0.0819121447028424
"C-PCA","Ichino-Yaguchi",7,0.995977830645133,0.00365727979989594,0.994844112389022,0.00363049440081511,0.725138427464009,0.0843853820598007
"C-PCA","Ichino-Yaguchi",8,0.995901890492386,0.00374421668658276,0.994658761119814,0.00368070569392819,0.740503875968992,0.0891472868217054
"C-PCA","Ichino-Yaguchi",9,0.995994217783183,0.00345567990870765,0.994545903894604,0.00361988192078737,0.750387596899225,0.103014642549526
"C-PCA","Ichino-Yaguchi",10,0.995992143389302,0.00332736083147078,0.994410186983824,0.0035899361013592,0.756744186046512,0.108527131782946
"C-PCA","Ichino-Yaguchi",11,0.996052100025585,0.00333261514567984,0.994294169626949,0.00359973670717816,0.770824524312896,0.11092318534179
"C-PCA","Ichino-Yaguchi",12,0.996120834544896,0.0032717344007458,0.994198061486987,0.00358491790858613,0.778940568475452,0.110206718346253
"C-PCA","Ichino-Yaguchi",13,0.996080047704234,0.00327899821109123,0.994068485762309,0.00360340297786912,0.786642814549791,0.116279069767442
"C-PCA","Ichino-Yaguchi",14,0.996075009702133,0.00327465873800337,0.993958805528185,0.00360584209770276,0.792912513842746,0.11937984496124
"C-PCA","Ichino-Yaguchi",15,0.996043852871042,0.00321294149904039,0.993848030940294,0.00360214148896827,0.800206718346253,0.122790697674419
"C-PCA","Ichino-Yaguchi",16,0.995995430666692,0.00326615195297608,0.993735453461294,0.00361945243968375,0.805038759689922,0.123643410852713
"C-PCA","Ichino-Yaguchi",17,0.996021192412044,0.00320228779042142,0.993648644109965,0.00360937600078452,0.807843137254902,0.125398996808026
"C-PCA","Ichino-Yaguchi",18,0.996019416460053,0.00317735304271405,0.993554420181604,0.00360848014943466,0.812058570198105,0.126270456503015
"C-PCA","Ichino-Yaguchi",19,0.996065215893857,0.00307004297212377,0.993472152439738,0.00358686233153661,0.817299061607507,0.128518971848225
"C-PCA","Ichino-Yaguchi",20,0.99606940791341,0.00313054667246959,0.993383320796554,0.00360437450026325,0.822868217054264,0.129302325581395
"C-PCA","Ichino-Yaguchi",21,0.996038219529247,0.00306705278821073,0.993290456568288,0.00359409010268911,0.824584717607973,0.131635289774825
"C-PCA","Ichino-Yaguchi",22,0.996063354647849,0.00295694974810379,0.993214444053175,0.00357847508403658,0.829105003523608,0.134672304439746
"C-PCA","Ichino-Yaguchi",23,0.996088448341594,0.00288020686568657,0.99314233177199,0.00356628673910074,0.83067071115605,0.137377822716549
"C-PCA","Ichino-Yaguchi",24,0.996128914452661,0.00280033717002248,0.99307212241546,0.00354846910827472,0.834948320413437,0.140697674418605
"C-PCA","Ichino-Yaguchi",25,0.996115908713587,0.00281021161385897,0.992991421538078,0.0035485691889596,0.838325581395349,0.141023255813953
"V-PCA","Ichino-Yaguchi",1,0.997330825707982,0.000737820536005018,0.99733497038856,0.000736674851942799,0.558139534883721,0
"V-PCA","Ichino-Yaguchi",2,0.996860555746887,0.00158784824811031,0.996703217255091,0.0013077880869181,0.62093023255814,0.0062015503875969
"V-PCA","Ichino-Yaguchi",3,0.996391311369509,0.00193959948320421,0.996168985669331,0.00157275528217274,0.652713178294574,0.0248062015503876
"V-PCA","Ichino-Yaguchi",4,0.996239672682462,0.0018338766367394,0.995844354760049,0.00159616333633676,0.667054263565891,0.0406976744186047
"V-PCA","Ichino-Yaguchi",5,0.996003066700741,0.00216713519039091,0.99551464906567,0.00176553205216733,0.685581395348837,0.0387596899224806
"V-PCA","Ichino-Yaguchi",6,0.995554579701836,0.00255673674516199,0.99513375510746,0.00195817826084882,0.684754521963824,0.0395348837209302
"V-PCA","Ichino-Yaguchi",7,0.995533116041516,0.00265256715260376,0.994906958942644,0.0020481551480136,0.699667774086379,0.0471760797342193
"V-PCA","Ichino-Yaguchi",8,0.995302264301253,0.00292796519287919,0.994625970575653,0.00218803785714367,0.715116279069767,0.0511627906976744
"V-PCA","Ichino-Yaguchi",9,0.995142309965588,0.0030557295953676,0.994400899667852,0.00227083438116843,0.716795865633075,0.0537467700258398
"V-PCA","Ichino-Yaguchi",10,0.995069792070734,0.00294610586721344,0.994198355194296,0.00226885553753862,0.724806201550388,0.0572093023255814
"V-PCA","Ichino-Yaguchi",11,0.995102633504352,0.0028619777990242,0.994033288820312,0.00226526266016732,0.737138830162086,0.0548273431994362
"V-PCA","Ichino-Yaguchi",12,0.995149316060061,0.00267162427744472,0.993893063341189,0.00224218431111499,0.745348837209302,0.0576227390180878
"V-PCA","Ichino-Yaguchi",13,0.995174335122242,0.00242623732856295,0.993752226274516,0.00218740670081582,0.753369111508646,0.0587954680977937
"V-PCA","Ichino-Yaguchi",14,0.995100977673104,0.00242353519987282,0.993592428599746,0.00219788387654179,0.760243632336656,0.0589147286821706
"V-PCA","Ichino-Yaguchi",15,0.994988907998704,0.00237260815739837,0.993429527302091,0.00220281015808644,0.761653746770026,0.06015503875969
"V-PCA","Ichino-Yaguchi",16,0.994957414313288,0.00229263097402077,0.993288997901713,0.00219000498894845,0.766957364341085,0.0593992248062015
"V-PCA","Ichino-Yaguchi",17,0.994789265595407,0.00251350493234825,0.993118458150761,0.00226188719130911,0.769265845873233,0.0595531235750114
"V-PCA","Ichino-Yaguchi",18,0.994742003089616,0.0024489568186018,0.992981304418908,0.00225378736664751,0.77312661498708,0.0608957795004307
"V-PCA","Ichino-Yaguchi",19,0.994711673475443,0.00244639081848386,0.992849554164685,0.00226056322755769,0.777478580171359,0.0600571195430437
"V-PCA","Ichino-Yaguchi",20,0.9946645978012,0.00257573750638629,0.992718736162632,0.00229597471091375,0.781007751937985,0.0572093023255814
"V-PCA","Ichino-Yaguchi",21,0.994636993358493,0.00245005320311664,0.992595975881971,0.00227141330919108,0.782945736434108,0.0580287929125138
"V-PCA","Ichino-Yaguchi",22,0.994529389427562,0.00249954334268543,0.992455586813988,0.00228719345732608,0.784989429175476,0.0573643410852713
"V-PCA","Ichino-Yaguchi",23,0.994479161486737,0.0024275776713244,0.992333714373888,0.00228134970792303,0.786316144253455,0.0582406471183013
"V-PCA","Ichino-Yaguchi",24,0.994456440733026,0.0023858813237958,0.992214524391389,0.00227913613736132,0.789793281653747,0.0601421188630491
"V-PCA","Ichino-Yaguchi",25,0.994418451400329,0.00237692042450477,0.992095785917658,0.00228811974944322,0.792558139534884,0.0610232558139535
"MR-PCA","Ichino-Yaguchi",1,0.993682713057736,0.00274874317335161,0.993692522509509,0.00274447493861043,0.401550387596899,0
"MR-PCA","Ichino-Yaguchi",2,0.992591854120974,0.00299322687257941,0.992579025585412,0.00291922721613046,0.437209302325581,0.0131782945736434
"MR-PCA","Ichino-Yaguchi",3,0.991479731912145,0.00336321059431521,0.991592381829545,0.00315121213117989,0.448062015503876,0.0253229974160207
"MR-PCA","Ichino-Yaguchi",4,0.990177742164594,0.00457771059836221,0.990570342535802,0.00376490970880256,0.472093023255814,0.0290697674418605
"MR-PCA","Ichino-Yaguchi",5,0.98939530015942,0.00493544108162047,0.989829080270682,0.00401435425180156,0.491782945736434,0.044031007751938
"MR-PCA","Ichino-Yaguchi",6,0.988496514372496,0.00543509861205138,0.989095062702668,0.00430330360120218,0.50594315245478,0.0568475452196383
"MR-PCA","Ichino-Yaguchi",7,0.987694016789461,0.00596259925729514,0.988434977357928,0.00459676919132308,0.518050941306755,0.0664451827242525
"MR-PCA","Ichino-Yaguchi",8,0.987030670711156,0.00666176425529308,0.987847472430741,0.00493263759411699,0.527713178294574,0.074031007751938
"MR-PCA","Ichino-Yaguchi",9,0.986391588212249,0.00714887297277744,0.987293885971191,0.00520005242923951,0.536950904392765,0.0794142980189492
"MR-PCA","Ichino-Yaguchi",10,0.985956246805943,0.00747067624729847,0.986821994456684,0.00540306261793246,0.551627906976744,0.087906976744186
"MR-PCA","Ichino-Yaguchi",11,0.985537047261236,0.00790320625900542,0.986381325026975,0.00563282853571281,0.560958421423538,0.0962649753347428
"MR-PCA","Ichino-Yaguchi",12,0.985167793677603,0.00847413236655792,0.985973291535413,0.00589336713583129,0.567829457364341,0.0978036175710594
"MR-PCA","Ichino-Yaguchi",13,0.984761741204532,0.00882604651162788,0.985571140860582,0.00608488117431664,0.575432319618366,0.102683363148479
"MR-PCA","Ichino-Yaguchi",14,0.984359628113008,0.00926520437532907,0.985183157633207,0.00629164341948395,0.581949058693245,0.104540420819491
"MR-PCA","Ichino-Yaguchi",15,0.984060918766669,0.00963766129099264,0.984835608837453,0.00648608979650491,0.591317829457364,0.111214470284238
"MR-PCA","Ichino-Yaguchi",16,0.983687667484962,0.0100968836084927,0.984475045166755,0.00669607204639577,0.599031007751938,0.114244186046512
"MR-PCA","Ichino-Yaguchi",17,0.983168946280094,0.0107131886078998,0.984087744718566,0.00695195228184946,0.602462380300958,0.117647058823529
"MR-PCA","Ichino-Yaguchi",18,0.982812039042149,0.0110917922913027,0.983748817280657,0.00713864155395731,0.608010335917313,0.121188630490956
"MR-PCA","Ichino-Yaguchi",19,0.982525420316118,0.0115224636644465,0.98343436462211,0.00732992888067483,0.61452468380253,0.123949408404733
"MR-PCA","Ichino-Yaguchi",20,0.982234059328502,0.0120384001614725,0.983126223922428,0.00754814923064384,0.620387596899225,0.126511627906977
"MR-PCA","Ichino-Yaguchi",21,0.98191419213461,0.0124353779348279,0.982817036108622,0.0077257330835717,0.62547065337763,0.128534514581026
"MR-PCA","Ichino-Yaguchi",22,0.981609243089781,0.0128320417278184,0.982520649134549,0.0078995198695879,0.629175475687104,0.131007751937984
"MR-PCA","Ichino-Yaguchi",23,0.981417560377265,0.0130897799289451,0.982257893568486,0.00804929654762354,0.634041118975396,0.135018537243006
"MR-PCA","Ichino-Yaguchi",24,0.98136944534682,0.0132156635433851,0.982031734575535,0.0081637662156835,0.640891472868217,0.13953488372093
"MR-PCA","Ichino-Yaguchi",25,0.981198268265584,0.0134764696116368,0.981781857026401,0.00829982658478318,0.646077519379845,0.142263565891473
"SPCA","Ichino-Yaguchi",1,0.996431456231087,0.00328884709513311,0.99643699744812,0.00328374018970581,0.547286821705426,0
"SPCA","Ichino-Yaguchi",2,0.996242455001903,0.00345242195194162,0.995974615415512,0.00342049242880668,0.628682170542636,0.0286821705426357
"SPCA","Ichino-Yaguchi",3,0.996084867571059,0.00356023901808789,0.995638082080633,0.00352049822922492,0.669250645994832,0.0527131782945736
"SPCA","Ichino-Yaguchi",4,0.996038134435723,0.00339397692022858,0.995408181495978,0.0034742241060452,0.677131782945736,0.0713178294573643
"SPCA","Ichino-Yaguchi",5,0.996037627931316,0.00348046195222274,0.995205980797149,0.00352476745156119,0.702945736434109,0.0750387596899225
"SPCA","Ichino-Yaguchi",6,0.995995543601347,0.00350697430455171,0.995016532565263,0.00355842923932104,0.714470284237726,0.0819121447028424
"SPCA","Ichino-Yaguchi",7,0.995977830645133,0.00365727979989594,0.994844112389022,0.00363049440081511,0.725138427464009,0.0843853820598007
"SPCA","Ichino-Yaguchi",8,0.995901890492386,0.00374421668658276,0.994658761119814,0.00368070569392819,0.740503875968992,0.0891472868217054
"SPCA","Ichino-Yaguchi",9,0.995994217783183,0.00345567990870765,0.994545903894604,0.00361988192078737,0.750387596899225,0.103014642549526
"SPCA","Ichino-Yaguchi",10,0.995992143389302,0.00332736083147078,0.994410186983824,0.0035899361013592,0.756744186046512,0.108527131782946
"SPCA","Ichino-Yaguchi",11,0.996052100025585,0.00333261514567984,0.994294169626949,0.00359973670717816,0.770824524312896,0.11092318534179
"SPCA","Ichino-Yaguchi",12,0.996120834544896,0.0032717344007458,0.994198061486987,0.00358491790858613,0.778940568475452,0.110206718346253
"SPCA","Ichino-Yaguchi",13,0.996080047704234,0.00327899821109123,0.994068485762309,0.00360340297786912,0.786642814549791,0.116279069767442
"SPCA","Ichino-Yaguchi",14,0.996075009702133,0.00327465873800337,0.993958805528185,0.00360584209770276,0.792912513842746,0.11937984496124
"SPCA","Ichino-Yaguchi",15,0.996043852871042,0.00321294149904039,0.993848030940294,0.00360214148896827,0.800206718346253,0.122790697674419
"SPCA","Ichino-Yaguchi",16,0.995995430666692,0.00326615195297608,0.993735453461294,0.00361945243968375,0.805038759689922,0.123643410852713
"SPCA","Ichino-Yaguchi",17,0.996021192412044,0.00320228779042142,0.993648644109965,0.00360937600078452,0.807843137254902,0.125398996808026
"SPCA","Ichino-Yaguchi",18,0.996019416460053,0.00317735304271405,0.993554420181604,0.00360848014943466,0.812058570198105,0.126270456503015
"SPCA","Ichino-Yaguchi",19,0.996065215893857,0.00307004297212377,0.993472152439738,0.00358686233153661,0.817299061607507,0.128518971848225
"SPCA","Ichino-Yaguchi",20,0.99606940791341,0.00313054667246959,0.993383320796554,0.00360437450026325,0.822868217054264,0.129302325581395
"SPCA","Ichino-Yaguchi",21,0.996038219529247,0.00306705278821073,0.993290456568288,0.00359409010268911,0.824584717607973,0.131635289774825
"SPCA","Ichino-Yaguchi",22,0.996063354647849,0.00295694974810379,0.993214444053175,0.00357847508403658,0.829105003523608,0.134672304439746
"SPCA","Ichino-Yaguchi",23,0.996088448341594,0.00288020686568657,0.99314233177199,0.00356628673910074,0.83067071115605,0.137377822716549
"SPCA","Ichino-Yaguchi",24,0.996128914452661,0.00280033717002248,0.99307212241546,0.00354846910827472,0.834948320413437,0.140697674418605
"SPCA","Ichino-Yaguchi",25,0.996115908713587,0.00281021161385897,0.992991421538078,0.0035485691889596,0.838325581395349,0.141023255813953
