"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep","dr_input","eval_geom"
"IMDS","Wasserstein",0.551171367112811,0.028709528362014,0.55691926950188,0.0327759622032963,0.043125,-0.001875,TRUE,0,10,"std","raw"
"IMDS","Centers-Euclidean",0.543813017845762,0.00296956660293191,0.551705312664359,0.00865692333951057,0.047,-0.00375,TRUE,0,10,"std","raw"
"Int-UMAP","Int-Euclidean",0.8740767208413,0.0193452836201402,0.919587527237882,0.0155463309700584,0.50175,-0.00887499999999999,FALSE,0,10,"std","raw"
"Int-UMAP","Hausdorff",0.873875398342894,0.0187096876991714,0.919615949806893,0.0147673021646493,0.4995,-0.01475,FALSE,0,10,"std","raw"
"Int-UMAP","Ichino-Yaguchi",0.874675350541746,0.0190170490758444,0.920597157566105,0.015118224520841,0.50375,-0.016625,FALSE,0,10,"std","raw"
"Int-UMAP","Wasserstein",0.874197339069471,0.0188857552581262,0.920016259776679,0.0149068947645775,0.5025,-0.0155,FALSE,0,10,"std","raw"
"Int-UMAP","Centers-Euclidean",0.873958811344806,0.0195323454429573,0.91993673371199,0.0153006878370243,0.502375,-0.015125,FALSE,0,10,"std","raw"
"C-PCA","Int-Euclidean",0.929382249840663,0.12522339069471,0.928776226883945,0.128393632413084,0.500125,0.206,FALSE,0,10,"std","std"
"C-PCA","Hausdorff",0.928734305289994,0.126692957297642,0.928442057541897,0.129161159381424,0.50275,0.20625,FALSE,0,10,"std","std"
"C-PCA","Ichino-Yaguchi",0.929408540471638,0.125460165710644,0.928479798951035,0.129140050822438,0.501125,0.205125,FALSE,0,10,"std","std"
"C-PCA","Wasserstein",0.929401848311026,0.125476418100701,0.928513557782183,0.129077746166225,0.501125,0.204625,FALSE,0,10,"std","std"
"C-PCA","Centers-Euclidean",0.92941770235819,0.125438336520077,0.928633032989462,0.128836908953098,0.501125,0.20475,FALSE,0,10,"std","std"
"V-PCA","Int-Euclidean",0.92944056724028,0.125109623964308,0.928792765266222,0.128362568688595,0.5005,0.2065,FALSE,0,10,"std","std"
"V-PCA","Hausdorff",0.928803298279159,0.126551465901848,0.928562241364868,0.128923676524251,0.502875,0.206375,FALSE,0,10,"std","std"
"V-PCA","Ichino-Yaguchi",0.929430449330784,0.125416985340982,0.928446327148694,0.12920693898322,0.50125,0.205,FALSE,0,10,"std","std"
"V-PCA","Wasserstein",0.929414196940727,0.12545235818993,0.92848169630527,0.129138983527361,0.501,0.204375,FALSE,0,10,"std","std"
"V-PCA","Centers-Euclidean",0.929439929891651,0.125395793499044,0.928627253602617,0.128848805508087,0.50125,0.2045,FALSE,0,10,"std","std"
"MR-PCA","Int-Euclidean",0.929424633524538,0.125478648820905,0.92883601086854,0.128526610982225,0.501875,0.204,FALSE,0,10,"std","std"
"MR-PCA","Hausdorff",0.928255736137667,0.127349585723391,0.928673523776306,0.128294864436252,0.49975,0.1965,FALSE,0,10,"std","std"
"MR-PCA","Ichino-Yaguchi",0.929308636073932,0.125653919694073,0.928752399654644,0.128523780144635,0.5015,0.204625,FALSE,0,10,"std","std"
"MR-PCA","Wasserstein",0.929229843849586,0.125819152326323,0.928318230521577,0.129467383078624,0.500375,0.205125,FALSE,0,10,"std","std"
"MR-PCA","Centers-Euclidean",0.92941770235819,0.125438336520077,0.928633032989462,0.128836908953098,0.501125,0.20475,FALSE,0,10,"std","std"
"SPCA","Int-Euclidean",0.929382249840663,0.12522339069471,0.928776226883945,0.128393632413084,0.500125,0.206,FALSE,0,10,"std","std"
"SPCA","Hausdorff",0.928734305289994,0.126692957297642,0.928442057541897,0.129161159381424,0.50275,0.20625,FALSE,0,10,"std","std"
"SPCA","Ichino-Yaguchi",0.929408540471638,0.125460165710644,0.928479798951035,0.129140050822438,0.501125,0.205125,FALSE,0,10,"std","std"
"SPCA","Wasserstein",0.929401848311026,0.125476418100701,0.928513557782183,0.129077746166225,0.501125,0.204625,FALSE,0,10,"std","std"
"SPCA","Centers-Euclidean",0.92941770235819,0.125438336520077,0.928633032989462,0.128836908953098,0.501125,0.20475,FALSE,0,10,"std","std"
"IMDS","Int-Euclidean",0.56326426067559,-0.0496856277884001,0.566888224436396,-0.0532729513009783,0.03925,-0.006875,TRUE,0,10,"std","std"
"IMDS","Hausdorff",0.603606755895475,-0.0136759082217973,0.61821873015215,-0.0288359331404568,0.047875,-0.003375,TRUE,0,10,"std","std"
"IMDS","Ichino-Yaguchi",0.612390376035691,-0.0126246016571064,0.626128267266382,-0.0268005630455999,0.048125,-0.00575,TRUE,0,10,"std","std"
"IMDS","Wasserstein",0.604080226258763,-0.0376594964945826,0.61779982536451,-0.0530114458813797,0.050875,-0.005375,TRUE,0,10,"std","std"
"IMDS","Centers-Euclidean",0.601621175908222,-0.0726336838750796,0.616080321407436,-0.0861761058627062,0.056625,-0.008875,TRUE,0,10,"std","std"
"Int-UMAP","Int-Euclidean",0.883200127469726,0.0343438495857235,0.92748616887939,0.0274714353026836,0.53525,-0.021875,FALSE,0,10,"std","std"
"Int-UMAP","Hausdorff",0.882689531548757,0.0330887507966857,0.926771290905443,0.0253858765364997,0.529875,-0.031375,FALSE,0,10,"std","std"
"Int-UMAP","Ichino-Yaguchi",0.883731676226896,0.0339056724028044,0.928121717614493,0.0266117827499867,0.5345,-0.0285,FALSE,0,10,"std","std"
"Int-UMAP","Wasserstein",0.883153601019758,0.0338706182281707,0.927620422764856,0.0262602780195985,0.533375,-0.028875,FALSE,0,10,"std","std"
"Int-UMAP","Centers-Euclidean",0.88329580943276,0.0335374442319949,0.92768303385524,0.0262071448506862,0.533,-0.026125,FALSE,0,10,"std","std"
"C-PCA","Int-Euclidean",0.966350462077757,0.0513838432122371,0.965532723331015,0.0544776600319937,0.476125,0.21625,FALSE,0,11,"raw","raw"
"C-PCA","Hausdorff",0.966256453154876,0.0516693753983428,0.965799644766667,0.0540656879709426,0.478,0.222125,FALSE,0,11,"raw","raw"
"C-PCA","Ichino-Yaguchi",0.966458413001912,0.0513250478011473,0.96573885202296,0.0542125413760767,0.47925,0.2215,FALSE,0,11,"raw","raw"
"C-PCA","Wasserstein",0.966428696622052,0.0513809751434035,0.965626260069252,0.0544395860660779,0.47925,0.221625,FALSE,0,11,"raw","raw"
"C-PCA","Centers-Euclidean",0.966458413001912,0.0513247291268324,0.965632079652925,0.0544265492859593,0.47925,0.221625,FALSE,0,11,"raw","raw"
"V-PCA","Int-Euclidean",0.966405672402804,0.0512718291905673,0.965575122987365,0.0543943777496976,0.4765,0.2165,FALSE,0,11,"raw","raw"
"V-PCA","Hausdorff",0.966243706182282,0.05169678138942,0.96579062862891,0.0540851391838078,0.478,0.222125,FALSE,0,11,"raw","raw"
"V-PCA","Ichino-Yaguchi",0.966411966220523,0.0514150732950924,0.965746272762493,0.0541972226529787,0.479,0.221125,FALSE,0,11,"raw","raw"
"V-PCA","Wasserstein",0.96641212555768,0.0514102931803696,0.965657930371333,0.0543743915031967,0.47925,0.221,FALSE,0,11,"raw","raw"
"V-PCA","Centers-Euclidean",0.966412284894838,0.0514153919694073,0.965644496954083,0.0544032346994881,0.479,0.221125,FALSE,0,11,"raw","raw"
"MR-PCA","Int-Euclidean",0.970012746972594,0.0446411727214786,0.969420075784135,0.0469563768247227,0.47175,0.2395,FALSE,0,11,"raw","raw"
"MR-PCA","Hausdorff",0.970079907584449,0.0443462396430848,0.969417933197265,0.0467985564029089,0.46825,0.22925,FALSE,0,11,"raw","raw"
"MR-PCA","Ichino-Yaguchi",0.970037683237731,0.0445645315487572,0.969133225891585,0.0475108525037015,0.471875,0.235875,FALSE,0,11,"raw","raw"
"MR-PCA","Wasserstein",0.969979684512428,0.0447057042702358,0.969293397348007,0.047293341818809,0.472,0.23975,FALSE,0,11,"raw","raw"
"MR-PCA","Centers-Euclidean",0.969992112810707,0.044684034416826,0.969333750058216,0.0472052879491745,0.47275,0.240875,FALSE,0,11,"raw","raw"
"SPCA","Int-Euclidean",0.97023884639898,0.0439678138942001,0.969678593204011,0.0463439980954594,0.46925,0.232875,FALSE,0,11,"raw","raw"
"SPCA","Hausdorff",0.970285133843212,0.0439300509878904,0.969622483444025,0.0465552165374312,0.471375,0.23575,FALSE,0,11,"raw","raw"
"SPCA","Ichino-Yaguchi",0.97041212555768,0.0437286488209051,0.969531519302751,0.0467309606926632,0.4705,0.240875,FALSE,0,11,"raw","raw"
"SPCA","Wasserstein",0.970410850860421,0.0437350223072021,0.969575458593557,0.0466483706061349,0.47075,0.24125,FALSE,0,11,"raw","raw"
"SPCA","Centers-Euclidean",0.970423438495857,0.0437088910133843,0.969557993658412,0.0466725294326076,0.47075,0.241125,FALSE,0,11,"raw","raw"
"IMDS","Int-Euclidean",0.527731835564054,0.00866571064372201,0.533906833627015,0.0137272935904634,0.035625,0.002875,TRUE,0,11,"raw","raw"
"IMDS","Hausdorff",0.555891491395794,0.0487377310388784,0.56458368988026,0.0601553964571518,0.04025,0.00275,TRUE,0,11,"raw","raw"
"IMDS","Ichino-Yaguchi",0.558665391969407,0.0538413001912046,0.565693517891576,0.0653333227563432,0.04175,0.00125,TRUE,0,11,"raw","raw"
"IMDS","Wasserstein",0.553666746335245,0.0399596876991715,0.559478857406989,0.0527729554379462,0.042,0.003,TRUE,0,11,"raw","raw"
"IMDS","Centers-Euclidean",0.54647960484385,0.017810707456979,0.552559602299199,0.0271023424877183,0.046375,0.001875,TRUE,0,11,"raw","raw"
"Int-UMAP","Int-Euclidean",0.802619821542384,0.0191166347992352,0.8664068419436,0.0138560825199713,0.447,-0.025875,FALSE,0,11,"raw","raw"
"Int-UMAP","Hausdorff",0.801115200764818,0.0161038878266412,0.866468405570764,0.00637286325606501,0.446125,-0.028375,FALSE,0,11,"raw","raw"
"Int-UMAP","Ichino-Yaguchi",0.804182441045252,0.0171290630975143,0.870199536198981,0.00914941636338854,0.44925,-0.02975,FALSE,0,11,"raw","raw"
"Int-UMAP","Wasserstein",0.802101816443595,0.0182014021669854,0.867990788976934,0.00939730859955362,0.44625,-0.030625,FALSE,0,11,"raw","raw"
"Int-UMAP","Centers-Euclidean",0.800494582536648,0.0218792224346718,0.866582735903985,0.0131744341011716,0.44625,-0.029,FALSE,0,11,"raw","raw"
"C-PCA","Int-Euclidean",0.947790471637986,0.0759894837476099,0.948906929054497,0.0808440246232331,0.496875,0.14875,FALSE,0,11,"std","raw"
"C-PCA","Hausdorff",0.946889818355641,0.07685643722116,0.948620382930546,0.0808310948924909,0.4935,0.147625,FALSE,0,11,"std","raw"
"C-PCA","Ichino-Yaguchi",0.947367112810708,0.0763228170809432,0.948629357592002,0.0809946714573608,0.49425,0.14825,FALSE,0,11,"std","raw"
"C-PCA","Wasserstein",0.947353569152326,0.0763154875717017,0.948676229332007,0.0808941143485231,0.494,0.147625,FALSE,0,11,"std","raw"
"C-PCA","Centers-Euclidean",0.947364563416189,0.0763186743148502,0.948714010191612,0.0808270850190412,0.494125,0.14725,FALSE,0,11,"std","raw"
"V-PCA","Int-Euclidean",0.947787603569152,0.0759923518164436,0.948921259170208,0.0808159815250689,0.496875,0.14875,FALSE,0,11,"std","raw"
"V-PCA","Hausdorff",0.946869343530911,0.0768970681963034,0.948655970983904,0.0807607576946324,0.493625,0.147125,FALSE,0,11,"std","raw"
"V-PCA","Ichino-Yaguchi",0.947414276609305,0.0762221159974507,0.948589129737191,0.0810695635848559,0.4945,0.14825,FALSE,0,11,"std","raw"
"V-PCA","Wasserstein",0.947429413639261,0.0761583811344806,0.948657269970509,0.0809259495962063,0.494125,0.14775,FALSE,0,11,"std","raw"
"V-PCA","Centers-Euclidean",0.94740471637986,0.0762326322498406,0.948698160699794,0.0808540627413409,0.4945,0.147375,FALSE,0,11,"std","raw"
"MR-PCA","Int-Euclidean",0.947393244104525,0.0761344805608668,0.948358411568941,0.0813976078686666,0.494,0.145875,FALSE,0,11,"std","raw"
"MR-PCA","Hausdorff",0.947101736775016,0.0767978011472276,0.948457197031926,0.0813006160158491,0.493375,0.15125,FALSE,0,11,"std","raw"
"MR-PCA","Ichino-Yaguchi",0.947348550031867,0.0763570745697897,0.948518004382968,0.0812024941736991,0.495375,0.148875,FALSE,0,11,"std","raw"
"MR-PCA","Wasserstein",0.947442080943276,0.07614356277884,0.94879855510211,0.0806510421064861,0.494125,0.14575,FALSE,0,11,"std","raw"
"MR-PCA","Centers-Euclidean",0.947364563416189,0.0763186743148502,0.948714010191612,0.0808270850190412,0.494125,0.14725,FALSE,0,11,"std","raw"
"SPCA","Int-Euclidean",0.947790471637986,0.0759894837476099,0.948906929054497,0.0808440246232331,0.496875,0.14875,FALSE,0,11,"std","raw"
"SPCA","Hausdorff",0.946889818355641,0.07685643722116,0.948620382930546,0.0808310948924909,0.4935,0.147625,FALSE,0,11,"std","raw"
"SPCA","Ichino-Yaguchi",0.947367112810708,0.0763228170809432,0.948629357592002,0.0809946714573608,0.49425,0.14825,FALSE,0,11,"std","raw"
"SPCA","Wasserstein",0.947353569152326,0.0763154875717017,0.948676229332007,0.0808941143485231,0.494,0.147625,FALSE,0,11,"std","raw"
"SPCA","Centers-Euclidean",0.947364563416189,0.0763186743148502,0.948714010191612,0.0808270850190412,0.494125,0.14725,FALSE,0,11,"std","raw"
"IMDS","Int-Euclidean",0.526977613129382,0.00757472912683232,0.533520350832793,0.0112368892235995,0.03375,0.003,TRUE,0,11,"std","raw"
"IMDS","Hausdorff",0.556525812619503,0.0493562778840027,0.56487915426216,0.0584867820036265,0.04075,0.001375,TRUE,0,11,"std","raw"
"IMDS","Ichino-Yaguchi",0.558844486934353,0.0554878903760356,0.565791197995114,0.0651143251086999,0.04125,0.000375,TRUE,0,11,"std","raw"
"IMDS","Wasserstein",0.552661567877629,0.0418444869343532,0.559269679513786,0.0506558821457165,0.041875,0.002375,TRUE,0,11,"std","raw"
"IMDS","Centers-Euclidean",0.547480640535373,0.0148519757807521,0.553772083092152,0.0235543484992018,0.04625,0.000875000000000001,TRUE,0,11,"std","raw"
"Int-UMAP","Int-Euclidean",0.75842821861058,0.00440073295092414,0.843260523017663,-0.00156836996298565,0.427375,-0.03,FALSE,0,11,"std","raw"
"Int-UMAP","Hausdorff",0.758162045889101,-0.000799553855959201,0.844018674742369,-0.00856970475355529,0.429375,-0.028125,FALSE,0,11,"std","raw"
"Int-UMAP","Ichino-Yaguchi",0.760541826003824,0.00354445506692158,0.847140275818049,-0.00284614884964143,0.428875,-0.031625,FALSE,0,11,"std","raw"
"Int-UMAP","Wasserstein",0.758618387507967,0.00339802421924795,0.845702340508798,-0.00422826697210285,0.428125,-0.0325,FALSE,0,11,"std","raw"
"Int-UMAP","Centers-Euclidean",0.758344805608668,0.00431453154875716,0.845637707315405,-0.00336092328423734,0.426875,-0.030125,FALSE,0,11,"std","raw"
"C-PCA","Int-Euclidean",0.928346956660293,0.125710165710644,0.92929425790131,0.126458124885594,0.48375,0.20375,FALSE,0,11,"std","std"
"C-PCA","Hausdorff",0.927426067558955,0.1277017208413,0.929046399038108,0.127101195012233,0.48375,0.21125,FALSE,0,11,"std","std"
"C-PCA","Ichino-Yaguchi",0.928003346080306,0.126617909496495,0.929091610553175,0.126988765445178,0.48425,0.214125,FALSE,0,11,"std","std"
"C-PCA","Wasserstein",0.927992670490758,0.126620777565328,0.929177082656278,0.126817193016935,0.484125,0.21425,FALSE,0,11,"std","std"
"C-PCA","Centers-Euclidean",0.927999282982792,0.126612970044614,0.92923915295539,0.126688678321486,0.484125,0.21425,FALSE,0,11,"std","std"
"V-PCA","Int-Euclidean",0.928376274697259,0.125655353728489,0.929356627384237,0.12633608219925,0.48375,0.203875,FALSE,0,11,"std","std"
"V-PCA","Hausdorff",0.927464467813894,0.127629063097514,0.92918848959898,0.126825928843128,0.483875,0.210875,FALSE,0,11,"std","std"
"V-PCA","Ichino-Yaguchi",0.928128824091778,0.126369184193754,0.929091758972231,0.126986889735389,0.484375,0.21425,FALSE,0,11,"std","std"
"V-PCA","Wasserstein",0.928158859145953,0.126291905672403,0.929210292592814,0.126752658662956,0.48425,0.214375,FALSE,0,11,"std","std"
"V-PCA","Centers-Euclidean",0.928122769279796,0.126368546845124,0.92926861445779,0.126628170047636,0.484375,0.214625,FALSE,0,11,"std","std"
"MR-PCA","Int-Euclidean",0.928238527724665,0.126370299553856,0.928813672947693,0.127716243365284,0.48775,0.218125,FALSE,0,11,"std","std"
"MR-PCA","Hausdorff",0.92761073932441,0.127237731038878,0.928736684934152,0.127513635787485,0.484875,0.211375,FALSE,0,11,"std","std"
"MR-PCA","Ichino-Yaguchi",0.927972036328872,0.126674792861695,0.928878026469259,0.127408258471273,0.484875,0.214375,FALSE,0,11,"std","std"
"MR-PCA","Wasserstein",0.928118148502231,0.126370458891013,0.929314363032328,0.126550475444238,0.48375,0.2115,FALSE,0,11,"std","std"
"MR-PCA","Centers-Euclidean",0.927999282982792,0.126612970044614,0.92923915295539,0.126688678321486,0.484125,0.21425,FALSE,0,11,"std","std"
"SPCA","Int-Euclidean",0.928346956660293,0.125710165710644,0.92929425790131,0.126458124885594,0.48375,0.20375,FALSE,0,11,"std","std"
"SPCA","Hausdorff",0.927426067558955,0.1277017208413,0.929046399038108,0.127101195012233,0.48375,0.21125,FALSE,0,11,"std","std"
"SPCA","Ichino-Yaguchi",0.928003346080306,0.126617909496495,0.929091610553175,0.126988765445178,0.48425,0.214125,FALSE,0,11,"std","std"
"SPCA","Wasserstein",0.927992670490758,0.126620777565328,0.929177082656278,0.126817193016935,0.484125,0.21425,FALSE,0,11,"std","std"
"SPCA","Centers-Euclidean",0.927999282982792,0.126612970044614,0.92923915295539,0.126688678321486,0.484125,0.21425,FALSE,0,11,"std","std"
"IMDS","Int-Euclidean",0.572619104525175,-0.0580533779477375,0.579794645923312,-0.0759583185980506,0.041,-0.00575,TRUE,0,11,"std","std"
"IMDS","Hausdorff",0.599603091140854,-0.00732791586998083,0.611755604653262,-0.0180939095131667,0.049875,-0.001125,TRUE,0,11,"std","std"
"IMDS","Ichino-Yaguchi",0.603213033779477,-0.00025239005736144,0.614532349255286,-0.00969837196237794,0.049375,-0.002625,TRUE,0,11,"std","std"
"IMDS","Wasserstein",0.597071303377948,-0.0192162205226259,0.606021563454861,-0.027568419905145,0.051875,-0.000875000000000001,TRUE,0,11,"std","std"
"IMDS","Centers-Euclidean",0.598692080943276,-0.057090025493945,0.604085319056614,-0.0631113050368138,0.055875,-0.00475,TRUE,0,11,"std","std"
"Int-UMAP","Int-Euclidean",0.768669694072658,0.00639802421924796,0.854613095512268,0.00454035535445627,0.442875,-0.02575,FALSE,0,11,"std","std"
"Int-UMAP","Hausdorff",0.766494263862333,-0.000711281070745695,0.853608567089081,-0.00256255649946663,0.438875,-0.03725,FALSE,0,11,"std","std"
"Int-UMAP","Ichino-Yaguchi",0.769783062460166,0.00512539834289361,0.856606619110301,0.00267704196898522,0.44275,-0.032625,FALSE,0,11,"std","std"
"Int-UMAP","Wasserstein",0.768024458253665,0.00388926067558948,0.855364938360884,0.00100436582328817,0.441375,-0.0305,FALSE,0,11,"std","std"
"Int-UMAP","Centers-Euclidean",0.768730720203952,0.0035337794773741,0.855764050315936,0.00100107906624283,0.440375,-0.030125,FALSE,0,11,"std","std"
"C-PCA","Int-Euclidean",0.965046526449968,0.0533186743148502,0.964293463880687,0.0564249231590194,0.4375,0.211,FALSE,0,12,"raw","raw"
"C-PCA","Hausdorff",0.965043977055449,0.0534633524537922,0.964148726833193,0.0568652221483539,0.43875,0.217875,FALSE,0,12,"raw","raw"
"C-PCA","Ichino-Yaguchi",0.965212157425112,0.053105321861058,0.964231019868364,0.0566877858879409,0.440375,0.216875,FALSE,0,12,"raw","raw"
"C-PCA","Wasserstein",0.965176943913321,0.0531728808158062,0.964254837394983,0.0566485548504798,0.44025,0.216125,FALSE,0,12,"raw","raw"
"C-PCA","Centers-Euclidean",0.965208811344806,0.0531123326959847,0.964241043165891,0.0566762017380042,0.4405,0.21675,FALSE,0,12,"raw","raw"
"V-PCA","Int-Euclidean",0.965047163798598,0.0533186743148503,0.964292963179621,0.0564269485673381,0.4375,0.211,FALSE,0,12,"raw","raw"
"V-PCA","Hausdorff",0.965043897386871,0.0534631931166348,0.964149290228516,0.0568645397618915,0.43875,0.217875,FALSE,0,12,"raw","raw"
"V-PCA","Ichino-Yaguchi",0.965201402166985,0.0531274697259401,0.964216203552299,0.0567173485754586,0.440125,0.216625,FALSE,0,12,"raw","raw"
"V-PCA","Wasserstein",0.96519741873805,0.0531335245379222,0.964265848766783,0.0566281143904899,0.44025,0.216125,FALSE,0,12,"raw","raw"
"V-PCA","Centers-Euclidean",0.965197976418101,0.0531343212237094,0.964226095490432,0.0567055017067338,0.44025,0.2165,FALSE,0,12,"raw","raw"
"MR-PCA","Int-Euclidean",0.967843769917145,0.048611695347355,0.966948730151297,0.0518651564686569,0.4565,0.221875,FALSE,0,12,"raw","raw"
"MR-PCA","Hausdorff",0.968108189929892,0.0480516252390057,0.967248108446051,0.0512148298017275,0.455875,0.2185,FALSE,0,12,"raw","raw"
"MR-PCA","Ichino-Yaguchi",0.967820586360739,0.0486201402166986,0.967078840564839,0.0515873548073529,0.45525,0.22,FALSE,0,12,"raw","raw"
"MR-PCA","Wasserstein",0.967898103887827,0.0484635117909497,0.967056584743613,0.0516304504978947,0.455875,0.221125,FALSE,0,12,"raw","raw"
"MR-PCA","Centers-Euclidean",0.967835803059273,0.0485919375398343,0.966958068076921,0.0518326699683936,0.45525,0.222,FALSE,0,12,"raw","raw"
"SPCA","Int-Euclidean",0.967869901210962,0.0484874123645633,0.967338496290633,0.0510091043575323,0.451875,0.21325,FALSE,0,12,"raw","raw"
"SPCA","Hausdorff",0.968171048438496,0.0479686105799872,0.967531867767663,0.0507356239085015,0.454375,0.221,FALSE,0,12,"raw","raw"
"SPCA","Ichino-Yaguchi",0.968022785213512,0.0482313575525812,0.967443230990718,0.0508918518109087,0.45375,0.220625,TRUE,0,12,"raw","raw"
"SPCA","Wasserstein",0.968015774378585,0.0482485659655831,0.967459396832635,0.0508684419035785,0.45375,0.221125,FALSE,0,12,"raw","raw"
"SPCA","Centers-Euclidean",0.968023103887827,0.0482313575525812,0.967454240656551,0.0508736244155147,0.45375,0.220875,TRUE,0,12,"raw","raw"
"IMDS","Int-Euclidean",0.549817957297642,-0.00872131931166342,0.558172138510463,-0.00930409972668717,0.04125,-0.00375,TRUE,0,12,"raw","raw"
"IMDS","Hausdorff",0.580586918419375,0.0440763224984065,0.587591912018719,0.0546966218543476,0.048625,0.000374999999999997,TRUE,0,12,"raw","raw"
"IMDS","Ichino-Yaguchi",0.58546287444232,0.0498199490121096,0.59176264858752,0.0585978357089765,0.04825,0.003375,TRUE,0,12,"raw","raw"
"IMDS","Wasserstein",0.577078632887189,0.0313344486934354,0.583724431192499,0.0410819702237256,0.053125,0.004625,TRUE,0,12,"raw","raw"
"IMDS","Centers-Euclidean",0.57013615360102,0.0118299872530274,0.576050830370497,0.0188176004016527,0.0515,-0.004625,TRUE,0,12,"raw","raw"
"Int-UMAP","Int-Euclidean",0.879433636073932,0.0235409496494583,0.923528855287327,0.015566678241647,0.508125,-0.00699999999999998,FALSE,0,12,"raw","raw"
"Int-UMAP","Hausdorff",0.878765615041428,0.0247737412364564,0.922602117641379,0.016876198121356,0.5065,-0.00950000000000001,FALSE,0,12,"raw","raw"
"Int-UMAP","Ichino-Yaguchi",0.879703951561504,0.0235076481835564,0.923642841122007,0.0152079276332569,0.50975,-0.013875,FALSE,0,12,"raw","raw"
"Int-UMAP","Wasserstein",0.87938368387508,0.0240825366475462,0.923183950833373,0.0160692223916247,0.50875,-0.010875,FALSE,0,12,"raw","raw"
"Int-UMAP","Centers-Euclidean",0.879276688973869,0.0243194710006374,0.923116099228204,0.0161601640354698,0.509,-0.00987499999999999,FALSE,0,12,"raw","raw"
"C-PCA","Int-Euclidean",0.962157504780115,0.0491489802421925,0.962013891127969,0.0557631507386578,0.476375,0.231375,FALSE,0,12,"std","raw"
"C-PCA","Hausdorff",0.961962396430848,0.0485490758444869,0.961484653725549,0.0559205491470937,0.47575,0.21175,FALSE,0,12,"std","raw"
"C-PCA","Ichino-Yaguchi",0.961893483110261,0.0489118865519439,0.961668323159804,0.0557353481817216,0.4755,0.21425,FALSE,0,12,"std","raw"
"C-PCA","Wasserstein",0.961907425111536,0.0488964308476737,0.961593288477512,0.0559070777720969,0.475625,0.2145,FALSE,0,12,"std","raw"
"C-PCA","Centers-Euclidean",0.961905274059911,0.0489004142766094,0.961643788274417,0.0557900412434378,0.475375,0.214125,FALSE,0,12,"std","raw"
"V-PCA","Int-Euclidean",0.962154397705545,0.0491529636711281,0.962007109592631,0.0557733935727043,0.476375,0.231375,FALSE,0,12,"std","raw"
"V-PCA","Hausdorff",0.961982632249841,0.0485111536010198,0.961484108029624,0.0559225626136493,0.475875,0.212,FALSE,0,12,"std","raw"
"V-PCA","Ichino-Yaguchi",0.961893323773104,0.0489115678776291,0.961672734575038,0.0557259158948449,0.4755,0.21425,FALSE,0,12,"std","raw"
"V-PCA","Wasserstein",0.961914913957935,0.0488824091778203,0.9615922028433,0.0559092848658113,0.475625,0.2145,FALSE,0,12,"std","raw"
"V-PCA","Centers-Euclidean",0.961905035054175,0.0488999362651371,0.961644530582941,0.0557885860543067,0.475375,0.214,FALSE,0,12,"std","raw"
"MR-PCA","Int-Euclidean",0.961861217335883,0.04877660930529,0.961600494265309,0.0557442748628787,0.4755,0.21325,FALSE,0,12,"std","raw"
"MR-PCA","Hausdorff",0.96201298597833,0.0488436902485659,0.96167191965633,0.0558403514648534,0.473625,0.214375,FALSE,0,12,"std","raw"
"MR-PCA","Ichino-Yaguchi",0.961901688973869,0.0488922880815806,0.961642565629797,0.0557822967968268,0.475375,0.214,FALSE,0,12,"std","raw"
"MR-PCA","Wasserstein",0.961904477374124,0.0489013702995539,0.961588647716453,0.0559075786864095,0.475375,0.2145,FALSE,0,12,"std","raw"
"MR-PCA","Centers-Euclidean",0.961905274059911,0.0489004142766094,0.961643788274417,0.0557900412434378,0.475375,0.214125,FALSE,0,12,"std","raw"
"SPCA","Int-Euclidean",0.962157504780115,0.0491489802421925,0.962013891127969,0.0557631507386578,0.476375,0.231375,FALSE,0,12,"std","raw"
"SPCA","Hausdorff",0.961962396430848,0.0485490758444869,0.961484653725549,0.0559205491470937,0.47575,0.21175,FALSE,0,12,"std","raw"
"SPCA","Ichino-Yaguchi",0.961893483110261,0.0489118865519439,0.961668323159804,0.0557353481817216,0.4755,0.21425,FALSE,0,12,"std","raw"
"SPCA","Wasserstein",0.961907425111536,0.0488964308476737,0.961593288477512,0.0559070777720969,0.475625,0.2145,FALSE,0,12,"std","raw"
"SPCA","Centers-Euclidean",0.961905274059911,0.0489004142766094,0.961643788274417,0.0557900412434378,0.475375,0.214125,FALSE,0,12,"std","raw"
"IMDS","Int-Euclidean",0.549366873804971,-0.0119102931803696,0.557971572760907,-0.0107445953712703,0.040625,5e-04,TRUE,0,12,"std","raw"
"IMDS","Hausdorff",0.57916276290631,0.0472286488209051,0.586088590225394,0.0553768308642033,0.047,0.003375,TRUE,0,12,"std","raw"
"IMDS","Ichino-Yaguchi",0.583201481835564,0.0514909177820269,0.590687279919704,0.0588691067185895,0.0465,0.005875,TRUE,0,12,"std","raw"
"IMDS","Wasserstein",0.574849585723391,0.0336051625239006,0.582588980529126,0.0385085844643462,0.04925,0.0055,TRUE,0,12,"std","raw"
"IMDS","Centers-Euclidean",0.568853887826641,0.0127100063734864,0.574767484703028,0.0176570380230854,0.049375,-0.006125,TRUE,0,12,"std","raw"
"Int-UMAP","Int-Euclidean",0.881285372848948,0.018348948374761,0.925871344285124,0.0103850205679809,0.521125,-0.00700000000000001,FALSE,0,12,"std","raw"
